,b1101,b1817,b1818
starve_series__t00_growth1__1,0.5715755788175007,0.6118910823092792,0.6895547759135864
starve_series__t00_growth1__2,0.631569859601309,0.6671278585250435,0.7932465539586073
starve_series__t00_growth1__3,0.5928233003016631,0.6166285132641108,0.7327982361020228
starve_series__t00_growth1__4,0.67944691335123,0.505475962874996,0.7005088295572811
starve_series__t01_starve__1,0.3550356051675448,3.113493393316972,4.30517663582802
starve_series__t01_starve__2,0.5357374080805176,3.829100898145923,6.053372132078686
starve_series__t02_starve__1,0.1851285566926119,1.4956509104491256,1.9086409725454057
starve_series__t02_starve__2,0.181761601884282,1.4006557287132475,1.7273663699795323
starve_series__t03_starve__1,0.2809173453772341,1.5603703093924957,1.7274892984410224
starve_series__t03_starve__2,0.3142619718535088,1.68088296633268,1.951045289811772
starve_series__t04_starve__1,0.3037673904777798,1.5195586010064628,1.6441063402077032
starve_series__t04_starve__2,0.3306014003495158,1.4725873019925264,1.9222941830257645
starve_series__t05_starve__1,0.3374511916896832,1.5206162522351745,1.950272849844546
starve_series__t05_starve__2,0.2983518537908274,1.88800886720466,1.892231770434416
starve_series__t06_starve__1,0.3917717408121019,1.7578082569126805,2.043833420970962
starve_series__t06_starve__2,0.3975252870259079,1.5377726258323394,1.930096637989973
starve_series__t07_starve__1,0.3535131141726644,1.4953501048218818,1.6967975611060886
starve_series__t07_starve__2,0.4209956661919498,1.69811617485487,2.0404144940976447
starve_series__t08_starve__1,0.4296584849546082,1.5926951319215803,1.8985822748422152
starve_series__t08_starve__2,0.4493052553503333,1.6120946962157447,1.9370596571445435
starve_series__t09_starve__1,0.483718853624292,1.5689778437919526,2.1671767418325407
starve_series__t09_starve__2,0.4350603032998676,1.548736752215179,1.8875594679005607
starve_series__t10_starve__1,0.439817634554642,1.5531060437222897,1.749398073036743
starve_series__t10_starve__2,0.4065591924066538,1.7532556387273688,1.792230453148682
starve_series__t11_starve__1,0.4813596035203781,2.045790772204964,2.111810072325538
starve_series__t11_starve__2,0.4814178593933871,1.976993640624623,2.1479180551360093
starve_series__t12_starve__1,0.4954838862182988,1.62461364847013,1.942743603567315
starve_series__t12_starve__2,0.548419315779318,1.7043073258589991,2.2821051175540936
starve_series__t14_starve__1,0.6208323683997102,1.8896267671412648,2.4963164019298563
starve_series__t14_starve__2,0.5339401043887612,2.195264654192916,2.3133752004276698
starve_series__t16_starve__1,0.6015482011178616,1.9885997540573923,2.6319340954095582
starve_series__t16_starve__2,0.6004735891713088,1.776515714616676,2.5936891809222478
starve_series__t17_starve__1,0.6026572342090294,1.964716101904101,2.7684209512827977
starve_series__t17_starve__2,0.7001073157822468,1.9613733838946483,2.95693649222092
starve_series__t18_starve__1,0.5592199579072855,2.065885697272439,2.8629609584441638
starve_series__t18_starve__2,0.4995341312692882,1.6784339058091164,2.469758742398252
starve_series__t21_growth2__1,0.1325099296381306,0.0471679471821467,0.0656601871598851
starve_series__t21_growth2__2,0.1614916541255108,0.0428466592848257,0.0662179423837024
starve_series__t22_growth2__1,0.1162088708454332,0.0642934971848064,0.1291324848216578
starve_series__t22_growth2__2,0.0911060306592202,0.0591303108566715,0.099529468839066
starve_series__t23_growth2__1,0.1143512059754588,0.073130817393051,0.1224275663427355
starve_series__t23_growth2__2,0.11685494511278,0.0777763934056819,0.129222901595519
starve_series__t25_growth2__1,0.385368375003447,0.2675292467092993,0.2686881628443185
starve_series__t25_growth2__2,0.4085126295475733,0.2226970835986287,0.2406862286413037
starve_series__t26_growth2__1,0.6670308336150921,0.4199821949775247,0.3861800909682974
starve_series__t26_growth2__2,0.565067010124465,0.4837705048424063,0.3670700814213035
starve_series__t27_growth2__1,0.6907103373052257,0.5361724804473761,0.5074480223130216
starve_series__t27_growth2__2,0.6786608216205123,0.517062748046786,0.4774804328568481
starve_series__t28_growth2__1,0.6823706594087195,0.7445851507547552,0.8636097430167017
starve_series__t28_growth2__2,0.7506419198921614,0.8426321047803113,0.8995324581799801
control__wt_glc__1,0.96070538890486,0.9542960920667998,0.9912611341742006
control__wt_glc__2,1.0409018327043364,1.0478927958661293,1.0088159068529186
fur__wt_dpd__1,0.215515614962323,0.2470635764485508,0.3291079292440459
fur__wt_dpd__2,0.2162970028585114,0.2300525710270836,0.3293806571555702
