,cAct,cInh
control__wt_glc__1,0.0463504608266376,1.360063215249616
control__wt_glc__2,0.01793654428316199,0.7398491246375676
fur__wt_dpd__1,0.016673294736231522,4.645433250396609
fur__wt_dpd__2,0.01793654428316199,4.123672003295582
fur__wt_fe__1,0.049863370220739875,1.7255686447608083
fur__wt_fe__2,0.09776582036532738,2.831396889452845
fur__delfur_dpd__1,0.01793654428316199,3.592902206850347
fur__delfur_dpd__2,0.037231646430435264,4.86470918831688
fur__delfur_fe2__1,0.025841963449678745,1.375832291885052
fur__delfur_fe2__2,0.034609465717014634,1.4386142342068746
acid__wt_ph5__1,0.06276771068633055,3.0468068000485617
acid__wt_ph5__2,0.02779987573612458,1.9903098048953167
acid__delgadx_ph5__1,0.057705382256328513,3.4896690288599412
acid__delgadx_ph5__2,0.07008564038444766,3.0468068000485617
acid__delgadw_ph5__1,0.03217196208218309,1.8776627162697697
acid__delgadw_ph5__2,0.05750062477810717,3.0468068000485617
acid__delgade_ph5__1,0.034609465717014634,1.853839515154409
acid__delgade_ph5__2,0.04318263753102971,2.1116604611532255
oxidative__wt_pq__1,0.046351552177901614,1.5478724978554848
oxidative__wt_pq__2,0.018272488838267077,0.7564944914045244
oxidative__deloxyr_pq__1,0.02327463865394088,1.360063215249616
oxidative__deloxyr_pq__2,0.024021944604117402,1.4394323555545623
oxidative__delsoxr_pq__1,0.0667807074934532,2.0136862612487763
oxidative__delsoxr_pq__2,0.012449503747975868,0.8142421834678489
oxidative__delsoxs_pq__1,0.0430870673159416,1.3827825110196779
oxidative__delsoxs_pq__2,0.01793654428316199,0.6846724258281339
nac_ntrc__wt_csn__1,0.037231646430435264,5.75694005031023
nac_ntrc__wt_csn__2,0.020757424530982064,4.642585473218527
nac_ntrc__wt_cytd__1,0.012449503747975868,2.6752713068692437
nac_ntrc__wt_cytd__2,0.031989235519998,3.7964476264451563
nac_ntrc__wt_gln__1,0.03217196208218309,3.366192578798385
nac_ntrc__wt_gln__2,0.02233010752789603,3.1183002729792264
nac_ntrc__bw_delnac_csn__1,0.019295503732848038,7.788128198462908
nac_ntrc__bw_delnac_csn__2,0.010757648423370932,5.969035785420154
nac_ntrc__bw_delnac_cytd__1,0.011572699960085505,2.0746969970743896
nac_ntrc__bw_delnac_cytd__2,0.10542943110039721,5.89443803472907
nac_ntrc__bw_delnac_gln__1,0.019295503732848038,2.783347477871996
nac_ntrc__bw_delnac_gln__2,0.0718403372678542,6.582492810669653
nac_ntrc__bw_delnac_nh4__1,0.02790231197361726,0.814047853621819
nac_ntrc__bw_delnac_nh4__2,0.04005249625218759,1.0034505280187656
misc__wt_no_te__1,0.0409644621417179,1.0143373848470045
misc__wt_no_te__2,0.046351552177901614,1.3920614896162558
misc__bw_delcbl__1,0.0667807074934532,1.9129529933145244
misc__bw_delcbl__2,0.0667807074934532,1.7687848422066013
misc__bw_delfabr__1,0.02779987573612458,1.1029535585212318
misc__bw_delfabr__2,0.06816645058758108,2.1116604611532255
misc__bw_delfadr__1,0.03217196208218309,1.236832486240934
misc__bw_delfadr__2,0.0430870673159416,1.6779515080828844
misc__nitr_031__1,0.0430870673159416,3.3780177021047977
omics__wt_glu__1,0.08755999263055007,5.477699969797371
omics__wt_glu__2,0.03005609868481346,2.6312165068935354
omics__wt_gly__1,0.029906128938262826,1.5369698187594447
omics__wt_gly__2,0.07728330909439678,3.1422755969891294
omics__wt_thr__1,0.04005249625218759,2.418157895536755
omics__wt_thr__2,0.046351552177901614,2.2764357528897197
omics__bw_ac__1,0.14199657681180944,7.344714238467158
omics__bw_ac__2,0.13861954959209435,7.3906992436597445
omics__bw_fum__1,0.18564953698884828,13.687644774993112
omics__bw_fum__2,0.13414027632056863,10.597312256324647
omics__bw_glc__1,0.05449885312298119,4.085277654775062
omics__bw_glc__2,0.024021944604117402,2.664825666387888
omics__bw_pyr__1,0.08943765480720012,9.424286581868115
omics__bw_pyr__2,0.14912203791177817,13.503601131278911
