,cAct,cInh
control__wt_glc__1,5.248074602497725,144.524568255472
control__wt_glc__2,4.36515832240166,119.31743576964466
fur__wt_dpd__1,0.9381682593001817,398.1071705534973
fur__wt_dpd__2,0.8696702484651578,398.1071705534973
fur__wt_fe__1,4.36515832240166,159.46752578067702
fur__wt_fe__2,4.365245419782934,158.48931924611142
fur__delfur_dpd__1,1.2497387360097036,398.1071705534973
fur__delfur_dpd__2,1.4454397707459274,432.68263904803297
fur__delfur_fe2__1,1.9054607179632472,277.7077756482989
fur__delfur_fe2__2,1.6595869074375607,250.85107999654915
acid__wt_ph5__1,4.018861084385252,177.82794100389228
acid__wt_ph5__2,3.8891625756216626,177.82794100389228
acid__delgadx_ph5__1,4.168693834703354,146.79258329743683
acid__delgadx_ph5__2,4.168693834703354,159.3592255330699
acid__delgadw_ph5__1,3.9810717055349722,160.39139742376213
acid__delgadw_ph5__2,4.168693834703354,160.16476726005754
acid__delgade_ph5__1,4.041124859063336,158.48931924611142
acid__delgade_ph5__2,3.9810717055349722,162.39269524063909
oxidative__wt_pq__1,0.0,2.511886431509581
oxidative__wt_pq__2,0.0,1.2589254117941675
oxidative__deloxyr_pq__1,0.0,0.1
oxidative__deloxyr_pq__2,0.0,0.707945784384138
oxidative__delsoxr_pq__1,0.6827676564560787,199.52623149688807
oxidative__delsoxr_pq__2,0.6209586669952807,199.52623149688807
oxidative__delsoxs_pq__1,0.48196191126012694,158.48931924611142
oxidative__delsoxs_pq__2,0.6713096335352058,199.52623149688807
nac_ntrc__wt_csn__1,2.6447381891321915,251.18864315095823
nac_ntrc__wt_csn__2,2.6302679918953817,258.44550835356637
nac_ntrc__wt_cytd__1,3.76938065264129,199.52623149688807
nac_ntrc__wt_cytd__2,3.799533789167007,199.52623149688807
nac_ntrc__wt_gln__1,2.989642305027992,251.18864315095823
nac_ntrc__wt_gln__2,2.9669116581568713,251.18864315095823
nac_ntrc__bw_delnac_csn__1,1.7378008287493754,399.4942245595025
nac_ntrc__bw_delnac_csn__2,1.8197008586099834,398.5451711917477
nac_ntrc__bw_delnac_cytd__1,3.630780547701014,251.57229751482217
nac_ntrc__bw_delnac_cytd__2,0.06214635958052874,5.623413251903491
nac_ntrc__bw_delnac_gln__1,2.6302679918953817,251.33337576519574
nac_ntrc__bw_delnac_gln__2,2.7542287033381663,259.1745048938258
nac_ntrc__bw_delnac_nh4__1,5.38257780412935,223.872113856834
nac_ntrc__bw_delnac_nh4__2,5.421446072420982,223.872113856834
misc__wt_no_te__1,1.9952623149688795,383.89247905378073
misc__wt_no_te__2,2.884031503126606,314.7503351688172
misc__bw_delcbl__1,5.433673460312991,199.52623149688807
misc__bw_delcbl__2,5.495408738576246,203.85773069542205
misc__bw_delfabr__1,5.495408738576246,146.91072033948402
misc__bw_delfabr__2,5.7543993733715695,161.69350580615293
misc__bw_delfadr__1,4.268962328021637,223.872113856834
misc__bw_delfadr__2,4.31664372429446,223.872113856834
misc__nitr_031__1,3.133695815417266,251.18864315095823
omics__wt_glu__1,4.36515832240166,122.86968441025563
omics__wt_glu__2,4.271003864423852,125.89254117941675
omics__wt_gly__1,4.250185610563429,125.89254117941675
omics__wt_gly__2,0.0686201194915779,1.9952623149688797
omics__wt_thr__1,4.786300923226384,226.36292229392757
omics__wt_thr__2,4.786300923226384,258.80959769311494
omics__bw_ac__1,7.943282347242816,108.82157763310225
omics__bw_ac__2,7.244359600749901,110.28740378233807
omics__bw_fum__1,5.495408738576246,141.50926019569738
omics__bw_fum__2,5.495408738576246,143.93689533119039
omics__bw_glc__1,3.2958278244900856,199.52623149688807
omics__bw_glc__2,3.276811352711575,199.52623149688807
omics__bw_pyr__1,6.025595860743578,140.51062347339274
omics__bw_pyr__2,6.01253434570235,141.25375446227554
ompr__wt_nacl__1,1.2582174692271544,446.6835921509635
ompr__wt_nacl__2,1.1481536214968828,494.35959867785573
ompr__bw_delompr_nacl__1,2.8505219428206874,446.6835921509635
ompr__bw_delompr_nacl__2,2.6302679918953817,400.43929809155077
minspan__wt_ade__1,0.0,0.5011872336272724
minspan__wt_glc__1,4.36515832240166,244.28272885330608
minspan__wt_glc__2,3.7806677687533115,251.18864315095823
minspan__wt_glc__3,2.9350579288580794,199.52623149688807
minspan__wt_glc__4,3.8018939632056115,221.9097709310763
minspan__wt_glc_anaero__1,4.570881896148751,15381.602245639338
minspan__wt_glc_anaero__2,4.570881896148751,16309.340915263198
minspan__wt_trp__1,79.43282347242817,44956.07979606363
minspan__bw_delcra_glc__1,4.36515832240166,1447.3487066002383
minspan__bw_delcra_glc__2,4.551887824910265,1412.5375446227554
minspan__bw_delcra_trp__1,72.44359600749902,59220.34977744204
minspan__bw_delmntr__1,5.874588267166379,1122.018454301963
minspan__bw_delnac_ade__1,3.304923386055527,141.25375446227554
minspan__bw_delnac_glc__1,4.570881896148751,196.58394894608008
cra_crp__wt_ac__1,12.069736877564724,100.0
cra_crp__wt_ac__2,10.964781961431852,87.27493852584371
cra_crp__wt_fru__1,7.300617635178523,112.20184543019641
cra_crp__wt_fru__2,6.606934480075961,114.20841050491993
cra_crp__delcra_ac__1,5.495408738576246,193.2314343612155
cra_crp__delcra_ac__2,5.495408738576246,192.10191473342323
cra_crp__delcra_fru__1,1.5848931924611136,394.86794428481267
cra_crp__delcra_fru__2,1.5135612484362082,384.1541522709555
cra_crp__delcra_glc__1,3.218842202337666,177.82794100389228
cra_crp__delcra_glc__2,0.03457584419841855,2.818382931264455
rpoB__wt_031__1,9.120108393559097,125.15245743633207
rpoB__wt_044__1,4.36515832240166,150.76784246148523
rpoB__wt_lb__1,14.571220656242387,89.12509381337459
rpoB__wt_lb__2,9.120108393559097,55.281674253484944
rpoB__rpoBE546V_031__1,6.025595860743578,141.35483831688163
rpoB__rpoBE546V_044__1,6.025595860743578,141.95971106571076
rpoB__rpoBE546V_lb__1,8.709635899560807,71.9506365989894
rpoB__rpoBE546V_lb__2,10.471285480508996,90.20735709976549
rpoB__rpoBE546V_glc__1,4.36515832240166,144.6272422513939
rpoB__rpoBE672K_glc__1,4.168693834703354,93.78625463893728
rpoB__rpoBE672K_glc__2,4.168693834703354,92.50266670020412
rpoB__rpoBE672K_lb__1,14.820083871223963,141.25375446227554
rpoB__rpoBE672K_lb__2,14.543713953103577,141.25375446227554
crp__wt_fru__1,7.792205544421366,141.25375446227554
crp__wt_glyc__1,9.479342149516246,141.25375446227554
crp__wt_glyc__2,7.984377842648959,141.25375446227554
crp__delar1_glyc__1,2.5991842395736366,562.341325190349
crp__delar1_glyc__2,1.5135612484362082,707.4218223514632
crp__delar1ar2_glyc__1,0.0,1.0
crp__delar1ar2_glyc__2,0.0,0.7943282347242815
crp__delar1ar2_glyc__3,0.0,1.1220184543019636
crp__delar2_glyc__1,1.4350748773877366,1122.018454301963
crp__delar2_glyc__2,1.202264434617413,929.5975575835658
crp__delar2_glyc__3,1.096478196143185,1147.6978048865549
crp__delcrp_fru__1,1.1340949303992796,251.18864315095823
crp__delcrp_fru__2,1.202264434617413,253.19072249809355
crp__delcrp_fru__3,0.0,3.981071705534973
crp__delcrp_glc__1,1.3803842646028848,200.35332944850697
crp__delcrp_glc__2,1.2589254117941673,204.769979425574
crp__delcrp_glc__3,1.119078640185091,199.52623149688807
crp__delcrp_glyc__1,0.7094359062361797,316.22776601683796
crp__delcrp_glyc__2,0.5785420590483041,281.8382931264455
crp__delcrp_glyc__3,0.6570213994300846,316.22776601683796
glu__glu_ale3__1,4.168693834703354,333.83808423275883
glu__glu_ale4__1,4.800715961709556,223.872113856834
glu__glu_ale5__1,6.918309709189364,144.9867742678218
glu__glu_ale6__1,0.12708597758031662,3.548133892335755
glu__glu_ale8__1,5.324177182733739,630.9573444801937
glu__glu_ale9__1,5.7543993733715695,261.38812421595094
glu__glu_ale10__1,3.9810717055349722,330.8190833223012
42c__wt_42c__1,4.347906998839627,125.89254117941675
42c__42c_ale1__1,19.952623149688797,3623.2572268785502
42c__42c_ale2__1,4.242075149873176,316.22776601683796
42c__42c_ale3__1,3.6435221938301368,398.1071705534973
42c__42c_ale4__1,4.36515832240166,511.65936296309707
42c__42c_ale5__1,3.1622776601683795,255.19603737620866
42c__42c_ale6__1,4.570881896148751,3113.6238344826606
42c__42c_ale8__1,4.36515832240166,930.3814702750359
42c__42c_ale9__1,4.36515832240166,200.57465601416632
42c__42c_ale10__1,4.36515832240166,523.2077945571243
ssw__wt_ac__1,6.309573444801933,157.7288822270649
ssw__wt_glc__1,4.36515832240166,154.81560708131732
ssw__wt_glyc__1,28.84031503126606,2519.4270921591233
ssw__wt_xyl__1,83.17637711026708,99403.08596952897
ssw__glc_ale1__1,6.025595860743578,6845.435325609367
ssw__glc_ale2__1,4.36515832240166,1111.9580382256472
ssw__glc_ale3__1,5.011872336272724,4451.401082845208
ssw__glyc_ale1__1,6.025595860743578,555.2903044347182
ssw__glyc_ale2__1,6.309573444801933,377.1232145880195
ssw__xyl_ale1__1,4.36515832240166,1080.508489955294
ssw__xyl_ale2__1,6.025595860743578,258.23739651158814
ssw__xyl_ale3__1,3.8018939632056115,691.3043966332087
ssw__glc_ac_ac2__1,6.606934480075961,158.42353755123722
ssw__glc_ac_glc1__1,3.1622776601683795,903.9013257201927
ssw__glc_ac_glc2__1,5.495408738576246,5006.506042772614
ssw__glc_glyc_glc__1,5.011872336272724,490.93053184718326
ssw__glc_glyc_glyc__1,6.456272953099071,398.1071705534973
ssw__glc_xyl_glc__1,5.008806868321351,891.2509381337459
ssw__glc_xyl_xyl__1,6.025595860743578,206.93386614198465
pgi__glu4_delpgi__1,6.025595860743578,156.3358900304839
pgi__pgi_ale1__1,5.893438044090982,199.52623149688807
pgi__pgi_ale2__1,4.570881896148751,395.3364891410596
pgi__pgi_ale3__1,6.30465491372851,199.52623149688807
pgi__pgi_ale5__1,6.606934480075961,162.00969353824087
pgi__pgi_ale6__1,5.7543993733715695,180.09355108193927
pgi__pgi_ale7__1,5.910661934159163,199.52623149688807
pgi__pgi_ale8__1,5.41652695252458,158.48931924611142
ica__wt_glc__1,6.025595860743578,158.82065612117535
ica__wt_glc__2,6.939750632207316,199.52623149688807
ica__wt_glc__3,4.36515832240166,300.14520850100007
ica__wt_glc__4,4.36515832240166,366.0910995817224
ica__arg_sbt__1,9.549925860214358,142.52044403656373
ica__arg_sbt__2,7.5857757502918375,124.78933318130775
ica__cytd_rib__1,4.570881896148751,192.7526780656964
ica__cytd_rib__2,5.011872336272724,249.48205784828215
ica__gth__1,1.8912729497473837,398.1071705534973
ica__gth__2,1.619507875046652,398.1071705534973
ica__leu_glcr__1,6.918309709189364,89.70572649597848
ica__leu_glcr__2,6.918309709189364,91.84435172134823
ica__met_glc__1,5.805960915608849,125.89254117941675
ica__met_glc__2,6.309573444801933,142.45143569286955
ica__no3_anaero__1,2.884031503126606,4107.437110847368
ica__no3_anaero__2,2.884031503126606,8675.982265707886
ica__phe_acgam__1,5.82466610179356,158.48931924611142
ica__phe_acgam__2,6.025595860743578,146.95824846325823
ica__thm_gal__1,7.1033837629500205,141.25375446227554
ica__thm_gal__2,7.3114122442531615,141.25375446227554
ica__tyr_glcn__1,5.237540444320865,158.48931924611142
ica__tyr_glcn__2,5.7543993733715695,195.51402492010416
ica__ura_pyr__1,6.309573444801933,175.17867551473532
ica__ura_pyr__2,7.5857757502918375,122.70656475700815
ica__wt_glc__5,4.570881896148751,256.0133615266111
ica__wt_glc__6,4.675511701252527,251.18864315095823
ica__bw_delpurR_cytd__1,4.570881896148751,277.80948704188296
ica__bw_delpurR_cytd__2,4.90812250382612,281.8382931264455
ica__ade_glc__1,3.8904086161529623,223.872113856834
ica__ade_glc__2,3.8745162350211975,223.872113856834
ytf__wt_glc__1,4.908019718554263,223.872113856834
ytf__wt_glc__2,5.011872336272724,261.32268036870846
ytf__delyafC__1,6.025595860743578,3371.063654365604
ytf__delyafC__2,6.025595860743578,3866.81985432547
ytf__delyeiE__1,5.495408738576246,1931.340594915335
ytf__delyeiE__2,4.9702392956448165,446.6835921509635
ytf__delyiaJ__1,5.495408738576246,2413.190514949222
ytf__delyiaJ__2,5.495408738576246,2737.3488629911553
ytf__delyieP__1,5.011872336272724,1368.3038226100982
ytf__delyieP__2,4.570881896148751,973.1603664145539
ytf__wt_ph5__1,4.255433265537607,199.52623149688807
ytf__wt_ph5__2,4.168693834703354,200.16764206604347
ytf__wt_ph8__1,3.253688926851498,199.52623149688807
ytf__wt_ph8__2,3.429652881487133,199.52623149688807
ytf__delybaO__1,45.708818961487516,14586.985486098381
ytf__delybaO__2,6.025595860743578,1782.8437510333865
ytf__delybaQ__1,4.36515832240166,144.52769932664575
ytf__delybaQ__2,4.36515832240166,145.50570769976437
ytf__delybiH__1,4.570881896148751,612.7027350777284
ytf__delybiH__2,4.509723707007257,2238.721138568342
ytf__delydcI_ph5__1,4.786300923226384,159.66455686874153
ytf__delydcI_ph5__2,4.786300923226384,165.11722770328663
ytf__delydcI_ph8__1,3.8018939632056115,295.79969362258385
ytf__delydcI_ph8__2,4.491731854991336,177.82794100389228
ytf__delyddM__1,3.9616608470345795,158.48931924611142
ytf__delyddM__2,0.0005070329320952977,0.35481338923357547
ytf__delyheO__1,75.8577575029184,31091.73926174826
ytf__delyheO__2,25.13292657688107,7943.282347242822
fps__bw_glc__1,5.032875337053157,158.48931924611142
fps__bw_glc__2,4.570881896148751,143.5377511151087
fps__fps_thrA_ale1__1,4.301040391898282,223.872113856834
fps__fps_thrA_ale1__2,4.36515832240166,202.18155972865526
fps__fps_thrA_ale2__1,4.570881896148751,245.28333129210137
fps__fps_thrA_ale2__2,4.502118933837319,223.872113856834
fps__fps_serB_ale1__1,4.36515832240166,164.1050718078183
fps__fps_serB_ale1__2,4.3802897244274,158.48931924611142
fps__fps_serB_ale4__1,3.086458259869004,251.18864315095823
fps__fps_serB_ale4__2,2.884031503126606,232.20724532437174
pal__lyx_ale2_f6__1,6.309573444801933,223.74490579063925
pal__lyx_ale2__1,6.606934480075961,141.72058232717131
pal__lyx_ale2__2,6.918309709189364,141.52261681433285
pal__lyx_ale4__1,6.606934480075961,141.72058232717131
pal__lyx_ale4__2,6.918309709189364,141.52261681433285
pal__5drib_ale10_f18__1,9.120108393559097,135.95988273644218
pal__5drib_ale10_f18__2,8.31763771102671,118.79986766914371
pal__5drib_ale10__1,10.964781961431852,92.3258594865667
pal__arab_ale14_f9__1,6.187611951184617,158.48931924611142
pal__arab_ale14_f9__2,6.025595860743578,169.83530978998903
pal__arab_ale14__1,6.918309709189364,142.67328700286754
pal__arab_ale14__2,6.726379121755689,141.25375446227554
pal__arab_ale16__1,8.709635899560807,143.49226889293368
pal__arab_ale16__2,8.964458191522967,158.48931924611142
pal__tartr_ale26_f10__1,9.064390727955937,112.20184543019641
pal__tartr_ale26_f10__2,9.120108393559097,120.43777729368962
pal__tartr_ale26__1,9.03375418751218,89.12509381337459
pal__tartr_ale26__2,10.0,110.72292786116307
pal__tartr_ale28_f10__1,6.309573444801933,114.63418886832962
pal__tartr_ale28_f10__2,6.606934480075961,142.13979488535327
pal__tartr_ale28__1,7.875934539421982,89.12509381337459
pal__tartr_ale28__2,7.036686405999395,112.20184543019641
efeU__delmenFentC_citr__1,4.786300923226384,159.8017273537516
efeU__delmenFentC_citr__2,5.7543993733715695,164.74565527054503
efeU__delmenFentC__1,1.2589254117941673,394.39973044474004
efeU__delmenFentC__2,1.318256738556407,380.72325559379004
efeU__menFentC_ale39__1,14.454397707459272,871.9674585298688
efeU__menFentC_ale39__2,6.025595860743578,409.45944930264983
efeU__menFentC_ale29__1,4.36515832240166,539.9193583488858
efeU__menFentC_ale29__2,4.36515832240166,461.1003666727275
efeU__menFentC_ale30__1,5.495408738576246,164.4254168355182
efeU__menFentC_ale30__2,5.248074602497725,165.95671570401618
efeU__menFentCubiC_ale36__1,3.7528721994193166,223.872113856834
efeU__menFentCubiC_ale36__2,3.114436912667703,177.82794100389228
efeU__menFentCubiC_ale37__1,2.51188643150958,197.2927629183642
efeU__menFentCubiC_ale37__2,2.2696538358546676,158.48931924611142
efeU__menFentCubiC_ale38__1,4.570881896148751,525.2352620053089
efeU__menFentCubiC_ale38__2,4.36515832240166,575.2614879412366
