,cAct,cInh
control__wt_glc__1,0.03032769475369794,0.08610551140410484
control__wt_glc__2,0.08996691177297034,0.060518445615789826
fur__wt_dpd__1,0.010718029857091783,4.121482692183604
fur__wt_dpd__2,0.010718029857091783,4.102564935540489
fur__wt_fe__1,0.10443620674667463,0.5329283380048899
fur__wt_fe__2,0.11324621305276884,0.4951446840957222
fur__delfur_dpd__1,0.011487616401751092,3.6418042436406943
fur__delfur_dpd__2,0.011487616401751092,3.154490005430754
fur__delfur_fe2__1,0.014144083534051291,0.3785340843475697
fur__delfur_fe2__2,0.014144083534051291,0.5010753307237588
acid__wt_ph5__1,0.014144083534051291,0.7371790503786765
acid__wt_ph5__2,0.013196533059378068,0.7758459288481561
acid__delgadx_ph5__1,0.0151596709619162,0.8553765919937207
acid__delgadx_ph5__2,0.04957644587999932,0.7754648167713969
acid__delgadw_ph5__1,0.0151596709619162,0.8435977099118653
acid__delgadw_ph5__2,0.015883307601362452,0.7754648167713969
acid__delgade_ph5__1,0.0151596709619162,0.793577715012062
acid__delgade_ph5__2,0.0151596709619162,0.7624335886940008
oxidative__wt_pq__1,0.010718029857091783,2.01817447174367
oxidative__wt_pq__2,0.010718029857091783,1.7972358316848955
oxidative__deloxyr_pq__1,0.011487616401751092,1.492176827242193
oxidative__deloxyr_pq__2,0.011487616401751092,1.5591953463146548
oxidative__delsoxr_pq__1,0.011487616401751092,3.172793102980039
oxidative__delsoxr_pq__2,0.010718029857091783,3.2670659936982904
oxidative__delsoxs_pq__1,0.010718029857091783,3.2313648855148664
oxidative__delsoxs_pq__2,0.010718029857091783,3.23646351507844
nac_ntrc__wt_csn__1,0.010718029857091783,1.8681222969025968
nac_ntrc__wt_csn__2,0.011487616401751092,1.8973229388899921
nac_ntrc__wt_cytd__1,0.012312461558078547,1.111173843420704
nac_ntrc__wt_cytd__2,0.011487616401751092,1.0423226067561269
nac_ntrc__wt_gln__1,0.010718029857091783,3.1508423013498135
nac_ntrc__wt_gln__2,0.010718029857091783,3.383776254392778
nac_ntrc__bw_delnac_csn__1,0.01,6.759640103638256
nac_ntrc__bw_delnac_csn__2,0.010064509438471755,5.877407920796108
nac_ntrc__bw_delnac_cytd__1,0.012312461558078547,1.3169290302678407
nac_ntrc__bw_delnac_cytd__2,0.012312461558078547,1.3862566334513988
nac_ntrc__bw_delnac_gln__1,0.011487616401751092,3.7471860901693126
nac_ntrc__bw_delnac_gln__2,0.011487616401751092,3.7280684211436603
nac_ntrc__bw_delnac_nh4__1,0.10410875388086513,0.04159053246921181
nac_ntrc__bw_delnac_nh4__2,0.09859080391090237,0.013499405016550168
misc__wt_no_te__1,0.011539163469754143,0.7754648167713969
misc__wt_no_te__2,0.013196533059378068,0.2541074837355404
misc__bw_delcbl__1,0.10565954243711813,0.12636106163735575
misc__bw_delcbl__2,0.09205036896579535,0.0880604801696764
misc__bw_delfabr__1,0.24328368705944672,0.12813693558729988
misc__bw_delfabr__2,0.18400449218739134,0.10165850064721788
misc__bw_delfadr__1,0.016248180599350515,0.056090989178825046
misc__bw_delfadr__2,0.016248180599350515,0.18178055715997496
misc__nitr_031__1,0.011487616401751092,1.2713547569643384
omics__wt_glu__1,0.10382236582636664,0.01690637890306489
omics__wt_glu__2,0.045975787349949296,0.13055335044002947
omics__wt_gly__1,0.6410586300339709,0.4582973000519507
omics__wt_gly__2,0.2582142297194576,0.08169630083396116
omics__wt_thr__1,0.5431209584071787,0.02117320335700555
omics__wt_thr__2,0.7205017224185359,0.010779004590262872
omics__bw_ac__1,0.8233260420631687,18.107799911550636
omics__bw_ac__2,0.7893009738767764,18.072399165316057
omics__bw_fum__1,0.5946968967202244,18.107799911550636
omics__bw_fum__2,0.6407286491102379,18.107799911550636
omics__bw_glc__1,0.012312461558078547,0.5057767308670155
omics__bw_glc__2,0.012312461558078547,0.474630973164324
omics__bw_pyr__1,1.0584456021096205,18.107799911550636
omics__bw_pyr__2,1.1846692771924356,18.107799911550636
ompr__wt_nacl__1,0.010718029857091783,6.6296885319445344
ompr__wt_nacl__2,0.010718029857091783,7.780054727797934
ompr__bw_delompr_nacl__1,0.010718029857091783,5.944389181273624
ompr__bw_delompr_nacl__2,0.010718029857091783,6.083745295429094
minspan__wt_ade__1,0.012312461558078547,2.6422674925440486
minspan__wt_glc__1,0.017414848478725826,0.5165644289940095
minspan__wt_glc__2,0.016248180599350515,0.5632468855757667
minspan__wt_glc__3,0.017414848478725826,0.4467543493786704
minspan__wt_glc__4,0.017414848478725826,0.47175330475041677
minspan__wt_glc_anaero__1,0.05281522088446978,0.5278206372283856
minspan__wt_glc_anaero__2,0.06969778084402607,0.3995446693042712
minspan__wt_trp__1,0.9197694176286523,0.01
minspan__bw_delcra_glc__1,0.017414848478725826,0.047503740151861706
minspan__bw_delcra_glc__2,0.01742694275895748,0.03320920735747192
minspan__bw_delcra_trp__1,0.4323019310258004,0.010779004590262872
minspan__bw_delmntr__1,0.5500767316151359,0.01
minspan__bw_delnac_ade__1,0.10554559855740485,1.1283800075288517
minspan__bw_delnac_glc__1,0.18400449218739134,1.4579299375299875
cra_crp__wt_ac__1,0.9757559359612339,18.107799911550636
cra_crp__wt_ac__2,0.8641160738715085,18.107799911550636
cra_crp__wt_fru__1,1.6916823692974252,16.799139252531866
cra_crp__wt_fru__2,1.473252888725784,17.37330199643887
cra_crp__delcra_ac__1,0.14040881770316668,18.107799911550636
cra_crp__delcra_ac__2,0.1886073835176082,18.107799911550636
cra_crp__delcra_fru__1,0.011487616401751092,5.490664733545761
cra_crp__delcra_fru__2,0.011487616401751092,5.63644362340598
cra_crp__delcra_glc__1,0.013196533059378068,0.7917003749622399
cra_crp__delcra_glc__2,0.013196533059378068,0.7858572957394627
rpoB__wt_031__1,10.268245696623799,8.08980511985398
rpoB__wt_044__1,0.05281522088446978,0.6488612979153517
rpoB__wt_lb__1,1.1163938908021167,17.983740649573328
rpoB__wt_lb__2,1.1868564517554032,18.107799911550636
rpoB__rpoBE546V_031__1,10.268245696623799,13.148877656666775
