,cAct,cInh
control__wt_glc__1,11.05485257417887,630.9573444801937
control__wt_glc__2,8.23210775252495,630.9573444801937
fur__wt_dpd__1,3.9810717055349722,234.1901261065516
fur__wt_dpd__2,3.9810717055349722,241.63726829379988
fur__wt_fe__1,12.070350363128165,794.3282347242822
fur__wt_fe__2,12.589254117941675,666.8088191737569
fur__delfur_dpd__1,3.9810717055349722,280.92320372168564
fur__delfur_dpd__2,3.9810717055349722,357.3458032216775
fur__delfur_fe2__1,6.606934480075961,257.50544706900433
fur__delfur_fe2__2,10.244805142218345,446.6835921509635
acid__wt_ph5__1,10.0,1323.1975555870808
acid__wt_ph5__2,8.16803943707027,1000.0
acid__delgadx_ph5__1,10.964781961431852,859.5004390702474
acid__delgadx_ph5__2,10.581103689629003,1000.0
acid__delgadw_ph5__1,10.964781961431852,1148.5930537982483
acid__delgadw_ph5__2,10.16603956130189,1000.0
acid__delgade_ph5__1,10.0,1128.0236490519405
acid__delgade_ph5__2,10.0,1163.781248087785
oxidative__wt_pq__1,2.6302679918953817,66.79474013816366
oxidative__wt_pq__2,1.3803842646028848,45.50102360216728
oxidative__deloxyr_pq__1,10.0,202.97515697356326
oxidative__deloxyr_pq__2,3.9810717055349722,69.66828215016957
oxidative__delsoxr_pq__1,0.0825123309696808,3.1622776601683795
oxidative__delsoxr_pq__2,1.9952623149688795,68.80015428944829
oxidative__delsoxs_pq__1,2.7542287033381663,68.16385917426143
oxidative__delsoxs_pq__2,2.646731461007774,70.79457843841381
nac_ntrc__wt_csn__1,0.017469455803154666,0.5623413251903491
nac_ntrc__wt_csn__2,0.0196878906407559,0.7943282347242815
nac_ntrc__wt_cytd__1,1.0408809127017549,31.622776601683793
nac_ntrc__wt_cytd__2,1.9952623149688795,57.27707589105905
nac_ntrc__wt_gln__1,0.04902055006735844,0.1778279410038923
nac_ntrc__wt_gln__2,0.0440882608988822,0.12589254117941673
nac_ntrc__bw_delnac_csn__1,0.0,1.2589254117941675
nac_ntrc__bw_delnac_csn__2,0.0,0.8912509381337457
nac_ntrc__bw_delnac_cytd__1,0.02676418001583297,2.23872113856834
nac_ntrc__bw_delnac_cytd__2,0.0,1.0
nac_ntrc__bw_delnac_gln__1,0.0,1.0
nac_ntrc__bw_delnac_gln__2,0.0,1.1220184543019636
nac_ntrc__bw_delnac_nh4__1,5.048049538677212,707.945784384138
nac_ntrc__bw_delnac_nh4__2,12.50989881437466,1778.2794100389228
misc__wt_no_te__1,4.168693834703354,200.341725263096
misc__wt_no_te__2,3.9810717055349722,293.3856416504276
misc__bw_delcbl__1,11.712294912930139,1122.018454301963
misc__bw_delcbl__2,12.589254117941675,1107.3867311726594
misc__bw_delfabr__1,12.589254117941675,1928.0770524386553
misc__bw_delfabr__2,12.589254117941675,1812.6303491604917
misc__bw_delfadr__1,3.5991215259404057,354.81338923357566
misc__bw_delfadr__2,6.309573444801933,573.5262414170182
misc__nitr_031__1,2.0892961308540396,364.4510699345564
omics__wt_glu__1,4.168693834703354,665.9810213820543
omics__wt_glu__2,3.1622776601683795,445.8421456973216
omics__wt_gly__1,2.7542287033381663,438.3430716466325
omics__wt_gly__2,1.4454397707459274,236.81833578345646
omics__wt_thr__1,4.786300923226384,18.411201010947238
omics__wt_thr__2,5.011872336272724,18.89324442625818
omics__bw_ac__1,31.622776601683793,194.6926529813802
omics__bw_ac__2,31.622776601683793,186.80396785976805
omics__bw_fum__1,15.13561248436208,194.67550245970259
omics__bw_fum__2,15.13561248436208,188.44086584917775
omics__bw_glc__1,0.08692455638894564,1.7782794100389228
omics__bw_glc__2,0.08370303427199775,1.7782794100389228
omics__bw_pyr__1,15.13561248436208,122.03532468649668
omics__bw_pyr__2,6.606934480075961,66.61809496271074
ompr__wt_nacl__1,0.0,0.251188643150958
ompr__wt_nacl__2,0.0,0.15848931924611134
ompr__bw_delompr_nacl__1,0.1639604845150245,0.11220184543019636
ompr__bw_delompr_nacl__2,0.14412610352602195,0.1
minspan__wt_ade__1,2.290867652767773,68.9608989034113
minspan__wt_glc__1,17.378008287493753,1628.582748559761
minspan__wt_glc__2,11.051615074303296,630.9573444801937
minspan__wt_glc__3,12.02264434617413,773.98398395883
minspan__wt_glc__4,11.481536214968829,848.4410425536582
minspan__wt_glc_anaero__1,12.516199340305342,794.3282347242822
minspan__wt_glc_anaero__2,22.68667259434501,1778.2794100389228
minspan__wt_trp__1,36.30780547701014,0.0
minspan__bw_delcra_glc__1,5.564352488495973,5.623413251903491
minspan__bw_delcra_glc__2,12.02264434617413,13.539968058740063
minspan__bw_delcra_trp__1,22.908676527677734,0.0
minspan__bw_delmntr__1,13.182567385564074,0.0
minspan__bw_delnac_ade__1,21.87761623949553,633.8617314749097
minspan__bw_delnac_glc__1,22.797736210260584,1584.893192461114
cra_crp__wt_ac__1,15.848931924611133,539.7085755630977
cra_crp__wt_ac__2,38.018939632056124,1522.8402331785665
cra_crp__wt_fru__1,4.038704805956842,251.18864315095823
cra_crp__wt_fru__2,15.13561248436208,546.0218614196685
cra_crp__delcra_ac__1,23.98832919019491,298.95298710688974
cra_crp__delcra_ac__2,23.23329242748651,316.22776601683796
cra_crp__delcra_fru__1,4.7632606893688445,707.945784384138
cra_crp__delcra_fru__2,4.570881896148751,711.6214032278768
cra_crp__delcra_glc__1,0.08628248540993652,5.623413251903491
cra_crp__delcra_glc__2,4.870128934218718,251.18864315095823
rpoB__wt_031__1,43.65158322401661,561.8262186810941
rpoB__wt_044__1,4.877033477337642,354.81338923357566
rpoB__wt_lb__1,15.13561248436208,229.9550190493471
rpoB__wt_lb__2,13.182567385564074,233.84660583336046
rpoB__rpoBE546V_031__1,13.182567385564074,278.5861905710102
rpoB__rpoBE546V_044__1,13.182567385564074,433.9275961572976
rpoB__rpoBE546V_lb__1,1.4919171050509827,50.11872336272725
rpoB__rpoBE546V_lb__2,17.378008287493753,530.6807541549806
rpoB__rpoBE546V_glc__1,10.335549195939306,630.9573444801937
rpoB__rpoBE672K_glc__1,0.0,0.7943282347242815
rpoB__rpoBE672K_glc__2,0.0,1.0
rpoB__rpoBE672K_lb__1,13.182567385564074,1746.8038332024544
rpoB__rpoBE672K_lb__2,22.908676527677734,2771.9277352207573
crp__wt_fru__1,15.13561248436208,549.526533786839
crp__wt_glyc__1,22.908676527677734,956.2140872027438
crp__wt_glyc__2,15.13561248436208,557.8631054855292
crp__delar1_glyc__1,1.9054607179632472,58.72831699717359
crp__delar1_glyc__2,0.08407972396870261,0.7943282347242815
crp__delar1ar2_glyc__1,0.23109158997286505,630.9573444801937
crp__delar1ar2_glyc__2,0.0,56.23413251903491
crp__delar1ar2_glyc__3,0.0,50.11872336272725
crp__delar2_glyc__1,0.0,15.848931924611142
crp__delar2_glyc__2,0.0,14.12537544622754
crp__delar2_glyc__3,0.0,14.12537544622754
crp__delcrp_fru__1,1.0,139.74438289906624
crp__delcrp_fru__2,2.5930569713815332,281.8382931264455
crp__delcrp_fru__3,0.0,2.511886431509581
crp__delcrp_glc__1,0.0,2.23872113856834
crp__delcrp_glc__2,2.3988329190194904,253.79851852768454
crp__delcrp_glc__3,0.0,2.23872113856834
crp__delcrp_glyc__1,1.3934645129047678,251.18864315095823
crp__delcrp_glyc__2,2.51188643150958,449.61635487504833
crp__delcrp_glyc__3,2.290867652767773,369.1651084031891
glu__glu_ale3__1,1.0471285480508996,0.0
glu__glu_ale4__1,12.02264434617413,649.7888811208995
glu__glu_ale5__1,22.803891724469473,562.341325190349
glu__glu_ale6__1,4.786300923226384,2055.4056751847747
glu__glu_ale8__1,12.589254117941675,0.0
glu__glu_ale9__1,11.481536214968829,66.87351594109134
glu__glu_ale10__1,0.11445788430591652,0.31622776601683794
42c__wt_42c__1,5.495408738576246,464.30494515882805
42c__42c_ale1__1,0.0,2818.382931264455
42c__42c_ale2__1,4.00262471094336,44.668359215096345
42c__42c_ale3__1,6.309573444801933,375.42145639431965
42c__42c_ale4__1,5.011872336272724,0.0
42c__42c_ale5__1,4.786300923226384,569.585376453951
42c__42c_ale6__1,0.0,7079.457843841388
42c__42c_ale8__1,5.011872336272724,0.0
42c__42c_ale9__1,7.5857757502918375,979.078306508727
42c__42c_ale10__1,12.02264434617413,0.0
ssw__wt_ac__1,43.65158322401661,192.29570364639866
ssw__wt_glc__1,11.481536214968829,883.8234166403099
ssw__wt_glyc__1,36.30780547701014,0.0
ssw__wt_xyl__1,25656.511026702177,10000.0
ssw__glc_ale1__1,356.77195681953054,2818.382931264455
ssw__glc_ale2__1,5716.077580688412,8912.509381337459
ssw__glc_ale3__1,196.23478596916024,630.9573444801937
ssw__glyc_ale1__1,21.87761623949553,0.0
ssw__glyc_ale2__1,22.908676527677734,27.84185685365877
ssw__xyl_ale1__1,11.481536214968829,0.0
ssw__xyl_ale2__1,13.094238311404693,25.11886431509582
ssw__xyl_ale3__1,3.9810717055349722,35.84782339787988
ssw__glc_ac_ac2__1,69.18309709189366,110.0314771120955
ssw__glc_ac_glc1__1,4.786300923226384,19.216368138052747
ssw__glc_ac_glc2__1,15.13561248436208,0.0
ssw__glc_glyc_glc__1,12.589254117941675,0.0
ssw__glc_glyc_glyc__1,31.622776601683793,0.0
ssw__glc_xyl_glc__1,5.248074602497725,12.467671867774328
ssw__glc_xyl_xyl__1,5.57787280628997,199.52623149688807
pgi__glu4_delpgi__1,22.908676527677734,245.14980696874474
pgi__pgi_ale1__1,30.19951720402016,1801.7326329700425
pgi__pgi_ale2__1,12.589254117941675,964.2466607883583
