,cAct,cInh
control__wt_glc__1,0.032998980744567245,1.141740641399927
control__wt_glc__2,0.03240091238501135,0.9111461776356393
fur__wt_dpd__1,0.010101180743888376,4.765447383060174
fur__wt_dpd__2,0.03448290710259582,8.866860151686577
fur__wt_fe__1,0.0843088829938897,3.834465049350134
fur__wt_fe__2,0.02199083757067547,1.2309127251470733
fur__delfur_dpd__1,0.018569573797638926,4.8839124050950575
fur__delfur_dpd__2,0.017564310698357493,5.137637754258506
fur__delfur_fe2__1,0.019891558798370526,1.257582509473901
fur__delfur_fe2__2,0.01071190917741994,0.9645766938204361
acid__wt_ph5__1,0.018569573797638926,2.404783434769974
acid__wt_ph5__2,0.018903655230871962,2.421951656170617
acid__delgadx_ph5__1,0.03005177361621559,3.5454019232929577
acid__delgadx_ph5__2,0.037259270002611214,3.802982052452072
acid__delgadw_ph5__1,0.019459732013076988,2.083751225026403
acid__delgadw_ph5__2,0.04343445740389984,3.5274793079096955
acid__delgade_ph5__1,0.03368578383800167,2.8150432519857365
acid__delgade_ph5__2,0.01229137999552557,1.4705068468810139
oxidative__wt_pq__1,0.014869944775784663,1.141740641399927
oxidative__wt_pq__2,0.01,0.9576986233431716
oxidative__deloxyr_pq__1,0.019891558798370526,2.196849350776401
oxidative__deloxyr_pq__2,0.014103743757729905,1.8272964514717847
oxidative__delsoxr_pq__1,0.01229137999552557,1.1592484157510123
oxidative__delsoxr_pq__2,0.019891558798370526,1.6353239203527252
oxidative__delsoxs_pq__1,0.028054544823403568,1.9775887147830737
oxidative__delsoxs_pq__2,0.02037869555178782,1.5424342644597635
nac_ntrc__wt_csn__1,0.03829651498732707,7.482771517552475
nac_ntrc__wt_csn__2,0.018569573797638926,4.907566245625551
nac_ntrc__wt_cytd__1,0.03005177361621559,4.359941468078168
nac_ntrc__wt_cytd__2,0.05550009159747525,6.437880077650176
nac_ntrc__wt_gln__1,0.012362143740441893,2.6111106193225084
nac_ntrc__wt_gln__2,0.014103743757729905,2.7548903547105486
nac_ntrc__bw_delnac_csn__1,0.01071190917741994,8.479643360013089
nac_ntrc__bw_delnac_csn__2,0.010595062104833146,11.749551528557408
nac_ntrc__bw_delnac_cytd__1,0.03005177361621559,3.9030623087084564
nac_ntrc__bw_delnac_cytd__2,0.03219118695972861,3.791616152085927
nac_ntrc__bw_delnac_gln__1,0.01071190917741994,2.829748192468582
nac_ntrc__bw_delnac_gln__2,0.028054544823403568,4.375879951613093
nac_ntrc__bw_delnac_nh4__1,0.013166414617722626,0.6636150223761887
nac_ntrc__bw_delnac_nh4__2,0.0475030829262828,1.9327962182658127
misc__wt_no_te__1,0.018569573797638926,0.7685572347657406
misc__wt_no_te__2,0.014779231442619145,0.9111461776356393
misc__bw_delcbl__1,0.03448290710259582,1.4791427851251298
misc__bw_delcbl__2,0.05127017646347795,2.083751225026403
misc__bw_delfabr__1,0.039567411142903186,1.8337363934524287
misc__bw_delfabr__2,0.08360104170990604,3.5274793079096955
misc__bw_delfadr__1,0.019891558798370526,1.1631029322804478
misc__bw_delfadr__2,0.02032025545274625,0.9823084016223369
misc__nitr_031__1,0.03005177361621559,3.09627621445917
omics__wt_glu__1,0.025168592012883496,0.3179441540609415
omics__wt_glu__2,0.0383905480426959,0.3427761883293151
omics__wt_gly__1,0.01,0.13828361106912884
omics__wt_gly__2,0.11100457094546158,2.8952721274889397
omics__wt_thr__1,0.22080539498495416,0.47705869311769694
omics__wt_thr__2,0.16076546783735382,0.026581373171705676
omics__bw_ac__1,0.14213931897549634,9.376524383901778
omics__bw_ac__2,0.2907215380201919,17.594827529613656
omics__bw_fum__1,0.10898614757868119,12.667213521925072
omics__bw_fum__2,0.17282712835853262,18.449308628279603
omics__bw_glc__1,0.01229137999552557,2.0747178735639427
omics__bw_glc__2,0.10362725178762017,8.353534181577789
omics__bw_pyr__1,0.114839627128441,15.87305401291612
omics__bw_pyr__2,0.1461532205530353,18.40753413839741
ompr__wt_nacl__1,0.024449470789411225,5.715978970269384
ompr__wt_nacl__2,0.011474499822529358,5.0935574449272245
ompr__bw_delompr_nacl__1,0.03005177361621559,6.301692061580587
ompr__bw_delompr_nacl__2,0.028554279031777555,5.971495118172474
minspan__wt_ade__1,0.011474499822529358,3.3073769601366183
minspan__wt_glc__1,0.022099896699252084,1.5424342644597635
minspan__wt_glc__2,0.01071190917741994,1.1587167628378856
minspan__wt_glc__3,0.021307657124545368,1.7109456934691594
minspan__wt_glc__4,0.026190051053215483,1.9024555926006272
minspan__wt_glc_anaero__1,0.01359935645716628,0.8451392206856166
minspan__wt_glc_anaero__2,0.06130638138561049,2.6111106193225084
minspan__wt_trp__1,0.1873157957456419,0.02865742823065074
minspan__bw_delcra_glc__1,0.03298410656526134,0.2537297790494875
minspan__bw_delcra_glc__2,0.03005177361621559,0.16727197426709442
minspan__bw_delcra_trp__1,0.2539465486149016,0.9823084016223369
minspan__bw_delmntr__1,0.04645474750946132,0.021212800598925684
minspan__bw_delnac_ade__1,0.022420194546838343,3.034903405435405
minspan__bw_delnac_glc__1,0.09101465213720464,8.69725265282226
cra_crp__wt_ac__1,0.3335884236418154,11.680293212449847
cra_crp__wt_ac__2,0.4102741996144696,15.87305401291612
cra_crp__wt_fru__1,0.2714003014822188,3.6652035489655623
cra_crp__wt_fru__2,0.6635593743326907,9.860860445916373
cra_crp__delcra_ac__1,0.18411474583217238,10.10884851015277
cra_crp__delcra_ac__2,0.22564844479871485,13.656546636698925
cra_crp__delcra_fru__1,0.01,5.207034247497558
cra_crp__delcra_fru__2,0.016183340524507133,5.910774987759205
cra_crp__delcra_glc__1,0.06321448171564563,4.100002077643033
cra_crp__delcra_glc__2,0.04683451238265518,3.2719350488935537
rpoB__wt_031__1,2.207778639227427,17.112769277870882
rpoB__wt_044__1,0.10236039143221903,3.802982052452072
rpoB__wt_lb__1,0.23652473369631652,15.323109114826465
rpoB__wt_lb__2,0.16770351032978978,10.587476349996717
rpoB__rpoBE546V_031__1,1.622367553978711,15.746636688160583
rpoB__rpoBE546V_044__1,0.5767169587901405,6.437880077650176
rpoB__rpoBE546V_lb__1,0.1924313899516723,12.764033037285065
rpoB__rpoBE546V_lb__2,0.16306007973304243,10.898368523059805
rpoB__rpoBE546V_glc__1,0.045401625213718905,1.9216950056269
rpoB__rpoBE672K_glc__1,0.013335275363098082,0.5382319208986248
rpoB__rpoBE672K_glc__2,0.017335447388577997,0.6307594003914407
rpoB__rpoBE672K_lb__1,0.18693497367403122,18.449308628279603
rpoB__rpoBE672K_lb__2,0.12737219296136465,14.828489720106766
crp__wt_fru__1,0.11726158407201581,5.971495118172474
crp__wt_glyc__1,0.16770351032978978,12.108127582492784
crp__wt_glyc__2,0.07347499611996616,5.879619482885076
crp__delar1_glyc__1,0.015107802219440615,5.880728764283655
crp__delar1_glyc__2,0.013166414617722626,4.978835177420465
crp__delar1ar2_glyc__1,0.014103743757729905,16.634946273227403
crp__delar1ar2_glyc__3,0.01071190917741994,15.948758249042584
crp__delar2_glyc__1,0.013166414617722626,10.652731681488051
crp__delar2_glyc__2,0.01071190917741994,8.853170260040448
crp__delar2_glyc__3,0.010373672357476141,9.376524383901778
crp__delcrp_fru__1,0.01,5.730531612786313
crp__delcrp_fru__2,0.014103743757729905,6.090532437710602
crp__delcrp_fru__3,0.01711874153653765,8.067189995995886
crp__delcrp_glc__1,0.013166414617722626,9.565994445603648
crp__delcrp_glc__2,0.019891558798370526,11.0180418518608
crp__delcrp_glc__3,0.015107802219440615,9.479871012885054
crp__delcrp_glyc__1,0.016183340524507133,12.215083961611121
crp__delcrp_glyc__2,0.018266888201649893,11.749551528557408
crp__delcrp_glyc__3,0.018569573797638926,10.62071001279874
glu__glu_ale3__1,0.018569573797638926,0.49516945135927565
glu__glu_ale4__1,0.033593496711665755,1.6629012710789102
glu__glu_ale5__1,0.04189743068531071,1.059028528662389
glu__glu_ale6__1,0.02282456879017349,2.2335826376238845
glu__glu_ale8__1,0.06373534647217331,0.8451392206856166
glu__glu_ale9__1,0.029541997402364517,0.3984100150964596
glu__glu_ale10__1,0.018569573797638926,1.7816338611710107
42c__wt_42c__1,0.026190051053215483,1.9442128687071136
42c__42c_ale1__1,9.69813395868799,0.010000000000150003
42c__42c_ale2__1,0.018569573797638926,0.45907741836510213
42c__42c_ale3__1,0.021307657124545368,3.121744684434744
42c__42c_ale4__1,0.015107802219440615,1.3704073476260887
42c__42c_ale5__1,0.016183340524507133,4.204522683917594
42c__42c_ale6__1,0.045401625213718905,1.1286088181112208
42c__42c_ale8__1,0.017335447388577997,0.3246653059592452
42c__42c_ale9__1,0.014103743757729905,1.9890458391000867
42c__42c_ale10__1,0.021307657124545368,1.1295032520628367
ssw__wt_ac__1,0.05977766218822724,10.042210098477245
ssw__wt_glc__1,0.019364677833320493,2.421951656170617
ssw__wt_glyc__1,0.13711954537604282,5.971495118172474
ssw__wt_xyl__1,0.0845241135316972,1.4306943542330317
ssw__glc_ale1__1,0.06579091465528052,0.5802688425824419
ssw__glc_ale2__1,0.013136586361280853,0.13902504156682755
ssw__glc_ale3__1,0.06327387441488505,0.6744485941688856
ssw__glyc_ale1__1,0.027375762224700277,4.420219923425221
ssw__glyc_ale2__1,0.04270578782731673,3.034903405435405
ssw__xyl_ale1__1,0.10362725178762017,7.4805334322650685
ssw__xyl_ale2__1,0.15655800245515403,13.260602126595867
ssw__xyl_ale3__1,0.05580486279162535,8.324798742342553
ssw__glc_ac_ac2__1,0.11277034599870231,10.898368523059805
ssw__glc_ac_glc1__1,0.03448290710259582,3.0839810356824913
ssw__glc_ac_glc2__1,0.09119187561086496,0.235348611445714
ssw__glc_glyc_glc__1,0.036355021592837156,0.2949110485014466
ssw__glc_glyc_glyc__1,0.3945311857477146,13.656546636698925
ssw__glc_xyl_glc__1,0.08468650378251139,1.4306943542330317
ssw__glc_xyl_xyl__1,0.13120562866691937,9.376524383901778
pgi__glu4_delpgi__1,0.4100262077089919,14.022035173612899
pgi__pgi_ale1__1,0.11035384261274837,4.765447383060174
pgi__pgi_ale2__1,0.04238425145484129,1.2342947151766919
pgi__pgi_ale3__1,0.13643993627309453,5.244808520756262
pgi__pgi_ale5__1,0.0783502950562701,1.7927769766735435
pgi__pgi_ale6__1,0.028054544823403568,1.2942951109091707
pgi__pgi_ale7__1,0.12737219296136465,4.569576177095201
pgi__pgi_ale8__1,0.02270439621158092,1.327049315745844
ica__wt_glc__1,0.04238425145484129,1.27198383578757
ica__wt_glc__2,0.04238425145484129,1.1930752554744257
ica__wt_glc__3,0.018569573797638926,1.7009021062066672
ica__wt_glc__4,0.031798452259027894,2.421951656170617
ica__arg_sbt__1,0.6628432313207466,18.449308628279603
ica__arg_sbt__2,0.2698889458915031,9.376524383901778
ica__cytd_rib__1,0.06650347080346869,1.4306943542330317
ica__cytd_rib__2,0.048633808579661604,0.9919596248957804
ica__gth__1,0.015107802219440615,9.69416042556073
ica__gth__2,0.017335447388577997,11.632858030556491
ica__leu_glcr__1,0.048633808579661604,17.28955136110711
ica__leu_glcr__2,0.04238425145484129,17.015600927376152
ica__met_glc__1,0.025513171204597344,1.141740641399927
ica__met_glc__2,0.1924313899516723,7.269621927814793
ica__no3_anaero__1,0.05580486279162535,6.680794444453598
ica__no3_anaero__2,0.03448290710259582,5.129041215000114
ica__phe_acgam__1,0.05209609404573617,1.1995694700516606
ica__phe_acgam__2,0.035532108444113565,0.7839140632675948
ica__thm_gal__1,0.1408827168422484,12.667213521925072
ica__thm_gal__2,0.21915374664465284,18.449308628279603
ica__tyr_glcn__1,0.05580486279162535,13.736227447925769
ica__tyr_glcn__2,0.07347499611996616,16.920040987301036
ica__ura_pyr__1,0.22080539498495416,18.08546158430359
ica__ura_pyr__2,0.09229778338110586,18.449308628279603
ica__wt_glc__5,0.026190051053215483,1.3177416171999392
ica__wt_glc__6,0.1924313899516723,8.309140225496629
ica__bw_delpurR_cytd__1,0.10353869173649125,5.971495118172474
ica__bw_delpurR_cytd__2,0.03693777690564154,2.5659771427091984
ica__ade_glc__1,0.01071190917741994,2.7666782419782745
ica__ade_glc__2,0.017964499898640282,3.2719350488935537
ytf__wt_glc__1,0.05209609404573617,1.2901186911559774
ytf__wt_glc__2,0.028054544823403568,0.4469754551798753
ytf__delyafC__1,0.19781626100881142,0.060790431073481754
ytf__delyafC__2,0.1293403217477523,0.08853892156942024
ytf__delyeiE__1,0.03030428688544706,0.01
ytf__delyeiE__2,0.044614151510059576,0.11961163631658216
ytf__delyiaJ__1,0.07670518993785495,0.13902504156682755
ytf__delyiaJ__2,0.07104919958727525,0.3179441540609415
ytf__delyieP__1,0.04432141451341165,0.060790431073481754
ytf__delyieP__2,0.03448290710259582,0.38320873890647844
ytf__wt_ph5__1,0.024449470789411225,2.0038382410637103
ytf__wt_ph5__2,0.03693777690564154,2.9584103814574965
ytf__wt_ph8__1,0.03693777690564154,1.7476965647358003
ytf__wt_ph8__2,0.026190051053215483,1.385253037056623
ytf__delybaO__1,0.4782899544373797,0.060790431073481754
ytf__delybaO__2,0.20362768226267658,0.022869560079081856
ytf__delybaQ__1,0.05977766218822724,3.066483525628845
ytf__delybaQ__2,0.04238425145484129,2.4782239097223773
ytf__delybiH__1,0.0206172909716698,0.011623036507824619
ytf__delybiH__2,0.03745925582496194,0.11094650626076845
ytf__delydcI_ph5__1,0.06403328881987806,3.902251858343141
ytf__delydcI_ph5__2,0.08952249405169045,5.137637754258506
ytf__delydcI_ph8__1,0.01071190917741994,0.7849211218614414
ytf__delydcI_ph8__2,0.04238425145484129,1.5669963022170472
ytf__delyddM__1,0.03005177361621559,1.4643490883301873
ytf__delyddM__2,0.01071190917741994,0.7059545285938391
ytf__delyheO__1,0.469353174631207,0.3427761883293151
ytf__delyheO__2,0.2152206198402788,0.024655715579451707
fps__bw_glc__1,0.12391918616063906,4.420219923425221
fps__bw_glc__2,0.09141146217088257,3.5274793079096955
fps__fps_thrA_ale1__1,0.011474499822529358,1.8269738152427866
fps__fps_thrA_ale1__2,0.045401625213718905,3.4364664288440405
fps__fps_thrA_ale2__1,0.04238425145484129,4.871537042376312
fps__fps_thrA_ale2__2,0.05977766218822724,6.338877047007284
fps__fps_serB_ale1__1,0.015107802219440615,1.2433881187004574
fps__fps_serB_ale1__2,0.03219118695972861,2.008928499506864
fps__fps_serB_ale4__1,0.013166414617722626,7.694243438080916
fps__fps_serB_ale4__2,0.013166414617722626,6.3960707065835996
pal__lyx_ale2_f6__1,0.24337536079123143,17.112769277870882
pal__lyx_ale2__1,0.12944952440775254,13.656546636698925
pal__lyx_ale2__2,0.10362725178762017,10.372370812915799
pal__lyx_ale4__1,0.11890708822462527,12.695329254432126
pal__lyx_ale4__2,0.09180957232807682,9.376524383901778
pal__5drib_ale10_f18__1,0.06403328881987806,17.092853046464764
pal__5drib_ale10_f18__2,0.06125670970090754,18.449308628279603
pal__5drib_ale10__1,0.12737219296136465,13.909263194803959
pal__arab_ale14_f9__1,0.07417414586489089,5.971495118172474
pal__arab_ale14_f9__2,0.20613075720469948,13.221397160785079
pal__arab_ale14__1,0.16237723045927302,18.449308628279603
pal__arab_ale14__2,0.05292221230222527,7.482771517552475
pal__arab_ale16__1,0.09674022629510357,14.62903955360722
pal__arab_ale16__2,0.06815536661558892,11.749551528557408
pal__tartr_ale26_f10__1,0.07870574852483599,15.961906420906569
pal__tartr_ale26_f10__2,0.0843088829938897,17.946086776394022
pal__tartr_ale26__1,0.06859187741700334,17.760377259442393
pal__tartr_ale26__2,0.05209609404573617,16.98265925110257
pal__tartr_ale28_f10__1,0.13643993627309453,15.806637097518488
pal__tartr_ale28_f10__2,0.09539564917139556,17.112769277870882
pal__tartr_ale28__1,0.09031090974802714,11.879997915278627
pal__tartr_ale28__2,0.07882068137436517,14.723148521774485
efeU__delmenFentC_citr__1,0.07430063810627807,2.421951656170617
efeU__delmenFentC_citr__2,0.018725660463019912,0.2949110485014466
efeU__delmenFentC__1,0.028054544823403568,4.9365508064172525
efeU__delmenFentC__2,0.026190051053215483,4.933707957178582
efeU__menFentC_ale39__1,0.11890708822462527,0.12409140642049249
efeU__menFentC_ale39__2,0.13320891029828477,0.07617537939403007
efeU__menFentC_ale29__1,0.02309055262318719,0.5382319208986248
efeU__menFentC_ale29__2,0.013166414617722626,0.3556555676492516
efeU__menFentC_ale30__1,0.021827025300745092,0.7839140632675948
efeU__menFentC_ale30__2,0.04238425145484129,1.6996340652604354
