,cAct,cInh
control__wt_glc__1,0.016614319751606307,0.5248074602497725
control__wt_glc__2,0.043640326302504126,1.096478196143185
fur__wt_dpd__1,0.022908676527677724,7.512910257053424
fur__wt_dpd__2,0.01,5.603858394065764
fur__wt_fe__1,0.15848931924611134,6.212072093829758
fur__wt_fe__2,0.039810717055349734,1.7162466345248921
fur__delfur_dpd__1,0.01,4.9940966662595745
fur__delfur_dpd__2,0.015848931924611134,5.049597493626584
fur__delfur_fe2__1,0.03233915419958681,1.584893192461114
fur__delfur_fe2__2,0.038818855726064694,2.0892961308540388
acid__wt_ph5__1,0.13182567385564073,7.057856779964486
acid__wt_ph5__2,0.03630780547701014,2.553755774103864
acid__delgadx_ph5__1,0.06309573444801933,4.079767220514144
acid__delgadx_ph5__2,0.07969787755519095,4.365158322401661
acid__delgadw_ph5__1,0.19054607179632474,10.546860993759491
acid__delgadw_ph5__2,0.20832144328932944,10.964781961431852
acid__delgade_ph5__1,0.02754228703338166,2.143772151573036
acid__delgade_ph5__2,0.08296998724530213,4.786300923226385
oxidative__wt_pq__1,0.020892961308540396,3.8162334867608023
oxidative__wt_pq__2,0.011963809358508059,2.7542287033381663
oxidative__deloxyr_pq__1,0.014495536025119136,2.5118864315095797
oxidative__deloxyr_pq__2,0.020892961308540396,3.0679852958353986
oxidative__delsoxr_pq__1,0.05248074602497726,9.414502105239544
oxidative__delsoxr_pq__2,0.012236737801466177,4.786300923226385
oxidative__delsoxs_pq__1,0.012022644346174132,4.711712384601503
oxidative__delsoxs_pq__2,0.015848931924611134,5.179496384024579
nac_ntrc__wt_csn__1,0.057543993733715694,6.540616843789535
nac_ntrc__wt_csn__2,0.01096478196143185,2.8031119648113023
nac_ntrc__wt_cytd__1,0.04365158322401661,3.681113998369442
nac_ntrc__wt_cytd__2,0.05152990349353554,3.981071705534973
nac_ntrc__wt_gln__1,0.05777943316070808,10.0
nac_ntrc__wt_gln__2,0.022908676527677724,6.276647423290657
nac_ntrc__bw_delnac_csn__1,0.013182567385564075,9.789896136883927
nac_ntrc__bw_delnac_csn__2,0.23624773755279152,52.480746024977286
nac_ntrc__bw_delnac_cytd__1,0.014454397707459272,2.253662104602632
nac_ntrc__bw_delnac_cytd__2,0.013182567385564075,2.2675542698317543
nac_ntrc__bw_delnac_gln__1,0.019054607179632473,6.353298804498242
nac_ntrc__bw_delnac_gln__2,0.03630780547701014,8.642575121086672
nac_ntrc__bw_delnac_nh4__1,0.06918309709189363,1.6765335481558563
nac_ntrc__bw_delnac_nh4__2,0.062105376414074105,1.4454397707459279
misc__wt_no_te__1,0.012022644346174132,1.3642680937778193
misc__wt_no_te__2,0.0280971888482936,1.2022644346174132
misc__bw_delcbl__1,0.09220418718455542,2.5118864315095797
misc__bw_delcbl__2,0.12455874468072137,3.311311214825911
misc__bw_delfabr__1,0.17378008287493754,4.0643947308769715
misc__bw_delfabr__2,0.019054607179632473,0.37706239745182357
misc__bw_delfadr__1,0.09120108393559097,2.63103324742524
misc__bw_delfadr__2,0.131193216338343,4.365158322401661
misc__nitr_031__1,0.02326675337116059,2.7542287033381663
omics__wt_glu__1,0.08090401400435937,1.9054607179632483
omics__wt_glu__2,0.057543993733715694,1.7600739435618
omics__wt_gly__1,0.43591655365479726,10.0
omics__wt_gly__2,0.0827292269890934,1.7378008287493762
omics__wt_thr__1,0.09385590101778202,1.4454397707459279
omics__wt_thr__2,0.021209162009646364,0.015848931924611134
omics__bw_ac__1,0.3630780547701014,80.39129511988722
omics__bw_ac__2,0.19054607179632474,46.26364866947757
omics__bw_fum__1,0.1445439770745927,43.391865576827804
omics__bw_fum__2,0.1,31.044952025476448
omics__bw_glc__1,0.1546201112795945,6.918309709189362
omics__bw_glc__2,0.05248074602497726,2.597260102628778
omics__bw_pyr__1,0.44828217816579297,83.17637711026708
omics__bw_pyr__2,0.5248074602497725,89.4203315826049
ompr__wt_nacl__1,0.015048986637244402,10.0
ompr__wt_nacl__2,0.03019951720402016,15.478035395019448
ompr__bw_delompr_nacl__1,0.015618631453832535,9.120108393559097
ompr__bw_delompr_nacl__2,0.04786300923226385,15.857111532236015
minspan__wt_ade__1,0.07131691610307654,10.0
minspan__wt_glc__1,0.01704500918153976,1.2022644346174132
minspan__wt_glc__2,0.03630780547701014,2.1024380278234793
minspan__wt_glc__3,0.015848931924611134,1.0513432233444662
minspan__wt_glc__4,0.14564552893732652,6.309573444801936
minspan__wt_glc_anaero__1,0.14838637853712694,6.309573444801936
minspan__wt_glc_anaero__2,0.06300690860981441,2.5118864315095797
minspan__wt_trp__1,0.15043804898118635,2.0892961308540388
minspan__bw_delcra_glc__1,0.04786300923226385,1.3738838985052304
minspan__bw_delcra_glc__2,0.04289796491542992,1.2022644346174132
minspan__bw_delcra_trp__1,0.1034630811916872,1.7378008287493762
minspan__bw_delmntr__1,0.09120108393559097,1.3704224876368714
minspan__bw_delnac_ade__1,0.0771037695514264,4.786300923226385
minspan__bw_delnac_glc__1,0.2754228703338166,15.52400069012492
cra_crp__wt_ac__1,0.2836164088387184,57.54399373371572
cra_crp__wt_ac__2,0.3019951720402016,65.88108427039369
cra_crp__wt_fru__1,0.09120108393559097,13.904155335259981
cra_crp__wt_fru__2,0.5248074602497725,73.92899733212343
cra_crp__delcra_ac__1,0.19054607179632474,96.11058335681956
cra_crp__delcra_ac__2,0.15848931924611134,76.14164082557637
cra_crp__delcra_fru__1,0.017378008287493755,8.766053514396539
cra_crp__delcra_fru__2,0.057543993733715694,16.593872336048
cra_crp__delcra_glc__1,0.0348105091014182,2.5118864315095797
cra_crp__delcra_glc__2,0.04786300923226385,3.1464607918195053
rpoB__wt_031__1,0.5248074602497725,11.132278293503548
rpoB__wt_044__1,0.18157177500929694,8.317637711026709
rpoB__wt_lb__1,0.4365158322401661,77.78076849458793
rpoB__wt_lb__2,0.47863009232263826,81.86323513026305
rpoB__rpoBE546V_031__1,1.9054607179632483,52.98812211550445
rpoB__rpoBE546V_044__1,0.5248074602497725,14.747487904812399
rpoB__rpoBE546V_lb__1,0.5743599932467778,75.85775750291836
rpoB__rpoBE546V_lb__2,0.7592439672647489,91.20108393559097
rpoB__rpoBE546V_glc__1,0.015848931924611134,1.24114258463686
rpoB__rpoBE672K_glc__1,0.017378008287493755,0.3821348432242827
rpoB__rpoBE672K_glc__2,0.07562448935537867,1.7378008287493762
rpoB__rpoBE672K_lb__1,0.5248074602497725,81.25519335691774
rpoB__rpoBE672K_lb__2,0.07585775750291836,15.30847198309944
crp__wt_fru__1,0.40356932656209443,75.85775750291836
crp__wt_glyc__1,0.2576286852464059,69.18309709189363
crp__wt_glyc__2,0.2754228703338166,73.6052669010604
crp__delar1_glyc__1,0.021891074318350492,13.182567385564074
crp__delar1_glyc__2,0.014454397707459272,12.505647247409149
crp__delar1ar2_glyc__1,0.013016551670916903,25.118864315095795
crp__delar1ar2_glyc__2,0.01096478196143185,24.42673497208312
crp__delar1ar2_glyc__3,0.01,22.567436661469987
crp__delar2_glyc__1,0.022908676527677724,28.118773656267578
crp__delar2_glyc__2,0.01096478196143185,21.055845708601726
crp__delar2_glyc__3,0.01096478196143185,22.831002212313
crp__delcrp_fru__1,0.01096478196143185,13.038539580229973
crp__delcrp_fru__2,0.014454397707459272,12.990933154966397
crp__delcrp_fru__3,0.03019951720402016,17.337953604992343
crp__delcrp_glc__1,0.017378008287493755,13.078290083216466
crp__delcrp_glc__2,0.02272465120176071,15.848931924611142
crp__delcrp_glc__3,0.04698644284677525,22.908676527677724
crp__delcrp_glyc__1,0.012022644346174132,15.356456073583297
crp__delcrp_glyc__2,0.012258670632102762,14.45439770745928
crp__delcrp_glyc__3,0.01,14.904842670453657
glu__glu_ale3__1,0.03311311214825911,0.9807438342416898
glu__glu_ale4__1,0.025118864315095794,0.8660827209103604
glu__glu_ale5__1,0.25118864315095807,6.892120801048182
glu__glu_ale6__1,0.06918309709189363,1.510138602481088
glu__glu_ale8__1,0.012740795877808844,0.07585775750291836
glu__glu_ale9__1,0.014774441610279727,0.014454397707459272
glu__glu_ale10__1,0.057543993733715694,1.8486787248834495
42c__wt_42c__1,0.025552550466996803,1.0
42c__42c_ale1__1,0.07585775750291836,0.9950322492247521
42c__42c_ale2__1,0.039810717055349734,1.6307115991678507
42c__42c_ale3__1,0.012022644346174132,1.3408352988100125
42c__42c_ale4__1,0.012022644346174132,1.0731154121250603
42c__42c_ale5__1,0.039810717055349734,3.315886244612211
42c__42c_ale6__1,0.04786300923226385,1.2273531821109176
42c__42c_ale8__1,0.054075339914691586,2.5118864315095797
42c__42c_ale9__1,0.014454397707459272,0.6444987797135115
42c__42c_ale10__1,0.058955350759837225,1.7378008287493762
ssw__wt_ac__1,0.20892961308540398,74.17825614507157
ssw__wt_glc__1,0.012022644346174132,1.4837257841317117
ssw__wt_glyc__1,0.09120108393559097,43.929829500417945
ssw__wt_xyl__1,0.6309573444801934,87.04160962702196
ssw__glc_ale1__1,0.04786300923226385,0.5884915359413998
ssw__glc_ale2__1,0.02754228703338166,0.6922178138980122
ssw__glc_ale3__1,0.021378769012522916,0.039810717055349734
ssw__glyc_ale1__1,0.0752043553005088,25.118864315095795
ssw__glyc_ale2__1,0.1083157950228615,25.118864315095795
ssw__xyl_ale1__1,0.11043638887809758,39.810717055349734
ssw__xyl_ale2__1,0.1,60.67229976592324
ssw__xyl_ale3__1,0.025118864315095794,22.051629503388362
ssw__glc_ac_ac2__1,0.1381357544640551,75.85775750291836
ssw__glc_ac_glc1__1,0.012022644346174132,2.668940239025181
ssw__glc_ac_glc2__1,0.07169029142269391,1.2022644346174132
ssw__glc_glyc_glc__1,0.01,0.5162381185457371
ssw__glc_glyc_glyc__1,0.22908676527677735,67.43742017594526
ssw__glc_xyl_glc__1,0.057543993733715694,1.9474186100922146
ssw__glc_xyl_xyl__1,0.10365135973584756,52.480746024977286
pgi__glu4_delpgi__1,0.3122087971859261,30.19951720402016
pgi__pgi_ale1__1,0.039810717055349734,2.9796813292808713
pgi__pgi_ale2__1,0.20892961308540398,16.207686688256196
pgi__pgi_ale3__1,0.8260737065358118,36.30780547701014
pgi__pgi_ale5__1,0.25118864315095807,8.086776989198196
pgi__pgi_ale6__1,0.21028676702880095,13.182567385564074
pgi__pgi_ale7__1,0.9199469603646145,25.118864315095795
pgi__pgi_ale8__1,0.012022644346174132,2.163199962195895
ica__wt_glc__1,0.09385060767773888,1.3182567385564075
ica__wt_glc__2,0.03630780547701014,0.31348485025161343
ica__wt_glc__3,0.09120108393559097,2.511324767557837
ica__wt_glc__4,0.40041808834790155,13.182567385564074
ica__arg_sbt__1,1.096478196143185,72.35364054763312
ica__arg_sbt__2,1.48059959553852,91.20108393559097
ica__cytd_rib__1,0.05690675900561525,12.02264434617413
ica__cytd_rib__2,0.13182567385564073,21.884007954703936
ica__gth__1,0.04786300923226385,11.776880428957044
ica__gth__2,0.018302554787746658,9.120108393559097
ica__leu_glcr__1,0.3584516725457837,69.18309709189363
ica__leu_glcr__2,0.4177223716882442,83.17637711026708
ica__met_glc__1,0.47863009232263826,8.104298850623268
ica__met_glc__2,0.30033432033969454,5.248074602497728
ica__no3_anaero__1,0.03311311214825911,4.67928201813162
ica__no3_anaero__2,0.020892961308540396,4.168771463988772
ica__phe_acgam__1,0.025118864315095794,0.33111544809659715
ica__phe_acgam__2,0.13182567385564073,2.6077514082893174
ica__thm_gal__1,0.3630780547701014,65.76782252017595
ica__thm_gal__2,0.15848931924611134,29.78695279195135
ica__tyr_glcn__1,0.3518822237593968,91.20108393559097
ica__tyr_glcn__2,0.3628901892365072,91.20108393559097
ica__ura_pyr__1,0.4365158322401661,25.817255501677117
ica__ura_pyr__2,0.3933390611919639,100.0
ica__wt_glc__5,0.04456620674094264,0.5754399373371569
ica__wt_glc__6,0.6918309709189366,13.584131687168412
ica__bw_delpurR_cytd__1,0.043171755609753774,1.3182567385564075
ica__bw_delpurR_cytd__2,0.22983910719813838,6.309573444801936
ica__ade_glc__1,0.048455131660840825,0.758577575029184
ica__ade_glc__2,0.02811811164587172,0.3311311214825911
ytf__wt_glc__1,0.06778313748110966,2.2908676527677723
ytf__wt_glc__2,0.07585775750291836,2.63128413587355
ytf__delyafC__1,0.02077610738770943,0.19054607179632474
ytf__delyafC__2,0.01367051582155734,0.12022644346174131
ytf__delyeiE__1,0.14500268982459907,3.311311214825911
ytf__delyeiE__2,0.1096478196143185,3.4770027667194667
ytf__delyiaJ__1,0.09181288472527677,2.0892961308540388
ytf__delyiaJ__2,0.03311311214825911,1.4920294440067836
ytf__delyieP__1,0.02754228703338166,0.2965289462735934
ytf__delyieP__2,0.039810717055349734,0.9775828752759873
ytf__wt_ph5__1,0.013823758942087892,0.8317637711026709
ytf__wt_ph5__2,0.03311311214825911,1.8477958742980567
ytf__wt_ph8__1,0.018708579744860936,1.096478196143185
ytf__wt_ph8__2,0.012677226712000353,0.9120108393559097
ytf__delybaO__1,0.06755699188581786,0.9120108393559097
ytf__delybaO__2,0.05918370995492695,0.6918309709189366
ytf__delybaQ__1,0.022908676527677724,0.9712773367497392
ytf__delybaQ__2,0.013182567385564075,0.5722806045122489
ytf__delybiH__1,0.013182567385564075,0.4633350285680708
ytf__delybiH__2,0.037318763265276486,0.8317637711026709
ytf__delydcI_ph5__1,0.06309573444801933,2.262618507681912
ytf__delydcI_ph5__2,0.17378008287493754,6.400153115780254
ytf__delydcI_ph8__1,0.057543993733715694,2.8255075960442055
ytf__delydcI_ph8__2,0.09120108393559097,3.8263599440635683
ytf__delyddM__1,0.17378008287493754,7.9538158344126995
ytf__delyddM__2,0.06918309709189363,3.6645347941949633
ytf__delyheO__1,0.03413168196422935,0.3019951720402016
ytf__delyheO__2,0.20892961308540398,3.2431700821998595
fps__bw_glc__1,0.9120108393559097,22.254790997291558
fps__bw_glc__2,0.3630780547701014,8.491187491731363
fps__fps_thrA_ale1__1,0.019054607179632473,1.6747015727861212
fps__fps_thrA_ale1__2,0.1445439770745927,6.860018597727397
fps__fps_thrA_ale2__1,0.04177207359967776,3.630780547701014
fps__fps_thrA_ale2__2,0.03019951720402016,2.8959956068281225
fps__fps_serB_ale1__1,0.022908676527677724,1.9955017760465044
fps__fps_serB_ale1__2,0.21160250688054813,10.964781961431852
fps__fps_serB_ale4__1,0.019054607179632473,13.536984479535336
