,cAct,cInh
control__wt_glc__1,4.36515832240166,34765.37057116238
control__wt_glc__2,4.168693834703354,23611.69786215696
fur__wt_dpd__1,0.0,89.12509381337459
fur__wt_dpd__2,0.0,251.18864315095823
fur__wt_fe__1,5.011872336272724,34618.75969471857
fur__wt_fe__2,5.248074602497725,55195.9915168582
fur__delfur_dpd__1,0.03618692197403315,630.9573444801937
fur__delfur_dpd__2,2.51188643150958,17072.164907783772
fur__delfur_fe2__1,3.8018939632056115,20258.22602644644
fur__delfur_fe2__2,3.8018939632056115,26165.680659132784
acid__wt_ph5__1,3.630780547701014,26051.3668279058
acid__wt_ph5__2,2.0892961308540396,18021.601400020252
acid__delgadx_ph5__1,3.311311214825911,32562.74221493187
acid__delgadx_ph5__2,4.168693834703354,26411.320009686322
acid__delgadw_ph5__1,3.630780547701014,25842.346262081675
acid__delgadw_ph5__2,4.168693834703354,26676.526476761384
acid__delgade_ph5__1,4.168693834703354,31359.43549510206
acid__delgade_ph5__2,3.1622776601683795,19990.882944548972
oxidative__wt_pq__1,0.0,1.0
oxidative__wt_pq__2,0.0,1.2589254117941675
oxidative__deloxyr_pq__1,0.0,8.91250938133746
oxidative__deloxyr_pq__2,0.0,4.466835921509633
oxidative__delsoxr_pq__1,0.06153846295810515,446.6835921509635
oxidative__delsoxr_pq__2,0.0,141.25375446227554
oxidative__delsoxs_pq__1,0.0,1.4125375446227548
oxidative__delsoxs_pq__2,0.0,0.6309573444801934
nac_ntrc__wt_csn__1,0.022440123638344325,562.341325190349
nac_ntrc__wt_csn__2,0.05243991806269985,562.341325190349
nac_ntrc__wt_cytd__1,1.8197008586099834,17621.29371744447
nac_ntrc__wt_cytd__2,0.0790616925736847,794.3282347242822
nac_ntrc__wt_gln__1,0.0,158.48931924611142
nac_ntrc__wt_gln__2,0.0349377864329116,446.6835921509635
nac_ntrc__bw_delnac_csn__1,0.0,56.23413251903491
nac_ntrc__bw_delnac_csn__2,0.0,141.25375446227554
nac_ntrc__bw_delnac_cytd__1,2.0892961308540396,17859.894962837214
nac_ntrc__bw_delnac_cytd__2,0.1307407897628856,1258.9254117941687
nac_ntrc__bw_delnac_gln__1,2.1877616239495525,18325.87635893705
nac_ntrc__bw_delnac_gln__2,0.6984397605865921,3981.0717055349774
nac_ntrc__bw_delnac_nh4__1,5.011872336272724,40812.82423810012
nac_ntrc__bw_delnac_nh4__2,5.248074602497725,32848.33133582896
misc__wt_no_te__1,3.019951720402016,17943.382552438103
misc__wt_no_te__2,0.07610526370129746,707.945784384138
misc__bw_delcbl__1,5.011872336272724,34784.43584297162
misc__bw_delcbl__2,4.786300923226384,32096.152796371192
misc__bw_delfabr__1,5.248074602497725,39726.95631853024
misc__bw_delfabr__2,4.168693834703354,31596.523305438055
misc__bw_delfadr__1,2.884031503126606,19809.46226649939
misc__bw_delfadr__2,4.36515832240166,31336.1689143427
misc__nitr_031__1,2.290867652767773,18233.035319395727
omics__wt_glu__1,1.9952623149688795,18007.36515343929
omics__wt_glu__2,3.1622776601683795,23143.83056416968
omics__wt_gly__1,4.36515832240166,32961.359164928086
omics__wt_gly__2,3.8018939632056115,31586.770883084817
omics__wt_thr__1,0.0872808929763389,316.22776601683796
omics__wt_thr__2,0.1457643070537738,446.6835921509635
omics__bw_ac__1,9.120108393559097,9600.817298419837
omics__bw_ac__2,9.120108393559097,10291.259064204358
omics__bw_fum__1,7.244359600749901,9709.966401646761
omics__bw_fum__2,9.120108393559097,16504.92727898844
omics__bw_glc__1,3.4673685045253166,18142.197160188283
omics__bw_glc__2,3.8018939632056115,17835.69669690554
omics__bw_pyr__1,7.244359600749901,16804.337185695695
omics__bw_pyr__2,7.943282347242816,16703.462214740543
ompr__wt_nacl__1,0.0,3.981071705534973
ompr__wt_nacl__2,0.0,79.43282347242821
ompr__bw_delompr_nacl__1,0.025746053045431618,501.18723362727246
ompr__bw_delompr_nacl__2,0.010399141648786202,354.81338923357566
minspan__wt_ade__1,3.9810717055349722,27116.796244807014
minspan__wt_glc__1,4.36515832240166,45658.130239422884
minspan__wt_glc__2,4.36515832240166,26546.042653304536
minspan__wt_glc__3,5.011872336272724,36779.885786194085
minspan__wt_glc__4,4.36515832240166,35817.01470566645
minspan__wt_glc_anaero__1,5.011872336272724,38354.78021519544
minspan__wt_glc_anaero__2,5.248074602497725,41416.95668673298
minspan__wt_trp__1,5.495408738576246,30833.71816830722
minspan__bw_delcra_glc__1,5.011872336272724,32660.88629938395
minspan__bw_delcra_glc__2,5.011872336272724,24262.359107659286
minspan__bw_delcra_trp__1,31.622776601683793,169239.5476275545
minspan__bw_delmntr__1,6.025595860743578,32449.465684923358
minspan__bw_delnac_ade__1,5.011872336272724,45473.42693430915
minspan__bw_delnac_glc__1,5.248074602497725,32784.72739874673
cra_crp__wt_ac__1,9.549925860214358,15903.224077341107
cra_crp__wt_ac__2,9.549925860214358,15378.04103248703
cra_crp__wt_fru__1,7.244359600749901,15811.705129555452
cra_crp__wt_fru__2,7.244359600749901,15300.459361214054
cra_crp__delcra_ac__1,8.709635899560807,15973.976348900347
cra_crp__delcra_ac__2,9.549925860214358,15810.92766230502
cra_crp__delcra_fru__1,2.3988329190194904,17891.60606167102
cra_crp__delcra_fru__2,0.06543246631249693,794.3282347242822
cra_crp__delcra_glc__1,2.1877616239495525,18565.666534063294
cra_crp__delcra_glc__2,4.786300923226384,32869.28961285578
rpoB__wt_031__1,9.549925860214358,11899.623272845394
rpoB__wt_044__1,2.51188643150958,17983.23950981802
rpoB__wt_lb__1,8.709635899560807,7455.354337095811
rpoB__wt_lb__2,9.120108393559097,7586.727159076861
rpoB__rpoBE546V_031__1,6.025595860743578,17063.501443879177
rpoB__rpoBE546V_044__1,5.248074602497725,17019.241538025926
rpoB__rpoBE546V_lb__1,8.709635899560807,12373.87407206747
rpoB__rpoBE546V_lb__2,8.31763771102671,12178.212092700584
rpoB__rpoBE546V_glc__1,5.011872336272724,42899.427281251395
rpoB__rpoBE672K_glc__1,4.168693834703354,62304.37405423772
rpoB__rpoBE672K_glc__2,5.011872336272724,32802.343737622745
rpoB__rpoBE672K_lb__1,7.244359600749901,10839.105814147792
rpoB__rpoBE672K_lb__2,7.244359600749901,11168.30174787296
crp__wt_fru__1,7.244359600749901,16519.178008165458
crp__wt_glyc__1,38.018939632056124,439.5845178949761
crp__wt_glyc__2,20.892961308540396,233.83412536935032
crp__delar1_glyc__1,0.0,0.11220184543019636
crp__delar1_glyc__2,0.0,0.1
crp__delar1ar2_glyc__1,0.0,0.223872113856834
crp__delar1ar2_glyc__2,0.0,0.19952623149688797
crp__delar1ar2_glyc__3,0.0,0.19952623149688797
crp__delar2_glyc__1,0.0,0.1
crp__delar2_glyc__2,0.0,0.1
crp__delar2_glyc__3,0.0,0.1778279410038923
crp__delcrp_fru__1,0.0,0.35481338923357547
crp__delcrp_fru__2,0.0,0.5623413251903491
