,cAct,cInh
control__wt_glc__1,2.6302679918953817,13154.007284116056
control__wt_glc__2,2.1877616239495525,13136.60981778578
fur__wt_dpd__1,0.0,3.981071705534973
fur__wt_dpd__2,0.0,3.548133892335755
fur__wt_fe__1,2.51188643150958,18339.06994667399
fur__wt_fe__2,3.1622776601683795,35108.7455647317
fur__delfur_dpd__1,0.0,223.872113856834
fur__delfur_dpd__2,0.0,223.872113856834
fur__delfur_fe2__1,2.1877616239495525,13559.078024851557
fur__delfur_fe2__2,2.0892961308540396,16048.931136114508
acid__wt_ph5__1,2.51188643150958,13442.026216935514
acid__wt_ph5__2,2.0892961308540396,15038.225108649396
acid__delgadx_ph5__1,2.0892961308540396,18662.07240991437
acid__delgadx_ph5__2,2.1877616239495525,17593.37713780186
acid__delgadw_ph5__1,2.1877616239495525,15702.04668648549
acid__delgadw_ph5__2,2.0892961308540396,15824.732706326522
acid__delgade_ph5__1,2.0892961308540396,15122.149888955206
acid__delgade_ph5__2,2.0892961308540396,17292.707737236764
oxidative__wt_pq__1,0.0,199.52623149688807
oxidative__wt_pq__2,0.0,3.548133892335755
oxidative__deloxyr_pq__1,1.0,15106.416361203364
oxidative__deloxyr_pq__2,1.0,13075.541238686465
oxidative__delsoxr_pq__1,0.0,7.07945784384138
oxidative__delsoxr_pq__2,0.0,177.82794100389228
oxidative__delsoxs_pq__1,0.0,125.89254117941675
oxidative__delsoxs_pq__2,0.0,3.1622776601683795
nac_ntrc__wt_csn__1,1.7378008287493754,11299.274091451058
nac_ntrc__wt_csn__2,1.7378008287493754,12902.236261410562
nac_ntrc__wt_cytd__1,1.8197008586099834,17781.375870416174
nac_ntrc__wt_cytd__2,1.9054607179632472,13646.272395443984
nac_ntrc__wt_gln__1,0.0,281.8382931264455
nac_ntrc__wt_gln__2,0.0,223.872113856834
nac_ntrc__bw_delnac_csn__1,0.0,1.2589254117941675
nac_ntrc__bw_delnac_csn__2,0.0,1.2589254117941675
nac_ntrc__bw_delnac_cytd__1,0.0,10.0
nac_ntrc__bw_delnac_cytd__2,0.0,199.52623149688807
nac_ntrc__bw_delnac_gln__1,0.0,446.6835921509635
nac_ntrc__bw_delnac_gln__2,0.0,12.589254117941675
nac_ntrc__bw_delnac_nh4__1,2.1877616239495525,13306.475466476477
nac_ntrc__bw_delnac_nh4__2,1.096478196143185,10901.684705175107
misc__wt_no_te__1,2.0892961308540396,11227.656873963115
misc__wt_no_te__2,1.318256738556407,11423.02810336058
misc__bw_delcbl__1,2.3988329190194904,12954.497098327149
misc__bw_delcbl__2,2.290867652767773,12708.084629107916
misc__bw_delfabr__1,3.1622776601683795,23603.835173760344
misc__bw_delfabr__2,2.6302679918953817,25298.490489688502
misc__bw_delfadr__1,2.290867652767773,13300.378885845215
misc__bw_delfadr__2,39.810717055349734,344984.1390597194
misc__nitr_031__1,0.0,199.52623149688807
omics__wt_glu__1,2.1877616239495525,23627.93291786907
omics__wt_glu__2,2.1877616239495525,16774.127194501914
omics__wt_gly__1,2.1877616239495525,22655.74237020052
omics__wt_gly__2,2.1877616239495525,18677.285602219614
omics__wt_thr__1,0.0,0.31622776601683794
omics__wt_thr__2,0.0,0.5623413251903491
omics__bw_ac__1,8.31763771102671,9078.054587212759
omics__bw_ac__2,8.31763771102671,9085.413633631455
omics__bw_fum__1,4.236030885518139,10000.0
omics__bw_fum__2,5.011872336272724,10130.183896576113
omics__bw_glc__1,2.1877616239495525,11637.637963260515
omics__bw_glc__2,2.0892961308540396,13723.622198760182
omics__bw_pyr__1,3.340693110593948,10000.0
omics__bw_pyr__2,4.382651130921945,10000.0
ompr__wt_nacl__1,0.0,19.952623149688808
ompr__wt_nacl__2,0.0,199.52623149688807
ompr__bw_delompr_nacl__1,1.0,16684.667082303273
ompr__bw_delompr_nacl__2,1.0,17147.68530778077
minspan__wt_ade__1,1.9952623149688795,15191.044469957878
minspan__wt_glc__1,2.290867652767773,17243.384643000598
minspan__wt_glc__2,2.290867652767773,13863.241761889361
minspan__wt_glc__3,2.290867652767773,19104.76326791107
minspan__wt_glc__4,3.1622776601683795,11639.02796257119
minspan__wt_glc_anaero__1,41.68693834703355,313290.5972955567
minspan__wt_glc_anaero__2,6.309573444801933,13464.711003175958
minspan__wt_trp__1,2.888609464858561,10000.0
minspan__bw_delcra_glc__1,3.0619359009846794,10000.0
minspan__bw_delcra_glc__2,2.884031503126606,10138.428232938668
minspan__bw_delcra_trp__1,6.309573444801933,9129.940548957391
minspan__bw_delmntr__1,0.0,1.1220184543019636
minspan__bw_delnac_ade__1,2.6302679918953817,25107.490435485546
minspan__bw_delnac_glc__1,3.1622776601683795,17655.357990013843
cra_crp__wt_ac__1,6.558848755474744,8912.509381337459
cra_crp__wt_ac__2,5.011872336272724,9986.154374506645
cra_crp__wt_fru__1,2.6455742305673424,10000.0
cra_crp__wt_fru__2,3.4673685045253166,10922.742126999417
cra_crp__delcra_ac__1,6.606934480075961,8481.237967225024
cra_crp__delcra_ac__2,7.943282347242816,8923.610773231207
cra_crp__delcra_fru__1,1.5848931924611136,13417.749537815182
cra_crp__delcra_fru__2,0.0,251.18864315095823
cra_crp__delcra_glc__1,1.8197008586099834,13548.992423077852
cra_crp__delcra_glc__2,1.4454397707459274,13229.086400594493
rpoB__wt_031__1,5.248074602497725,9859.690754721298
rpoB__wt_044__1,2.51188643150958,11483.830313649978
rpoB__wt_lb__1,3.630780547701014,8318.167318012791
rpoB__wt_lb__2,5.248074602497725,8357.34527770972
rpoB__rpoBE546V_031__1,6.309573444801933,9634.549588148679
rpoB__rpoBE546V_044__1,4.786300923226384,9729.331373253865
rpoB__rpoBE546V_lb__1,5.248074602497725,6874.906537173811
