"gene","iM","Val"
"b1817","Crp-2",0.108038334408627
"b1817","DhaR",-8
"b1819","Crp-2",0.6209619588673
"b1819","DhaR",-8
"b1101","Crp-2",-0.192105939831285
"b1101","DhaR",-5
"b1818","Crp-2",0.554019530326309
"b1818","DhaR",-5
