"sample","iM","Val"
"p1k_00639","Magnesium",-7
"starve_series__t10_starve","Magnesium",-6
"p1k_00707","Magnesium",-3
"p1k_00824","Magnesium",-8
"p1k_00841","Magnesium",-8
"p1k_00521","Magnesium",-3
"p1k_00405","Magnesium",-7
"p1k_00101","Magnesium",-5
"p1k_00204","Magnesium",-5
"p1k_00305","Magnesium",-5
"p1k_00490","Magnesium",-8
"p1k_00609","Magnesium",-5
"p1k_00450","Magnesium",-8
"p1k_01051","Magnesium",-10
"p1k_00810","Magnesium",-9
"p1k_00061","Magnesium",-7
"p1k_00812","Magnesium",-8
"p1k_00452","Magnesium",-9
"p1k_01015","Magnesium",-6
"p1k_00776","Magnesium",-5
"p1k_00141","Magnesium",-6
"p1k_00320","Magnesium",-6
"starve_series__t28_growth2","Magnesium",-3
"p1k_00931","Magnesium",-10
"p1k_00582","Magnesium",-5
"p1k_00981","Magnesium",-8
"p1k_00540","Magnesium",-4
"p1k_00199","Magnesium",-6
"p1k_00046","Magnesium",-5
"p1k_00444","Magnesium",-10
"p1k_00065","Magnesium",-6
"p1k_00453","Magnesium",-3
"p1k_00272","Magnesium",-6
"p1k_00930","Magnesium",-6
"p1k_00938","Magnesium",-4
"p1k_00770","Magnesium",-6
"p1k_00314","Magnesium",-7
"p1k_00018","Magnesium",-9
"p1k_00840","Magnesium",-3
"p1k_00942","Magnesium",-4
"p1k_00063","Magnesium",-5
"p1k_00919","Magnesium",-3
"p1k_00738","Magnesium",-8
"p1k_00231","Magnesium",-4
"p1k_00531","Magnesium",-7
"p1k_00486","Magnesium",-8
"p1k_00579","Magnesium",-7
"p1k_00117","Magnesium",-7
"p1k_00089","Magnesium",-9
"p1k_01040","Magnesium",-5
"p1k_00894","Magnesium",-9
"p1k_00792","Magnesium",-10
"p1k_00696","Magnesium",-3
"p1k_00152","Magnesium",-4
"p1k_00974","Magnesium",-7
"p1k_00100","Magnesium",-6
"p1k_00366","Magnesium",-6
"p1k_00352","Magnesium",-3
"starve_series__t01_starve","Magnesium",-9
"p1k_00876","Magnesium",-3
"p1k_00676","Magnesium",-4
"p1k_00457","Magnesium",-8
"p1k_00401","Magnesium",-6
"p1k_00884","Magnesium",-7
"p1k_00878","Magnesium",-8
"p1k_00105","Magnesium",-4
"p1k_00926","Magnesium",-7
"p1k_00051","Magnesium",-4
"p1k_00499","Magnesium",-8
"p1k_01007","Magnesium",-3
"p1k_00212","Magnesium",-8
"p1k_00087","Magnesium",-8
"p1k_00712","Magnesium",-7
"p1k_00310","Magnesium",-3
"p1k_00396","Magnesium",-9
"p1k_00798","Magnesium",-9
"p1k_00318","Magnesium",-7
"p1k_00656","Magnesium",-3
"p1k_00118","Magnesium",-4
"p1k_00354","Magnesium",-4
"p1k_00842","Magnesium",-10
"p1k_00883","Magnesium",-8
"p1k_00846","Magnesium",-10
"p1k_00740","Magnesium",-8
"p1k_00904","Magnesium",-9
"p1k_00253","Magnesium",-9
"p1k_00713","Magnesium",-10
"p1k_00524","Magnesium",-9
"p1k_01001","Magnesium",-7
"p1k_00553","Magnesium",-7
"p1k_00049","Magnesium",-8
"starve_series__t25_growth2","Magnesium",-7
"p1k_00654","Magnesium",-5
"p1k_00671","Magnesium",-8
"p1k_00963","Magnesium",-10
"p1k_00686","Magnesium",-10
"p1k_00244","Magnesium",-5
"p1k_00138","Magnesium",-6
"p1k_00816","Magnesium",-6
"p1k_00629","Magnesium",-7
"p1k_00164","Magnesium",-9
"p1k_00683","Magnesium",-10
"p1k_00757","Magnesium",-9
"p1k_00410","Magnesium",-3
"p1k_00107","Magnesium",-9
"p1k_00426","Magnesium",-7
"p1k_00428","Magnesium",-7
"p1k_01035","Magnesium",-8
"p1k_01005","Magnesium",-4
"p1k_00742","Magnesium",-7
"p1k_00803","Magnesium",-4
"p1k_00399","Magnesium",-8
"p1k_00333","Magnesium",-9
"p1k_00442","Magnesium",-6
"p1k_00279","Magnesium",-8
"p1k_00054","Magnesium",-7
"p1k_00259","Magnesium",-4
"p1k_00599","Magnesium",-6
"p1k_00779","Magnesium",-8
"p1k_00285","Magnesium",-4
"p1k_00946","Magnesium",-6
"p1k_00128","Magnesium",-3
"p1k_00570","Magnesium",-9
"p1k_00993","Magnesium",-3
"p1k_00869","Magnesium",-9
"p1k_01026","Magnesium",-6
"p1k_00851","Magnesium",-6
"p1k_00751","Magnesium",-6
"p1k_00116","Magnesium",-4
"p1k_00694","Magnesium",-7
"p1k_00202","Magnesium",-10
"p1k_00516","Magnesium",-8
"p1k_00728","Magnesium",-9
"p1k_00890","Magnesium",-3
"starve_series__t18_starve","Magnesium",-8
"p1k_00004","Magnesium",-3
"p1k_00203","Magnesium",-3
"p1k_00827","Magnesium",-5
"p1k_01003","Magnesium",-6
"p1k_00076","Magnesium",-8
"p1k_00412","Magnesium",-6
"p1k_00724","Magnesium",-3
"p1k_00451","Magnesium",-10
"p1k_00464","Magnesium",-7
"p1k_00122","Magnesium",-8
"p1k_00321","Magnesium",-7
"p1k_00845","Magnesium",-5
"p1k_00861","Magnesium",-7
"p1k_00040","Magnesium",-5
"p1k_00224","Magnesium",-5
"p1k_00600","Magnesium",-5
"p1k_00736","Magnesium",-3
"p1k_00150","Magnesium",-9
"p1k_00858","Magnesium",-5
"p1k_01006","Magnesium",-10
"p1k_00495","Magnesium",-9
"p1k_00006","Magnesium",-4
"p1k_00975","Magnesium",-3
"p1k_00602","Magnesium",-7
"p1k_00044","Magnesium",-9
"p1k_00833","Magnesium",-8
"p1k_00252","Magnesium",-8
"p1k_00158","Magnesium",-4
"p1k_00580","Magnesium",-3
"p1k_00644","Magnesium",-6
"p1k_00793","Magnesium",-10
"p1k_00605","Magnesium",-9
"p1k_01016","Magnesium",-3
"p1k_00050","Magnesium",-10
"p1k_01009","Magnesium",-9
"p1k_00649","Magnesium",-4
"p1k_00009","Magnesium",-3
"p1k_00863","Magnesium",-8
"p1k_00470","Magnesium",-6
"p1k_00146","Magnesium",-8
"p1k_00670","Magnesium",-4
"p1k_00862","Magnesium",-3
"p1k_00642","Magnesium",-3
"p1k_00248","Magnesium",-8
"p1k_00764","Magnesium",-10
"p1k_01021","Magnesium",-9
"p1k_00036","Magnesium",-6
"p1k_00737","Magnesium",-9
"p1k_01055","Magnesium",-6
"p1k_00098","Magnesium",-3
"p1k_00825","Magnesium",-3
"p1k_00992","Magnesium",-8
"p1k_00536","Magnesium",-3
"p1k_00772","Magnesium",-7
"p1k_00628","Magnesium",-8
"p1k_00921","Magnesium",-6
"starve_series__t14_starve","Magnesium",-10
"p1k_01033","Magnesium",-7
