,b2167,b2168,b2169,b2925,b2926,b2927,b3916
p1k_00057,0.5636002782420722,0.3540697020817248,0.18345703645285,5.82772912918902,4.430248766509622,1.813917177906264,2.0228098054878125
p1k_00058,0.6201484660552425,0.3011690066944511,0.2329791106482669,4.149221458620128,2.734177073076676,2.1695641235177807,1.8274945097906008
p1k_00059,0.6153359520386413,0.2262499630978566,0.2259990465044517,4.088450292115168,2.5854602403846267,2.2770706448816984,1.872683141715236
p1k_00060,0.5985356584261188,0.3616199366495403,0.2174296832516686,5.5938553110958456,2.947167730315796,2.928847275572038,2.75796942472403
p1k_00061,0.6871173174876811,0.3730528528076263,0.2912500529166485,5.88317178632659,3.1778145747691675,3.054429168405649,2.951460538805393
p1k_00062,0.5636526514979797,0.2440255104058437,0.1479287877289116,5.040391507467442,3.927937812655697,1.7324010897120048,1.97168927558644
p1k_00063,0.6443976888942056,0.2364413289997216,0.1131886955685476,5.0992975981676025,3.603820502940995,2.01005937541913,1.722136718236901
p1k_00064,1.4033548046876183,0.8901820715373021,0.1670506138300061,9.569245201722593,7.186588651828574,2.318589068748592,6.434477295797391
p1k_00065,1.4197481796575566,0.8053263523651546,0.149404902405577,10.516536574581554,7.562156681197729,1.963693545670906,6.952951003065762
p1k_00066,1.6246782328381113,1.333835141273377,0.2545179731534092,10.561746048496326,7.529882961659306,2.369623489673233,4.892809533960267
p1k_00067,1.59724313179133,1.0251797585293392,0.213715551955024,10.559460654933508,6.843065853230432,2.202386724766016,5.18209490029941
p1k_00068,0.5500233330680473,0.5060840747406756,0.4144029677369047,7.096018903874606,3.588987847197438,1.903285666833912,2.40506438447624
p1k_00069,0.6129322161637293,0.3915814648440425,0.3045807261139021,9.615075346610814,5.849415660973646,2.381407069507101,3.642178582612928
p1k_00070,0.5516803416121947,0.3662099263670465,0.3651248873347418,9.201934855426686,5.500492428944372,2.7185439914486103,3.7572740425637865
p1k_00071,0.5077364729324757,0.4408547331141551,0.2709951210706961,9.003428746827518,5.104514035853641,2.8345018406394367,3.4584518529633104
p1k_00072,0.5733420511776222,0.4283871373993033,0.3455264468742612,8.485372728587281,5.094366316310781,2.64049342681279,3.501543960361065
p1k_00073,0.7339240332807806,0.5109863808085546,0.5453273910533498,12.287392954372311,7.849128622980094,3.8631116544793063,12.718585483980796
p1k_00074,1.1132111384349703,0.7380240125089811,0.6799900545728065,13.00426714109918,8.941744548787337,4.638438753257586,13.600775344834666
p1k_00075,13.848152114304446,12.362176053087918,11.24340293909862,16.806649549344474,13.82780578759784,10.978320965530234,22.297907318885365
p1k_00076,47.84069118135197,42.57451384898735,56.6622654082642,17.739320985307874,13.260046972851532,12.044709380762551,18.35191453845946
p1k_00077,48.7274161429263,44.20148796189884,57.25166788332395,17.903549229453105,13.468756179486483,12.04006870041196,18.96624868933144
p1k_00078,80.99567106797679,60.25655052580455,70.37514370279902,24.70151825017064,18.742275303200834,14.414281386474956,26.661771072538887
p1k_00079,8.890944770428282,12.118612909669098,13.01669372927906,11.674883373006653,12.04848989007242,11.113246676869434,17.640512778683448
p1k_00080,0.6055652216173045,0.7179917713312873,0.4428116528183375,9.299309996226894,3.846785036084402,2.15189191174826,2.7841455141111733
p1k_00081,0.3803304068464423,0.2438948528545451,0.1460445100459102,8.703938923056855,4.554131103135532,2.136683719068568,2.683242711825243
p1k_00082,0.4446453023937847,0.3327229851612143,0.1372524630203823,6.546968479221462,6.671535754983671,1.5354374387060108,2.2014548513610115
p1k_00083,0.4258773820944992,0.3078018954606759,0.1098028517526357,6.3928580636292,6.570751269052145,1.458102950627804,2.221960281253049
p1k_00084,10.595006575743833,7.575457583902807,7.474558022778174,16.654981345473264,18.17211834621417,6.150623851674434,5.645421007299498
p1k_00085,9.107159182770852,6.113805838418312,7.43129594734584,16.277733887598778,15.017758489484624,6.089701580111782,5.368348266328866
p1k_00086,47.08466689239023,33.2797788399603,95.47610175900827,41.2728014920487,29.628063946786053,22.53383499237359,5.748240974871487
p1k_00087,50.53245925649323,38.29313287307208,95.28609398242628,40.61266494946671,30.024065571012983,22.1555646305281,5.824307701692102
p1k_00088,51.25875269072877,30.640574469657658,33.5199689607495,19.78360826194557,13.272942836354906,6.910676084020631,8.04849564845497
p1k_00089,49.89666816019344,27.371612267059326,31.476712124206905,19.56793027197704,12.284494102147146,6.800365937721814,8.387395304428992
p1k_00090,57.9260019264056,32.25353448519013,39.002627917884425,21.041791165551267,13.189731315316031,7.652883687500927,7.197766644176604
p1k_00091,54.90525790977068,29.982863547816688,35.82860823682922,20.659317556006638,12.4853745036523,7.633083836614452,7.210921132549819
p1k_00092,1.1177478966068366,0.7038463200848015,0.4698578501972845,6.138860656226676,4.0341616463423255,1.8129797763253923,3.439244096108686
p1k_00093,0.9049094199707568,0.5550532647446228,0.3517954437265074,9.06636989920489,5.338114204252608,2.1219074581827115,3.8525237161411514
p1k_00094,1.499956968943892,0.9444791600598712,0.7260364976351651,10.44130051714217,7.223810517326358,2.7186986294667617,3.109118070777027
p1k_00095,1.5282016329190609,1.160902364367322,0.7667951228601718,10.400473838832434,7.172407071519468,2.732490103933759,3.033253577246596
p1k_00096,0.9397379251045328,0.5500426393799132,0.4517144226540968,7.622996337691199,4.313097606503148,2.0229047119894425,4.928059418596899
p1k_00097,0.7264957267201684,0.4784269395266726,0.4064832245451885,8.079181061621782,4.607814262471923,2.048124599987466,5.405471025688448
p1k_00098,1.3347427558721146,0.8066989537839664,0.5358985638868249,12.167218594555024,8.441883155358486,3.738551401879558,3.812315273025988
p1k_00099,1.3039461483851449,0.7210460329929871,0.5651167941606228,11.888309232536107,8.015669200347679,3.465171152416174,3.7810060872467406
p1k_00100,0.6002711144287222,0.5222332549055521,0.3386152465850135,10.042432665259806,5.476837368452886,2.566112934926317,3.5572205026376835
p1k_00101,0.5799098349901045,0.3614123822652857,0.2958201887342107,9.965567360257293,4.591447765842325,1.9418829584777249,3.5591162381776686
p1k_00102,0.5968181158436883,0.2963355602251294,0.3000852274448987,9.600979398158882,4.710161365502733,1.7560458660193736,3.3898398168363046
p1k_00103,0.3525705870536755,0.1582164228163038,0.1020176503159997,6.737341616757775,4.563659659843826,1.4754961169017105,2.7999712486266737
p1k_00104,0.3617072704244221,0.1785482859079032,0.1293969287206083,7.084539514688628,4.546293692885964,1.37532765972687,2.6766771269637872
p1k_00105,20.23033251816742,14.34334590552272,14.921454861449147,16.121124479250057,11.594735312129014,6.592572011880352,4.748843133314522
p1k_00106,0.8789012287618533,0.5424065374398881,0.4225436737703735,8.481546073757357,6.371043602173723,2.381385620854936,2.972174247108995
p1k_00107,0.9182454357517836,0.4780198227787864,0.4442982352205449,8.288391287684789,6.4265999156290805,2.5809065410979866,2.887823885758611
p1k_00108,0.996499188971444,0.7507326898052961,0.3926479862037592,10.029896635368488,4.452624147724487,1.426158388764147,6.969943387355562
p1k_00109,1.179525741726544,0.6553066794019062,0.4018641540375963,8.960421838249816,4.801600692106328,1.5428986433688223,8.787334927395513
p1k_00110,0.8089397889449775,0.4650307924818352,0.2374239530546014,9.805016192778645,6.795624566129639,1.792932876675634,4.566828229003524
p1k_00111,0.7686253948796086,0.4892560201473292,0.2613690216083176,9.93272475090658,6.848922621787162,1.6993891347681422,4.7233642513796426
p1k_00112,0.7021234426792681,0.430465143015396,0.1944723733055061,9.463683483505028,6.614830417402399,1.8104379029552364,4.739581154028331
p1k_00113,2.492243071452904,1.4352262129788524,1.3823790608382396,10.855842373342904,9.353000216796904,3.4067450080842754,10.80590570719234
p1k_00114,2.3426042666045515,1.578452210477758,1.4362672289192076,12.127380621427514,10.579529190135732,3.5905147196771865,9.399313323041712
p1k_00115,2.3253108385513093,1.6303379463000367,1.5400666304795505,11.528082283403164,10.973551867940616,3.871599752654175,9.786453804028268
p1k_00116,9.314288779120202,6.028332860492219,6.551643615550368,12.599548865804726,8.25785267954107,3.1860998421347646,7.931091145403914
p1k_00117,10.708554357853192,7.20786081631165,7.055595142962133,14.256228621745796,8.427736985835164,3.26142246905286,8.058704445025224
p1k_00118,9.648906348871543,6.212420410842762,6.639632502731343,12.865731340997463,7.764713594301251,3.0771336521191053,8.194308922910288
p1k_00119,0.900450133692607,0.6184914462719424,0.1805593151856867,14.510946937703434,7.657217255695805,2.295970675814456,5.282979988175019
p1k_00120,0.8388978244419353,0.5685092775964353,0.168862513166153,14.4869612270178,8.158653448022564,2.257469587605273,5.1945647950336165
p1k_00121,0.9702192720157878,0.5499973913381332,0.1785075651409019,14.053161812975636,7.541171246157522,2.226768518505309,5.085072061757882
p1k_00122,0.816094859513333,0.5735723220358484,0.160719206893713,14.171044104554484,8.706895818382213,2.138006449363797,5.436359198656217
p1k_00123,0.8659007967700361,0.5360148178876328,0.1664439843066551,13.118111549278304,8.152236927563369,2.201216693690838,5.624973357232602
p1k_00124,0.8775403595405865,0.5512962831893159,0.1342374863294403,13.31448556725754,8.259925623753292,1.8229340214618464,5.522357452251832
p1k_00125,4.101560047772834,5.518879821850597,12.515774600658233,10.021972596838122,7.311551016841893,11.410416742435675,26.073863278970013
p1k_00126,0.5139310265915626,0.2826181676355868,2.041350350776196,12.16246841221828,6.156318922048119,5.866070671209627,5.274700502794615
p1k_00127,0.2888113462088272,0.1610810999438916,1.2498032189736907,9.331512845827405,5.445696804899337,3.412196922639245,4.036034190460533
p1k_00128,0.372119838817905,0.2462475500182483,0.2295560531492407,10.45601958192368,5.654271157358421,2.444190638808277,3.590410437373106
p1k_00129,9.96463124416293,13.71284362573973,24.93748827668683,14.320195000064016,10.886426824767703,15.985067366220434,32.077404840727084
p1k_00130,0.5147484800554907,1.392347811930419,6.484841355662744,10.47449883512225,7.670753021594606,12.40275005540395,15.388486313305494
p1k_00131,1.2632818519269635,1.867786236981949,5.255692613137528,9.510860219376577,7.71868274477626,11.504960689392805,22.69959752595201
p1k_00132,0.794520391404499,0.3952014104675289,0.8256443521649617,8.614941518973227,6.499587506356744,2.368263216973371,4.825688456335509
p1k_00133,25.45198970432441,17.37808749104299,21.036619574913345,12.605702832811106,16.48901976215748,13.707726517761571,39.36640851197627
p1k_00134,0.5472192928053156,0.4885881856757205,3.616503650702573,9.856651672738964,7.852688943656245,5.586979156503537,4.399280765197246
p1k_00135,0.6342098419014246,0.3774279185654226,0.6120708448048146,6.826235480169159,6.40194614690066,2.861161496513552,3.9444214233829022
p1k_00136,0.7768764187694913,1.8107533671019584,5.574551114326249,10.416102049034665,7.037380898250547,9.701942875166552,12.45239941940569
p1k_00137,0.6422564567266368,0.3730231598938622,0.4273237055281241,9.326529138672282,6.614950455128124,2.90253644086059,3.8798835491395134
p1k_00138,24.548834695419234,19.52099548807939,37.08039219116191,11.451338335114675,15.932413257017972,16.566377788406214,38.64710125397438
p1k_00139,4.396779884872411,8.149020268457974,17.71512939343367,9.192161739739234,9.203906074558091,11.8664047222281,19.59491558903385
p1k_00140,0.5887722916101441,0.3544075143077688,0.4211676208245828,8.136314257425878,7.467532394358802,3.867178874152251,3.3703900992399807
p1k_00141,4.288987558475859,6.891513583881208,13.29169220494976,9.529004302412972,9.332915677736684,11.570806247157126,19.509246363204795
p1k_00142,0.9038481664516512,0.8861085035456485,0.3622320345477078,7.094944962821164,4.663935416292851,2.0009717913089453,2.4446157634453383
p1k_00143,0.2026666165076113,0.1299020832771369,0.0642408487014108,7.825566007180355,4.212715789823326,1.7980472023604417,3.634563902404688
p1k_00144,2.58317397992024,2.8114835837337813,3.755275805273477,7.353755055748593,5.989100082213501,7.725332691362436,5.334604852559967
p1k_00145,2.8034967454584714,1.9864176947168524,2.093563280569648,22.524638278823893,13.727799396724963,12.92851348404112,6.369540946316205
p1k_00146,1.3730368371391637,1.0473613818152518,0.955312046337848,9.809838959255355,7.596494021084894,2.686747882655784,5.510635085485474
p1k_00147,1.41030711912438,1.337521446865073,1.5260584517929772,11.577907922031816,9.66267287805939,9.9898620016663,23.281598692457912
p1k_00148,6.907737805244632,5.387269525036474,4.616406378996069,16.092089066336694,15.465099613459122,11.505630657654889,24.36940198084317
p1k_00149,1.4218886904041592,0.985927580436778,0.9946719955313024,9.302178299600932,7.807756449317887,3.166498618547705,6.829414800352574
p1k_00150,4.871231215273133,3.7253676096031474,3.37842906272684,18.83589137812597,16.422384353423194,11.208930065972268,28.006349522677425
p1k_00151,1.4785644107513651,1.0944219350718118,1.64128627807975,10.156115928942638,7.427895666124211,8.391224144518713,7.774518831741671
p1k_00152,1.672474392823326,1.3844391350415843,2.8759176245832325,8.37199507558873,6.084712386796551,7.954515111797827,5.7428076666992975
p1k_00153,1.3102499745924625,0.8882665075676149,0.8713335426593096,7.950359087942137,6.184348460521585,3.743760816105375,5.046163763655881
p1k_00154,9.100571671037963,7.808535626710105,5.790260220769695,22.17678034238338,21.842741268039084,12.25276011441222,28.19973309993499
p1k_00155,0.8895467615761415,0.6172748345625905,0.6834625972165363,5.354100442213507,3.970691483292915,3.613710529367482,2.644565076255591
p1k_00156,0.018768800320737,0.017045877160751,1.0450807094486765,2.774260381747689,0.3377313831916145,2.1944277420090224,0.0076178720030322
p1k_00157,2.086600880510084,2.8956599913746017,6.134915100739924,9.979716433514753,7.902770000065959,9.74431697670613,13.518782683586572
p1k_00158,0.9862871762812722,0.8373354526443656,3.1133823198170187,8.976202624367255,7.297695277405917,8.625885626358977,6.042780529121331
p1k_00159,1.445734295779722,1.2095076414228838,3.196760754731681,8.952993711860843,6.476709431318363,8.743194000799097,9.204068195945103
p1k_00160,0.9785198911030284,0.6937045743566714,0.5332916982944701,10.131288850850408,6.674679994290975,3.553408892880104,4.094834795283916
p1k_00161,0.4490782078101428,0.2951768432693812,0.2221562079801845,7.987328352998384,5.9991972240781575,2.653690948895857,3.412566971152573
p1k_00162,0.3945717399363395,0.267007169159637,0.1809526792450713,7.751938488296822,5.45658778801315,2.6126697376643886,3.410705980597944
p1k_00163,0.570787084628555,0.4027086343216658,0.3389778975075693,7.1921324165669365,5.1980008617962215,3.228669468081537,3.843544215272093
p1k_00164,0.3954795533218976,0.3232078498919106,0.1825872936515069,6.2312286783903525,4.569052694111295,2.745273941463946,3.83218304675048
p1k_00165,0.6762909916617147,0.6111369014228387,2.4690983165153715,4.804815742959646,3.2549012379770232,3.1501361352598862,4.5715539165204575
p1k_00166,0.6374544449513251,0.5124346777797874,1.8833581903888736,4.36485035744974,3.129338868548764,3.1541236375310824,4.0496866532862335
p1k_00167,1.409236209864489,1.0694684591115058,0.5249779258280114,4.816982938553258,5.231249830798811,2.14108808077479,4.475405926291614
p1k_00168,1.3741983005556309,1.0777407789466809,0.5642978026824995,5.25109082746983,5.827215968925677,2.2156696796072484,4.46951154603603
p1k_00169,1.4738153594729058,0.8763796507981062,0.074699146844795,6.282879030748814,3.9942002987565823,1.7296466195625446,5.086296306859902
p1k_00170,1.5664957135240225,0.948674165480506,0.0672454575163963,6.032917246255553,4.0227194613459645,2.196547399779176,5.582969338878757
p1k_00171,0.312395660240147,0.232594372646866,0.1092250837421539,5.11907456522673,2.860214293667437,1.4952283205586478,3.0964982549150077
p1k_00172,0.3825890875724672,0.1973144502123764,0.1342536916989871,5.1495041796656285,3.0419815627305256,1.4881636426871854,2.7752974009707727
p1k_00173,0.3971824378550129,0.2081805053841978,0.1904292270002574,6.317938540776876,4.197891986597423,2.232829982200036,3.104007882082066
p1k_00174,0.4398487115286146,0.2888216897474314,0.2145547350995925,6.816129959878962,4.958731702844821,2.209626504562727,2.957160586269487
p1k_00175,0.6282566290952835,0.4696950602286489,0.3311120472222985,14.066793614797293,11.682530843419912,4.846452471231826,12.115754396852076
p1k_00176,0.6101254598129651,0.4320846737904819,0.3121194926219746,12.423154908576109,10.849671679416248,4.546019410000658,10.647919564341498
p1k_00177,0.2807251210171683,0.1516487224204594,0.1078222995650804,6.020338277396033,4.228037011860113,2.266470832314172,3.345552678866214
p1k_00178,0.3063909938537756,0.175557712820212,0.1367792214723559,6.168513906659126,4.523469268098647,2.199843862874935,3.164990308518503
p1k_00179,0.7913069447927938,0.4816172804156748,0.2825453879367483,7.483009014097488,6.487549453794758,1.9436736884773125,3.3838025465408847
p1k_00180,0.8659056127617167,0.5891689297805827,0.3216799118451749,7.840833219862477,6.721655909222791,1.9889710451521745,3.528427261131201
p1k_00181,0.3049276755730116,0.1790590056556645,0.1612931220810107,6.462233376949245,4.730169835239541,2.1122398696950757,3.8318627595072536
p1k_00182,0.3548307712464852,0.2095974058329598,0.1566267590036119,6.813152234470922,5.330197798501852,2.307474238216378,4.07521040138549
p1k_00183,0.3913074837128128,0.3008539553025963,0.1544462648326479,6.152122468955413,4.630072769243748,2.0687587214064407,3.097635432116627
p1k_00184,0.3431180207150395,0.2257670173366562,0.1036064762381175,5.227787955089328,4.209127968358157,1.631956751565342,2.491593008002192
p1k_00185,0.5376775517887631,0.2905853903333713,0.218740912782213,5.9966871679335965,4.305199724787558,2.489038690057413,4.015027051430736
p1k_00186,0.5539995125510764,0.2779142133106699,0.199400975534512,6.16524075278184,4.602293947120314,2.222254657980811,4.109139759253226
