,b2167,b2168,b2169,b2925,b2926,b2927,b3916
starve_series__t00_growth1,0.8644331033601054,0.7919692111532713,1.6729548442498183,8.1658223523936,4.263074918641577,2.4315680456200868,4.668935475728133
starve_series__t01_starve,12.70135966121688,5.300953366562583,2.3176377971895628,8.669418828651967,2.262278417053229,0.9991837627537442,4.303596540490429
starve_series__t02_starve,4.877011280865016,2.3254517270424047,1.368184557327864,4.402338238749852,2.090077874996686,0.9712362829182098,5.832483528308509
starve_series__t03_starve,5.256042655764995,3.477052050290551,1.8641817329921413,4.620249859446225,4.160484260410343,1.4752646425288165,7.775217881653311
starve_series__t04_starve,5.131959657156694,3.581148526414825,2.045083326277039,5.2709226906737925,3.832659262270683,1.2789686091465824,7.155156401831528
starve_series__t05_starve,6.287679813390403,4.267757691752266,2.6938114096921213,6.732009870817302,3.884400308304536,1.268629705068527,6.770346570558555
starve_series__t06_starve,6.559737189536181,4.437028298944198,2.4643737856106878,6.175242426411652,4.135940044973179,1.3560210796506769,6.793223877674235
starve_series__t07_starve,6.375659175139819,4.12419955350076,2.730890569289312,6.222513932534453,4.103880632107161,1.231661719354703,6.435703397923119
starve_series__t08_starve,6.734572372851295,4.364537096481386,2.9327372158819283,6.322025232469089,4.252790339835495,1.2044440883549623,6.648170966192943
starve_series__t09_starve,7.319019809323162,4.499773948054959,3.015610314861292,6.079545128873508,4.423603561853921,1.215932218675741,6.150630466862324
starve_series__t10_starve,6.958454665283905,4.037397295992813,2.686794141565345,5.945874654022159,4.131283858692626,1.2613647270342303,7.119683312713121
starve_series__t11_starve,8.033855070746261,4.3127268131008165,3.301123833717921,7.075295943672913,4.695886421438588,1.373152906802521,7.197972061309893
starve_series__t12_starve,6.694842715127084,3.219474054076884,2.0854075430574857,4.996269112149914,3.97942693859844,1.4892629400925277,6.012923911163219
starve_series__t14_starve,7.865816587646456,3.6138399161784185,2.334650186585012,6.821557476217744,5.316353812365978,1.9313126076489329,6.008409770757766
starve_series__t16_starve,6.543425987149303,2.9995630008915084,1.8366482342623305,5.920950076658071,4.809989411587458,1.9546682488207856,5.175645022187887
starve_series__t17_starve,6.397853317911036,3.003201727966061,1.7260627318243131,6.603782842994086,5.2752717237263305,1.9202450892283325,4.484069408889102
starve_series__t18_starve,5.919928323282808,2.5174978124154173,1.5948159002854068,5.018596886194695,4.3446861951210245,1.7567702880543037,4.301406657312399
starve_series__t21_growth2,0.2525373681410194,0.1073229319962201,0.1000261229119238,3.622616472817794,2.107465641025612,0.9884816471018916,2.93869234642902
starve_series__t22_growth2,0.4909860014722695,0.2254675967814914,0.0993390618314457,4.699800636921421,3.429577334070652,0.9402245828331012,5.079254312016989
starve_series__t23_growth2,0.545572121828912,0.2379627907847021,0.1252332057910895,4.625316253794627,3.3005348686181324,1.2972096522028451,3.9199206957587296
starve_series__t25_growth2,0.5254375177369972,0.3674629664265821,0.5083331965623008,9.159278814203963,5.177957634092232,2.416798183418137,4.369787717963276
starve_series__t26_growth2,0.4607072037440327,0.5547277168927559,1.305063091696373,9.085794992023107,4.690326978273104,3.836854827465104,4.132821017892458
starve_series__t27_growth2,0.4997159972237711,0.672484195377776,1.6111493289518843,7.919523361150778,4.445170827890755,3.761174315859948,4.321677499805486
starve_series__t28_growth2,1.0521153506435643,2.0297578663264964,5.0690841768207004,8.267220244224509,4.595383169295663,4.421637474553412,5.192490541735478
p1k_00001,0.5324522694786978,0.366050571228358,0.2884192424291369,9.268785434560597,5.991827419679877,2.4265858314891453,3.38257079925828
p1k_00002,0.6679860864113533,0.4029778415762471,0.3361156618450535,10.229610809621883,6.727534811113618,2.493529636402586,3.466110662135609
p1k_00003,1.217900280680326,0.6665063262224769,0.0999108975881463,10.735615806493009,7.531710988382178,1.6018145694656922,6.399438971910247
p1k_00004,1.334790007153014,0.7015178575126916,0.1228358858437766,10.34694867361024,7.216929096900798,1.6922719725221889,6.798087163971042
p1k_00005,0.6409363570406942,0.4130051360676199,0.3161764119743612,9.334906246055832,5.046695632659686,2.243076529077796,2.7773123832002047
p1k_00006,0.632421917339052,0.3442493117195478,0.3397868878342484,8.764342371072157,4.629310964580916,2.2255280295249205,2.8297093969185165
p1k_00007,1.2158162968765418,0.6387774420236072,0.1728725337827272,8.999806062294342,5.891322052874229,1.7189022709521964,5.940825887714481
p1k_00008,1.1001736089269416,0.6295130120899753,0.1776181135760526,9.180183509315444,5.738319236762254,1.778953405613665,5.448686483977295
p1k_00009,0.653791314771434,0.3739304077512415,0.2477249851544391,8.912914664058805,5.047538382001238,2.1038721306036345,3.250132983209229
p1k_00010,0.66108003489415,0.4172974807200724,0.2436219672181786,8.828109247367747,5.176410968051819,2.16720486160958,3.32829821610584
p1k_00011,0.8957974397552125,0.5233021563744717,0.2106755150006125,9.8728611873408,6.184594691386192,2.2453216752653176,4.826910166257928
p1k_00012,0.9489697027904476,0.5159009427621923,0.272851196820381,9.841249248877997,6.411831137232183,2.254117647510186,4.692210388103485
p1k_00013,0.7767060334683911,0.5210826862563566,0.2891276604094503,9.707282872260762,5.221193841404847,1.9163398366660995,3.953538566196414
p1k_00014,0.8242540924175923,0.5224972405277333,0.2554313662666693,9.128990941377674,5.750096192943794,2.328780578701448,4.276948741902406
p1k_00015,0.9492574528832984,0.4607497569713684,0.2875258226084595,10.050806965868926,6.402651746838743,2.239207980851149,4.326045217541997
p1k_00016,0.7366744603302177,0.434485886639997,0.2361484591236623,9.17124506029229,5.777082514716384,2.387719127028509,4.338675134459093
p1k_00017,0.9682399098916477,0.5139252386016818,0.2769114384858953,9.887662178370189,6.56287457226571,2.3143861983280702,4.790475565758385
p1k_00018,0.9744318029607756,0.5111243056502446,0.2880804866742824,10.31951321190606,6.778756793152367,2.410701482712294,4.9620646774768815
p1k_00019,1.8053046270839823,0.8702589028044605,0.135432707753934,6.136483688083041,5.503133895578435,1.719944551146745,7.226515157399031
p1k_00020,1.4333549859817436,0.6490215004558586,0.1197357724781768,5.466053713792365,4.603030771227575,1.769551863388654,8.012788645402257
p1k_00021,1.2931238257370992,0.5135910364964137,0.0891417369661286,6.110194450398078,4.866067857994344,1.8542042192943504,6.571072874560616
p1k_00022,1.2262945091995807,0.5000981883926476,0.0774905555770505,5.6702778634369135,4.291014053308091,2.006144067322199,6.79002452795051
p1k_00023,1.2442323061219789,0.6153316719415816,0.146963744023734,6.571329542635835,5.361421354255181,1.7036670308336848,7.034891310950638
p1k_00024,1.3160991413979013,0.6236427090896134,0.1427876792772314,6.413853640953236,5.447332237202019,1.646722078186914,6.67114445806206
p1k_00025,1.871172384373267,0.8967664712090047,0.1602943166806487,5.837048084829951,5.888234715788327,2.0833028147867734,9.71472665490901
p1k_00026,1.980180733716072,0.8120273505950044,0.1810442681479119,6.046538219269828,6.009718231173519,1.969336974736852,9.94091578488335
p1k_00027,0.8959150415496293,0.6426876296553019,0.1885287530679793,8.242285190320619,6.763335685479908,1.388785831996523,3.9283483999098743
p1k_00028,0.9080180559988652,0.6060123256495304,0.2428263379717943,8.410484798885562,6.762802916735373,1.39030104522721,4.2598135831832
p1k_00029,0.6329061909282014,0.4027005827140127,0.2325935057570688,8.650336008351875,7.04757600153389,1.9537784903264688,4.207727645449227
p1k_00030,0.6735598784972106,0.4849142683425231,0.1997054947313156,8.713517046696024,7.038752952815398,1.8742100519549345,4.177318658965825
p1k_00031,0.7589972186509631,0.5415645062785966,0.1948678703533132,9.316458247760004,6.925749038630898,1.7877574730861734,5.032475525893566
p1k_00032,0.8973452560839426,0.5784708480976527,0.2189836465295435,9.555619933561886,7.59688683667641,1.721110039129408,5.455557272414818
p1k_00033,1.3278304173784552,0.8033626616030654,0.3520827977333553,12.995877573931748,9.522012818192945,1.2697665922389876,5.700069045930998
p1k_00034,1.4138038552031444,0.8001091370277957,0.3566038574352874,11.420797993222688,8.8724096682581,1.5492423742188122,6.290077475369004
p1k_00035,0.9016869369140068,0.5453910089516993,0.3026289470779754,9.0691669196933,7.076958557815783,2.0368044339786398,4.910220359981461
p1k_00036,0.9289203676646932,0.579181620741951,0.3537643560494019,9.678494102710498,7.980581332195137,1.795925071394901,4.969303664930481
p1k_00037,1.0416117845356605,0.6266122825034742,0.3103537564103988,10.928438276890397,7.141205778341384,1.9106462967512396,5.739711932396721
p1k_00038,0.9152555480975002,0.4436511560712772,0.2048930031500187,10.585057586269976,6.171567366578578,1.9581573893216824,5.611828650835933
p1k_00039,0.7145564431026509,0.3842058467869832,0.3817198201267111,9.817784861016348,5.9973759456070805,2.693973088424955,4.165486903559505
p1k_00040,0.7867104835954661,0.3482141629073103,0.3089795524092468,9.962804839407273,6.544308827452851,2.622681273676033,4.168613071048271
p1k_00041,0.9011821193597008,0.4784399465142682,0.2347233803103829,10.364489783425675,7.775079953558182,2.786736185544843,6.39900524093005
p1k_00042,0.8177331358738641,0.4168358849125955,0.2565875516748316,10.508743480806851,7.28129399133718,2.922793528261787,5.466830688600786
p1k_00043,0.9998434122912204,0.4644899203826795,0.4833636873625958,9.950340690146268,6.742055862138455,2.559657994128378,3.80401315415474
p1k_00044,0.869408440530458,0.4125663308052774,0.4118690883344867,9.798008498690796,6.464660876263911,2.5460609742791616,3.831521613698876
p1k_00045,0.7064832782830168,0.4524385106663646,0.4409765481295271,9.249334994713273,6.239234055562824,2.602403222588276,3.5623598082224603
p1k_00046,0.7729931673324796,0.4395219075405829,0.4568700594205107,9.23849733679796,6.377100382649024,2.629954383096487,3.569306716714461
p1k_00047,0.7639273967891695,0.3903488958631003,0.3617068213916738,9.086969540800778,6.248815875536343,2.523137155377842,4.052749858675273
p1k_00048,0.9119104391392449,0.5355915519936306,0.439331509056111,9.344650346943022,6.827214931927486,2.520384841665655,3.781625127458355
p1k_00049,1.2962760196573284,0.8200608276043491,0.2782288434170978,9.286430758389006,6.3717679231344215,1.9012574617253235,5.237136748731532
p1k_00050,0.4159393707816812,0.303866274274924,0.1511951340697873,9.151311297857225,8.12780168287538,2.2666898148590784,3.4568464432630224
p1k_00051,0.4736809652957139,0.2590487600169016,0.2120634536694776,9.563564619696711,8.221198404704557,2.2287663726305977,3.3178856935350773
p1k_00052,0.5423189173820219,0.2448274089554305,0.2173473584627013,8.991269033389734,6.686773365726044,2.2543318910060357,3.50719861332764
p1k_00053,0.5204035526215465,0.3023184583650454,0.1664046799055247,9.178651883185124,6.663786462281212,2.279992410432763,3.3586805177775503
p1k_00054,0.483203830670076,1.1520003251672972,7.18506132381444,8.069551451029868,5.497078764208504,9.752338998675985,11.66494413529315
p1k_00055,0.5530163409272103,1.4944802463755176,6.359721775475793,7.549160205425641,5.644331495879931,9.26018362679796,12.406269484929387
p1k_00056,0.5521297239723034,0.3287774350089052,0.1729487448841585,6.020589913379118,4.526181785888161,1.8987005019862195,2.143055708199125
