,b1817,b1818,b1819,b1101,b1820
starve_series__t00_growth1,2.143062675162272,2.7943022594016846,2.9581434318273088,1.581081256681338,1.7629496682638608
starve_series__t01_starve,12.389546897538583,19.59628772064245,25.09153349258249,1.1166631045512927,8.30809193954536
starve_series__t02_starve,5.193544597518101,6.970019365597616,9.292887231367011,0.469675606379358,1.628903211018911
starve_series__t03_starve,5.81119731183,7.047271312328945,7.905585993831747,0.7607560587297906,2.007852817123195
starve_series__t04_starve,5.367626603325229,6.824243446767126,7.483455554778709,0.8113965297290816,2.540863949510913
starve_series__t05_starve,6.0798781200555565,7.374192761460302,8.049501174990876,0.8124190151005314,2.0543950338534214
starve_series__t06_starve,5.899495272323817,7.6241583676409155,8.647603705965894,1.0104368107882846,3.2742262202752914
starve_series__t07_starve,5.717921472358926,7.142559206047883,8.488833286988841,0.9877608379788864,2.5863050089578
starve_series__t08_starve,5.749692853019502,7.361491967619059,8.811344677592267,1.1249744833409423,3.205903958993176
starve_series__t09_starve,5.593456335148552,7.7638497223256655,8.990846564892836,1.1745769202416565,2.95951765815121
starve_series__t10_starve,5.921152159259254,6.79705652520465,8.825964617773883,1.0827007511606133,2.4272760514495326
starve_series__t11_starve,7.216328392317568,8.175529994585226,10.247529697709206,1.232554539270625,2.030691469624444
starve_series__t12_starve,5.97079346261768,8.082676551002374,10.49094086365207,1.3346929462153956,3.011905584423177
starve_series__t14_starve,7.308268642732452,9.224704994986768,12.523223348871849,1.474156776636253,3.006454638797046
starve_series__t16_starve,6.7443680439624005,10.029426586493818,14.606982435849329,1.5388362125650776,3.341049251717856
starve_series__t17_starve,7.043898438545671,10.982891560324893,15.150190931082014,1.6631358353046897,3.296460124776738
starve_series__t18_starve,6.681720593835935,10.20738773301947,14.944298393445155,1.3532690245425327,2.864347348241504
starve_series__t21_growth2,0.1613113832506019,0.2531153785443149,0.3082107686092848,0.3745497223732872,0.3958429542594846
starve_series__t22_growth2,0.221244075697149,0.4351843115656076,0.5994975486589879,0.2634531707253401,0.3462452852752398
starve_series__t23_growth2,0.2706182981620986,0.4828241515266749,0.5496040453589207,0.2959743999706318,0.9684652414452528
starve_series__t25_growth2,0.8758423533944447,0.976179136322909,0.9772615114970832,1.015900106920984,1.3061903716047685
starve_series__t26_growth2,1.6174027497503891,1.4452702655870553,1.3356778735309367,1.5719298378962463,1.1236715757039344
starve_series__t27_growth2,1.889326122631813,1.889527447980963,1.7586853179896536,1.7530108072289572,1.4759076876561612
starve_series__t28_growth2,2.8422300771025943,3.383349163056238,3.5395471109653887,1.8324697146781144,1.80940399321675
p1k_00001,0.9518394757654244,0.9541754496180064,1.0437593875486546,1.5239648524403069,1.1255164581496664
p1k_00002,1.0618802914741192,0.9690838549302796,1.0217793056010325,1.6230160423921458,0.8088737705957869
p1k_00003,0.5999829024206073,0.7771402483924905,0.718403483287616,0.3832462352466043,0.4671553245658498
p1k_00004,0.6039624873338404,0.8388838812219525,0.8977041168064889,0.4050754492080686,0.3846367250272726
p1k_00005,0.8637546086998917,0.8740416789180897,0.9834202618676688,1.3783569710972852,1.116509582836822
p1k_00006,0.8593980379745214,0.943275008005123,0.9743398948656382,1.4623918547615766,1.1093149844789114
p1k_00007,0.5301581697765905,0.6505326382727713,0.6685573099043264,0.4234543549884759,0.517337567071335
p1k_00008,0.5096355578992774,0.5503730017358079,0.6206293279767982,0.5025245487497066,0.3816895408346142
p1k_00009,0.9237849530648178,0.9833725880714734,1.02725554598643,1.434805728084423,0.9864320109102992
p1k_00010,0.8944177324152942,0.9809310745655814,1.0718529728743464,1.3518482848401965,1.2017437981887495
p1k_00011,0.6398405893929097,0.7421414782858643,0.771033851952206,1.0512329962502824,0.7305587147286954
