"gene","iM","Val"
"b0720","ArcA",-4.33424560135367
"b0118","ArcA",-4.02246639135834
"b2587","ArcA",-3.66876319098044
"b1778","ArcA",-4.33136900610209
"b1612","ArcA",-4.32805329243119
"b3605","ArcA",-4.87379688988504
"b0312","ArcA",-5.38348287160608
"b2288","ArcA",-4.41664037464056
"b3397","ArcA",-4.23053340085059
