"gene","iM","Val"
"b0720","ArcA",-5
"b0118","ArcA",-8
"b2587","ArcA",-5
"b1778","ArcA",-8
"b1612","ArcA",-3
"b3605","ArcA",-5
"b0312","ArcA",-8
"b2288","ArcA",-5
"b3397","ArcA",-8
