Parameter,Value
act_TF_conc_lo,9.39473150669876e-12
act_TF_conc_up,6.682374062786667e-05
act_Kd_lo,0.0002923725852085
act_Kd_up,0.030076877373884283
inh_TF_conc_lo,9.39473150669876e-12
inh_TF_conc_up,6.682374062786667e-05
inh_Kd_lo,0.0002923725852085
inh_Kd_up,0.030076877373884283
weight_act_obj1,8.192636589173368
weight_inh_obj1,8.192636589173368
weight_mRNA_match,9.141974677948179e-10
inh_metab_Total_lo,3.8e-14
inh_metab_Total_up,408000.0
act_metab_Total_lo,3.8e-14
act_metab_Total_up,408000.0
