"gene","iM","Val"
"b1311","YcjW",-10
"b1319","YcjW",-4
"b1318","YcjW",-8
"b1317","YcjW",-4
"b1315","YcjW",-9
"b1312","YcjW",-3
"b1310","YcjW",-8
"b1314","YcjW",-4
"b1316","YcjW",-10
"b1313","YcjW",-5
