"gene","iM","Val"
"b1311","YcjW",-9.20142504682597
"b1319","YcjW",-9.38882708746687
"b1318","YcjW",-8.39757783356951
"b1317","YcjW",-7.92840143652443
"b1315","YcjW",-9.64488853257601
"b1312","YcjW",-9.22316218736879
"b1310","YcjW",-5.46674539888768
"b1314","YcjW",-9.27088411986602
"b1316","YcjW",-9.41217610751533
"b1313","YcjW",-9.94496869138062
