"sample","iM","Val"
"p1k_00672","Cysteine-1",-5.77983191768067
"p1k_00672","Cysteine-2",-7
"p1k_00560","Cysteine-1",-6.05740629112754
"p1k_00560","Cysteine-2",-5
"p1k_00618","Cysteine-1",-6.18115426082404
"p1k_00618","Cysteine-2",-6
"p1k_00820","Cysteine-1",-6.24649331120568
"p1k_00820","Cysteine-2",-6
"p1k_00483","Cysteine-1",-4.84287676579166
"p1k_00483","Cysteine-2",-7
"p1k_00656","Cysteine-1",-13.3054308710969
"p1k_00656","Cysteine-2",-4
"p1k_00475","Cysteine-1",-5.31097363685735
"p1k_00475","Cysteine-2",-10
"p1k_01036","Cysteine-1",-5.59576297025696
"p1k_01036","Cysteine-2",-7
"p1k_00441","Cysteine-1",-5.71052800550352
"p1k_00441","Cysteine-2",-5
"p1k_00563","Cysteine-1",-6.30804239882206
"p1k_00563","Cysteine-2",-6
"p1k_01052","Cysteine-1",-6.40602598950852
"p1k_01052","Cysteine-2",-6
"p1k_00847","Cysteine-1",-13.0704312378703
"p1k_00847","Cysteine-2",-5
"p1k_00946","Cysteine-1",-5.5018920899219
"p1k_00946","Cysteine-2",-8
"p1k_00271","Cysteine-1",-13.2545405811396
"p1k_00271","Cysteine-2",-4
"p1k_00536","Cysteine-1",-5.05610745871252
"p1k_00536","Cysteine-2",-6
"p1k_00380","Cysteine-1",-4.90097062714735
"p1k_00380","Cysteine-2",-10
"p1k_00732","Cysteine-1",-6.45297902338988
"p1k_00732","Cysteine-2",-5
"p1k_00200","Cysteine-1",-6.17006424597713
"p1k_00200","Cysteine-2",-3
"p1k_00588","Cysteine-1",-5.08946305181747
"p1k_00588","Cysteine-2",-3
"p1k_00942","Cysteine-1",-5.50605432983632
"p1k_00942","Cysteine-2",-6
"p1k_00748","Cysteine-1",-13.067147857539
"p1k_00748","Cysteine-2",-3
"p1k_00813","Cysteine-1",-6.38993286389003
"p1k_00813","Cysteine-2",-7
"p1k_00027","Cysteine-1",-6.13457161111931
"p1k_00027","Cysteine-2",-10
"p1k_00239","Cysteine-1",-6.19166571606471
"p1k_00239","Cysteine-2",-5
"p1k_00496","Cysteine-1",-3.89522593259027
"p1k_00496","Cysteine-2",-4
"p1k_00142","Cysteine-1",-6.13454953499045
"p1k_00142","Cysteine-2",-5
"p1k_00648","Cysteine-1",-13.4202164033832
"p1k_00648","Cysteine-2",-9
"p1k_00741","Cysteine-1",-11.1226622687707
"p1k_00741","Cysteine-2",-5
"p1k_00800","Cysteine-1",-13.4040528981597
"p1k_00800","Cysteine-2",-4
"p1k_00916","Cysteine-1",-5.69361401395737
"p1k_00916","Cysteine-2",-4
"p1k_00044","Cysteine-1",-13.4132048710749
"p1k_00044","Cysteine-2",-4
"p1k_00342","Cysteine-1",-13.4083230486008
"p1k_00342","Cysteine-2",-3
"p1k_00082","Cysteine-1",-6.06318569782874
"p1k_00082","Cysteine-2",-3
"p1k_00096","Cysteine-1",-6.49849735855554
"p1k_00096","Cysteine-2",-6
"p1k_00768","Cysteine-1",-13.4202164033832
"p1k_00768","Cysteine-2",-4
"p1k_00654","Cysteine-1",-6.45472142520253
"p1k_00654","Cysteine-2",-4
"p1k_00799","Cysteine-1",-13.4098957423889
"p1k_00799","Cysteine-2",-3
"p1k_00083","Cysteine-1",-6.06659129277268
"p1k_00083","Cysteine-2",-8
"p1k_00498","Cysteine-1",-3.90049142617599
"p1k_00498","Cysteine-2",-3
"p1k_00578","Cysteine-1",-13.1528675023249
"p1k_00578","Cysteine-2",-5
"p1k_00883","Cysteine-1",-11.4120732280664
"p1k_00883","Cysteine-2",-3
"p1k_00381","Cysteine-1",-6.21064262521032
"p1k_00381","Cysteine-2",-6
"p1k_00794","Cysteine-1",-13.4202164033832
"p1k_00794","Cysteine-2",-4
"p1k_00256","Cysteine-1",-6.27616027964773
"p1k_00256","Cysteine-2",-7
"p1k_00424","Cysteine-1",-6.56099400404034
"p1k_00424","Cysteine-2",-8
"p1k_00665","Cysteine-1",-6.34900028964395
