"gene","iM","Val"
"b2312","Purine",-3.57762607814438
"b0523","Purine",-3.58797557120119
"b4005","Purine",-3.60934001596852
"b2551","Purine",-2.99132518770479
"b2557","Purine",-3.4115496974835
"b1131","Purine",-3.50064397123958
"b4006","Purine",-3.75067195952365
"b0522","Purine",-3.5364823385989
"b2499","Purine",-3.45708353574539
"b2500","Purine",-3.43182775830806
