"gene","iM","Val"
"b2312","Purine",-5
"b0523","Purine",-8
"b4005","Purine",-5
"b2551","Purine",-8
"b2557","Purine",-3
"b1131","Purine",-5
"b4006","Purine",-8
"b0522","Purine",-5
"b2499","Purine",-8
"b2500","Purine",-3
