"sample","iM","Val"
"p1k_00672","Nitrogen",-5.90361023573417
"p1k_00560","Nitrogen",-5.72538056840289
"p1k_00618","Nitrogen",-5.91187161281022
"p1k_00820","Nitrogen",-5.81456692812526
"p1k_00483","Nitrogen",-5.93147279533782
"p1k_00656","Nitrogen",-5.90774854692636
"p1k_00475","Nitrogen",-6.17072783678092
"p1k_01036","Nitrogen",-6.0020694148719
"p1k_00441","Nitrogen",-5.71511998865787
"p1k_00563","Nitrogen",-5.71992103592082
"p1k_01052","Nitrogen",-7.14811042292409
"p1k_00847","Nitrogen",-12.5042368818664
"p1k_00946","Nitrogen",-6.08647292289958
"p1k_00271","Nitrogen",-6.05376774882212
"p1k_00536","Nitrogen",-5.68280406395102
"p1k_00380","Nitrogen",-5.80359927085231
"p1k_00732","Nitrogen",-5.85941440758458
"p1k_00200","Nitrogen",-5.77624371129246
"p1k_00588","Nitrogen",-5.7943934889303
"p1k_00942","Nitrogen",-6.14144725864705
"p1k_00748","Nitrogen",-6.14808160207501
"p1k_00813","Nitrogen",-5.86514431454364
"p1k_00027","Nitrogen",-5.2328991472556
"p1k_00239","Nitrogen",-5.97386202769157
"p1k_00496","Nitrogen",-6.12081521776337
"p1k_00142","Nitrogen",-6.32716713852566
"p1k_00648","Nitrogen",-5.79597891944971
"p1k_00741","Nitrogen",-5.96923097714809
"p1k_00800","Nitrogen",-6.21231716584438
"p1k_00916","Nitrogen",-6.05208616693157
"p1k_00044","Nitrogen",-5.98359781978649
"p1k_00342","Nitrogen",-5.70942603438503
"p1k_00082","Nitrogen",-5.90964393327512
"p1k_00096","Nitrogen",-5.65038201614175
"p1k_00768","Nitrogen",-5.99321928701354
"p1k_00654","Nitrogen",-5.98480300728538
"p1k_00799","Nitrogen",-6.07061868174053
"p1k_00083","Nitrogen",-5.87565227105489
"p1k_00498","Nitrogen",-6.20950445732432
"p1k_00578","Nitrogen",-5.74882726908196
"p1k_00883","Nitrogen",-6.06762857039427
"p1k_00381","Nitrogen",-6.18101364657785
"p1k_00794","Nitrogen",-5.64920318095453
"p1k_00256","Nitrogen",-5.86257681349922
"p1k_00424","Nitrogen",-5.79083491714138
"p1k_00665","Nitrogen",-5.89934617043621
"p1k_00975","Nitrogen",-6.14633510021586
"p1k_01040","Nitrogen",-6.28030516492195
