"sample","iM","Val"
"p1k_01041","Nitrogen",-7.3692948262437
"p1k_00413","Nitrogen",-7.74592498081197
"p1k_00717","Nitrogen",-7.8322739643582
"p1k_00099","Nitrogen",-7.29639153304815
"p1k_00465","Nitrogen",-7.35179839688844
"p1k_00748","Nitrogen",-7.60154205559369
"p1k_00973","Nitrogen",-7.21212301080221
"p1k_00349","Nitrogen",-7.93406274843851
"p1k_00260","Nitrogen",-7.87610571843772
"p1k_00319","Nitrogen",-7.87359080256283
"p1k_00813","Nitrogen",-8.18736283311455
"p1k_00527","Nitrogen",-7.49287735125526
"p1k_00542","Nitrogen",-7.48708612589513
"p1k_00415","Nitrogen",-7.77727760994141
"p1k_00652","Nitrogen",-7.49455026909934
"p1k_00316","Nitrogen",-7.69363793810298
"p1k_00917","Nitrogen",-7.59431078984694
"p1k_00585","Nitrogen",-7.46416936446091
"p1k_00373","Nitrogen",-7.41075434960178
"p1k_00184","Nitrogen",-7.41804118790584
"p1k_00909","Nitrogen",-7.56591039114691
"starve_series__t11_starve","Nitrogen",-7.10785605290976
"p1k_00806","Nitrogen",-7.72488518577357
"p1k_00704","Nitrogen",-7.48725596092513
"p1k_00821","Nitrogen",-7.50112852909988
"p1k_00749","Nitrogen",-7.44432345392458
"p1k_00751","Nitrogen",-7.66353520616481
"p1k_00835","Nitrogen",-7.82709465093906
"p1k_00326","Nitrogen",-7.72124938035452
"p1k_00521","Nitrogen",-7.5238410111823
"p1k_00786","Nitrogen",-7.4973930075543
"p1k_00936","Nitrogen",-8.07011096077069
"p1k_00240","Nitrogen",-7.58890062903746
"p1k_00769","Nitrogen",-7.7377596349229
"p1k_00569","Nitrogen",-7.48076966478771
"p1k_00849","Nitrogen",-7.40742071684594
"p1k_00052","Nitrogen",-8.13700613600354
"p1k_00265","Nitrogen",-7.64575379533386
"p1k_00404","Nitrogen",-7.72336970497343
"p1k_00743","Nitrogen",-7.60317403212719
"p1k_00940","Nitrogen",-7.29937532638532
"p1k_00808","Nitrogen",-7.71899318320971
"p1k_00032","Nitrogen",-6.73243584392059
"p1k_00640","Nitrogen",-7.5198966615168
"p1k_00988","Nitrogen",-7.28847374453846
"p1k_00251","Nitrogen",-7.31577557960546
"p1k_00250","Nitrogen",-7.46587411777942
"starve_series__t28_growth2","Nitrogen",-8.62897639372302
"p1k_00517","Nitrogen",-7.56481000736969
"p1k_00826","Nitrogen",-7.72425533196248
"p1k_00884","Nitrogen",-7.7760300781859
"p1k_00755","Nitrogen",-7.69443444849991
"p1k_00500","Nitrogen",-7.33450492591341
"p1k_00781","Nitrogen",-7.50721105004556
"p1k_00129","Nitrogen",-7.72287109461794
"p1k_00740","Nitrogen",-7.8022825286581
"p1k_00244","Nitrogen",-7.57278210166146
"p1k_00526","Nitrogen",-7.49629216676515
"p1k_00245","Nitrogen",-7.89957659861859
"starve_series__t02_starve","Nitrogen",-7.15817109020194
"p1k_00539","Nitrogen",-7.63536546991804
"p1k_00853","Nitrogen",-7.50930210804532
"p1k_00916","Nitrogen",-7.58470218600854
"p1k_00171","Nitrogen",-7.45149360973269
"p1k_00252","Nitrogen",-7.33322020851454
"p1k_00368","Nitrogen",-7.38770860718813
"p1k_00167","Nitrogen",-7.18483420765113
"p1k_00698","Nitrogen",-7.54874327723917
"p1k_00926","Nitrogen",-7.78274306332391
"p1k_00725","Nitrogen",-7.59152044814659
"p1k_00914","Nitrogen",-7.55379169034668
"p1k_00050","Nitrogen",-8.09692817362366
"p1k_00875","Nitrogen",-7.26472640498549
"p1k_00218","Nitrogen",-7.54797323813799
"p1k_00525","Nitrogen",-7.42487257776198
"p1k_00602","Nitrogen",-7.47776626383367
"p1k_00918","Nitrogen",-7.52025850900049
"p1k_00190","Nitrogen",-7.61922282203156
"p1k_00933","Nitrogen",-7.66053754512915
"p1k_00038","Nitrogen",-8.74377776819038
"p1k_00823","Nitrogen",-7.4054375174192
"p1k_00624","Nitrogen",-7.45633778530896
"p1k_00822","Nitrogen",-7.37101835390016
"p1k_00442","Nitrogen",-7.62225860121878
"p1k_00007","Nitrogen",-7.45872077697326
"p1k_00278","Nitrogen",-7.60473123407894
"p1k_00051","Nitrogen",-8.0959295819389
"p1k_00241","Nitrogen",-7.55610710015462
"p1k_00075","Nitrogen",-7.50216676904782
"p1k_00164","Nitrogen",-7.61337016614578
"p1k_00375","Nitrogen",-7.80586005196978
"p1k_00457","Nitrogen",-7.28859076794123
"p1k_00687","Nitrogen",-7.46682094833172
"p1k_00561","Nitrogen",-7.56404897112087
"p1k_00712","Nitrogen",-7.72222883153169
"p1k_00211","Nitrogen",-8.04443725119724
"p1k_00971","Nitrogen",-7.29845726900931
"p1k_00037","Nitrogen",-8.68527170632555
"p1k_00242","Nitrogen",-7.57548232108681
"p1k_00284","Nitrogen",-7.65951102390334
"p1k_00484","Nitrogen",-7.32871057521814
"p1k_00938","Nitrogen",-7.28320306659919
"p1k_00699","Nitrogen",-7.55625937194179
"p1k_00703","Nitrogen",-7.49516340970395
"p1k_00339","Nitrogen",-7.70100348978222
"p1k_00729","Nitrogen",-7.80382371718956
"p1k_00591","Nitrogen",-7.45482939182545
"p1k_00297","Nitrogen",-7.9177125392817
"p1k_00291","Nitrogen",-7.90770525321396
"p1k_00540","Nitrogen",-7.49345966871276
"p1k_00794","Nitrogen",-7.79867096862175
"p1k_00654","Nitrogen",-7.46089728287857
"p1k_00935","Nitrogen",-7.99833422985669
"p1k_00203","Nitrogen",-7.6065281678274
"p1k_00641","Nitrogen",-7.52176578994412
"p1k_00454","Nitrogen",-7.66062174587906
"p1k_00530","Nitrogen",-7.50010488648262
"p1k_00230","Nitrogen",-7.35482104564126
"p1k_00296","Nitrogen",-7.66433743431159
"p1k_00480","Nitrogen",-7.48217321370131
"p1k_00440","Nitrogen",-7.62861682313927
"p1k_00964","Nitrogen",-7.27291130849427
"p1k_00327","Nitrogen",-7.72113239105655
"p1k_00742","Nitrogen",-7.72218837944896
"p1k_00224","Nitrogen",-7.66097405586395
"p1k_00397","Nitrogen",-7.66753395921691
"p1k_00814","Nitrogen",-8.29496424303959
"p1k_00135","Nitrogen",-8.19242396609861
"p1k_00577","Nitrogen",-7.60598275075695
"p1k_00910","Nitrogen",-7.9275962024171
"p1k_00477","Nitrogen",-7.85413933941917
"p1k_00009","Nitrogen",-7.64749935393248
"p1k_00168","Nitrogen",-7.16607550319084
"p1k_00559","Nitrogen",-7.50847973686902
"p1k_00855","Nitrogen",-7.36687571990685
"p1k_00119","Nitrogen",-8.83526912369109
"p1k_00139","Nitrogen",-8.19137079903955
"p1k_00355","Nitrogen",-7.98340208082763
"p1k_00080","Nitrogen",-7.52025751733238
"p1k_00625","Nitrogen",-7.45130410269429
"p1k_00664","Nitrogen",-7.4697563952962
"p1k_00980","Nitrogen",-7.27362496803119
"p1k_00812","Nitrogen",-8.24412442257678
"p1k_00301","Nitrogen",-7.96531643120872
"p1k_00683","Nitrogen",-7.53012740565527
"p1k_00680","Nitrogen",-7.56926370668294
"p1k_00145","Nitrogen",-7.62053775310982
"p1k_00495","Nitrogen",-7.41687532156233
"p1k_00082","Nitrogen",-7.40619884152969
"p1k_00886","Nitrogen",-8.21665683852997
"p1k_00504","Nitrogen",-7.81994902096777
"p1k_01000","Nitrogen",-7.28833947646344
"p1k_01015","Nitrogen",-7.28330723481792
"p1k_00194","Nitrogen",-7.49650907048817
"p1k_00788","Nitrogen",-7.59149269878841
"starve_series__t18_starve","Nitrogen",-7.19094242307659
"p1k_00360","Nitrogen",-7.40637348747422
"p1k_00956","Nitrogen",-7.23684814585895
"p1k_00430","Nitrogen",-7.69601211459521
"p1k_00228","Nitrogen",-7.8788273280077
"p1k_00541","Nitrogen",-7.50450404183441
"p1k_00618","Nitrogen",-7.50829202733639
"p1k_00482","Nitrogen",-7.34970119687954
"p1k_01006","Nitrogen",-7.3492238894913
"p1k_00072","Nitrogen",-7.96404181282909
"p1k_00636","Nitrogen",-7.47270809469931
"p1k_00976","Nitrogen",-7.33577683939192
"p1k_00464","Nitrogen",-7.12744720186817
"p1k_00403","Nitrogen",-7.66627984585026
"p1k_00287","Nitrogen",-7.89618594620932
"p1k_00458","Nitrogen",-7.28774093800855
"p1k_00229","Nitrogen",-7.34187186600977
"p1k_00627","Nitrogen",-7.46543799118085
"p1k_01045","Nitrogen",-8.06303974893391
"p1k_00663","Nitrogen",-7.47314427099883
"p1k_00685","Nitrogen",-7.44243600237513
"p1k_00595","Nitrogen",-7.53381045417237
"p1k_00348","Nitrogen",-7.7891756655183
"p1k_00565","Nitrogen",-7.52116061211621
"p1k_00904","Nitrogen",-8.62927087450598
"p1k_00223","Nitrogen",-7.61939409942269
"p1k_00778","Nitrogen",-7.78389019897751
"p1k_00062","Nitrogen",-7.44977714158397
"p1k_00385","Nitrogen",-7.44396644922876
"p1k_00392","Nitrogen",-7.74963856779834
"p1k_00784","Nitrogen",-7.58105509607129
"p1k_00290","Nitrogen",-7.63146288052724
"p1k_00865","Nitrogen",-7.40324257456515
"p1k_00588","Nitrogen",-7.49283625756522
"p1k_00920","Nitrogen",-7.86158789695754
"p1k_00859","Nitrogen",-7.43665123826308
"p1k_00707","Nitrogen",-7.50727373283793
"p1k_00391","Nitrogen",-7.80441246242398
"p1k_00832","Nitrogen",-7.55906482533198
"p1k_00818","Nitrogen",-8.18864314533525
"p1k_00934","Nitrogen",-8.00479652596502
"p1k_00708","Nitrogen",-7.45477092792164
"p1k_00606","Nitrogen",-7.50638004398142
"p1k_00453","Nitrogen",-7.63256007484899
"p1k_00189","Nitrogen",-7.51272750160379
"p1k_00460","Nitrogen",-7.11134779587438
"p1k_00488","Nitrogen",-7.40518424959915
"p1k_00646","Nitrogen",-7.42873323633688
"p1k_00990","Nitrogen",-7.31758051841134
"p1k_00995","Nitrogen",-7.30301059933956
"p1k_00475","Nitrogen",-7.64446722599234
"p1k_00489","Nitrogen",-7.40981898367283
"p1k_00017","Nitrogen",-8.756013983918
"p1k_00496","Nitrogen",-7.42663307222202
"p1k_00128","Nitrogen",-8.17801604880742
"p1k_00950","Nitrogen",-7.28010042437289
"p1k_00469","Nitrogen",-7.45639466251971
"p1k_00461","Nitrogen",-7.42486828985802
"p1k_00331","Nitrogen",-7.71324280741624
"p1k_00888","Nitrogen",-7.97999196185295
"p1k_01046","Nitrogen",-8.05224972670097
"p1k_00842","Nitrogen",-7.4598564676113
"p1k_00201","Nitrogen",-8.0055367759363
"p1k_00930","Nitrogen",-7.49909998913186
"p1k_00614","Nitrogen",-7.58629741482024
"p1k_00386","Nitrogen",-7.44296508768003
"p1k_00104","Nitrogen",-7.38894001029391
"p1k_00401","Nitrogen",-7.69084095029513
"p1k_00996","Nitrogen",-8.07424165891982
"p1k_00695","Nitrogen",-7.5106731388756
"p1k_00951","Nitrogen",-7.30951763382355
"p1k_00092","Nitrogen",-7.18635369839928
"p1k_00776","Nitrogen",-7.75885862129156
"p1k_00257","Nitrogen",-7.45324977977695
"p1k_01039","Nitrogen",-8.08538976058845
"p1k_00395","Nitrogen",-7.61838082816304
"p1k_00186","Nitrogen",-7.70718496685827
"p1k_00123","Nitrogen",-8.11589749143224
"p1k_00563","Nitrogen",-7.52988592714651
"p1k_00862","Nitrogen",-7.49839695067257
"p1k_00546","Nitrogen",-7.46571714454678
"p1k_00997","Nitrogen",-8.0778965897601
"p1k_00868","Nitrogen",-7.52277357691281
"p1k_00086","Nitrogen",-7.37667685495917
"p1k_00667","Nitrogen",-7.46635896636883
"p1k_00466","Nitrogen",-7.34576641930643
"p1k_00991","Nitrogen",-7.31178573051363
"starve_series__t06_starve","Nitrogen",-7.03197593700891
"p1k_00960","Nitrogen",-7.91502570529505
"p1k_00851","Nitrogen",-7.50521461995629
"p1k_00804","Nitrogen",-7.63637404279942
"p1k_00202","Nitrogen",-7.95266571962396
"p1k_00512","Nitrogen",-7.63498637727516
"p1k_00005","Nitrogen",-8.26386814103462
"p1k_00507","Nitrogen",-7.11440535339455
"p1k_00147","Nitrogen",-7.55854948423678
"p1k_00163","Nitrogen",-7.79160802243836
"p1k_00359","Nitrogen",-7.39506540366696
"p1k_00867","Nitrogen",-6.94863884772214
"p1k_00377","Nitrogen",-7.41872888022175
"p1k_00262","Nitrogen",-7.6403394855224
"p1k_00677","Nitrogen",-7.46532599170492
"p1k_00136","Nitrogen",-8.1603883291898
"p1k_00142","Nitrogen",-7.37651398519595
"p1k_00586","Nitrogen",-7.50170305011857
"p1k_00645","Nitrogen",-7.51162194537585
"p1k_01053","Nitrogen",-7.31885363969734
"p1k_00304","Nitrogen",-7.7640065723643
"p1k_00467","Nitrogen",-7.27352181829095
"p1k_00731","Nitrogen",-7.8794459976413
"p1k_01001","Nitrogen",-7.34720743475804
"p1k_00919","Nitrogen",-7.53372614457397
"p1k_00878","Nitrogen",-7.685227912369
"p1k_00183","Nitrogen",-7.50078976943231
"p1k_00361","Nitrogen",-7.40258656587593
"p1k_00773","Nitrogen",-7.61377766102338
"p1k_00485","Nitrogen",-7.40428248675079
"p1k_01009","Nitrogen",-7.76834249481689
"p1k_00983","Nitrogen",-7.97861519227226
"p1k_00255","Nitrogen",-7.97146791142901
"p1k_00965","Nitrogen",-7.30595500165892
"p1k_00010","Nitrogen",-7.62916734651484
"p1k_01042","Nitrogen",-7.29732431305057
"p1k_00474","Nitrogen",-7.48300119280405
"p1k_00014","Nitrogen",-8.62393064186575
