,MA_activator,MA_inhibitor,actual_mRNA_ratio
control__wt_glc__1,0.03010818780319502,0.0001140367110928877,0.8911045280346338
control__wt_glc__2,-0.03010818780319502,-0.0001140367110928877,0.9785034467329834
fur__wt_dpd__1,-1.279284679369881,0.002225686888955141,0.23070352432117433
fur__wt_dpd__2,-1.4682658313102688,0.0025782019687571145,0.2148189533965875
fur__wt_fe__1,0.054924994491373696,-0.0017760891022578222,0.7228831243020084
fur__wt_fe__2,0.10185736545229955,-0.002025030081835254,0.7248637028267022
fur__delfur_dpd__1,-0.8475483324140953,0.002177528135371945,0.2711916027350044
fur__delfur_dpd__2,-0.7736660248967022,0.001994095891778948,0.25518972553411623
fur__delfur_fe2__1,-0.22645997096948592,0.00039852318627880593,0.6910730086497819
fur__delfur_fe2__2,-0.2342932785523786,3.72916119187612e-05,0.6554114397728219
acid__wt_ph5__1,-0.22845083367383187,0.0009811154920484047,0.4587474605550379
acid__wt_ph5__2,-0.2625539915564697,0.0001998599423268526,0.4594589135265054
acid__delgadx_ph5__1,-0.13690370901901164,-0.002055495558782653,0.424299412401182
acid__delgadx_ph5__2,-0.17891192997465996,0.0004805957404731002,0.447408319907089
acid__delgadw_ph5__1,-0.1258653208208597,-0.00029537236536271097,0.5123341028459784
acid__delgadw_ph5__2,-0.1429644349532365,-0.0002392300342699111,0.5131703274158016
acid__delgade_ph5__1,-0.18624416268274094,0.0008961983645218071,0.5287476335247224
acid__delgade_ph5__2,-0.19245301298668477,0.0001377818093046434,0.5473327598230862
oxidative__wt_pq__1,-1.0446986553314466,-0.0013468574039768133,0.6598934869268921
oxidative__wt_pq__2,-1.0304710115506295,8.83684299371185e-05,0.6472527908856377
oxidative__deloxyr_pq__1,-0.8867064583638192,-0.0014503206873505987,0.49916305939739636
oxidative__deloxyr_pq__2,-0.8858344853135998,-0.0017939257560372864,0.5007040420940576
oxidative__delsoxr_pq__1,-0.9081952563861585,0.0004721535656853951,0.6210067024607728
oxidative__delsoxr_pq__2,-0.9262812285462945,0.0002996118464919411,0.5985294521196157
oxidative__delsoxs_pq__1,-1.0057350922744022,-3.62693516333785e-05,0.6127159125700461
oxidative__delsoxs_pq__2,-1.024297725433373,-0.0001321748699631399,0.6243645724574068
nac_ntrc__wt_csn__1,-0.9066045988144917,0.0012356618952724919,0.26288980518078753
nac_ntrc__wt_csn__2,-0.8700951459783633,0.0017395099825520638,0.27013783494747495
nac_ntrc__wt_cytd__1,-0.599258278823407,-0.002080227783185249,0.3624583712216302
nac_ntrc__wt_cytd__2,-0.6185132553274562,-0.0011695001353759218,0.3692075207076462
nac_ntrc__wt_gln__1,-0.9912755560375157,-0.0002564923479872507,0.38207878894478653
nac_ntrc__wt_gln__2,-0.9804700713271945,-0.0004971424906931405,0.3820927770085142
nac_ntrc__bw_delnac_csn__1,-1.5609296988570187,0.0035756045133760648,0.14373106047167325
nac_ntrc__bw_delnac_csn__2,-1.5193696199493385,0.004205760835727495,0.10698981459869733
nac_ntrc__bw_delnac_cytd__1,-0.4922161451874354,0.0019233308226478828,0.39472779785165185
nac_ntrc__bw_delnac_cytd__2,-0.4884535344747985,0.0008736928123854438,0.41688261985830904
nac_ntrc__bw_delnac_gln__1,-0.8447874531396707,0.00024264118366520892,0.34796493932833417
nac_ntrc__bw_delnac_gln__2,-0.8643427295945785,0.0016344211542484684,0.35012744227349885
nac_ntrc__bw_delnac_nh4__1,0.09320916074068518,-0.0013180182139088002,0.8047674203132873
nac_ntrc__bw_delnac_nh4__2,0.08308055261225765,-0.0008401627829802791,0.805073596061962
misc__wt_no_te__1,-0.48287417308589664,0.0002832929739282838,0.8439927434051138
misc__wt_no_te__2,-0.2973301738386463,-0.0013062620149297407,0.731903439664861
misc__bw_delcbl__1,0.08458347900928478,-0.0017543871430038358,0.7968443191839913
misc__bw_delcbl__2,0.11143658540435895,-0.0014171678390433498,0.8023204765990197
misc__bw_delfabr__1,0.17805705995607854,-0.001891532876252423,0.7546292473875519
misc__bw_delfabr__2,0.1551862835343698,-0.002372086215064658,0.7631293676644165
misc__bw_delfadr__1,-0.11848039195020932,-0.0006439556829351932,0.718873766729201
misc__bw_delfadr__2,-0.10588969192859136,-0.0013644517886478012,0.7847334377316479
misc__nitr_031__1,-0.7044745968338342,0.0009639272027617362,0.4683604382274363
omics__wt_glu__1,-0.07382525584001115,-0.0011194742726590293,1.2212834528567162
omics__wt_glu__2,-0.12285084084746789,-0.0019832322423918277,1.4328109040012893
omics__wt_gly__1,-0.0713331972795533,-0.0012969744008236432,1.0610667187948586
omics__wt_gly__2,-0.07776711911950111,-0.0014653980443054433,1.0547820029714527
omics__wt_thr__1,-0.14249510224048892,-0.0009056474710696362,3.3200620561147436
omics__wt_thr__2,-0.04547026345119971,-0.0001801545149389817,3.513622856317568
omics__bw_ac__1,0.9194685560352792,-0.0005140600559727503,0.5185768953246934
omics__bw_ac__2,0.936409155241588,-0.0005237508087633614,0.5357971088642438
omics__bw_fum__1,0.5403391832721144,-0.002899694865412792,0.32647272708517566
omics__bw_fum__2,0.5603066380261307,-0.0011169213321537412,0.333529566307927
omics__bw_glc__1,-0.4121808438008759,-0.0020802728774316683,0.44487916260840354
omics__bw_glc__2,-0.36139128895894246,-0.0023235164494626176,0.4515637692096708
omics__bw_pyr__1,0.5943441678988908,0.006383864342122023,0.27720103779301375
omics__bw_pyr__2,0.566058421037729,0.007320932997832444,0.2921100714162216
ompr__wt_nacl__1,-1.4906515838291958,-0.000529775463466401,0.2658136189422017
ompr__wt_nacl__2,-1.4580159275456095,-0.00177080372884184,0.22566611018809024
ompr__bw_delompr_nacl__1,-1.0541945463002247,-0.0019128053957817857,0.268996852483002
ompr__bw_delompr_nacl__2,-1.0562123852109897,-0.001085530910599122,0.2746709721870858
minspan__wt_ade__1,-0.5052231997857215,-0.003041120602505793,0.31610312939761287
minspan__wt_glc__1,0.0034901720707054946,-0.0018765402350311643,0.6435699092446225
minspan__wt_glc__2,-0.03816878968108912,-0.0018232505637261526,0.6002119441071003
minspan__wt_glc__3,0.039424411568354745,-0.0005615148951319258,0.597890681093043
minspan__wt_glc__4,0.0047503393152349095,-0.0004618839701421062,0.6091827928331417
minspan__wt_glc_anaero__1,0.13220442794857504,0.005397575058704821,0.7382979885006914
minspan__wt_glc_anaero__2,0.16571835994067238,0.0068929813554437554,0.771064579051356
minspan__wt_trp__1,0.8332212634969162,0.002962015455168082,3.7612674283499543
minspan__bw_delcra_glc__1,0.026340107688087717,0.0019699625358685128,1.420141246150904
minspan__bw_delcra_glc__2,0.0412707149673227,0.0025256171702464063,1.451052055066657
minspan__bw_delcra_trp__1,0.6762438291498828,0.006456497053714597,2.989633292612867
minspan__bw_delmntr__1,0.4272998240577562,0.00018202168376459858,1.947529111862795
minspan__bw_delnac_ade__1,0.14339127217458403,-0.0007836839940276062,0.418866633488348
minspan__bw_delnac_glc__1,0.1000297919873492,0.0016039166509333527,0.3975930213779202
cra_crp__wt_ac__1,1.082255063282336,-0.001833744910598978,0.852286491952626
cra_crp__wt_ac__2,1.0702484120711258,-0.0009466594177849406,0.7825433170603225
cra_crp__wt_fru__1,0.7245407506227692,-0.0005517089463832778,1.6953760705826828
cra_crp__wt_fru__2,0.7066650547470433,-0.0014409367760784815,1.6726130673124466
cra_crp__delcra_ac__1,0.884791833653322,-0.0003093040983296537,0.5953861979140687
cra_crp__delcra_ac__2,0.8727537533171325,0.00019643873619275097,0.5420353037061234
cra_crp__delcra_fru__1,-0.7757276825986016,0.0019982915660875034,0.21414781393669463
cra_crp__delcra_fru__2,-0.789925355012023,0.00239813067395415,0.2210612239232047
cra_crp__delcra_glc__1,-0.292939680133684,-0.0013857384935571488,0.5716185835481443
cra_crp__delcra_glc__2,-0.26351965629592333,-0.0009796185851572237,0.5649181215219169
rpoB__wt_031__1,1.0077873110933673,0.0008055897777936086,2.692020793601955
rpoB__wt_044__1,0.031076969471128726,-0.0014180218425025716,0.828987428733601
rpoB__wt_lb__1,0.7990544953010768,0.0003120284435850257,0.5094875076647266
rpoB__wt_lb__2,0.8002754162101113,-0.00046715392819458347,0.5318287416268801
rpoB__rpoBE546V_031__1,0.638994999973499,0.0014013897514335563,2.3109729228960703
rpoB__rpoBE546V_044__1,0.4904979445520246,0.00039162760860662795,2.018877728923322
rpoB__rpoBE546V_lb__1,0.7208513237863056,-0.0011922711608800265,0.5050954429778644
rpoB__rpoBE546V_lb__2,0.7128783752147453,3.04224035274575e-05,0.5074853580417373
rpoB__rpoBE546V_glc__1,0.03769700990213441,-0.001633783667633334,0.7883957868936087
rpoB__rpoBE672K_glc__1,-0.0835793971309556,-0.003300758270018854,0.8672346329060749
rpoB__rpoBE672K_glc__2,-0.06911250868860214,-0.002389020628613827,0.8881723057485531
rpoB__rpoBE672K_lb__1,0.6147592336974813,0.002025653483406822,0.3555666871756104
rpoB__rpoBE672K_lb__2,0.612331017764744,0.0014891571326236148,0.3191437838133876
crp__wt_fru__1,0.7396926081995884,-0.0002294003866289473,0.6499559910835961
crp__wt_glyc__1,0.9509308789090434,1.5246825317021999e-06,0.47374195042946454
crp__wt_glyc__2,0.9333850678643014,-0.0011748496723572597,0.4754228987198244
crp__delar1_glyc__1,-1.0745674566488728,0.0023721699070368115,0.21707951531092295
crp__delar1_glyc__2,-1.1127022817336365,0.0023549583206534438,0.23877571558444693
crp__delar1ar2_glyc__1,-2.335332981019807,0.002506580915534909,0.08407456574458269
crp__delar1ar2_glyc__2,-2.352389607206626,0.002553119357130008,0.06940991075913826
crp__delar1ar2_glyc__3,-2.336012702452577,0.0031263617679233276,0.08093296278619762
crp__delar2_glyc__1,-2.196268259895191,0.003606657055413235,0.12405629586782833
crp__delar2_glyc__2,-2.1312695886052953,0.0043634755599791936,0.13836209130115162
crp__delar2_glyc__3,-2.2285656902268047,0.0036937672546539556,0.1304313857437547
crp__delcrp_fru__1,-1.8500348258168475,0.002865103881109625,0.19783892232824277
crp__delcrp_fru__2,-1.9304430333419529,0.003647475880767835,0.20632959090351788
crp__delcrp_fru__3,-1.8066676899226055,0.0038303820621642184,0.17274064082511503
crp__delcrp_glc__1,-1.9798972648210202,0.00285723535347783,0.13662913131761337
crp__delcrp_glc__2,-1.8861239531345315,0.002826455428041553,0.13834797739925403
crp__delcrp_glc__3,-2.011062888375419,0.002505962516836194,0.1436834591189709
crp__delcrp_glyc__1,-1.9520476183733473,0.0020214829980389017,0.11694008654887951
crp__delcrp_glyc__2,-2.01811880157134,0.0030887416796143885,0.12642154689175442
crp__delcrp_glyc__3,-1.9576001481745025,0.0021391759147083287,0.13935282862471737
glu__glu_ale3__1,-0.10526743537429278,-0.0022457574027779604,0.9817447763780154
glu__glu_ale4__1,-0.08996319033455442,-0.0018625822091230145,0.7373474089566888
glu__glu_ale5__1,0.543624902893276,-0.0037907272790545796,1.034545907680057
glu__glu_ale6__1,-0.20286043771138904,-0.0014328587611511382,0.5203810669577805
glu__glu_ale8__1,0.12752705558577773,-0.0014273269613393753,1.4179773667731062
glu__glu_ale9__1,0.031460415613009385,0.0008512143930766074,1.2361730656961398
glu__glu_ale10__1,-0.2423420895433609,0.0007244786257219498,0.5552762003393948
42c__wt_42c__1,-0.20402097231316862,-0.0015382963573484234,0.6011239174915801
42c__42c_ale1__1,0.5892036375441474,0.0036280210726082375,7.620388368629726
42c__42c_ale2__1,-0.1367772318759809,-0.0002543858895498778,1.0033645071069706
42c__42c_ale3__1,-0.2678776237292503,-0.0012659133400894928,0.40232958163696697
42c__42c_ale4__1,0.011640944814517983,4.0309907187513604e-05,0.6032319209172174
42c__42c_ale5__1,-0.3205166159387329,-0.0004576478641560449,0.2912456389835425
42c__42c_ale6__1,0.02897417032494774,0.0029375660093909324,1.046486331713813
42c__42c_ale8__1,-0.07781628056346643,-0.0011744975789636817,1.0695043344358166
42c__42c_ale9__1,-0.12845729258753896,-0.0021368469073933137,0.4749924720867283
42c__42c_ale10__1,0.02275311054067344,-0.0025256063324133253,0.7476700850040163
ssw__wt_ac__1,0.8860510389097915,-0.0005312461969501959,0.26432003820302485
ssw__wt_glc__1,0.005219145784536385,-0.0018329262570550868,0.4634544563346348
ssw__wt_glyc__1,0.7630854395096872,0.0019413461788896733,0.7288965637858278
ssw__wt_xyl__1,1.0801515562370263,0.007205713673558203,1.326125210308933
ssw__glc_ale1__1,0.43601084512836846,0.005048448624894018,1.6379663097043802
ssw__glc_ale2__1,-0.008462468864815402,0.012744526028561798,1.1298952892469962
ssw__glc_ale3__1,0.33560461969298067,0.004645519424826453,1.530225708894627
ssw__glyc_ale1__1,0.38999036962814465,0.006497252219735593,0.34355559924838175
ssw__glyc_ale2__1,0.628771866524006,0.0052120849895419125,0.5664825677548393
ssw__xyl_ale1__1,0.05718569758113779,0.002932867186934309,0.49525672587500785
ssw__xyl_ale2__1,0.45658221744223915,0.002766300890107573,0.4142826445512615
ssw__xyl_ale3__1,-0.17973260552646356,0.0017085513722010853,0.2981099573145892
ssw__glc_ac_ac2__1,1.1630198423084006,-0.0023211116811019854,0.38239470933502206
ssw__glc_ac_glc1__1,-0.40195065755262854,0.0045564941145491734,0.5016144262366722
ssw__glc_ac_glc2__1,0.37242963518922223,0.0031786469017441457,2.3520056038175094
ssw__glc_glyc_glc__1,0.14148248063084404,0.001056298669781177,1.4414627129617594
