,MA_activator,MA_inhibitor,actual_mRNA_ratio
control__wt_glc__1,0.036636425299981665,6.478095751075233e-05,0.5243228601707133
control__wt_glc__2,-0.036636425299981665,-6.478095751075233e-05,0.39926060213708064
fur__wt_dpd__1,-1.5566668409106994,0.0012643483524195915,0.5113971034146803
fur__wt_dpd__2,-1.7866240173912373,0.0014646019741497906,0.49692765257255356
fur__wt_fe__1,0.06683416055919449,-0.0010089448526357065,0.4598024678446873
fur__wt_fe__2,0.12394268911296302,-0.0011503610234997966,0.5612421807431562
fur__delfur_dpd__1,-1.031318834982089,0.001236990757310569,0.4323895197528397
fur__delfur_dpd__2,-0.9414169233145923,0.0011327882047779834,0.34518165612512164
fur__delfur_fe2__1,-0.2755623773868967,0.00022638949641706313,0.7394041504765119
fur__delfur_fe2__2,-0.2850941496074079,2.1184286218575478e-05,0.6690461148557303
acid__wt_ph5__1,-0.27798491085942106,0.0005573433361451317,0.23756801381521947
acid__wt_ph5__2,-0.31948251956399265,0.00011353465307703653,0.2561230357101855
acid__delgadx_ph5__1,-0.16658799066721622,-0.0011676675798601138,0.3906967308359043
acid__delgadx_ph5__2,-0.21770468553728792,0.00027301254083061856,0.3275766376542384
acid__delgadw_ph5__1,-0.15315619306793068,-0.00016779249828440188,0.29704123010322947
acid__delgadw_ph5__2,-0.17396283947592894,-0.00013589966368559618,0.31540571635134873
acid__delgade_ph5__1,-0.22662673682936818,0.0005091043718895346,0.2768464859551212
acid__delgade_ph5__2,-0.23418182722026404,7.826986107174186e-05,0.2687070870102497
oxidative__wt_pq__1,-1.2712164709886749,-0.0007651107386725206,1.0659418590568441
oxidative__wt_pq__2,-1.2539039043214992,5.0199549339733646e-05,0.8580161483910564
oxidative__deloxyr_pq__1,-1.0789674601873593,-0.0008238852376906543,1.2794869188462041
oxidative__deloxyr_pq__2,-1.0779064207210596,-0.0010190773397931122,1.4335661718062276
oxidative__delsoxr_pq__1,-1.1051155880214858,0.0002682167854902598,0.8100857191849952
