,MA_activator,MA_inhibitor,actual_mRNA_ratio
control__wt_glc__1,0.01723554463561869,-0.0008140230216941175,1.5356915538431553
control__wt_glc__2,-0.01723554463561869,0.0008140230216941175,1.5452962019244192
fur__wt_dpd__1,-0.7323312959607259,-0.01588751858352429,0.12084759272289303
fur__wt_dpd__2,-0.8405142626955602,-0.018403860800895046,0.11244078209403471
fur__wt_fe__1,0.03144201837570324,0.012678175334610084,1.2062716105282307
fur__wt_fe__2,0.05830862953941508,0.0144551793053231,1.2127750439787264
fur__delfur_dpd__1,-0.4851822105552683,-0.015543749162807801,0.15890306762419718
fur__delfur_dpd__2,-0.4428880074859157,-0.014234363196002102,0.1683406315599383
fur__delfur_fe2__1,-0.1296378567630461,-0.002844759772540249,0.33731105100385245
fur__delfur_fe2__2,-0.13412206296542503,-0.00026619700206215115,0.32636913737406564
acid__wt_ph5__1,-0.13077753355888772,-0.007003451693881445,1.018999753563404
acid__wt_ph5__2,-0.1503000137474622,-0.001426651054816885,0.9896987489718972
acid__delgadx_ph5__1,-0.07837103989794202,0.014672649621367852,1.2455393843721605
acid__delgadx_ph5__2,-0.10241880298739557,-0.0034306145198678435,1.1594862653528422
acid__delgadw_ph5__1,-0.07205207331854711,0.002108443001145872,1.1073133758246831
acid__delgadw_ph5__2,-0.08184052511061561,0.0017076847754558392,1.1543738700200417
acid__delgade_ph5__1,-0.10661616700494905,-0.006397291659272232,1.133802843613937
acid__delgade_ph5__2,-0.11017044656667487,-0.0009835215666057875,1.0952670282569181
oxidative__wt_pq__1,-0.5980416497476881,0.009614210400046161,0.14860442285568884
oxidative__wt_pq__2,-0.589896981890331,-0.000630796308227312,0.17546566045231224
oxidative__deloxyr_pq__1,-0.5075984261065086,0.01035275760786349,0.2615922783545004
oxidative__deloxyr_pq__2,-0.5070992618749597,0.01280549790176694,0.2691389566863165
oxidative__delsoxr_pq__1,-0.5198997688475859,-0.0033703521309888804,0.17640511608205392
oxidative__delsoxr_pq__2,-0.5302531512059722,-0.002138705494742518,0.1614686637573977
oxidative__delsoxs_pq__1,-0.5757368124515303,0.00025889984837813005,0.16003822093750097
oxidative__delsoxs_pq__2,-0.5863630611801935,0.000943497808804595,0.17363973140719033
nac_ntrc__wt_csn__1,-0.5189891909756909,-0.008820468602980676,0.5056214259794136
nac_ntrc__wt_csn__2,-0.49808921824759694,-0.01241706428301602,0.48966433282298466
nac_ntrc__wt_cytd__1,-0.3430476414069935,0.01484919452386876,0.8675408865867613
nac_ntrc__wt_cytd__2,-0.3540702246711418,0.008348189148448374,0.8738022485633858
nac_ntrc__wt_gln__1,-0.567459396891011,0.0018309075573034732,0.5669224570353821
nac_ntrc__wt_gln__2,-0.5612737567836886,0.0035487294276396364,0.5629074154270194
nac_ntrc__bw_delnac_csn__1,-0.8935600399987556,-0.02552357361473432,0.21717822212822252
nac_ntrc__bw_delnac_csn__2,-0.8697688174995675,-0.030021789572947415,0.22750429746303144
nac_ntrc__bw_delnac_cytd__1,-0.2817709719430523,-0.01372922415040527,0.6777871827487363
nac_ntrc__bw_delnac_cytd__2,-0.2796170513780547,-0.006236641309228248,0.6888197871802505
nac_ntrc__bw_delnac_gln__1,-0.483601734895991,-0.0017320344266479768,0.5027580176617391
nac_ntrc__bw_delnac_gln__2,-0.49479622598936257,-0.011666913522421853,0.5098885007869167
nac_ntrc__bw_delnac_nh4__1,0.053357932430066646,0.00940834893300286,1.075869426260493
nac_ntrc__bw_delnac_nh4__2,0.047559772851837975,0.005997295439005347,1.08273338904361
misc__wt_no_te__1,-0.27642312509842454,-0.002022217235588067,0.25770166706590797
misc__wt_no_te__2,-0.17020776926894404,0.00932443019731803,0.4428620275774297
misc__bw_delcbl__1,0.04842012868492009,0.012523261234761808,1.2004579516640703
misc__bw_delcbl__2,0.06379228980277403,0.010116104152163147,1.1898109024222145
misc__bw_delfabr__1,0.10192942945022944,0.013502242328845932,1.5742468255753526
misc__bw_delfabr__2,0.08883696800936564,0.016932554174883818,1.5099384848427782
misc__bw_delfadr__1,-0.06782454318578182,0.004596719300620888,0.8745009056844655
misc__bw_delfadr__2,-0.060616949901364583,0.009739803588743616,0.8833136100216489
misc__nitr_031__1,-0.40327911589220744,-0.006880757317230318,0.5922863236154557
omics__wt_glu__1,-0.042261543623407824,0.00799109182828373,1.5078034211734341
omics__wt_glu__2,-0.0703264229913275,0.01415681570611066,1.4503802257928635
omics__wt_gly__1,-0.04083495538654326,0.009258132847749467,1.4444040214532947
omics__wt_gly__2,-0.04451807799024692,0.01046038361312022,1.490827387604036
omics__wt_thr__1,-0.08157185384509831,0.006464741782926782,0.9596175045929229
omics__wt_thr__2,-0.026029622255223497,0.0012859887067684316,0.8501785710019135
omics__bw_ac__1,0.5263532113650563,0.0036694913075345954,2.6557261121735336
omics__bw_ac__2,0.5360509206952565,0.003738666363474945,2.4576465059626083
omics__bw_fum__1,0.3093191849518088,0.020698758791908498,1.6240179072473429
omics__bw_fum__2,0.32074962905299864,0.007972868290228278,1.6012648550329545
omics__bw_glc__1,-0.2359544645368225,0.01484951641805862,0.7680387794115131
omics__bw_glc__2,-0.20687979404441736,0.01658585084593439,0.7639966442243804
