,MA_activator,MA_inhibitor,actual_mRNA_ratio
control__wt_glc__1,0.018591443501227475,-0.00016905385445864878,0.04911989074772197
control__wt_glc__2,-0.018591443501227475,0.00016905385445864878,0.03960217842340705
fur__wt_dpd__1,-0.7899428884247616,-0.0032994721067452115,0.05240070327608308
fur__wt_dpd__2,-0.9066364746366745,-0.0038220584951476266,0.05357743568836376
fur__wt_fe__1,0.03391552286595089,0.002632965347046145,0.032890668813499994
fur__wt_fe__2,0.06289569692365721,0.0030020081905914753,0.029073749458543012
fur__delfur_dpd__1,-0.5233508917784849,-0.003228079106709179,0.056673500478669835
fur__delfur_dpd__2,-0.47772945634276714,-0.002956149764708645,0.04827205568274582
fur__delfur_fe2__1,-0.139836305761386,-0.0005907911591443303,0.038140531745500916
fur__delfur_fe2__2,-0.14467327888999232,-5.528299328720168e-05,0.04508615007081319
acid__wt_ph5__1,-0.1410656395136692,-0.0014544557977016325,0.04642809345369432
acid__wt_ph5__2,-0.16212392894420144,-0.00029628260301822165,0.04482924305469583
acid__delgadx_ph5__1,-0.08453639215925661,0.003047171772183054,0.039820522321964265
acid__delgadx_ph5__2,-0.11047596286969102,-0.0007124597121816962,0.03985752382766069
acid__delgadw_ph5__1,-0.07772032033613677,0.0004378751051883754,0.04105084542398845
acid__delgadw_ph5__2,-0.08827881745961325,0.0003546468414251335,0.037997061005409644
acid__delgade_ph5__1,-0.11500352829545452,-0.0013285703036326679,0.04975675875507427
acid__delgade_ph5__2,-0.11883741861086902,-0.00020425480280875273,0.04212233346317305
oxidative__wt_pq__1,-0.6450888427214418,0.001996650318711713,0.06184596446308078
oxidative__wt_pq__2,-0.6363034439709205,-0.0001310018813253959,0.06934274672635417
oxidative__deloxyr_pq__1,-0.5475305631345599,0.002150029583000024,0.056057633981229045
oxidative__deloxyr_pq__2,-0.5469921302735816,0.002659407315103315,0.06146908890822485
oxidative__delsoxr_pq__1,-0.5607996372134461,-0.0006999446003883312,0.0686279555464863
oxidative__delsoxr_pq__2,-0.5719675072884514,-0.0004441599288993755,0.059645847968211894
oxidative__delsoxs_pq__1,-0.6210293116092875,5.37675423429599e-05,0.07019591197778474
oxidative__delsoxs_pq__2,-0.6324915141126344,0.00019594278908691785,0.07113259200600382
nac_ntrc__wt_csn__1,-0.5598174253125922,-0.0018318084080252144,0.07936516226841653
nac_ntrc__wt_csn__2,-0.5372732777172466,-0.0025787385886654533,0.0780076710361077
nac_ntrc__wt_cytd__1,-0.37003477280708086,0.0030838360868982464,0.048616988861585414
nac_ntrc__wt_cytd__2,-0.3819244889910123,0.0017337268304254165,0.057731169214583405
nac_ntrc__wt_gln__1,-0.6121007220588564,0.00038023737839189693,0.06865732153584518
nac_ntrc__wt_gln__2,-0.6054284653355874,0.0007369894612129867,0.07769476152095237
nac_ntrc__bw_delnac_csn__1,-0.9638552972825799,-0.005300659052799225,0.07868600032929199
nac_ntrc__bw_delnac_csn__2,-0.9381924488916615,-0.0062348350228359495,0.05849256653011696
nac_ntrc__bw_delnac_cytd__1,-0.3039375439485301,-0.002851244006001742,0.057747419141617407
nac_ntrc__bw_delnac_cytd__2,-0.30161417713089395,-0.0012952069217979072,0.046736948396853537
nac_ntrc__bw_delnac_gln__1,-0.521646082064274,-0.0003597037037976345,0.0813566501074878
nac_ntrc__bw_delnac_gln__2,-0.5337212298526015,-0.00242294953341293,0.07015422334618263
nac_ntrc__bw_delnac_nh4__1,0.05755553462847032,0.0019538976279883545,0.03943060174746084
nac_ntrc__bw_delnac_nh4__2,0.051301241045721,0.0012455002908653668,0.03511718330257953
misc__wt_no_te__1,-0.2981689886422101,-0.0004199679973637613,0.05775157047073402
misc__wt_no_te__2,-0.183597802839025,0.001936469637193583,0.05217329160601009
misc__bw_delcbl__1,0.05222928000241531,0.002600793252410738,0.027356023935373227
misc__bw_delcbl__2,0.06881074992148807,0.0021008821046230117,0.030421428874161868
misc__bw_delfabr__1,0.10994809092484872,0.0028041051035333662,0.02329122783343441
misc__bw_delfabr__2,0.09582566182175001,0.0035165019573237958,0.02424400257305777
misc__bw_delfadr__1,-0.07316021566438664,0.0009546328481191664,0.02807576959451572
misc__bw_delfadr__2,-0.06538560997828907,0.0020227331346483793,0.035374143603124124
misc__nitr_031__1,-0.43500458249753526,-0.0014289749983378668,0.05810995429215496
omics__wt_glu__1,-0.04558620671176969,0.0016595659322912952,0.020563151376839544
omics__wt_glu__2,-0.07585891524336835,0.0029400449350903647,0.02850402483694259
omics__wt_gly__1,-0.04404739055214729,0.0019227012029033185,0.02287508330111402
omics__wt_gly__2,-0.04802025983144712,0.0021723810282831945,0.022367503100695012
omics__wt_thr__1,-0.08798901015970666,0.0013425781425802487,0.03831795332350326
omics__wt_thr__2,-0.028077340272508876,0.0002670702693605004,0.031518819567729395
omics__bw_ac__1,0.567760764029481,0.0007620689254588843,0.07648116306101468
omics__bw_ac__2,0.578221380094444,0.000776434993158998,0.08474064874841009
omics__bw_fum__1,0.3336529406209192,0.004298656012209025,0.08598871358545888
