,MA_activator,MA_inhibitor,actual_mRNA_ratio
control__wt_glc__1,0.022675010011223667,0.0004492766244161019,2.186691953657116
control__wt_glc__2,-0.022675010011223667,-0.0004492766244161019,2.369229618578653
fur__wt_dpd__1,-0.963451971986134,0.008768659521076864,0.4905419148973328
fur__wt_dpd__2,-1.105777027887577,0.010157482327271256,0.49232045662824586
fur__wt_fe__1,0.041364987095840466,-0.006997354701633329,1.7569301083715432
fur__wt_fe__2,0.07671058771271076,-0.007978120999709789,1.8128529144700551
fur__delfur_dpd__1,-0.638303675003852,0.008578925863918677,0.5408127152222103
fur__delfur_dpd__2,-0.5826615993811068,0.007856247891003393,0.6025243205116946
fur__delfur_fe2__1,-0.1705510189600186,0.001570083442138645,1.727833137323281
fur__delfur_fe2__2,-0.176450421774433,0.00014691978891121532,1.5971717368053837
acid__wt_ph5__1,-0.172050372957911,0.0038653539917580257,1.3940549005336265
acid__wt_ph5__2,-0.19773406576127173,0.0007873990698615068,1.363627869738441
acid__delgadx_ph5__1,-0.10310461037612895,-0.008098147493923612,1.3126889862532303
acid__delgadx_ph5__2,-0.13474174632563768,0.0018934291415387732,1.4384151859703231
acid__delgadw_ph5__1,-0.0947914045287047,-0.001163694550501947,1.3205607958605425
acid__delgadw_ph5__2,-0.10766905052550414,-0.0009425075594137987,1.3695255094168353
acid__delgade_ph5__1,-0.14026378076846507,0.003530801372302124,1.3550682955908622
acid__delgade_ph5__2,-0.14493977600671634,0.0005428264775183786,1.377479896047596
oxidative__wt_pq__1,-0.7867810783961787,-0.0053062872668753844,0.8198265185893843
oxidative__wt_pq__2,-0.7760659876283473,0.00034814990301465786,0.8820196340966737
oxidative__deloxyr_pq__1,-0.6677943538761462,-0.0057139071838275485,0.986524709828553
oxidative__deloxyr_pq__2,-0.6671376555131465,-0.007067626735297899,0.9618115071575541
oxidative__delsoxr_pq__1,-0.6839779486335165,0.0018601690470042911,0.599953020877722
oxidative__delsoxr_pq__2,-0.6975988149066529,0.0011803970645674817,0.5861843146271093
oxidative__delsoxs_pq__1,-0.7574369282876933,-0.00014289233454244384,0.5909990575127071
oxidative__delsoxs_pq__2,-0.7714167764095942,-0.0005207365140626224,0.5903066076807123
nac_ntrc__wt_csn__1,-0.6827799962161296,0.004868204281824926,0.8610618037925918
nac_ntrc__wt_csn__2,-0.6552840800230049,0.006853241956991567,0.8538898291507078
nac_ntrc__wt_cytd__1,-0.45131203380455415,-0.00819558638169414,1.156845733668896
nac_ntrc__wt_cytd__2,-0.4658132979739261,-0.0046075432028891495,1.1921330704305761
nac_ntrc__wt_gln__1,-0.7465471952000626,-0.0010105168343412462,0.6021543965866172
nac_ntrc__wt_gln__2,-0.7384093930983813,-0.001958619272091212,0.5709776911074259
nac_ntrc__bw_delnac_csn__1,-1.1755638293395823,0.014087003304646939,0.3257259062126424
nac_ntrc__bw_delnac_csn__2,-1.1442641971113388,0.01656966439375803,0.36687490323049876
nac_ntrc__bw_delnac_cytd__1,-0.37069670525393217,0.007577450904655021,1.0590554480177297
nac_ntrc__bw_delnac_cytd__2,-0.36786301642034763,0.0034421350261970535,1.029726430208237
nac_ntrc__bw_delnac_gln__1,-0.6362244078757018,0.0009559466499576333,0.5290939524385887
