"gene","iM","Val"
"b2818","Arginine",-5.36948874343449
"b3359","Arginine",-4.84946950967382
"b2306","Arginine",-4.37979472455088
"b3172","Arginine",-5.40773264484108
"b3957","Arginine",-5.16749499539472
"b2307","Arginine",-4.29976054252154
"b3960","Arginine",-5.33742369665628
"b2308","Arginine",-4.5563797530646
"b3959","Arginine",-5.33728723650716
"b3958","Arginine",-5.39921313423105
