"sample","iM","Val"
"p1k_00672","Arginine",-3.39487807290385
"p1k_00560","Arginine",-3.51182627921667
"p1k_00618","Arginine",-3.62526625992411
"p1k_00820","Arginine",-4.19656331310478
"p1k_00483","Arginine",-2.0554364253881
"p1k_00656","Arginine",-3.70485851369939
"p1k_00475","Arginine",-3.41872159744993
"p1k_01036","Arginine",-3.95679357341382
"p1k_00441","Arginine",-3.27253075522696
"p1k_00563","Arginine",-3.95759557273312
"p1k_01052","Arginine",-3.78081640246501
"p1k_00847","Arginine",-1.5057389452096
"p1k_00946","Arginine",-3.86815098218626
"p1k_00271","Arginine",-4.00552435500938
"p1k_00536","Arginine",-4.26431699261243
"p1k_00380","Arginine",-2.03121707641462
"p1k_00732","Arginine",-4.080835030121
"p1k_00200","Arginine",-3.11289087511176
"p1k_00588","Arginine",-3.40498610890599
"p1k_00942","Arginine",-3.89251139017996
"p1k_00748","Arginine",-3.87859131007878
"p1k_00813","Arginine",-3.97484283519029
"p1k_00027","Arginine",-4.3249683354265
"p1k_00239","Arginine",-4.24928674971311
"p1k_00496","Arginine",-2.22199654528035
"p1k_00142","Arginine",-3.23704979698908
"p1k_00648","Arginine",-3.69306858833431
"p1k_00741","Arginine",-4.02273991051009
"p1k_00800","Arginine",-3.72253190282196
"p1k_00916","Arginine",-4.06968234500173
"p1k_00044","Arginine",-3.90412855289675
"p1k_00342","Arginine",-4.08190656755447
"p1k_00082","Arginine",-3.84279474998642
"p1k_00096","Arginine",-4.12271765689628
"p1k_00768","Arginine",-3.83147175871373
"p1k_00654","Arginine",-3.44339221090765
"p1k_00799","Arginine",-3.71109135325163
"p1k_00083","Arginine",-3.80716590559544
"p1k_00498","Arginine",-2.14730294855273
"p1k_00578","Arginine",-3.57690942849082
"p1k_00883","Arginine",-3.99992932057679
"p1k_00381","Arginine",-3.52732954165631
"p1k_00794","Arginine",-3.77165177933755
"p1k_00256","Arginine",-3.64963359919914
"p1k_00424","Arginine",-3.89388410031514
"p1k_00665","Arginine",-3.63367370428582
"p1k_00975","Arginine",-3.75777204531605
"p1k_01040","Arginine",-3.89500667571339
"p1k_00032","Arginine",-4.54068098250809
"p1k_01042","Arginine",-4.00495383232729
"p1k_00541","Arginine",-4.10658096761749
"p1k_00537","Arginine",-4.41237486742475
"p1k_00770","Arginine",-3.71704048323556
"p1k_00931","Arginine",-3.73311397300507
"p1k_00081","Arginine",-3.49215795302261
"p1k_00628","Arginine",-3.51418677022049
"p1k_00384","Arginine",-1.97963600113267
"starve_series__t21_growth2","Arginine",-4.20633393169286
"p1k_00594","Arginine",-3.820044485219
"p1k_00650","Arginine",-3.70260327472032
"p1k_00986","Arginine",-3.79916460465518
"p1k_00897","Arginine",-3.89468614948315
"p1k_00730","Arginine",-4.01182959912754
"p1k_00620","Arginine",-3.71826114415875
"p1k_00555","Arginine",-2.94664296218471
"p1k_00953","Arginine",-3.84167703808188
"p1k_00792","Arginine",-3.82349096871742
"p1k_00188","Arginine",-3.68490266871599
"p1k_00410","Arginine",-4.11454411713827
"p1k_00956","Arginine",-3.88374474150433
"p1k_00250","Arginine",-4.23446515903513
"p1k_00446","Arginine",-2.91471179357766
"p1k_00448","Arginine",-2.93351844732055
"p1k_00195","Arginine",-3.68712180931637
"p1k_00644","Arginine",-3.70178557447599
"p1k_00689","Arginine",-3.64535264569073
"p1k_00388","Arginine",-3.70924181981618
"p1k_00746","Arginine",-3.6117296210999
"p1k_00018","Arginine",-3.86642226593801
"p1k_00421","Arginine",-3.94914136411146
"p1k_00511","Arginine",-4.12691179064948
"p1k_00933","Arginine",-3.61489431667856
"p1k_00836","Arginine",-1.49990834986277
"p1k_00729","Arginine",-4.0680490781172
"p1k_00602","Arginine",-4.30065225116727
"p1k_00880","Arginine",-3.68831706406492
"p1k_00349","Arginine",-4.31554692383546
"p1k_00934","Arginine",-3.81295211582147
"p1k_00216","Arginine",-3.40446198565382
"p1k_00364","Arginine",-3.45170601758539
"p1k_00830","Arginine",-1.51800397871336
"p1k_00201","Arginine",-3.72035677959156
"p1k_00708","Arginine",-3.34333622443066
"p1k_00764","Arginine",-3.98427758391339
"starve_series__t28_growth2","Arginine",-3.70878530700297
"p1k_00671","Arginine",-3.61509278857557
"p1k_00992","Arginine",-3.87168331323163
"p1k_01010","Arginine",-3.59658073333477
"p1k_00923","Arginine",-3.4575357838725
"p1k_00422","Arginine",-3.84124920739248
"p1k_00551","Arginine",-2.58260817824564
"p1k_00947","Arginine",-3.91643975945629
"p1k_00093","Arginine",-4.02577537478728
"p1k_00995","Arginine",-3.86298488531609
"p1k_00166","Arginine",-3.63681758126356
"p1k_00265","Arginine",-3.65210807553495
"p1k_00759","Arginine",-4.02919410638866
"p1k_00715","Arginine",-3.9869620520983
"p1k_00815","Arginine",-3.98501521019355
"p1k_00088","Arginine",-3.71161045333813
"p1k_00894","Arginine",-3.67824191794426
"p1k_00367","Arginine",-1.79796913626226
"p1k_00109","Arginine",-3.4930095431052
"p1k_00580","Arginine",-3.90008752731453
"p1k_00094","Arginine",-3.42852855802412
"p1k_00574","Arginine",-3.06232029194422
"p1k_00655","Arginine",-3.41494696859732
"p1k_01028","Arginine",-3.72470869728307
"p1k_00851","Arginine",-1.48984491239953
"p1k_00878","Arginine",-3.84670351684555
"p1k_00163","Arginine",-3.76586146338905
"p1k_00873","Arginine",-3.66540337374775
"p1k_00377","Arginine",-1.9248697989618
"p1k_00314","Arginine",-3.97404805366939
"p1k_00791","Arginine",-3.72293743221687
"p1k_01033","Arginine",-3.84647666281322
"p1k_00556","Arginine",-3.26113732491096
"p1k_00639","Arginine",-3.69997204415038
"p1k_00127","Arginine",-3.79410386645142
"p1k_00138","Arginine",-3.03332502735141
"p1k_00035","Arginine",-4.61068631519971
"p1k_00676","Arginine",-3.62693463647467
"p1k_00153","Arginine",-3.87789879042561
"p1k_00196","Arginine",-3.50743803557842
"p1k_00449","Arginine",-3.15987444599962
"p1k_00466","Arginine",-1.95743972877202
"p1k_00690","Arginine",-3.37838638811772
"p1k_00420","Arginine",-3.94131297101459
"p1k_00485","Arginine",-3.22770939917889
"p1k_00504","Arginine",-3.30219930547966
"p1k_00822","Arginine",-1.64313922357961
"p1k_00124","Arginine",-3.50859246342771
"p1k_00341","Arginine",-4.11319885400441
"p1k_00561","Arginine",-3.53303560796468
"p1k_00343","Arginine",-4.13595236771287
"p1k_00184","Arginine",-3.74266098828632
"p1k_00590","Arginine",-3.374141640577
"p1k_00657","Arginine",-3.78578259354128
"p1k_00692","Arginine",-3.71131495142615
"p1k_00844","Arginine",-1.50297596426898
"p1k_00814","Arginine",-4.03363105256729
"p1k_00570","Arginine",-3.56401282635679
"p1k_00101","Arginine",-4.02091617112498
"p1k_00372","Arginine",-2.05262014494763
"p1k_00827","Arginine",-1.51242313847406
"p1k_00353","Arginine",-4.17664650316683
"p1k_00288","Arginine",-3.56954534442472
"p1k_00879","Arginine",-3.78744209468122
"p1k_01034","Arginine",-4.04104169319856
"p1k_00266","Arginine",-3.67272873040773
"p1k_00981","Arginine",-3.83266374892641
"p1k_00036","Arginine",-4.65029632798713
"p1k_00334","Arginine",-3.74588388835431
"p1k_00286","Arginine",-3.59971028947735
"p1k_00283","Arginine",-3.81611557098578
"p1k_00272","Arginine",-3.99467830490664
"p1k_00242","Arginine",-3.58299158686042
"p1k_00016","Arginine",-3.80492410359499
"p1k_00540","Arginine",-4.0871609514687
"p1k_00742","Arginine",-4.01018299727489
"p1k_00031","Arginine",-4.52876568694739
"p1k_00705","Arginine",-3.64276757434515
"p1k_00112","Arginine",-3.89203532552388
"p1k_00747","Arginine",-3.86177812388982
"p1k_00821","Arginine",-1.5115055464741
"p1k_00434","Arginine",-4.14658614389409
"p1k_00199","Arginine",-3.28230386764103
"p1k_00206","Arginine",-3.29745467468644
"starve_series__t23_growth2","Arginine",-3.52689622467003
"p1k_00172","Arginine",-3.37850453318638
"p1k_00926","Arginine",-3.86640305950041
"p1k_00512","Arginine",-3.97691665714524
"p1k_00798","Arginine",-3.73788357764235
"p1k_00010","Arginine",-3.91848688975096
"p1k_00351","Arginine",-4.38031335520057
"p1k_00940","Arginine",-3.80186535365886
"p1k_00125","Arginine",-3.03375394344249
"p1k_00090","Arginine",-3.85317103001567
"p1k_00458","Arginine",-2.09879651618966
"p1k_00554","Arginine",-2.48787224510977
"p1k_00617","Arginine",-3.61127434383505
"p1k_00116","Arginine",-3.56281747309822
"p1k_00935","Arginine",-3.83474129603143
"p1k_00363","Arginine",-3.36818856698272
"p1k_00793","Arginine",-3.43057310762467
"p1k_00020","Arginine",-3.12647076724408
"p1k_00997","Arginine",-3.79175997611038
"p1k_00078","Arginine",-3.47840219322635
"p1k_00789","Arginine",-3.82560480687481
"p1k_00255","Arginine",-3.74131430488008
"p1k_00161","Arginine",-4.06853911426975
"p1k_00080","Arginine",-3.60417877123353
"p1k_01026","Arginine",-3.86338278895384
"p1k_00187","Arginine",-3.95123664814515
"p1k_00003","Arginine",-3.46345585315754
"p1k_00045","Arginine",-4.0075868067985
"p1k_00763","Arginine",-3.94985500634964
"p1k_00725","Arginine",-3.76584345940311
"p1k_00277","Arginine",-3.11688447317778
"p1k_00456","Arginine",-1.85931899734156
"p1k_00783","Arginine",-4.12015541562042
"p1k_00186","Arginine",-3.58679514138919
"p1k_00922","Arginine",-3.29619746233486
"p1k_00970","Arginine",-3.95912833788691
"p1k_00525","Arginine",-3.18767115054305
"p1k_00405","Arginine",-3.92270551123077
"p1k_00028","Arginine",-4.35831234694531
"p1k_00678","Arginine",-3.52951949480785
"p1k_00685","Arginine",-3.32422813819262
"p1k_00677","Arginine",-3.59844432234252
"p1k_00181","Arginine",-3.66807811109967
"p1k_00592","Arginine",-3.60544172150006
"p1k_00501","Arginine",-3.27614884997668
"p1k_00945","Arginine",-3.90842782331796
"p1k_00397","Arginine",-3.94364838126768
"p1k_00612","Arginine",-3.82917102460584
"p1k_00457","Arginine",-2.07816214852702
"p1k_00516","Arginine",-3.74060514214004
"p1k_00304","Arginine",-3.29118045674315
"p1k_01018","Arginine",-3.77777692055424
"p1k_00289","Arginine",-3.58853018427479
"p1k_00248","Arginine",-4.31339512978503
"p1k_00445","Arginine",-2.92413586262771
"p1k_00886","Arginine",-4.48104904639554
"p1k_00069","Arginine",-3.8789615786586
"p1k_00052","Arginine",-4.03165850713266
"p1k_00064","Arginine",-3.10878052910972
"p1k_01013","Arginine",-2.23609488797386
"p1k_00724","Arginine",-3.81560808688742
"p1k_00870","Arginine",-3.48450302732927
"p1k_00937","Arginine",-3.76898844374036
"p1k_00734","Arginine",-3.91061072036908
"p1k_00967","Arginine",-3.93956546328502
"p1k_00607","Arginine",-3.31999704256593
"p1k_00766","Arginine",-3.61864823860867
"p1k_00034","Arginine",-4.34981571789853
"p1k_00659","Arginine",-3.4809764668157
"p1k_00711","Arginine",-3.79306370605494
"p1k_00068","Arginine",-3.8748096710555
"p1k_00105","Arginine",-3.92752605708404
"p1k_00801","Arginine",-3.84451699091956
"p1k_00012","Arginine",-3.85134777216004
"p1k_00111","Arginine",-3.91389540035971
"p1k_00697","Arginine",-3.42674070812359
"p1k_00784","Arginine",-4.0792737198089
"p1k_00682","Arginine",-3.7145360481904
"p1k_00360","Arginine",-1.82643485343673
"p1k_00803","Arginine",-3.88144549542411
"p1k_00470","Arginine",-2.13625999507013
"p1k_00634","Arginine",-3.52119812004734
"p1k_00745","Arginine",-3.5999506052186
"p1k_00387","Arginine",-3.80666009224973
"p1k_00868","Arginine",-3.66939507898759
"p1k_00311","Arginine",-3.38784499048905
"p1k_00079","Arginine",-3.30927655830686
"p1k_00683","Arginine",-3.74013648372998
"p1k_00698","Arginine",-3.77301603713028
"p1k_00450","Arginine",-3.19038249447868
"p1k_00515","Arginine",-3.74409795946934
"p1k_00175","Arginine",-3.90411233782275
"p1k_00972","Arginine",-3.7285521341408
"p1k_00760","Arginine",-4.02652571948338
"p1k_00619","Arginine",-3.60604686160289
"p1k_00523","Arginine",-3.40343500368876
"p1k_01049","Arginine",-3.60214919928804
"p1k_00275","Arginine",-3.52864648477861
"p1k_00876","Arginine",-3.48214562782715
"starve_series__t00_growth1","Arginine",-3.45587999035328
"p1k_00040","Arginine",-3.75780093847495
"p1k_00317","Arginine",-3.98844181807316
"p1k_00043","Arginine",-3.89175081004394
"p1k_00965","Arginine",-3.93022321122856
"p1k_00440","Arginine",-3.82835672458126
"p1k_00308","Arginine",-3.72912287880476
"p1k_00514","Arginine",-3.82939351806724
"p1k_00007","Arginine",-3.50825184160558
"p1k_00427","Arginine",-4.1548782700428
"p1k_00595","Arginine",-3.7609678323568
"p1k_01029","Arginine",-4.00851631388924
"p1k_00924","Arginine",-3.60288785672971
"p1k_00371","Arginine",-1.99113167526595
"p1k_00661","Arginine",-3.4961983163519
"p1k_00704","Arginine",-3.66257270564066
"p1k_00757","Arginine",-3.98698071413561
"p1k_00892","Arginine",-4.01968446996768
"p1k_00055","Arginine",-3.84478435752263
"p1k_00245","Arginine",-4.14109098432023
"p1k_00957","Arginine",-3.87009456680001
"p1k_01050","Arginine",-3.64235780462151
"p1k_00251","Arginine",-3.70344547191612
"p1k_00401","Arginine",-3.90094853784401
