"gene","iM","Val"
"b3725","Phosphate-1",-8
"b0399","Phosphate-1",-5
"b3726","Phosphate-1",-8
"b3724","Phosphate-1",-3
"b3728","Phosphate-1",-10
"b3727","Phosphate-1",-4
