,b0198,b0199,b3008
starve_series__t00_growth1,32.317397583115365,32.10023339263008,13.380745881767446
starve_series__t01_starve,30.803007715993385,17.994785118951036,17.862462116641375
starve_series__t02_starve,31.00774432454905,38.89477211921111,14.84383581260071
starve_series__t03_starve,9.365635240809349,8.406435503219273,4.379732093485336
starve_series__t04_starve,2.8282998114243862,1.7218835771583123,1.160868426332484
starve_series__t05_starve,4.659531298491426,6.751450958473542,1.8561373324227588
starve_series__t06_starve,12.412722332520971,12.794388717825091,2.581943737614254
starve_series__t07_starve,7.3073877005306205,7.189234253158928,1.6284361734567423
starve_series__t08_starve,4.095911634071636,5.382063825517535,1.1626069286755203
starve_series__t09_starve,3.6142325421814094,2.8190179795164414,1.007072793139767
starve_series__t10_starve,1.6401472324967892,1.2016521939179776,0.8807648066142186
starve_series__t12_starve,1.5315770474554105,1.1730212813088907,0.9846324666829044
starve_series__t14_starve,1.4289290445020035,1.2554989813921182,0.9846406628976244
starve_series__t16_starve,1.8105639298768883,1.1390777812582378,1.0499019535903586
starve_series__t17_starve,1.977639895430548,0.9858948751780648,1.0639589203879192
starve_series__t18_starve,1.9460290902567952,1.0737024398755786,1.010178603530087
starve_series__t21_growth2,17.18458510128566,18.30825076408801,2.353764549566173
starve_series__t22_growth2,269.27564044404016,318.7956461541042,49.70958400991981
starve_series__t23_growth2,158.76778100218715,241.60540505441736,30.81395107743236
starve_series__t25_growth2,64.17810364213369,49.40059825312605,17.461244175442843
starve_series__t26_growth2,42.053003493345,35.818087687895776,11.26944347564922
starve_series__t27_growth2,41.95789347318317,33.21680434346452,11.491235905465752
starve_series__t28_growth2,36.03247007369874,34.30168016595604,13.21816176643555
p1k_00001,31.99293831672691,74.20439156011561,11.261143120294102
p1k_00002,33.09858550256146,76.22278294461044,11.968949323884337
p1k_00003,85.65229247990368,267.7666939850774,45.809716261186345
p1k_00004,68.23723240968997,211.19213011770495,31.710452050764435
p1k_00005,36.89686642836431,80.15506048210798,12.546726427761696
p1k_00006,38.44028822572787,87.03983211446408,11.19526613148203
p1k_00007,120.00230327603887,358.47293191875866,86.98468273943718
p1k_00008,125.58879669910776,383.3551751948797,97.9191990347971
p1k_00009,46.34955660087627,116.37563751322142,15.773972570068995
p1k_00010,45.15675859525013,105.73704625565404,15.684470029343228
p1k_00011,41.73113688190336,90.84168017561517,16.38399518014264
p1k_00012,43.16302627271379,97.52173735448346,16.59231036963665
p1k_00013,29.660907511933395,92.42123966956082,14.968153814155848
p1k_00014,40.91892952738521,89.30881375826533,15.49749153584784
p1k_00015,43.65398847048049,93.54013285836746,14.483814712476407
p1k_00016,46.6653104197027,96.08292080290045,14.41786915917556
p1k_00017,43.19582296312009,90.24011553747737,16.942604596107845
p1k_00018,39.05775236124366,96.88887521694406,17.35520512787436
p1k_00019,22.288004919607936,59.967766926248586,13.95369176356844
p1k_00020,23.34882916795223,63.0446210681494,13.713494439606649
p1k_00021,13.759324274531462,26.751176947527195,8.271232143888476
p1k_00022,13.15536941687993,26.115406946739604,8.327423807676036
p1k_00023,33.013666711227614,105.89367484256292,20.945609572354595
p1k_00024,33.43924748599078,105.16622451668862,20.105992957388985
p1k_00025,37.94021311297013,111.69134916161217,22.03022163034337
p1k_00026,38.57464290561534,116.7973659093484,21.76840910147501
p1k_00027,37.945632576041135,97.55646151457132,13.95857534360351
p1k_00028,37.93916007069365,93.26321320801578,14.142666041923022
p1k_00029,23.95598915803557,49.85461759143988,10.403053242247516
p1k_00030,24.61738774528918,48.37994804010461,10.291605710332426
p1k_00031,23.670849828499605,52.91484429336167,10.209048451109089
p1k_00032,21.877984149850903,46.670804775810176,10.160006499602591
p1k_00033,22.3890375330291,69.54890095879394,14.3988478661606
p1k_00034,26.6013935178831,86.49297954016244,14.181017432733825
p1k_00035,21.61643970841869,50.55371491873026,14.989996433554856
p1k_00036,20.754795191670997,53.25826497713211,14.88511862548257
p1k_00037,16.260293658375957,42.32720910190753,11.570378814066908
p1k_00038,17.04199119328777,39.31303765722916,10.688671048658568
p1k_00039,37.1398040210985,91.26286956020924,16.26597486895701
