,b0221,b1187,b2341,b2342,b3081,b3845,b3846
starve_series__t00_growth1,6.4948524716058,3.2570769393198096,2.390665044835669,4.310927260467557,3.196616450828414,4.113515005047528,9.330108173452924
starve_series__t01_starve,84.02928561243756,2.860357239486353,17.053405905732436,62.8502592884358,146.14805294026118,34.10332984106998,133.7885491459275
starve_series__t02_starve,417.2976374274885,1.1775996342010986,87.49319279328414,119.68353306027971,504.16382706492897,514.0810512974891,847.9713061387366
starve_series__t03_starve,143.43626205492666,1.098616318649393,45.01045340134975,78.00088823191308,290.90993115143635,219.1135487936516,362.7393157102878
starve_series__t04_starve,121.7467744629969,1.1403556827755017,39.19206331305602,67.72867300936612,265.2981999785723,161.69074482413657,285.9943433717301
starve_series__t05_starve,197.7468922224919,0.799046451771871,54.93107028717294,91.22423111221757,346.59159432263755,225.55927308118768,372.3154072770042
starve_series__t06_starve,170.36188065171086,0.9237973406585795,48.887015263717146,88.53638130547965,250.9514111911439,147.43774069246854,239.16026211372036
starve_series__t07_starve,167.80579379772405,1.0220104166139137,39.27888846895458,77.14647820642033,168.19275657169453,97.37305889619869,157.9574648409842
starve_series__t08_starve,193.9858169244949,1.19737013322179,40.37744797630781,81.25988880275244,156.38425383451602,87.12636224096694,155.77497052453188
starve_series__t09_starve,211.1476206180729,1.1750901468094312,38.15605440590127,78.69072457893314,111.644047273088,69.64057304367853,123.99858804570772
starve_series__t10_starve,200.9613738280394,1.1664009590075028,38.423110769348845,77.17260188525958,105.0158585331452,60.19320865683132,110.53750146015383
starve_series__t11_starve,276.0446028886396,1.4010636533622347,44.35631348660387,94.71035246092411,99.93285370914458,61.05862444403712,118.14555547853718
starve_series__t12_starve,210.072210620154,1.7978464928290694,37.4433028959193,77.55784256046825,57.475278586660856,41.46749433919717,75.29629416962314
starve_series__t14_starve,291.25810070001984,2.100190846027305,39.51837238337234,81.1966961991384,51.93408081318109,44.28585662085338,84.63984090859122
starve_series__t16_starve,288.6917208590465,2.9603902973189657,31.62985296639389,63.851410320667846,42.0079363739894,43.97362129436653,79.15480086117174
starve_series__t17_starve,373.18472410153817,2.977836376540352,25.09992080693231,53.47836114377388,39.61914084254324,44.86900889719211,94.6274231066175
starve_series__t18_starve,322.8019816737089,2.9497042018415613,20.297666857348744,41.041816244406846,32.92615648055397,37.057189078693824,78.12105935489028
starve_series__t21_growth2,2.3022250704763554,2.8542452607262683,0.4560472223832302,0.6016068429136874,0.6110586413022012,1.3480295691147686,1.956361220101595
starve_series__t22_growth2,4.468031699590474,2.8001128134395623,0.9731274405939004,1.4638934564629686,0.8345980001525024,1.7713134997278035,2.678474703405845
starve_series__t23_growth2,2.8955477841220545,4.05680631272034,0.9268382444096088,0.9586689418330784,0.6073652564712104,1.3956670146070256,1.997089648540055
starve_series__t25_growth2,4.4387767460869645,3.0153862757845737,1.336107580810272,1.8923219863411775,1.8529007298548563,3.092292918671177,3.716868337309095
starve_series__t26_growth2,5.611577729171096,2.496824953079224,1.1987012595623634,2.3361104164774145,2.759224609164464,4.1342195262192405,8.618894100672811
starve_series__t27_growth2,6.535043530654976,2.7289489327569534,1.673138267995348,2.8487393422873724,3.276131525745196,5.335349149006082,10.570243509490506
starve_series__t28_growth2,6.57175018789709,2.7721017100541205,2.006201744542488,3.10005393493426,2.7232617349171617,4.561895479025635,7.893414069942822
p1k_00001,5.874982217868941,2.3314782692930134,1.5767213316524264,2.4174779988774246,2.075455147057016,4.064289471344405,8.538137622841353
p1k_00002,6.870530822124395,2.232168807603221,1.714546812611519,2.811127953403843,2.2672042424836385,4.6007970538464935,7.890412443455721
p1k_00003,14.34638258858442,1.5048096242609244,2.379689107247814,3.5091848446020104,1.685967848186574,4.124235331058379,6.604803960634122
p1k_00004,18.12015386768266,1.593815608607293,2.705591065970691,3.9439401862885695,1.71295986241397,5.338870583932335,6.638000025691626
p1k_00005,5.152227532108761,1.740135874511922,1.4995408009744042,2.117123787947991,2.124609053107488,3.100016692658993,8.008859224829488
p1k_00006,4.8016760135529815,1.599566345926442,1.470701544224604,2.2013626351044917,1.9379746937059477,3.2562392735832986,8.904638001988758
p1k_00007,12.314096121491822,1.6468715231987003,2.514088467130831,4.02344590256986,1.7339186410561087,4.471780938975937,5.660316082259952
p1k_00008,12.062464028412192,1.8568412128908316,2.3412338342778423,4.03015447215046,1.6609810387151374,3.851291531335261,5.523017114575004
p1k_00009,5.801704672210509,1.5909755857259715,1.541123706393289,2.0982327730259622,1.4888058444928876,3.178633419113551,6.864108117014126
p1k_00010,6.059515676807488,1.7082731773393538,1.6526802405802443,1.7878968836865503,1.4985306727195806,3.2587434590811823,7.671262243834856
p1k_00011,5.632968265978892,1.7971506164698885,1.6771054256798843,1.9080012797502677,1.8316157044705847,2.973751707433125,4.494111429671105
p1k_00012,5.68432104533958,1.8393590845619716,1.611081054763258,1.9905795964380724,1.972504329704668,3.1390083051716013,4.476755503229068
p1k_00013,6.046263839881726,1.9696282371919696,1.4314934856233337,2.0236314796162933,1.8977599373429128,2.2369246801522937,4.444841313738114
p1k_00014,5.734591816275549,1.9695397946884132,1.35114910132048,1.7836605897789417,1.8177028620691895,2.7897373545241364,5.338318098391306
p1k_00015,5.679517942314159,1.7037969964978714,1.6187133348789091,1.9491428991687847,2.0909366766063093,2.8094192673340506,5.73109850409837
p1k_00016,5.884682113622606,1.793332224462972,1.6783328383229474,2.000601649348343,2.059062239313904,2.45835108784838,5.315422408192642
p1k_00017,6.677835102494894,1.812408658209557,1.9084989012848887,2.172551973891632,2.362403044777914,3.3713432981901432,5.484288584300859
p1k_00018,6.741141633347199,1.9785730741586272,1.7887258810890665,2.0925944125739644,2.17235603524426,3.4480790959927434,5.873065338230686
p1k_00019,40.24571337749733,1.2145820220206986,5.110099994097828,7.587156623864882,2.162852136876513,7.898050683969846,19.514167192781045
p1k_00020,43.98502494141719,1.3866895284840235,5.187344425890325,7.817233610672363,2.417514453310904,8.477383657327877,14.7801431258057
p1k_00021,39.39435964449905,2.0479214025300467,4.6207485415019365,7.255565200415846,2.4479354654802594,7.650083230717051,13.616341042273469
p1k_00022,39.84797527934432,1.9231849335918605,4.422869882930371,7.237406118458841,2.1938802631940884,6.846969206118148,12.699112261402124
p1k_00023,23.40322553587277,1.6472795100108777,4.14664202684188,6.041645676398602,1.3142800678584454,9.025717827229606,19.10470203662608
p1k_00024,22.82133364590386,1.537304476916984,3.794498417388292,5.61319196994376,1.998654042431391,9.4672508883946,19.15858495434306
p1k_00025,24.727200558988955,1.5127190535078954,4.505106635766068,6.629668450451294,2.102683990941426,9.140930862804629,17.76661086601952
p1k_00026,23.485646536664262,1.447579349352319,4.696281126686119,7.081707060854364,1.9779609501452464,9.120177721981417,16.237015294071682
p1k_00027,14.627649692663612,1.842556841411277,1.8965532853488687,2.771695373382108,1.953195388655906,4.25569312536002,7.267031460175276
p1k_00028,15.66177574783349,1.8706930014523588,2.03069567635095,2.99437143347761,2.380047520573247,4.677207221148187,7.966503323380062
p1k_00029,8.40121153902924,1.8737485087710883,1.632367223556239,2.4708545138880598,1.8676285810659776,4.358346125216417,7.985432152742151
p1k_00030,7.957049208330542,1.97131421887794,1.5496878295111705,2.733072083933916,1.9890275802427504,4.215277179352497,7.401411464953819
p1k_00031,9.653882570528612,1.5615469742791317,1.9998575647128831,2.4119661310771834,2.2133009030694533,3.4796274942122656,4.308830096544228
p1k_00032,9.773583543143706,1.532398541762661,1.7337047386497757,2.338449418365549,1.9160705150757011,3.6007411429449405,4.7537877190437134
p1k_00033,8.581472833866291,1.901674134188586,1.8331961970889945,2.156909347641763,2.4962775275680142,4.225976275352703,3.831198272046632
p1k_00034,9.4403298632341,1.884091590835888,1.4358059268400405,2.319904097460009,2.0913606534896347,4.041709219912367,2.765344386618821
p1k_00035,7.678635411661257,1.9523156981727705,1.7031527355389386,2.25577988971975,1.9456968796615413,2.6386317979242717,4.766236891046431
p1k_00036,7.423486498395757,1.7623535270003752,1.7664133087283012,2.124924499655972,2.314873112919384,3.2381559551865995,4.938281874172251
