,b1287,b1729,b2414,b2423,b2751,b2752,b2764
p1k_00061,0.140736029413246,0.2191576042153177,0.2065043892831622,0.0984030025817369,0.0355078015779739,0.0691889932809097,0.0939930448338283
p1k_00062,0.1970400389227355,0.1691726481928673,0.2414989132100073,0.1318750994201458,0.0382780111830925,0.0792656196787651,0.1002596040940428
p1k_00063,0.1715652669861192,0.1768408079257935,0.2441205535164823,0.1161522489868715,0.0344711036426045,0.0815536953371481,0.0937795514875391
p1k_00064,0.2427715068376606,0.0454094314159699,0.2511534315081329,0.048728733100336,0.0350222340732804,0.0843556581478765,0.0747363931838146
p1k_00065,0.2428062294506045,0.0524854792043423,0.2521391590539224,0.054956859629175,0.0365506725936231,0.0841507185403805,0.0782336323524208
p1k_00066,0.4452565152835281,0.0747477103353523,0.3182327571903164,0.0867423948847137,0.0609372467239686,0.1348892290781912,0.1886879743143781
p1k_00067,0.4052079518208252,0.0746626411708307,0.3268561781053166,0.0852746215026259,0.0554666780769552,0.1326358113748282,0.1868291661039209
p1k_00068,0.1790720099556187,0.2553630743553363,0.200936687201197,0.0716447081422385,0.0386376487270449,0.0845970807655428,0.0929591365409129
p1k_00069,0.1981265572824076,0.2584570322673813,0.2461396141969973,0.0674906275923163,0.0590798246608292,0.1110984724498553,0.1492916724205397
p1k_00070,0.1951739991994943,0.251096706834832,0.2323696833848664,0.089135215974836,0.0544283021670294,0.1023338723922865,0.1485046219706401
p1k_00071,0.1874994872009224,0.2463615106361132,0.2237041354529144,0.0851135272517765,0.0534672173654321,0.0960812696479628,0.1323824399262161
p1k_00072,0.1872872347743781,0.2512546660112236,0.2260329342607105,0.1084940808703239,0.0581707544902634,0.1023490473838396,0.1658692941627747
p1k_00073,0.1383902245308008,0.1069214532517206,0.1860700474291635,0.0847404655911299,0.0322456657818693,0.063954583741476,0.0860281724011112
p1k_00074,0.1741486683162315,0.1084938122585085,0.1708553136475271,0.1060940105552639,0.0411839584292727,0.0725788806204525,0.1008023083997921
p1k_00075,0.0208876482207212,0.018159555751215,0.0467172781643923,0.0091958093577379,0.0071825472442,0.0054783174937004,0.0054725612449348
p1k_00076,0.0392578632427471,0.0882617104188134,0.1109058100792013,0.0657233168009634,0.041513030160728,0.0410476892664709,0.0480756293645877
p1k_00077,0.0376252575884186,0.0927726607802111,0.1124005026063038,0.0755805773580722,0.0430671581222219,0.0387433150709306,0.0541586578670926
p1k_00078,0.0725934095935297,0.0500457520884418,0.0667769755015958,0.0190627842927567,0.0108345984043249,0.0281717344206734,0.0303248605947959
p1k_00079,0.0402144986109507,0.0649798511327602,0.1051663322345307,0.0715909124950508,0.0557664304450542,0.0462715705080773,0.0422038959570766
p1k_00080,0.384227322202463,0.2820860510769584,0.3651434740856203,0.1391703472215743,0.0846189066201134,0.1907997825985264,0.1438347287719834
p1k_00081,0.0935075326835077,0.1265923608405222,0.1411463230999848,0.0413457297500724,0.030135402736426,0.0578888887462182,0.0654323764073127
p1k_00082,0.3135834638280044,0.1112415021684174,0.3035516250641721,0.1109207821404171,0.0298907200564669,0.0719236024606394,0.142888091120015
p1k_00083,0.3331802850232376,0.1106692575772553,0.3251688043846097,0.1328562448304357,0.0335049981956753,0.0729864967541861,0.1475517214375414
p1k_00084,0.2434023941845033,0.157857692920906,0.3190542378237506,0.1328788057713639,0.0369138636730865,0.0809642771614273,0.1902996998755212
p1k_00085,0.2610542450745205,0.1469745558965437,0.2996472194647557,0.113867796757672,0.0318854700083824,0.0823879237909816,0.189805958147275
p1k_00086,0.2718249686691142,0.168491205332955,0.3107953538386476,0.0623260262180592,0.0355567222275494,0.0713105901960103,0.0713862580473016
p1k_00087,0.2531524819834774,0.1629223582999124,0.3134886839284689,0.0667663131428889,0.0362239098640302,0.0737324503271414,0.0762954717873502
p1k_00088,0.1766609236936269,0.2144088985225262,0.3057284110392614,0.0649662363739208,0.0535272952774205,0.111554722989025,0.1080520632987664
p1k_00089,0.1636300900584832,0.209848505490749,0.3091493852302518,0.0678511034608796,0.0542109595932169,0.1081405684728973,0.1071158661069661
p1k_00090,0.1898144005806693,0.2444372601951716,0.273256494836021,0.0864136146716288,0.0536565285036689,0.1084752140901011,0.1979518862071577
p1k_00091,0.170965879479802,0.2465873713010515,0.26387261733723,0.0854366452491802,0.0544411111762876,0.1148095086461183,0.1990487490060081
p1k_00092,0.1397883284719685,0.1421604776259263,0.2012751099096271,0.0800862782341672,0.035385845459419,0.0653155495516958,0.1050499060909045
p1k_00093,0.2076100539544133,0.2427934335121009,0.2875875809973376,0.1023700029527779,0.0579556365584586,0.10698787196759,0.1733640798287864
p1k_00094,0.0319275822586159,0.0264473134025668,0.075918882238451,0.0157639665505812,0.0080764182639041,0.0100778181469594,0.0254248605320071
p1k_00095,0.03394784681979,0.0299199004171954,0.0773688897695289,0.0212220810885289,0.0079404077435418,0.0104245420420956,0.0257193974210515
p1k_00096,0.134602419600787,0.2480433493577437,0.2589619486346508,0.1130026514181267,0.0445675586554787,0.0833464961598791,0.1329928968379477
p1k_00097,0.1376578791338225,0.2907895935432713,0.2758341871038254,0.1125927856771838,0.0465861187134404,0.0947999347673636,0.1436183602939038
p1k_00098,0.03388539626513,0.0590818264648286,0.0938471785161569,0.0287892124078695,0.0077758164668708,0.0146980131090032,0.0438493437734487
p1k_00099,0.0437469777407134,0.0578857817941833,0.0943123487235728,0.0314396135061761,0.0085206234776787,0.0159912587227266,0.0426639011711724
p1k_00100,0.1771343543492598,0.2888723014563174,0.2174566768936978,0.1203161668825686,0.0646112419857914,0.1227825773821467,0.2246652656930377
p1k_00101,0.1264361425677895,0.3786258315732214,0.1447900693829056,0.1303998936056475,0.0639932840474794,0.1155305614803093,0.3072760086599878
p1k_00102,0.1192609642103618,0.3701063918421426,0.1470721925156138,0.1309000608073872,0.0586993675976518,0.1138591662473081,0.3100659725078729
p1k_00103,0.0498015455493392,0.149337077237171,0.1553446930851176,0.050201482406641,0.021980468266389,0.0401126789707208,0.108339507253786
p1k_00104,0.0609706781194729,0.1494522093593189,0.1546160939328649,0.0463805047407255,0.0219974238176836,0.0413274008887891,0.1095520949699356
p1k_00105,0.2082080129014059,0.1550337537708351,0.1918985814203593,0.108585307862514,0.0498632744764621,0.0953104938035557,0.1728706097971953
p1k_00106,0.2397214475869023,0.1579505985994457,0.2633822526835071,0.1148325217119344,0.0566264802840212,0.11593762791769,0.1887849341887238
p1k_00107,0.2522395172340628,0.1440399021523528,0.2435689188463637,0.1156709286664354,0.0541089155983266,0.1111603353119612,0.1882997490586991
p1k_00108,0.1373437888108553,0.07183681794706,0.2110882531933015,0.0978635722407725,0.0733520269358834,0.1160360098664098,0.1293883489224301
p1k_00109,0.0587752801655003,0.02910527170347,0.1013597960491947,0.0808174125728936,0.048756135012407,0.0379758611338411,0.0541339265845757
p1k_00110,0.2199472023709326,0.1090873768590578,0.2786868030654344,0.0852623644766561,0.0467244983382118,0.105043106127511,0.1869879558724707
p1k_00111,0.2376204420589752,0.1146255423234951,0.2814611256924177,0.0920880345690623,0.0477773179224636,0.111642102900673,0.203881925473023
p1k_00112,0.240148530062409,0.1162300313666807,0.2919074915217566,0.0861629400511124,0.0459802584219036,0.107682619638067,0.1914644920017383
p1k_00113,0.0244459701889555,0.017243298835489,0.0658531771131912,0.018666273202224,0.0129339758382719,0.0084739028818437,0.0187870919321181
p1k_00114,0.0608581326267725,0.0350836251503482,0.0990675594565218,0.0406197064142208,0.0221148338224166,0.0276390403757621,0.0548876113145494
p1k_00115,0.0471050103755277,0.0297330878963036,0.080312122144688,0.0341161784320111,0.0136194326097336,0.0202256849995027,0.0412700241682392
p1k_00116,0.1918877493691602,0.2070229435102816,0.2688512103753735,0.0726064383997656,0.0544196417581703,0.1069396960618304,0.1736535152472463
p1k_00117,0.2032887754046874,0.2236024856174103,0.2839810508850464,0.069436625276184,0.0621368701093244,0.1139188153263888,0.180431248604272
p1k_00118,0.1963314755519336,0.2229313983577067,0.2698114768154704,0.0699810864446222,0.0565523764834876,0.1090741717342878,0.1678644635887424
p1k_00119,0.2244636766643995,0.2508946715841494,0.238943732587068,0.0841764360914101,0.0569363144324743,0.1005267051455927,0.1638380721128745
p1k_00120,0.2315543615634327,0.2355936599848176,0.2403851635978195,0.0751285164216882,0.0577061088397207,0.1100845415943453,0.1761410811572947
p1k_00121,0.2331986734726954,0.2498076196153641,0.2322377317882073,0.0796082773570041,0.0596218529827424,0.1151835576864651,0.1692792115926222
p1k_00122,0.2193028689906604,0.2030844433344657,0.271576562247469,0.0581525211321016,0.0708733237332767,0.1263841895877842,0.1262819073552754
p1k_00123,0.210656626109129,0.2009974714783134,0.2383205580119546,0.0581686229217571,0.0585787403061836,0.108963203305613,0.1075140560317037
p1k_00124,0.1961393054123389,0.1761832335088853,0.2299957809678026,0.0494327831977746,0.0540371626843513,0.1004210614520306,0.0924345808892589
p1k_00125,0.0544319464510423,0.2074762316412838,0.2908440936323714,0.2745026139707837,0.1502207504564055,0.1807983269412703,0.3790850571836361
p1k_00126,0.3659335398882491,0.4127602327876681,0.3228080255041493,0.1399726250273091,0.0808280846116838,0.1497710308512101,0.4856620438846734
p1k_00127,0.21522178893473,0.2785021763659191,0.2821730915015248,0.0946055033840183,0.0838592477918715,0.1593899477272764,0.3347188985612278
p1k_00128,0.2803292050397008,0.4868264762097221,0.3615431510707083,0.1680267897048142,0.1129541679603081,0.2152123914580161,0.6378405637443927
p1k_00129,0.0484963815836051,0.1311730512151924,0.3081062390300816,0.1815477341642615,0.0940826295680245,0.0860427895490338,0.230094714896728
p1k_00130,0.2403279808379441,0.4421059135152584,0.3599367340072865,0.1721074224331231,0.1676672897376649,0.3199131149616011,0.4924593626056842
p1k_00131,0.0647831363820806,0.2687931114452357,0.285979603739891,0.2640042322242762,0.1305898029043632,0.1887625907394938,0.3566063738324031
p1k_00132,0.2089315902461332,0.4172557849367044,0.3773562885794436,0.1210025811485502,0.0741401443683947,0.1680948782865475,0.2930592976627403
p1k_00133,0.0187164173962656,0.0226178414693778,0.0645192267670353,0.0149817896301922,0.0206680846172477,0.0133307133938231,0.0129367298287024
p1k_00134,0.1313707690216821,0.3561081313803129,0.3205545077798351,0.0854029262550087,0.0731134925533753,0.1258217062435172,0.2490100601734311
p1k_00135,0.1680694600590665,0.3478028912340281,0.2818377176061672,0.1145990481675577,0.0610715646927123,0.0916499421033488,0.2056266276051191
p1k_00136,0.1415232232934999,0.2198593579223968,0.2961989356847602,0.1145148232437475,0.0960356305113485,0.1165269881153202,0.2213149240280732
p1k_00137,0.2045594805159059,0.3956952485113167,0.298960913410234,0.0954834876357494,0.0623928598006906,0.1110108538959197,0.2302944591172836
p1k_00138,0.0173210746736811,0.0093671743647705,0.0309981762337656,0.0112000803581938,0.0186053047088038,0.0086417227691458,0.0070963973602277
p1k_00139,0.0306549661550175,0.0400926262999881,0.1427491234424201,0.0436796901827392,0.0525656160373793,0.0438412186222452,0.0496999516818869
p1k_00140,0.3412859684262499,0.4219379614470971,0.4188362426571171,0.1544246799284866,0.041898742971076,0.0782557160173668,0.3591255281129002
p1k_00141,0.0328168456483084,0.0438900287579847,0.1036762050927806,0.0400098889764317,0.0390486129304385,0.0292124847808835,0.0271137393729779
p1k_00142,0.5504580426270785,0.0792789585963001,0.2023163573018991,0.0877365319938711,0.066333997706479,0.1115983246019554,0.1077460804436496
p1k_00143,0.1723188581204531,0.2186814357392435,0.2384574317995665,0.0680087627760838,0.0381876701069102,0.074084637249436,0.1339958627994092
p1k_00144,0.0126921891324303,0.0107412333114887,0.0164942977106642,0.0263428414352013,0.0072165012263856,0.0024032986245397,0.00719947761934
p1k_00145,0.2314993200285801,0.0328195786131292,0.1913700984681308,0.1046324492606018,0.0458540240263191,0.0776320970644564,0.1004123047567015
p1k_00146,0.0972554783622264,0.2076938323323411,0.1711087701353136,0.1011180222488182,0.0603005744702711,0.0948114081527426,0.1738729690588852
p1k_00147,0.0540164228107587,0.0835508439742751,0.1393688956719188,0.0850610505624945,0.045697613819897,0.0427524685209549,0.0915947472997376
p1k_00148,0.0498885871559559,0.0310765333136796,0.0590012427958117,0.026127690897086,0.0087837756376097,0.0102648600668053,0.0337063791874122
p1k_00149,0.0545412299587829,0.1121134108475625,0.117669181516608,0.0511399266154936,0.0315892316898932,0.0412133194760508,0.0838470501174823
p1k_00150,0.0581860511193587,0.0307096282151706,0.0551244464161569,0.0194418824426944,0.0068663604817479,0.0084279538911803,0.0258610204613059
p1k_00151,0.1503462531145886,0.1640328587372465,0.1203064287154909,0.1154552664371906,0.0412240996908407,0.0711469980448607,0.1452522998115549
p1k_00152,0.1771973348308279,0.141602173951148,0.1129045843926276,0.0827847959548809,0.0353783220258777,0.064138312317422,0.1392333054941434
p1k_00153,0.1044147023328464,0.1164204662560034,0.146401066834805,0.0953042914329694,0.0367828833689583,0.057504017953682,0.0981369624922911
p1k_00154,0.0206381986120436,0.0060689849347896,0.0422848108629192,0.0048713777237529,0.003323510321446,0.0027604467882353,0.0030346205277451
p1k_00155,0.0749144883547591,0.1331119190864135,0.1029298326910789,0.0846800964960555,0.0322037115648658,0.0444298957860626,0.0619896792527994
p1k_00156,0.1014756615156333,0.0294574262817587,0.1016747149880372,0.0584954703797063,0.028212738303509,0.0139209674823156,0.0123079948933728
p1k_00157,0.107500913546204,0.1369005319656095,0.1760975987290146,0.0904949321466971,0.0567364018809956,0.1001255560363601,0.1326184888702805
p1k_00158,0.1498288183329645,0.1072919059223661,0.1666290229197365,0.0665686563393312,0.0360196110183201,0.0781358195707171,0.0969318804331718
p1k_00159,0.096580226560189,0.1747809915156948,0.1493028563899966,0.0591257934599769,0.028622626344599,0.0604797763839622,0.1197097093471989
p1k_00160,0.1452466461290484,0.1660629646698243,0.1904673982155607,0.0745862939789202,0.0444617761014233,0.07903366703187,0.1301329856192894
p1k_00161,0.2123698031404064,0.2221649570314833,0.215009459952279,0.0793173306229513,0.0642755159756419,0.110548249564009,0.1894004692698964
p1k_00162,0.2243865861264167,0.2180282194677714,0.2200477967499541,0.0764059815633605,0.0601436457282229,0.1084186350008018,0.194584117526764
p1k_00163,0.1914833330911836,0.2406051206129471,0.2064225391978398,0.0992327187982142,0.0625745779110442,0.0903931325286914,0.1326884529421964
p1k_00164,0.1365671534927319,0.1670475622780756,0.1778324194946939,0.0519111557535809,0.0339694728094262,0.058235968613628,0.073815085241197
p1k_00165,0.135898652949241,0.117345500047174,0.2332398316706157,0.0679176716031969,0.0422730377483675,0.069730582647404,0.106737478115985
p1k_00166,0.1719923480702934,0.125337804008858,0.236131558333888,0.0726466365476435,0.0415799374650324,0.0753980035632064,0.1065939889802802
p1k_00167,0.0116578682614634,0.0093231185268098,0.0216761042462973,0.0021793147785062,0.0017180215872534,0.0015129330721855,0.0014740750841766
p1k_00168,0.0156457237454543,0.0084014487382706,0.0215629631330913,0.002500573403045,0.0019635756255387,0.0016257046384824,0.0017855567816177
p1k_00169,1.7555730835154062,0.454628788073868,0.6056825497545225,0.1796530815098972,0.3175592690248934,0.4707384532887866,0.4514586327523278
p1k_00170,1.5624637144625064,0.4729595039948388,0.5594404057590926,0.183230131092603,0.3670186767800522,0.3927152487426291,0.4421720423467886
p1k_00171,0.1185912324312722,0.1711910822878724,0.2124792068818243,0.0525621567964443,0.0247972413878993,0.0481169791303616,0.0579126328275179
p1k_00172,0.1160042198622319,0.1588733026027255,0.1959327681461953,0.0493813178102379,0.023093642001255,0.0457661044028467,0.0547732093468437
p1k_00173,0.0638790371358709,0.216101238820504,0.138111950375311,0.0343827739593665,0.017166286828399,0.0313422324801716,0.0703903696959457
p1k_00174,0.0628805481384037,0.2072002991006294,0.135290330152583,0.0365579638438109,0.0195493300879228,0.0362185453772205,0.0757052349216452
p1k_00175,0.0279525073632519,0.0122272856051615,0.0336170211150633,0.0045316304677212,0.0026298787234085,0.0027512400018184,0.0043368910601101
p1k_00176,0.0267004763735289,0.0060028403810041,0.02704777868206,0.0021178738539498,0.0017402462236727,0.0012148332033014,0.0012542846217833
