,b2253,b2254,b2255,b2256,b2257,b4114,b4544
p1k_00783,2.441617484566848,1.6291574236618882,2.822357964217893,3.625406258550833,2.494703639392837,3.082731355841031,2.507699373907601
p1k_00479,34.41743695208786,4.0853129818796505,5.726398408393636,3.68069482588035,1.4824787338442538,7.387813205512182,1.7556830353458102
p1k_00590,2.0554013198560908,1.7125631675935011,12.39567892850241,4.9407474725260965,2.8113737500946887,1.8888752366684536,4.690130175046531
p1k_00256,7.556162486525848,7.150475597361531,11.193033826703315,6.120762947791644,4.343969752244036,5.131410312704556,6.30281541951418
p1k_00540,2.285517450853653,1.024363652363406,8.243572215367951,7.331170679511763,2.777684389565113,1.6664606429211013,4.247057115210847
p1k_00597,1.5593871881140196,1.3721810249814823,7.271655860200425,5.534726009740021,3.292818524236073,2.850329197816845,2.2490297224699463
p1k_00876,32.31771623738091,18.74160234167778,30.23196425668368,16.90434604224414,8.540366773778418,4.2988110593135085,11.06094477235251
p1k_00939,49.26994271151657,18.952329918179533,20.44869217867785,19.035317035612003,6.043107321114554,7.836336257671554,1.638844528323082
p1k_00774,1.8705998714738143,1.5361187504042964,7.873858863598092,6.584245220515512,3.1475275689659963,2.492017636233869,7.176212942072933
p1k_00231,9.162839003423558,5.944331047248152,8.762759726033012,8.774828748961134,4.605083869520806,5.8941061644854775,4.390817892402973
p1k_00342,10.4394679729967,7.196912272643448,12.041056084015333,8.926820841680376,3.968276724723016,3.3771657955971977,3.235841775727678
p1k_00818,10.42921871859107,6.665096403968694,10.307331293940631,6.136800767362896,2.602632601878629,3.9296484256564552,4.244718928748428
p1k_00029,22.42653931923636,13.285118567683574,18.198977327898582,9.738757804714224,6.24727647181616,10.929420698238458,6.848778373618883
p1k_00092,12.301407522644006,7.121496232988386,14.485477585655818,9.416433266474964,7.675617128308453,6.143536004548552,6.824862518879696
p1k_01011,19.119769527417738,12.53666383861597,21.824367972847803,13.72485018293034,8.861435372791048,3.3917383367681087,10.311442532364444
p1k_00449,10.113219945322683,5.095678442203764,12.832828413490594,7.550120964527579,3.3415834363945462,2.566391887506249,5.240197631924057
p1k_00050,18.53044027622788,14.694290502287304,16.626646112878543,9.931472999317196,7.167246480662615,7.29530484476066,5.294175881649979
p1k_00265,7.792276736777303,7.856236789551905,11.694078362284102,11.44488597087378,6.003710711566324,6.913019966367373,7.460187446502471
p1k_00729,3.990729096896186,3.076727028862872,6.0157927011231545,4.841720413160139,3.55849162724096,6.190600006947824,3.306950707896846
p1k_00488,128.77472478578133,102.66247557488596,164.5265626113914,76.14535280709106,28.876401078643443,62.9190053669047,17.354174146313955
p1k_00703,6.337395818228935,4.427336745121364,9.958541749727305,6.352835752149653,3.7404276731527455,4.424702424238313,5.733694050169242
p1k_00026,19.765257651765637,6.809342023942223,13.08177819062161,10.812868234918994,7.365724220722043,14.434352623702324,21.58266701340512
p1k_00483,5.447538571926636,3.71827842031336,6.962323506472518,5.783053788670912,5.255481002678929,6.172033538600685,7.984292945471592
p1k_00979,43.06262255406632,22.18734231924065,29.762303974917216,26.563086247388355,8.053164422492305,7.80849833664327,5.538825864553979
p1k_01055,13.271251461830907,6.87986580502051,13.945913214732007,12.105840720380751,7.773976776906223,4.372122338765224,8.117987124729554
p1k_00627,5.816098866685128,3.3949583671552075,9.224257664567755,7.293684706632388,3.523452764665046,5.817572780346297,7.53985010487581
p1k_00228,10.627358533836864,7.4364067238987905,16.899312467174397,13.397943220065606,9.277840218021623,7.21822644673394,11.71092893206837
p1k_00052,11.849870711770803,9.5283854179899,12.265327889151449,12.350195127544357,5.630157945411357,3.478516226284826,5.625266812127311
p1k_00773,1.4966505809816726,1.5161804235523004,6.954181103977656,7.884264949899269,3.72491431016365,2.781144659431856,10.320486411519056
p1k_00387,3.2591691930202784,2.525091657264418,8.614604712739242,4.293177253142709,2.5721314148694603,1.9232679517271165,3.647764043507725
p1k_00172,4.059611896007937,4.0942360198838905,6.82339037864115,4.557775634409219,3.4300279286950373,2.621655506462806,4.179040005370311
p1k_00938,34.69783389467828,15.615982333870338,19.580012311351258,16.8045275720561,2.8246530801284533,6.156067858083517,5.1743334095845
p1k_00290,3.6834075416523646,3.447630303618796,5.833725203161992,4.775063500705587,2.461831514484253,2.697654323125008,2.921174980927588
p1k_00530,1.4003198730327828,1.1014828065133238,7.108152452007138,4.068520189247148,2.394257580366941,2.7329153638722588,3.860305712079903
p1k_00425,5.228444646536665,3.866751264691473,8.98946918286674,6.5719190723016085,4.191978784531246,3.388666435108021,4.340606557816129
p1k_00759,2.9748121023451177,2.62695522293856,4.942506125227137,4.065202569682671,3.050563167144454,3.8451073812132073,3.951333315973296
p1k_00988,33.992631685609894,13.73566872095884,17.5686707132479,14.96710287343546,6.11082605575098,8.469510164132844,5.933687344164212
p1k_00154,7.574702213191146,6.261917197640838,12.128562376658342,9.98240019559348,6.417868103556219,3.0761329196646843,4.152598750416741
p1k_00171,5.607583960800906,3.3066441058763307,7.894162678990797,4.7962890597404,3.5658311813531918,2.554599476289191,4.795689496303684
p1k_01010,29.94582414608971,16.163080311376536,20.027355769291827,20.072114365340862,9.20523670769576,5.79259269572923,9.741171379467184
p1k_00544,3.002987435239822,1.1086147483415485,9.192540425391533,9.051199577883413,2.854761654868767,1.66469625757024,3.7010074184710695
p1k_01052,25.43653456505041,17.705822156789957,25.36935253525032,18.79999711350878,7.222630771318577,3.9830118918445914,11.200660847373507
p1k_00482,0.7367955021856277,0.8500858926636468,1.7882703745548822,2.677990267986711,2.8503179955934077,2.454640283371865,5.815918721369812
p1k_00370,16.376386189635383,11.636864892861208,29.87918280511231,25.01909796855727,6.865890822030555,2.3580935542599395,8.093457462144134
p1k_00951,13.224129976593066,6.411903880787125,10.910136598004716,14.75374109294577,6.532914577313201,7.0880057784305786,4.8689280687396925
p1k_00664,7.7966846719306,3.393982757628798,9.558634767323662,7.59919822429288,4.14172265167116,7.366385993738008,7.87422675990256
p1k_00913,2.145109708249802,4.119094584723992,10.383853484514194,3.696721701319706,3.4203101935041538,2.715900041436813,4.580417157246644
p1k_00870,40.48359142477767,24.411570400287577,50.0652103931912,33.60503470527693,14.403725510352,16.400294455232164,16.230814516558947
p1k_00589,1.548952834186561,1.3414745119436096,11.841631760047576,5.505522705974695,3.0214120229562083,1.9210383891948608,6.27391877468826
p1k_00138,1.4935979551792753,1.7171911416720629,7.256431199919179,4.284489346712002,5.562565551879143,2.5940811368972256,3.4883750831941542
p1k_00499,6.020266129275453,2.860542820206631,8.89392360051361,6.062186253124708,5.678947814424584,5.7946143379273,4.179448113851456
p1k_00626,6.346969278701179,4.224360258225322,8.193490705112797,6.515439556517331,3.747680424445044,5.612184516686817,7.941785455218323
p1k_00907,6.2883863942165785,4.715541354648833,9.425181403562526,3.88723117410546,2.351044645528959,4.318400786262125,6.560417329879792
p1k_00510,135.88770618109618,105.951688457355,129.5245173907953,59.32866302418641,16.113699009783982,96.40252026906644,11.208356303336512
p1k_00207,8.555890071968612,6.919456913110891,12.42457430903969,8.67408865635491,3.8009564896520622,5.478457050088725,5.737358160178244
starve_series__t01_starve,14.57116646963912,6.116537923258415,11.6795265538517,7.580841261685573,6.599688513163999,7.48642606815925,32.70941778264541
p1k_00575,2.654276062649271,1.776789933815111,10.77166229212879,7.870006399230137,2.8128283326970207,1.3560614610158368,3.148542157405532
p1k_00381,13.070704802405618,13.2783178112925,25.69757264492161,18.910515320212667,7.036208433909291,3.953893548144809,7.577486598375948
p1k_00070,10.199485249255838,9.000112235440053,16.627550216609713,9.139618178862433,7.58075416822143,4.643367151586282,5.056753741415432
p1k_00255,9.030451248943589,8.05305460925057,11.708725959425998,8.305456070234808,5.039419503003438,5.411084397698799,5.224391454135568
p1k_00054,15.92650918406278,12.69217667421107,19.8174533455874,17.4821257138311,13.359250246794264,11.993836112297712,7.2905710662125935
p1k_00634,11.67206195081438,7.8904093457427615,13.833966931988362,12.415668705871662,6.6486345317035855,9.376526401752498,8.70655708015115
p1k_00757,2.05973109736808,2.502329492029971,3.914504469858134,4.610236249497758,2.7895131424070017,2.9858771201624283,5.228094238210944
p1k_00536,4.6800467476405725,3.534671897822001,11.634428675666015,12.644346149951131,5.318036062771709,3.9132460099202686,8.44995358295952
p1k_00281,4.292481946658615,4.213028015921551,7.1724742863815,5.481178061448265,3.3044542101498813,2.0808806407184317,7.247357121426925
