"sample","gene","Val"
"p1k_00824","b3213",20.2493840598938
"p1k_00824","b3212",26.1810124288889
"p1k_00565","b3213",0.120707209616074
"p1k_00565","b3212",0.156065831230597
"p1k_00019","b3213",1.70242957518268E-9
"p1k_00019","b3212",2.20112027779869E-9
"p1k_00275","b3213",1.70242957518268E-9
"p1k_00275","b3212",2.20112027779869E-9
"p1k_00266","b3213",1.70242957518268E-9
"p1k_00266","b3212",2.20112027779869E-9
"p1k_00681","b3213",1.70242957518268E-9
"p1k_00681","b3212",2.20112027779869E-9
"p1k_00228","b3213",1.70242957518268E-9
"p1k_00228","b3212",2.20112027779869E-9
"p1k_00767","b3213",1.70242957518268E-9
"p1k_00767","b3212",2.20112027779869E-9
"p1k_00089","b3213",1.70242957518268E-9
"p1k_00089","b3212",2.20112027779869E-9
"p1k_00083","b3213",1.70242957518268E-9
"p1k_00083","b3212",2.20112027779869E-9
"p1k_00734","b3213",1.70242957518268E-9
"p1k_00734","b3212",2.20112027779869E-9
"p1k_00623","b3213",1.70242957518268E-9
"p1k_00623","b3212",2.20112027779869E-9
"p1k_00040","b3213",1.70242957518268E-9
"p1k_00040","b3212",2.20112027779869E-9
"p1k_00108","b3213",1.70242957518268E-9
"p1k_00108","b3212",2.20112027779869E-9
"p1k_00747","b3213",1.70242957518268E-9
"p1k_00747","b3212",2.20112027779869E-9
"p1k_00437","b3213",1.70242957518268E-9
"p1k_00437","b3212",2.20112027779869E-9
"p1k_00213","b3213",1.70242957518268E-9
"p1k_00213","b3212",2.20112027779869E-9
"p1k_00652","b3213",0.0677626519309277
"p1k_00652","b3212",0.0876122862389618
"p1k_00756","b3213",1.70242957518268E-9
"p1k_00756","b3212",2.20112027779869E-9
"p1k_00102","b3213",1.70242957518268E-9
"p1k_00102","b3212",2.20112027779869E-9
"p1k_00788","b3213",1.70242957518268E-9
"p1k_00788","b3212",2.20112027779869E-9
"p1k_00473","b3213",0.0480531445348606
"p1k_00473","b3212",0.0621292959130618
"p1k_00715","b3213",1.70242957518268E-9
"p1k_00715","b3212",2.20112027779869E-9
"p1k_00641","b3213",1.70335796797091E-9
"p1k_00641","b3212",2.20232062359961E-9
"p1k_00562","b3213",4.72640163969019E-8
"p1k_00562","b3212",6.11090093933941E-8
"p1k_00987","b3213",0.877614077069105
"p1k_00987","b3212",1.13469254134116
"p1k_00728","b3213",1.70242957518268E-9
"p1k_00728","b3212",2.20112027779869E-9
"p1k_00276","b3213",1.70242957518268E-9
"p1k_00276","b3212",2.20112027779869E-9
"p1k_00508","b3213",59.5028316310176
"p1k_00508","b3212",76.932926447439
"p1k_00081","b3213",1.70242957518268E-9
"p1k_00081","b3212",2.20112027779869E-9
"p1k_00658","b3213",0.156675516306141
