"gene","iM","Val"
"b1588","Fnr-1",-6.11467186515431
"b4122","Fnr-1",-5.70393282247894
"b0896","Fnr-1",-6.11118597397976
"b2730","Fnr-1",-6.05052312577696
"b2729","Fnr-1",-5.89649267204976
"b1589","Fnr-1",-6.11482925482403
"b0895","Fnr-1",-5.91507550101722
"b0903","Fnr-1",-6.05462323282679
"b1590","Fnr-1",-6.26825293381147
