Parameter,Value
act_TF_conc_lo,6.911595575157845e-16
act_TF_conc_up,1.0379276331237648e-05
act_Kd_lo,7.612917791748084e-07
act_Kd_up,41.12143398200047
inh_TF_conc_lo,6.911595575157845e-16
inh_TF_conc_up,1.0379276331237648e-05
inh_Kd_lo,7.612917791748084e-07
inh_Kd_up,41.12143398200047
weight_act_obj1,8.192636589173368
weight_inh_obj1,8.192636589173368
weight_mRNA_match,2.742592403384454e-08
inh_metab_Total_lo,3.8e-14
inh_metab_Total_up,408000.0
act_metab_Total_lo,3.8e-14
act_metab_Total_up,408000.0
