,b1817,b1818,b1819,b1101
starve_series__t00_growth1,477.2816478873101,499.8769625827406,571.6957564644662,2263.5504700824704
starve_series__t01_starve,2759.2769116687514,3505.609584909281,4849.231807544366,1598.6675476352598
starve_series__t02_starve,1156.6547038536723,1246.8773189783135,1795.958958012246,672.4097418229888
starve_series__t03_starve,1294.2121858281698,1260.69703671133,1527.8467962071336,1089.1342409373528
starve_series__t04_starve,1195.4245203233952,1220.7992441109595,1446.2651602105218,1161.6335267591603
starve_series__t05_starve,1354.0501086252148,1319.1805098020045,1555.6600852702218,1163.097365023903
starve_series__t06_starve,1313.8770311815083,1363.897235613361,1671.250382620292,1446.588977247883
starve_series__t07_starve,1273.4387166773176,1277.7432323127064,1640.5661454042497,1414.1249854730213
starve_series__t08_starve,1280.5145232288858,1316.908445558994,1702.895237170276,1610.5665093659388
starve_series__t09_starve,1245.7190767056172,1388.8868335868576,1737.5860726933213,1681.5796966321743
starve_series__t10_starve,1318.7002380827587,1215.935734543625,1705.7207113077593,1550.045441302825
starve_series__t11_starve,1607.149033343375,1462.532940896812,1980.4547607095049,1764.5831894967632
starve_series__t12_starve,1329.755856448371,1445.9222477667558,2027.4968105128987,1910.809348384122
starve_series__t14_starve,1627.6250533561192,1650.2214454792638,2420.259129011941,2110.472343296381
starve_series__t16_starve,1502.0387090345598,1794.1793095699672,2822.9699018237307,2203.07047320443
starve_series__t17_starve,1568.747145505376,1964.7461025659984,2927.951285842741,2381.0236734554333
starve_series__t18_starve,1488.086490754227,1826.015048557643,2888.160149014064,1937.4037379210251
starve_series__t21_growth2,35.92567016967854,45.28019335918391,59.56532959652175,536.2230413931135
starve_series__t22_growth2,49.27328456506499,77.85078049346612,115.85990080524302,377.1719802002885
starve_series__t23_growth2,60.26942132501367,86.3731436048803,106.21739875314528,423.7309052617071
starve_series__t25_growth2,195.05891571087523,174.6301639201418,188.867197265622,1454.410489568716
starve_series__t26_growth2,360.2118867754908,258.54658637662925,258.13534397465827,2250.448867489068
starve_series__t27_growth2,420.7719613883781,338.0204264715743,339.88647150553066,2509.69292058498
starve_series__t28_growth2,632.9932720104351,605.252455168376,684.0588057270052,2623.4500387272187
