gene_name,gene_id,tu_name,tu_id
dam,b3387,dam-rpe-gph-trpS,ECK120009839
dam,b3387,dam-rpe-gph-trpS,ECK120009840
damX,b3388,aroKB-damX-dam-rpe-gph-trpS,ECK120009836
damX,b3388,aroKB-damX-dam-rpe-gph-trpS,ECK120009837
damX,b3388,damX-dam-rpe-gph-trpS,ECK120009838
aroB,b3389,aroKB-damX-dam-rpe-gph-trpS,ECK120009836
aroB,b3389,aroKB-damX-dam-rpe-gph-trpS,ECK120009837
aroK,b3390,aroKB-damX-dam-rpe-gph-trpS,ECK120009836
aroK,b3390,aroKB-damX-dam-rpe-gph-trpS,ECK120009837
hofQ,b3391,hofQ,ECK120027604
hofP,b3392,hofMNOP,ECK120027605
hofO,b3393,hofMNOP,ECK120027605
hofN,b3394,hofMNOP,ECK120027605
hofM,b3395,hofMNOP,ECK120027605
mrcA,b3396,mrcA,ECK120021236
nudE,b3397,nudE,ECK120021229
yrfF,b3398,yrfF,ECK120027606
yrfG,b3399,yrfG-hslR,ECK120027607
hslR,b3400,yrfG-hslR,ECK120027607
hslR,b3400,hslRO,ECK120033566
hslO,b3401,hslO,ECK120027608
hslO,b3401,hslRO,ECK120033566
yhgE,b3402,yhgE,ECK120021011
pck,b3403,pck,ECK120009333
envZ,b3404,ompR-envZ,ECK120009368
envZ,b3404,ompR-envZ,ECK120009717
envZ,b3404,ompR-envZ,ECK120009718
envZ,b3404,ompR-envZ,ECK120009719
ompR,b3405,ompR-envZ,ECK120009368
ompR,b3405,ompR-envZ,ECK120009717
ompR,b3405,ompR-envZ,ECK120009718
ompR,b3405,ompR-envZ,ECK120009719
greB,b3406,greB,ECK120027609
yhgF,b3407,yhgF,ECK120029333
feoA,b3408,feoABC,ECK120009459
feoB,b3409,feoABC,ECK120009459
feoC,b3410,feoABC,ECK120009459
yhgA,b3411,rpnA,ECK120027610
bioH,b3412,bioH,ECK120021194
gntX,b3413,yhgH-nfuA,ECK120009059
nfuA,b3414,yhgH-nfuA,ECK120009059
nfuA,b3414,nfuA,ECK120020535
nfuA,b3414,nfuA,ECK120033565
gntT,b3415,gntT,ECK120009056
gntT,b3415,gntT,ECK120009057
gntT,b3415,gntT,ECK120009419
malQ,b3416,malPQ,ECK120009232
malQ,b3416,malQ,ECK120016693
malP,b3417,malPQ,ECK120009232
malT,b3418,malT,ECK120009284
rtcA,b4475,rtcBA,ECK120009803
rtcB,b3421,rtcBA,ECK120009803
rtcR,b3422,rtcR,ECK120016219
glpR,b3423,glpEGR,ECK120009759
glpR,b3423,glpGR,ECK120009760
glpR,b3423,glpR,ECK120009761
glpR,b3423,glpR,ECK120009762
glpG,b3424,glpEGR,ECK120009759
glpG,b3424,glpGR,ECK120009760
glpE,b3425,glpEGR,ECK120009759
glpD,b3426,glpD,ECK120009224
yzgL,b3427,yzgL,ECK120027611
glgP,b3428,glgCAP,ECK120009314
glgP,b3428,glgCAP,ECK120009651
glgP,b3428,glgCAP,ECK120009652
glgP,b3428,glgBXCAP,ECK120030132
glgP,b3428,glgAP,ECK125134705
glgA,b3429,glgCAP,ECK120009314
glgA,b3429,glgCAP,ECK120009651
glgA,b3429,glgCAP,ECK120009652
glgA,b3429,glgBXCAP,ECK120030132
glgA,b3429,glgAP,ECK125134705
glgC,b3430,glgCAP,ECK120009314
glgC,b3430,glgCAP,ECK120009651
glgC,b3430,glgCAP,ECK120009652
glgC,b3430,glgBXCAP,ECK120030132
glgX,b3431,glgBXCAP,ECK120030132
glgB,b3432,glgBXCAP,ECK120030132
asd,b3433,asd,ECK120027612
yhgN,b3434,yhgN,ECK120021012
gntU,b4476,gntRKU,ECK120009054
gntU,b4476,gntKU,ECK120009418
gntU,b4476,gntU,ECK125136139
gntK,b3437,gntRKU,ECK120009054
gntK,b3437,gntKU,ECK120009418
gntK,b3437,gntK,ECK125158018
gntR,b3438,gntR,ECK120009032
gntR,b3438,gntR,ECK120009033
gntR,b3438,gntR,ECK120009034
gntR,b3438,gntRKU,ECK120009054
yhhW,b3439,yhhW,ECK120027613
yhhX,b3440,yhhX,ECK120027614
ryhB,b4451,ryhB,ECK120010922
yhhY,b3441,yhhY,ECK120015474
yhhZ,b3442,yhhZ-yrhA-insAB-6A-6B-6,ECK120027617
yrhA,b3443,yhhZ-yrhA-insAB-6A-6B-6,ECK120027617
yrhB,b3446,yrhB,ECK120027618
ggt,b3447,ggt,ECK120021217
yhhA,b3448,yhhA,ECK120021013
ugpQ,b3449,ugpBAECQ,ECK120009108
ugpQ,b3449,ugpBAECQ,ECK120009109
ugpC,b3450,ugpBAECQ,ECK120009108
ugpC,b3450,ugpBAECQ,ECK120009109
ugpE,b3451,ugpBAECQ,ECK120009108
ugpE,b3451,ugpBAECQ,ECK120009109
ugpA,b3452,ugpBAECQ,ECK120009108
ugpA,b3452,ugpBAECQ,ECK120009109
ugpB,b3453,ugpBAECQ,ECK120009108
ugpB,b3453,ugpBAECQ,ECK120009109
livF,b3454,livKHMGF,ECK120009375
livF,b3454,livKHMGF,ECK120009641
livG,b3455,livKHMGF,ECK120009375
livG,b3455,livKHMGF,ECK120009641
livM,b3456,livKHMGF,ECK120009375
livM,b3456,livKHMGF,ECK120009641
livH,b3457,livKHMGF,ECK120009375
livH,b3457,livKHMGF,ECK120009641
livK,b3458,livKHMGF,ECK120009375
livK,b3458,livKHMGF,ECK120009641
panM,b3459,panZ,ECK120021014
livJ,b3460,livJ,ECK120009374
rpoH,b3461,rpoH,ECK120009276
rpoH,b3461,rpoH,ECK120009277
rpoH,b3461,rpoH,ECK120009611
rpoH,b3461,rpoH,ECK120009612
rpoH,b3461,rpoH,ECK120009724
ftsX,b3462,ftsYEX,ECK120009467
ftsE,b3463,ftsYEX,ECK120009467
ftsY,b3464,ftsYEX,ECK120009467
rsmD,b3465,rsmD-yhhL,ECK120027619
yhhL,b3466,rsmD-yhhL,ECK120027619
yhhM,b3467,yhhM,ECK120021015
yhhN,b3468,yhhN,ECK120027620
zntA,b3469,zntA,ECK120009039
tusA,b3470,tusA,ECK120020456
yhhQ,b3471,yhhQ,ECK120027621
dcrB,b3472,dcrB,ECK120027622
yhhS,b3473,yhhS,ECK120021016
yhhT,b3474,yhhT,ECK120027623
acpT,b3475,acpT,ECK120027624
nikA,b3476,nikABCDER,ECK120009496
nikA,b3476,nikABCDER,ECK125095425
nikB,b3477,nikABCDER,ECK120009496
nikB,b3477,nikABCDER,ECK125095425
nikC,b3478,nikABCDER,ECK120009496
nikC,b3478,nikABCDER,ECK125095425
nikD,b3479,nikABCDER,ECK120009496
nikD,b3479,nikABCDER,ECK125095425
nikE,b3480,nikABCDER,ECK120009496
nikE,b3480,nikABCDER,ECK125095425
nikR,b3481,nikABCDER,ECK120009496
nikR,b3481,nikR,ECK120011159
nikR,b3481,nikABCDER,ECK125095425
rhsB,b3482,rhsB,ECK120027625
yhhH,b3483,yhhH,ECK120027626
yrhC,b4552,yrhC,ECK120027627
yhhI,b3484,yhhI,ECK120027628
yhhJ,b3485,yhiI-rbbA-yhhJ,ECK120027629
rbbA,b3486,yhiI-rbbA-yhhJ,ECK120027629
yhiI,b3487,yhiI-rbbA-yhhJ,ECK120027629
yhiJ,b3488,yhiJ,ECK120027630
yhiL,b4660,yhiL,ECK120027632
yhiM,b3491,yhiM,ECK120021017
yhiN,b3492,yhiN,ECK120021018
pitA,b3493,pitA,ECK120020437
uspB,b3494,uspB,ECK120010881
uspA,b3495,uspA,ECK120009616
uspA,b3495,uspA,ECK120009617
uspA,b3495,uspA,ECK120009618
dtpB,b3496,dtpB,ECK120027633
rsmJ,b3497,prlC-rsmJ,ECK120027634
prlC,b3498,prlC-rsmJ,ECK120027634
rlmJ,b3499,rlmJ,ECK120027635
gor,b3500,gor,ECK120015311
gor,b3500,gor,ECK120027636
dinQ,b4613,dinQ,ECK120015365
agrA,b4712,agrA,ECK125160641
agrB,b4713,agrB,ECK125160642
arsR,b3501,arsRBC,ECK120009429
arsB,b3502,arsRBC,ECK120009429
arsC,b3503,arsRBC,ECK120009429
slp,b3506,slp-dctR,ECK120009289
dctR,b3507,slp-dctR,ECK120009289
yhiD,b3508,hdeAB-yhiD,ECK120009471
yhiD,b3508,yhiD,ECK120027639
hdeB,b3509,hdeAB-yhiD,ECK120009471
hdeA,b3510,hdeAB-yhiD,ECK120009471
hdeD,b3511,hdeD,ECK120010970
arrS,b4704,arrS,ECK125135010
gadE,b3512,gadEF,ECK120010968
gadE,b3512,gadEF-mdtEF,ECK120010978
gadE,b3512,gadEF-mdtEF,ECK120049210
gadE,b3512,gadEF,ECK125095213
mdtE,b3513,gadEF-mdtEF,ECK120010978
mdtE,b3513,mdtEF,ECK120027641
mdtE,b3513,mdtEF,ECK120035088
mdtE,b3513,mdtEF,ECK120035089
mdtE,b3513,gadEF-mdtEF,ECK120049210
mdtF,b3514,gadEF-mdtEF,ECK120010978
mdtF,b3514,mdtEF,ECK120027641
mdtF,b3514,mdtEF,ECK120035088
mdtF,b3514,mdtEF,ECK120035089
mdtF,b3514,gadEF-mdtEF,ECK120049210
gadW,b3515,gadXW,ECK120033211
gadW,b3515,gadW,ECK120035098
gadW,b3515,gadW,ECK120035099
gadY,b4452,gadY,ECK120009100
gadX,b3516,gadX,ECK120008969
gadX,b3516,gadAX,ECK120009797
gadX,b3516,gadXW,ECK120033211
gadA,b3517,gadAX,ECK120009797
treF,b3519,treF,ECK120016331
yhjB,b3520,yhjB,ECK120021019
yhjC,b3521,yhjC,ECK120027643
yhjD,b3522,yhjD,ECK120027644
yhjE,b3523,yhjE,ECK120027645
yhjG,b3524,yhjG,ECK120027646
yhjH,b3525,pdeH,ECK120010894
kdgK,b3526,kdgK,ECK120015156
yhjJ,b3527,yhjJ,ECK120016694
dctA,b3528,dctA,ECK120008951
yhjK,b3529,pdeK,ECK120027648
bcsC,b3530,bcsABZC,ECK120016335
bcsZ,b3531,bcsBZ,ECK120016329
bcsZ,b3531,bcsABZC,ECK120016335
bcsB,b3532,bcsBZ,ECK120016329
bcsB,b3532,bcsABZC,ECK120016335
bcsA,b3533,bcsABZC,ECK120016335
bcsQ,b3534,bcsQ,ECK120016336
yhjR,b3535,yhjR,ECK120030145
bcsE,b3536,bcsEFG,ECK120027649
bcsF,b3537,bcsEFG,ECK120027649
bcsG,b3538,bcsEFG,ECK120027649
ldrD,b4453,ldrD,ECK120021260
rdlD,b4454,rdlD,ECK120027650
yhjV,b3539,yhjV,ECK120027651
dppF,b3540,dppABCDF,ECK120009452
dppD,b3541,dppABCDF,ECK120009452
dppC,b3542,dppABCDF,ECK120009452
dppB,b3543,dppABCDF,ECK120009452
dppA,b3544,dppABCDF,ECK120009452
proK,b3545,proK,ECK120009700
eptB,b3546,eptB,ECK120027652
yhjX,b3547,yhjX,ECK125145763
yhjY,b3548,yhjY,ECK120027654
tag,b3549,tag-yiaC,ECK120027655
yiaC,b3550,tag-yiaC,ECK120027655
bisC,b3551,bisC,ECK120021195
yiaD,b3552,yiaD,ECK120027656
ghrB,b3553,ghrB,ECK120027657
yiaF,b3554,yiaF,ECK120021020
yiaG,b3555,yiaG,ECK120015506
cspA,b3556,cspA,ECK120011080
cspA,b3556,cspA,ECK120011081
hokA,b4455,hokA,ECK120021224
insJ,b3557,insJ,ECK120030203
insK,b3558,insK,ECK120015364
glyS,b3559,glyQS,ECK120009470
glyQ,b3560,glyQS,ECK120009470
ysaB,b4553,ysaB,ECK120027658
wecH,b3561,wecH,ECK120021021
yiaA,b3562,yiaA,ECK120027659
yiaB,b3563,yiaB,ECK120027660
xylB,b3564,xylAB,ECK120009808
xylA,b3565,xylAB,ECK120009808
xylF,b3566,xylFGHR,ECK120009562
xylG,b3567,xylFGHR,ECK120009562
xylH,b3568,xylFGHR,ECK120009562
xylR,b3569,xylFGHR,ECK120009562
xylR,b3569,xylR,ECK120009809
bax,b3570,bax,ECK120027901
malS,b3571,malS,ECK120009329
avtA,b3572,avtA,ECK120027661
ysaA,b3573,ysaA,ECK120027662
yiaJ,b3574,yiaJ,ECK120009756
yiaK,b3575,yiaKLMNO-lyxK-sgbHUE,ECK120009799
yiaK,b3575,yiaKLMNO-lyxK-sgbHUE,ECK120033240
yiaL,b3576,yiaKLMNO-lyxK-sgbHUE,ECK120009799
yiaL,b3576,yiaKLMNO-lyxK-sgbHUE,ECK120033240
yiaM,b3577,yiaKLMNO-lyxK-sgbHUE,ECK120009799
yiaM,b3577,yiaKLMNO-lyxK-sgbHUE,ECK120033240
yiaN,b3578,yiaKLMNO-lyxK-sgbHUE,ECK120009799
yiaN,b3578,yiaKLMNO-lyxK-sgbHUE,ECK120033240
yiaO,b3579,yiaKLMNO-lyxK-sgbHUE,ECK120009799
yiaO,b3579,yiaKLMNO-lyxK-sgbHUE,ECK120033240
lyxK,b3580,yiaKLMNO-lyxK-sgbHUE,ECK120009799
lyxK,b3580,yiaKLMNO-lyxK-sgbHUE,ECK120033240
sgbH,b3581,yiaKLMNO-lyxK-sgbHUE,ECK120009799
sgbH,b3581,yiaKLMNO-lyxK-sgbHUE,ECK120033240
sgbU,b3582,yiaKLMNO-lyxK-sgbHUE,ECK120009799
sgbU,b3582,yiaKLMNO-lyxK-sgbHUE,ECK120033240
sgbE,b3583,yiaKLMNO-lyxK-sgbHUE,ECK120009799
sgbE,b3583,yiaKLMNO-lyxK-sgbHUE,ECK120033240
yiaT,b3584,yiaT,ECK120021022
yiaU,b3585,yiaU,ECK120021023
yiaV,b3586,yiaWV,ECK120027663
yiaW,b3587,yiaWV,ECK120027663
aldB,b3588,aldB,ECK120009330
yiaY,b3589,yiaY,ECK120027664
selB,b3590,selAB,ECK120009543
selA,b3591,selAB,ECK120009543
yibF,b3592,yibF,ECK120027665
rhsA,b3593,rhsA-yibA,ECK120027666
yibA,b3594,rhsA-yibA,ECK120027666
yibA,b3594,yibA,ECK120033763
rhsJ,b3595,yibJ,ECK120027667
yibG,b3596,yibG,ECK120027668
yibH,b3597,yibIH,ECK120027669
yibI,b3598,yibIH,ECK120027669
mtlA,b3599,mtlADR,ECK120009384
mtlD,b3600,mtlADR,ECK120009384
mtlR,b3601,mtlADR,ECK120009384
yibT,b4554,yibT,ECK120021024
yibL,b3602,yibL,ECK120027670
lldP,b3603,lldPRD,ECK120009720
lldR,b3604,lldPRD,ECK120009720
lldD,b3605,lldPRD,ECK120009720
trmL,b3606,trmL,ECK120027671
cysE,b3607,cysE,ECK120009129
gpsA,b3608,secB-gpsA,ECK120027672
gpsA,b3608,yibN-grxC-secB-gpsA,ECK125203403
secB,b3609,secB-gpsA,ECK120027672
secB,b3609,yibN-grxC-secB-gpsA,ECK125203403
grxC,b3610,grxC,ECK120027673
grxC,b3610,yibN-grxC-secB-gpsA,ECK125203403
yibN,b3611,yibN,ECK120027674
yibN,b3611,yibN-grxC-secB-gpsA,ECK125203403
gpmM,b3612,gpmM-envC-yibQ,ECK120027675
gpmM,b3612,gpmM-envC-yibQ,ECK125136340
envC,b3613,gpmM-envC-yibQ,ECK120027675
envC,b3613,gpmM-envC-yibQ,ECK125136340
yibQ,b3614,gpmM-envC-yibQ,ECK120027675
yibQ,b3614,gpmM-envC-yibQ,ECK125136340
waaH,b3615,waaH,ECK120027676
waaH,b3615,waaH,ECK125145766
tdh,b3616,kbl-tdh,ECK120009415
kbl,b3617,kbl-tdh,ECK120009415
yibB,b3618,htrL,ECK120027677
hldD,b3619,rfaD-waaFCL,ECK120009015
hldD,b3619,rfaD-waaFCL,ECK120009016
hldD,b3619,rfaD-waaFCL,ECK120009017
hldD,b3619,rfaD-waaFCL,ECK120009517
waaF,b3620,rfaD-waaFCL,ECK120009015
waaF,b3620,rfaD-waaFCL,ECK120009016
waaF,b3620,rfaD-waaFCL,ECK120009017
waaF,b3620,rfaD-waaFCL,ECK120009517
waaC,b3621,rfaD-waaFCL,ECK120009015
waaC,b3621,rfaD-waaFCL,ECK120009016
waaC,b3621,rfaD-waaFCL,ECK120009017
waaC,b3621,rfaD-waaFCL,ECK120009517
waaL,b3622,rfaD-waaFCL,ECK120009015
waaL,b3622,rfaD-waaFCL,ECK120009016
waaL,b3622,rfaD-waaFCL,ECK120009017
waaL,b3622,rfaD-waaFCL,ECK120009517
waaU,b3623,rirA-waaQGPSBOJYZU,ECK120015150
waaU,b3623,waaQGPSBOJYZU,ECK120015151
waaU,b3623,waaZU,ECK120033585
waaZ,b3624,rirA-waaQGPSBOJYZU,ECK120015150
waaZ,b3624,waaQGPSBOJYZU,ECK120015151
waaZ,b3624,waaZU,ECK120033585
waaZ,b3624,waaYZ,ECK120049211
waaY,b3625,rirA-waaQGPSBOJYZU,ECK120015150
waaY,b3625,waaQGPSBOJYZU,ECK120015151
waaY,b3625,waaYZ,ECK120049211
waaR,b3626,rirA-waaQGPSBOJYZU,ECK120015150
waaR,b3626,waaQGPSBOJYZU,ECK120015151
waaO,b3627,rirA-waaQGPSBOJYZU,ECK120015150
waaO,b3627,waaQGPSBOJYZU,ECK120015151
waaB,b3628,rirA-waaQGPSBOJYZU,ECK120015150
waaB,b3628,waaQGPSBOJYZU,ECK120015151
waaS,b3629,rirA-waaQGPSBOJYZU,ECK120015150
waaS,b3629,waaQGPSBOJYZU,ECK120015151
waaP,b3630,rirA-waaQGPSBOJYZU,ECK120015150
waaP,b3630,waaQGPSBOJYZU,ECK120015151
waaG,b3631,rirA-waaQGPSBOJYZU,ECK120015150
waaG,b3631,waaQGPSBOJYZU,ECK120015151
waaQ,b3632,rirA-waaQGPSBOJYZU,ECK120015150
waaQ,b3632,waaQGPSBOJYZU,ECK120015151
waaA,b3633,waaA-coaD,ECK120009481
waaA,b3633,waaA,ECK120015173
waaA,b3633,waaA,ECK120015174
coaD,b3634,waaA-coaD,ECK120009481
mutM,b3635,yicR-rpmBG-mutM,ECK120009086
mutM,b3635,mutM,ECK120009087
mutM,b3635,rpmBG-mutM,ECK120009088
mutM,b3635,mutM,ECK120016407
rpmG,b3636,yicR-rpmBG-mutM,ECK120009086
rpmG,b3636,rpmBG-mutM,ECK120009088
rpmG,b3636,yicR-rpmBG,ECK120009096
rpmG,b3636,rpmBG,ECK120009527
rpmB,b3637,yicR-rpmBG-mutM,ECK120009086
rpmB,b3637,rpmBG-mutM,ECK120009088
rpmB,b3637,yicR-rpmBG,ECK120009096
rpmB,b3637,rpmBG,ECK120009527
yicR,b3638,yicR-rpmBG-mutM,ECK120009086
yicR,b3638,yicR-rpmBG,ECK120009096
dfp,b3639,dfp,ECK120030182
dut,b3640,dut-slmA,ECK120015372
slmA,b3641,dut-slmA,ECK120015372
pyrE,b3642,rph-pyrE,ECK120009522
rph,b3643,rph-pyrE,ECK120009522
rph,b3643,rph,ECK120035087
yicC,b3644,yicC,ECK120027678
dinD,b3645,dinD,ECK120027679
yicG,b3646,yicG,ECK120027680
ligB,b3647,ligB,ECK120021261
gmk,b3648,gmk,ECK120027681
rpoZ,b3649,rpoZ-spoT-trmH-recG,ECK120009532
spoT,b3650,rpoZ-spoT-trmH-recG,ECK120009532
trmH,b3651,rpoZ-spoT-trmH-recG,ECK120009532
recG,b3652,rpoZ-spoT-trmH-recG,ECK120009532
recG,b3652,recG,ECK125140832
gltS,b3653,gltS,ECK120021218
xanP,b3654,xanP,ECK120027682
yicH,b3655,yicH,ECK120027683
yicI,b3656,yicJI,ECK120016698
yicJ,b3657,yicJI,ECK120016698
selC,b3658,selC,ECK120027684
setC,b3659,setC,ECK120027685
yicL,b3660,yicL,ECK120027686
nlpA,b3661,nlpA,ECK120021231
yicS,b4555,yicS,ECK120021025
nepI,b3662,nepI,ECK120027687
yicN,b3663,yicN,ECK120027688
adeQ,b3664,adeQ,ECK120027689
adeD,b3665,adeD,ECK120021188
uhpT,b3666,uhpT,ECK120009322
uhpC,b3667,uhpABC,ECK120009559
uhpC,b3667,ivbL-ilvBN-uhpABC,ECK120051390
uhpB,b3668,uhpABC,ECK120009559
uhpB,b3668,ivbL-ilvBN-uhpABC,ECK120051390
uhpA,b3669,uhpABC,ECK120009559
uhpA,b3669,ivbL-ilvBN-uhpABC,ECK120051390
ilvN,b3670,ivbL-ilvBN,ECK120009225
ilvN,b3670,ivbL-ilvBN-uhpABC,ECK120051390
ilvB,b3671,ivbL-ilvBN,ECK120009225
ilvB,b3671,ivbL-ilvBN-uhpABC,ECK120051390
ivbL,b3672,ivbL-ilvBN,ECK120009225
ivbL,b3672,ivbL-ilvBN-uhpABC,ECK120051390
ivbL,b3672,ivbL,ECK125158019
istR,b4616,istR,ECK120015152
istR,b4616,istR,ECK120015175
tisB,b4618,tisB,ECK120009117
emrD,b3673,emrD,ECK120029334
yidF,b3674,yidHGF,ECK120027690
yidG,b3675,yidHGF,ECK120027690
yidH,b3676,yidHGF,ECK120027690
yidI,b3677,yidI,ECK120021026
yidJ,b3678,yidKJ,ECK120027691
yidK,b3679,yidKJ,ECK120027691
yidL,b3680,yidL,ECK120021027
glvG,b4556,glvCBG-ysdC,ECK120027692
glvC,b3683,glvCBG-ysdC,ECK120027692
yidP,b3684,yidP,ECK120021028
yidE,b3685,yidE,ECK120027693
ibpB,b3686,ibpB,ECK120009060
ibpB,b3686,ibpAB,ECK120009593
ibpA,b3687,ibpAB,ECK120009593
yidQ,b3688,yidQ,ECK120009110
yidR,b3689,yidR,ECK120021029
cbrA,b3690,cbrA,ECK120021030
cbrA,b3690,cbrA,ECK125140831
dgoT,b3691,dgoRKADT,ECK120027694
dgoD,b4478,dgoRKADT,ECK120027694
dgoA,b4477,dgoRKADT,ECK120027694
dgoK,b3693,dgoRKADT,ECK120027694
dgoR,b4479,dgoRKADT,ECK120027694
yidX,b3696,yidX,ECK120021031
yidA,b3697,yidA,ECK120027695
yidB,b3698,yidB,ECK120027696
gyrB,b3699,gyrB,ECK120008979
recF,b3700,dnaN-recF,ECK120008938
recF,b3700,dnaN-recF,ECK120008939
recF,b3700,dnaN-recF,ECK120008940
recF,b3700,dnaN-recF,ECK120008941
recF,b3700,dnaAN-recF,ECK120009449
recF,b3700,dnaAN-recF,ECK120009800
recF,b3700,recF,ECK120011082
recF,b3700,recF,ECK120011083
dnaN,b3701,dnaN-recF,ECK120008938
dnaN,b3701,dnaN-recF,ECK120008939
dnaN,b3701,dnaN-recF,ECK120008940
dnaN,b3701,dnaN-recF,ECK120008941
dnaN,b3701,dnaAN-recF,ECK120009449
dnaN,b3701,dnaAN-recF,ECK120009800
dnaA,b3702,dnaAN-recF,ECK120009449
dnaA,b3702,dnaAN-recF,ECK120009800
rpmH,b3703,rpmH-rnpA,ECK120009528
rpmH,b3703,rpmH-rnpA,ECK120009810
rpmH,b3703,rpmH-rnpA,ECK120009819
rnpA,b3704,rpmH-rnpA,ECK120009528
rnpA,b3704,rpmH-rnpA,ECK120009810
rnpA,b3704,rpmH-rnpA,ECK120009819
mnmE,b3706,mnmE,ECK120027697
tnaC,b3707,tnaCAB,ECK120009278
tnaC,b3707,tnaC,ECK125158020
tnaA,b3708,tnaCAB,ECK120009278
tnaB,b3709,tnaCAB,ECK120009278
mdtL,b3710,mdtL,ECK120027698
yidZ,b3711,yidZ,ECK120027699
yieE,b3712,yieEF,ECK120016724
chrR,b3713,yieEF,ECK120016724
adeP,b3714,adeP,ECK120021032
yieH,b3715,yieH,ECK120027701
cbrB,b3716,cbrB,ECK120027702
cbrB,b3716,cbrBC,ECK125109851
cbrC,b3717,cbrC,ECK120027703
cbrC,b3717,cbrBC,ECK125109851
yieK,b3718,bglH-yieLK,ECK120027704
yieL,b3719,bglH-yieLK,ECK120027704
bglH,b3720,bglH-yieLK,ECK120027704
bglB,b3721,bglGFB,ECK120009051
bglF,b3722,bglGFB,ECK120009051
bglG,b3723,bglGFB,ECK120009051
bglG,b3723,bglG,ECK125158021
bglG,b3723,bglG,ECK125165382
phoU,b3724,pstSCAB-phoU,ECK120009393
phoU,b3724,pstB-phoU,ECK120035086
phoU,b3724,pstCAB-phoU,ECK125134708
phoU,b3724,pstB-phoU,ECK125134710
phoU,b3724,phoU,ECK125134712
pstB,b3725,pstSCAB-phoU,ECK120009393
pstB,b3725,pstB-phoU,ECK120035086
pstB,b3725,pstCAB-phoU,ECK125134708
pstB,b3725,pstB-phoU,ECK125134710
pstA,b3726,pstSCAB-phoU,ECK120009393
pstA,b3726,pstSCA,ECK120035085
pstA,b3726,pstCAB-phoU,ECK125134708
pstC,b3727,pstSCAB-phoU,ECK120009393
pstC,b3727,pstSCA,ECK120035085
pstC,b3727,pstCAB-phoU,ECK125134708
pstS,b3728,pstSCAB-phoU,ECK120009393
pstS,b3728,pstS,ECK120035084
pstS,b3728,pstSCA,ECK120035085
glmS,b3729,glmUS,ECK120009469
glmS,b3729,glmUS,ECK120009670
glmU,b3730,glmUS,ECK120009469
glmU,b3730,glmUS,ECK120009670
atpC,b3731,atpBEFHAGDC,ECK120009149
atpC,b3731,atpBEFHAGDC,ECK120009150
atpC,b3731,atpIBEFHAGDC,ECK120009433
atpD,b3732,atpBEFHAGDC,ECK120009149
atpD,b3732,atpBEFHAGDC,ECK120009150
atpD,b3732,atpIBEFHAGDC,ECK120009433
atpG,b3733,atpBEFHAGDC,ECK120009149
atpG,b3733,atpBEFHAGDC,ECK120009150
atpG,b3733,atpIBEFHAGDC,ECK120009433
atpA,b3734,atpBEFHAGDC,ECK120009149
atpA,b3734,atpBEFHAGDC,ECK120009150
atpA,b3734,atpIBEFHAGDC,ECK120009433
atpH,b3735,atpBEFHAGDC,ECK120009149
atpH,b3735,atpBEFHAGDC,ECK120009150
atpH,b3735,atpIBEFHAGDC,ECK120009433
atpF,b3736,atpBEFHAGDC,ECK120009149
atpF,b3736,atpBEFHAGDC,ECK120009150
atpF,b3736,atpIBEFHAGDC,ECK120009433
atpE,b3737,atpBEFHAGDC,ECK120009149
atpE,b3737,atpBEFHAGDC,ECK120009150
atpE,b3737,atpIBEFHAGDC,ECK120009433
atpB,b3738,atpBEFHAGDC,ECK120009149
atpB,b3738,atpBEFHAGDC,ECK120009150
atpB,b3738,atpIBEFHAGDC,ECK120009433
atpI,b3739,atpIBEFHAGDC,ECK120009433
rsmG,b3740,mnmG-rsmG,ECK120027705
rsmG,b3740,rsmG,ECK125141554
mnmG,b3741,mnmG-rsmG,ECK120027705
mnmG,b3741,asnC-mioC-mnmG,ECK120029472
mioC,b3742,mioC,ECK120027706
mioC,b3742,asnC-mioC,ECK120029471
mioC,b3742,asnC-mioC-mnmG,ECK120029472
asnC,b3743,asnC,ECK120009305
asnC,b3743,asnC-mioC,ECK120029471
asnC,b3743,asnC-mioC-mnmG,ECK120029472
asnA,b3744,asnA,ECK120009304
viaA,b3745,ravA-viaA,ECK120027707
ravA,b3746,ravA-viaA,ECK120027707
kup,b3747,kup,ECK120027708
kup,b3747,kup,ECK120034171
kup,b3747,kup,ECK120034172
rbsD,b3748,rbsDACBKR,ECK120009397
rbsA,b3749,rbsDACBKR,ECK120009397
rbsC,b3750,rbsDACBKR,ECK120009397
rbsB,b3751,rbsDACBKR,ECK120009397
rbsK,b3752,rbsDACBKR,ECK120009397
rbsR,b3753,rbsDACBKR,ECK120009397
hsrA,b3754,yieP-hsrA,ECK120027709
yieP,b3755,yieP-hsrA,ECK120027709
rrsC,b3756,rrsC-gltU-rrlC-rrfC,ECK120008929
rrsC,b3756,rrsC-gltU-rrlC-rrfC,ECK120008930
gltU,b3757,rrsC-gltU-rrlC-rrfC,ECK120008929
gltU,b3757,rrsC-gltU-rrlC-rrfC,ECK120008930
rrlC,b3758,rrsC-gltU-rrlC-rrfC,ECK120008929
rrlC,b3758,rrsC-gltU-rrlC-rrfC,ECK120008930
rrfC,b3759,rrsC-gltU-rrlC-rrfC,ECK120008929
rrfC,b3759,rrsC-gltU-rrlC-rrfC,ECK120008930
aspT,b3760,aspT,ECK120030193
