,gene_name,gene_id,tu_name,tu_id,operon_name,operon_id
5179,mioC,b3742,mioC,ECK120027706,asnC-mioC-mnmG-rsmG,ECK125095162
5180,mioC,b3742,asnC-mioC,ECK120029471,asnC-mioC-mnmG-rsmG,ECK125095162
5181,mioC,b3742,asnC-mioC-mnmG,ECK120029472,asnC-mioC-mnmG-rsmG,ECK125095162
5182,asnC,b3743,asnC,ECK120009305,asnC-mioC-mnmG-rsmG,ECK125095162
5183,asnC,b3743,asnC-mioC,ECK120029471,asnC-mioC-mnmG-rsmG,ECK125095162
5184,asnC,b3743,asnC-mioC-mnmG,ECK120029472,asnC-mioC-mnmG-rsmG,ECK125095162
5185,asnA,b3744,asnA,ECK120009304,asnA,ECK120014913
5186,viaA,b3745,ravA-viaA,ECK120027707,ravA-viaA,ECK120028201
5187,ravA,b3746,ravA-viaA,ECK120027707,ravA-viaA,ECK120028201
5188,kup,b3747,kup,ECK120027708,kup,ECK120030624
5189,kup,b3747,kup,ECK120034171,kup,ECK120030624
5190,kup,b3747,kup,ECK120034172,kup,ECK120030624
5191,rbsD,b3748,rbsDACBKR,ECK120009397,rbsDACBKR,ECK120015851
5192,rbsA,b3749,rbsDACBKR,ECK120009397,rbsDACBKR,ECK120015851
5193,rbsC,b3750,rbsDACBKR,ECK120009397,rbsDACBKR,ECK120015851
5194,rbsB,b3751,rbsDACBKR,ECK120009397,rbsDACBKR,ECK120015851
5195,rbsK,b3752,rbsDACBKR,ECK120009397,rbsDACBKR,ECK120015851
5196,rbsR,b3753,rbsDACBKR,ECK120009397,rbsDACBKR,ECK120015851
5197,hsrA,b3754,yieP-hsrA,ECK120027709,yieP-hsrA,ECK120028203
5198,yieP,b3755,yieP-hsrA,ECK120027709,yieP-hsrA,ECK120028203
5199,rrsC,b3756,rrsC-gltU-rrlC-rrfC,ECK120008929,rrsC-gltU-rrlC-rrfC,ECK120023946
5200,rrsC,b3756,rrsC-gltU-rrlC-rrfC,ECK120008930,rrsC-gltU-rrlC-rrfC,ECK120023946
5201,gltU,b3757,rrsC-gltU-rrlC-rrfC,ECK120008929,rrsC-gltU-rrlC-rrfC,ECK120023946
5202,gltU,b3757,rrsC-gltU-rrlC-rrfC,ECK120008930,rrsC-gltU-rrlC-rrfC,ECK120023946
5203,rrlC,b3758,rrsC-gltU-rrlC-rrfC,ECK120008929,rrsC-gltU-rrlC-rrfC,ECK120023946
5204,rrlC,b3758,rrsC-gltU-rrlC-rrfC,ECK120008930,rrsC-gltU-rrlC-rrfC,ECK120023946
5205,rrfC,b3759,rrsC-gltU-rrlC-rrfC,ECK120008929,rrsC-gltU-rrlC-rrfC,ECK120023946
5206,rrfC,b3759,rrsC-gltU-rrlC-rrfC,ECK120008930,rrsC-gltU-rrlC-rrfC,ECK120023946
5207,aspT,b3760,aspT,ECK120030193,aspT,ECK120030593
5208,trpT,b3761,trpT,ECK120030194,trpT,ECK120030594
5209,hdfR,b4480,hdfR,ECK120021222,hdfR,ECK120023673
5210,yifB,b3765,yifB,ECK120021033,yifB,ECK120023806
5211,ilvL,b3766,ilvLXG_1G_2MEDA,ECK120009785,ilvLXG_1G_2MEDA,ECK125095175
5212,ilvL,b3766,ilvLXG_1G_2MEDA,ECK120009786,ilvLXG_1G_2MEDA,ECK125095175
5213,ilvL,b3766,ilvL,ECK125158022,ilvLXG_1G_2MEDA,ECK125095175
5214,ilvL,b3766,ilvL,ECK125158023,ilvLXG_1G_2MEDA,ECK125095175
5215,ilvX,b4669,ilvLXG_1G_2MEDA,ECK120009785,ilvLXG_1G_2MEDA,ECK125095175
5216,ilvX,b4669,ilvLXG_1G_2MEDA,ECK120009786,ilvLXG_1G_2MEDA,ECK125095175
5217,ilvM,b3769,ilvLXG_1G_2MEDA,ECK120009785,ilvLXG_1G_2MEDA,ECK125095175
5218,ilvM,b3769,ilvLXG_1G_2MEDA,ECK120009786,ilvLXG_1G_2MEDA,ECK125095175
5219,ilvE,b3770,ilvLXG_1G_2MEDA,ECK120009785,ilvLXG_1G_2MEDA,ECK125095175
5220,ilvE,b3770,ilvLXG_1G_2MEDA,ECK120009786,ilvLXG_1G_2MEDA,ECK125095175
5221,ilvE,b3770,ilvEDA,ECK120009787,ilvLXG_1G_2MEDA,ECK125095175
5222,ilvD,b3771,ilvLXG_1G_2MEDA,ECK120009785,ilvLXG_1G_2MEDA,ECK125095175
5223,ilvD,b3771,ilvLXG_1G_2MEDA,ECK120009786,ilvLXG_1G_2MEDA,ECK125095175
5224,ilvD,b3771,ilvEDA,ECK120009787,ilvLXG_1G_2MEDA,ECK125095175
5225,ilvA,b3772,ilvA,ECK120009157,ilvLXG_1G_2MEDA,ECK125095175
5226,ilvA,b3772,ilvLXG_1G_2MEDA,ECK120009785,ilvLXG_1G_2MEDA,ECK125095175
5227,ilvA,b3772,ilvLXG_1G_2MEDA,ECK120009786,ilvLXG_1G_2MEDA,ECK125095175
5228,ilvA,b3772,ilvEDA,ECK120009787,ilvLXG_1G_2MEDA,ECK125095175
5229,ilvY,b3773,ilvY,ECK120009226,ilvY,ECK120014847
5230,ilvC,b3774,ilvC,ECK120009283,ilvC,ECK120014898
5231,ppiC,b3775,ppiC,ECK120027710,ppiC,ECK120028204
5232,yifN,b3777,yifNO,ECK120027711,yifNO,ECK120028205
5233,rep,b3778,rep,ECK120009133,rep,ECK120014997
5234,gpp,b3779,gpp,ECK120027712,gpp,ECK120028206
5235,rhlB,b3780,rhlB,ECK120027713,rhlB,ECK120028207
5236,trxA,b3781,trxA,ECK120011084,trxA,ECK120014450
5237,trxA,b3781,trxA,ECK120011085,trxA,ECK120014450
5238,rho,b3783,rhoL-rho,ECK120011086,rhoL-rho,ECK120016920
5239,wecA,b3784,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,ECK120027715,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,ECK125235986
5240,wzzE,b3785,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,ECK120027715,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,ECK125235986
5241,wecB,b3786,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,ECK120027715,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,ECK125235986
5242,wecC,b3787,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,ECK120027715,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,ECK125235986
5243,rffG,b3788,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,ECK120027715,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,ECK125235986
5244,rffH,b3789,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,ECK120027715,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,ECK125235986
5245,wecD,b3790,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,ECK120027715,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,ECK125235986
5246,wecE,b3791,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,ECK120027715,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,ECK125235986
5247,wzxE,b3792,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,ECK120027715,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,ECK125235986
5248,wecF,b4481,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,ECK120027715,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,ECK125235986
5249,wzyE,b3793,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,ECK120027715,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,ECK125235986
5250,wecG,b3794,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,ECK120027715,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,ECK125235986
5251,yifK,b3795,yifK,ECK120027716,yifK,ECK120028209
5252,argX,b3796,argX-hisR-leuT-proM,ECK120009685,argX-hisR-leuT-proM,ECK120014539
5253,hisR,b3797,argX-hisR-leuT-proM,ECK120009685,argX-hisR-leuT-proM,ECK120014539
5254,leuT,b3798,argX-hisR-leuT-proM,ECK120009685,argX-hisR-leuT-proM,ECK120014539
5255,proM,b3799,argX-hisR-leuT-proM,ECK120009685,argX-hisR-leuT-proM,ECK120014539
5256,aslB,b3800,aslB,ECK120026317,aslB,ECK120026423
5257,aslA,b3801,aslA,ECK120021192,aslA,ECK120023642
5258,glmZ,b4456,glmZ,ECK120020464,glmZ,ECK120033228
5259,hemY,b3802,hemCDXY,ECK120009472,hemCDXY,ECK120014807
5260,hemX,b3803,hemCDXY,ECK120009472,hemCDXY,ECK120014807
5261,hemD,b3804,hemCDXY,ECK120009472,hemCDXY,ECK120014807
5262,hemC,b3805,hemCDXY,ECK120009472,hemCDXY,ECK120014807
5263,cyaA,b3806,cyaA,ECK120009209,cyaA,ECK120014835
5264,cyaA,b3806,cyaA,ECK120030678,cyaA,ECK120014835
5265,cyaA,b3806,cyaA,ECK120030679,cyaA,ECK120014835
5266,cyaY,b3807,cyaY,ECK120027899,cyaY,ECK120028165
5267,yifL,b4558,yifL-dapF-yigA-xerC-yigB,ECK120027718,yifL-dapF-yigA-xerC-yigB,ECK120028211
5268,dapF,b3809,yifL-dapF-yigA-xerC-yigB,ECK120027718,yifL-dapF-yigA-xerC-yigB,ECK120028211
5269,yigA,b3810,yifL-dapF-yigA-xerC-yigB,ECK120027718,yifL-dapF-yigA-xerC-yigB,ECK120028211
5270,xerC,b3811,yifL-dapF-yigA-xerC-yigB,ECK120027718,yifL-dapF-yigA-xerC-yigB,ECK120028211
5271,yigB,b3812,yifL-dapF-yigA-xerC-yigB,ECK120027718,yifL-dapF-yigA-xerC-yigB,ECK120028211
5272,uvrD,b3813,uvrD,ECK120009182,uvrD,ECK120014883
5273,uvrD,b3813,uvrD,ECK120009264,uvrD,ECK120014883
5274,yigE,b4482,yigE,ECK120021035,yigE,ECK120023808
5275,corA,b3816,corA,ECK120009639,corA,ECK120014702
5276,yigF,b3817,yigGF,ECK120027719,yigGF,ECK120028212
5277,yigG,b3818,yigGF,ECK120027719,yigGF,ECK120028212
5278,rarD,b3819,rarD,ECK120027720,rarD,ECK120028213
5279,yigI,b3820,yigI,ECK120027721,yigI,ECK120028214
5280,pldA,b3821,pldA,ECK120027722,pldA,ECK120028215
5281,recQ,b3822,recQ,ECK120027723,recQ,ECK120028216
5282,rhtC,b3823,rhtC,ECK120027724,rhtC,ECK120028217
5283,rhtB,b3824,rhtB,ECK120020447,rhtB,ECK120020958
5284,pldB,b3825,pldB-yigL,ECK120027725,pldB-yigL,ECK120028218
5285,yigL,b3826,pldB-yigL,ECK120027725,pldB-yigL,ECK120028218
5286,yigM,b3827,bioP,ECK120027726,bioP,ECK125272749
5287,metR,b3828,metR,ECK120015514,metR,ECK120048946
5288,metR,b3828,metR,ECK120015515,metR,ECK120048946
5289,metE,b3829,metE,ECK120015513,metE,ECK120015892
5290,ysgA,b3830,ysgA,ECK120021089,ysgA,ECK120023863
5291,udp,b3831,udp,ECK120009326,udp,ECK120014932
5292,rmuC,b3832,rmuC,ECK120027727,rmuC,ECK120028220
5293,ubiE,b3833,ubiEJB,ECK120009104,ubiEJB,ECK125165363
5294,ubiE,b3833,ubiEJB,ECK125136229,ubiEJB,ECK125165363
5295,ubiJ,b3834,ubiEJB,ECK120009104,ubiEJB,ECK125165363
5296,ubiJ,b3834,ubiEJB,ECK125136229,ubiEJB,ECK125165363
5297,esrE,b4707,esrE,ECK125145760,esrE,ECK125147427
5298,ubiB,b3835,ubiEJB,ECK120009104,ubiEJB,ECK125165363
5299,ubiB,b3835,ubiEJB,ECK125136229,ubiEJB,ECK125165363
5300,tatA,b3836,tatABCD,ECK120027728,tatABCD,ECK120033103
5301,tatA,b3836,tatABC,ECK125158025,tatABCD,ECK120033103
5302,tatB,b3838,tatABCD,ECK120027728,tatABCD,ECK120033103
5303,tatB,b3838,tatABC,ECK125158025,tatABCD,ECK120033103
5304,tatC,b3839,tatABCD,ECK120027728,tatABCD,ECK120033103
5305,tatC,b3839,tatABC,ECK125158025,tatABCD,ECK120033103
5306,tatD,b4483,tatABCD,ECK120027728,tatABCD,ECK120033103
5307,tatD,b4483,tatD,ECK120027729,tatABCD,ECK120033103
5308,rfaH,b3842,rfaH,ECK120020445,rfaH,ECK120020956
5309,ubiD,b3843,ubiD,ECK120027730,ubiD,ECK120028223
5310,fre,b3844,fre,ECK120029335,fre,ECK120029382
5311,fre,b3844,fre,ECK120034174,fre,ECK120029382
5312,fadA,b3845,fadBA,ECK120009406,fadBA,ECK120014759
5313,fadB,b3846,fadBA,ECK120009406,fadBA,ECK120014759
5314,pepQ,b3847,pepQ-yigZ-trkH-hemG,ECK120027731,pepQ-yigZ-trkH-hemG,ECK120028224
5315,yigZ,b3848,pepQ-yigZ-trkH-hemG,ECK120027731,pepQ-yigZ-trkH-hemG,ECK120028224
5316,trkH,b3849,pepQ-yigZ-trkH-hemG,ECK120027731,pepQ-yigZ-trkH-hemG,ECK120028224
5317,hemG,b3850,pepQ-yigZ-trkH-hemG,ECK120027731,pepQ-yigZ-trkH-hemG,ECK120028224
5318,rrsA,b3851,rrsA-ileT-alaT-rrlA-rrfA,ECK120008927,rrsA-ileT-alaT-rrlA-rrfA,ECK120023948
5319,rrsA,b3851,rrsA-ileT-alaT-rrlA-rrfA,ECK120033742,rrsA-ileT-alaT-rrlA-rrfA,ECK120023948
5320,ileT,b3852,rrsA-ileT-alaT-rrlA-rrfA,ECK120008927,rrsA-ileT-alaT-rrlA-rrfA,ECK120023948
5321,ileT,b3852,rrsA-ileT-alaT-rrlA-rrfA,ECK120033742,rrsA-ileT-alaT-rrlA-rrfA,ECK120023948
5322,alaT,b3853,rrsA-ileT-alaT-rrlA-rrfA,ECK120008927,rrsA-ileT-alaT-rrlA-rrfA,ECK120023948
5323,alaT,b3853,rrsA-ileT-alaT-rrlA-rrfA,ECK120033742,rrsA-ileT-alaT-rrlA-rrfA,ECK120023948
5324,rrlA,b3854,rrsA-ileT-alaT-rrlA-rrfA,ECK120008927,rrsA-ileT-alaT-rrlA-rrfA,ECK120023948
5325,rrlA,b3854,rrlA-rrfA,ECK120033591,rrsA-ileT-alaT-rrlA-rrfA,ECK120023948
5326,rrlA,b3854,rrsA-ileT-alaT-rrlA-rrfA,ECK120033742,rrsA-ileT-alaT-rrlA-rrfA,ECK120023948
5327,rrfA,b3855,rrsA-ileT-alaT-rrlA-rrfA,ECK120008927,rrsA-ileT-alaT-rrlA-rrfA,ECK120023948
5328,rrfA,b3855,rrlA-rrfA,ECK120033591,rrsA-ileT-alaT-rrlA-rrfA,ECK120023948
5329,rrfA,b3855,rrsA-ileT-alaT-rrlA-rrfA,ECK120033742,rrsA-ileT-alaT-rrlA-rrfA,ECK120023948
5330,mobB,b3856,mobAB,ECK120009730,mobAB,ECK120014576
5331,mobB,b3856,mobAB,ECK120009731,mobAB,ECK120014576
5332,mobA,b3857,mobAB,ECK120009730,mobAB,ECK120014576
5333,mobA,b3857,mobAB,ECK120009731,mobAB,ECK120014576
5334,yihD,b3858,yihD,ECK120027732,yihD,ECK120028225
5335,srkA,b3859,srkA-dsbA,ECK120008918,srkA-dsbA,ECK125272742
5336,dsbA,b3860,srkA-dsbA,ECK120008918,srkA-dsbA,ECK125272742
5337,dsbA,b3860,dsbA,ECK120008919,srkA-dsbA,ECK125272742
5338,yihF,b3861,yihF,ECK120027733,yihF,ECK120028226
5339,yihG,b3862,yihG,ECK120010884,yihG,ECK120026443
5340,polA,b3863,polA,ECK120011157,polA,ECK120014480
5341,spf,b3864,spf,ECK120011087,spf,ECK120014502
5342,yihA,b3865,yihA,ECK120021036,yihA,ECK120023809
5343,csrC,b4457,csrC,ECK120009052,csrC,ECK120015099
5344,yihI,b3866,yihI,ECK120027735,yihI,ECK120028227
5345,hemN,b3867,hemN,ECK120009130,hemN,ECK120014991
5346,glnG,b3868,glnALG,ECK120009220,glnALG,ECK120014843
5347,glnG,b3868,glnLG,ECK120009221,glnALG,ECK120014843
5348,glnG,b3868,glnALG,ECK120009222,glnALG,ECK120014843
5349,glnL,b3869,glnALG,ECK120009220,glnALG,ECK120014843
5350,glnL,b3869,glnLG,ECK120009221,glnALG,ECK120014843
5351,glnL,b3869,glnALG,ECK120009222,glnALG,ECK120014843
5352,glnA,b3870,glnA,ECK120009105,glnALG,ECK120014843
5353,glnA,b3870,glnA,ECK120009106,glnALG,ECK120014843
5354,glnA,b3870,glnALG,ECK120009220,glnALG,ECK120014843
5355,glnA,b3870,glnALG,ECK120009222,glnALG,ECK120014843
5356,typA,b3871,bipA,ECK120027736,bipA,ECK125235987
5357,yihL,b3872,yihLM,ECK120027737,yihLM,ECK120028229
5358,yihM,b3873,yihLM,ECK120027737,yihLM,ECK120028229
5359,yihN,b3874,yihN,ECK120027738,yihN,ECK120028230
5360,ompL,b3875,ompL,ECK120027739,ompL,ECK120028231
5361,yihO,b3876,yihPO,ECK120027740,yihPO,ECK120028232
5362,yihP,b3877,yihPO,ECK120027740,yihPO,ECK120028232
5363,yihQ,b3878,yihQ,ECK120027741,yihQ,ECK120028233
5364,yihR,b3879,yihR,ECK120027742,yihR,ECK120028234
5365,yihS,b3880,yihUTS,ECK120027743,yihUTS,ECK120028235
5366,yihT,b3881,yihUTS,ECK120027743,yihUTS,ECK120028235
5367,yihU,b3882,yihUTS,ECK120027743,yihUTS,ECK120028235
5368,yihV,b3883,yihVW,ECK120027744,yihVW,ECK120028236
5369,yihW,b3884,yihVW,ECK120027744,yihVW,ECK120028236
5370,yihX,b3885,yihXY-dtd-yiiD,ECK120027745,yihXY-dtd-yiiD,ECK120028237
5371,yihY,b3886,yihXY-dtd-yiiD,ECK120027745,yihXY-dtd-yiiD,ECK120028237
5372,dtd,b3887,yihXY-dtd-yiiD,ECK120027745,yihXY-dtd-yiiD,ECK120028237
5373,yiiD,b3888,yihXY-dtd-yiiD,ECK120027745,yihXY-dtd-yiiD,ECK120028237
5374,yiiE,b3889,yiiE,ECK120027746,yiiE,ECK120028238
5375,yiiF,b3890,yiiF,ECK120027747,yiiF,ECK120028239
5376,fdhE,b3891,fdoGHI-fdhE,ECK120009458,fdoGHI-fdhE,ECK120014799
5377,fdoI,b3892,fdoGHI-fdhE,ECK120009458,fdoGHI-fdhE,ECK120014799
5378,fdoH,b3893,fdoGHI-fdhE,ECK120009458,fdoGHI-fdhE,ECK120014799
5379,fdoG,b3894,fdoGHI-fdhE,ECK120009458,fdoGHI-fdhE,ECK120014799
5380,fdhD,b3895,fdhD,ECK120027748,fdhD,ECK120028240
5381,yiiG,b3896,yiiG,ECK120027749,yiiG,ECK120028241
5382,frvR,b3897,frvABXR,ECK120027750,frvABXR,ECK120028242
5383,frvX,b3898,frvABXR,ECK120027750,frvABXR,ECK120028242
5384,frvB,b3899,frvABXR,ECK120027750,frvABXR,ECK120028242
5385,frvA,b3900,frvABXR,ECK120027750,frvABXR,ECK120028242
5386,rhaM,b3901,rhaM,ECK120030126,rhaM,ECK120030603
5387,rhaD,b3902,rhaBAD,ECK120009409,rhaBAD,ECK120014762
5388,rhaD,b3902,rhaD,ECK125095459,rhaBAD,ECK120014762
5389,rhaA,b3903,rhaBAD,ECK120009409,rhaBAD,ECK120014762
5390,rhaB,b3904,rhaBAD,ECK120009409,rhaBAD,ECK120014762
5391,rhaS,b3905,rhaSR,ECK120009256,rhaSR,ECK120014876
5392,rhaR,b3906,rhaSR,ECK120009256,rhaSR,ECK120014876
5393,rhaT,b3907,rhaT,ECK120009399,rhaT,ECK120014753
5394,sodA,b3908,sodA,ECK120009257,sodA,ECK120014877
5395,kdgT,b3909,kdgT,ECK120027751,kdgT,ECK120028243
5396,yiiM,b3910,yiiM,ECK120027752,yiiM,ECK120028244
5397,cpxA,b3911,cpxRA,ECK120015944,cpxRA,ECK120016673
5398,cpxR,b3912,cpxRA,ECK120015944,cpxRA,ECK120016673
5399,cpxP,b4484,cpxPQ,ECK120008917,cpxPQ,ECK125242769
5400,fieF,b3915,fieF,ECK120027753,fieF,ECK120028245
5401,pfkA,b3916,pfkA,ECK120011164,pfkA,ECK120014496
5402,pfkA,b3916,pfkA,ECK125109839,pfkA,ECK120014496
5403,sbp,b3917,sbp,ECK120027755,sbp,ECK120028246
5404,cdh,b3918,cdh,ECK120009127,cdh,ECK120014986
5405,tpiA,b3919,tpiA,ECK120015502,tpiA,ECK120015879
5406,tpiA,b3919,tpiA,ECK120034177,tpiA,ECK120015879
5407,yiiQ,b3920,yiiQ,ECK120027756,yiiQ,ECK120028247
5408,yiiR,b3921,yiiR,ECK120027757,yiiR,ECK120028248
5409,yiiS,b3922,yiiS-uspD,ECK120010931,yiiS-uspD,ECK120028083
5410,uspD,b3923,yiiS-uspD,ECK120010931,yiiS-uspD,ECK120028083
5411,fpr,b3924,fpr,ECK120009379,fpr,ECK120014734
5412,glpX,b3925,glpFKX,ECK120009364,glpFKX,ECK120014723
5413,glpK,b3926,glpFKX,ECK120009364,glpFKX,ECK120014723
5414,glpF,b3927,glpFKX,ECK120009364,glpFKX,ECK120014723
5415,zapB,b3928,zapB,ECK120021037,zapB,ECK120034586
5416,rraA,b3929,menA-rraA,ECK120010877,menA-rraA,ECK120029994
5417,rraA,b3929,rraA,ECK120029514,menA-rraA,ECK120029994
5418,rraA,b3929,menA-rraA,ECK120034178,menA-rraA,ECK120029994
5419,menA,b3930,menA-rraA,ECK120010877,menA-rraA,ECK120029994
5420,menA,b3930,menA-rraA,ECK120034178,menA-rraA,ECK120029994
5421,hslU,b3931,hslVU,ECK120009476,hslVU,ECK120014811
5422,hslV,b3932,hslVU,ECK120009476,hslVU,ECK120014811
5423,cytR,b3934,cytR,ECK120011088,cytR,ECK120014956
5424,priA,b3935,priA,ECK120029336,priA,ECK120029383
5425,rpmE,b3936,rpmE,ECK120020452,rpmE,ECK120020963
5426,yiiX,b3937,yiiX,ECK120027762,yiiX,ECK120028249
5427,metJ,b3938,metJ,ECK120008983,metJ,ECK125109100
5428,metJ,b3938,metJ,ECK120008984,metJ,ECK125109100
5429,metJ,b3938,metJ,ECK120008985,metJ,ECK125109100
5430,metB,b3939,metBL,ECK120009005,metBL,ECK120015057
5431,metL,b3940,metBL,ECK120009005,metBL,ECK120015057
5432,metF,b3941,metF,ECK120009408,metF,ECK120014761
5433,katG,b3942,katG,ECK120009227,katG,ECK120014848
5434,yijE,b3943,yijE,ECK120027763,yijE,ECK120028250
5435,yijF,b3944,yijF,ECK120027764,yijF,ECK120028055
5436,gldA,b3945,ptsA-fsaB-gldA,ECK120027765,ptsA-fsaB-gldA,ECK120028251
5437,fsaB,b3946,ptsA-fsaB-gldA,ECK120027765,ptsA-fsaB-gldA,ECK120028251
5438,frwA,b3947,ptsA-fsaB-gldA,ECK120027765,ptsA-fsaB-gldA,ECK120028251
5439,frwC,b3949,frwCB,ECK120027766,frwCB,ECK120028056
5440,frwB,b3950,frwCB,ECK120027766,frwCB,ECK120028056
5441,pflD,b3951,pflDC,ECK120009504,pflDC,ECK120014611
5442,pflC,b3952,pflDC,ECK120009504,pflDC,ECK120014611
5443,frwD,b3953,frwD,ECK120030140,frwD,ECK120030614
5444,yijO,b3954,yijO,ECK120027767,yijO,ECK120028252
5445,eptC,b3955,eptC,ECK120027768,eptC,ECK125160700
5446,ppc,b3956,ppc,ECK120011089,ppc,ECK120014996
5447,argE,b3957,argE,ECK120009416,argE,ECK120014767
5448,argE,b3957,argE,ECK120011090,argE,ECK120014767
5449,argC,b3958,argCBH,ECK120009197,argCBH,ECK120015034
5450,argB,b3959,argCBH,ECK120009197,argCBH,ECK120015034
5451,argH,b3960,argCBH,ECK120009197,argCBH,ECK120015034
5452,oxyS,b4458,oxyS,ECK120020431,oxyS,ECK120020942
5453,oxyR,b3961,oxyR,ECK120009244,oxyR,ECK120014864
5454,sthA,b3962,sthA,ECK120015324,sthA,ECK120015926
5455,fabR,b3963,fabR-yijD,ECK120027770,fabR-yijD,ECK120028254
5456,yijD,b3964,fabR-yijD,ECK120027770,fabR-yijD,ECK120028254
5457,trmA,b3965,trmA,ECK120009615,trmA,ECK120014691
5458,btuB,b3966,btuB-murI,ECK120011091,btuB-murI,ECK120028057
5459,murI,b3967,btuB-murI,ECK120011091,btuB-murI,ECK120028057
5460,rrsB,b3968,rrsB-gltT-rrlB-rrfB,ECK120008928,rrsB-gltT-rrlB-rrfB,ECK120023947
5461,rrsB,b3968,rrsB-gltT-rrlB-rrfB,ECK120008992,rrsB-gltT-rrlB-rrfB,ECK120023947
5462,gltT,b3969,rrsB-gltT-rrlB-rrfB,ECK120008928,rrsB-gltT-rrlB-rrfB,ECK120023947
5463,gltT,b3969,rrsB-gltT-rrlB-rrfB,ECK120008992,rrsB-gltT-rrlB-rrfB,ECK120023947
5464,rrlB,b3970,rrsB-gltT-rrlB-rrfB,ECK120008928,rrsB-gltT-rrlB-rrfB,ECK120023947
5465,rrlB,b3970,rrsB-gltT-rrlB-rrfB,ECK120008992,rrsB-gltT-rrlB-rrfB,ECK120023947
5466,rrlB,b3970,rrlB-rrfB,ECK120033586,rrsB-gltT-rrlB-rrfB,ECK120023947
5467,rrfB,b3971,rrsB-gltT-rrlB-rrfB,ECK120008928,rrsB-gltT-rrlB-rrfB,ECK120023947
5468,rrfB,b3971,rrsB-gltT-rrlB-rrfB,ECK120008992,rrsB-gltT-rrlB-rrfB,ECK120023947
5469,rrfB,b3971,rrlB-rrfB,ECK120033586,rrsB-gltT-rrlB-rrfB,ECK120023947
5470,murB,b3972,murB-birA,ECK120027772,murB-birA,ECK120028255
5471,birA,b3973,murB-birA,ECK120027772,murB-birA,ECK120028255
5472,coaA,b3974,coaA,ECK120027898,coaA,ECK120028164
5473,thrU,b3976,thrU-tyrU-glyT-thrT-tufB,ECK120009686,thrU-tyrU-glyT-thrT-tufB,ECK120029991
5474,tyrU,b3977,thrU-tyrU-glyT-thrT-tufB,ECK120009686,thrU-tyrU-glyT-thrT-tufB,ECK120029991
5475,glyT,b3978,thrU-tyrU-glyT-thrT-tufB,ECK120009686,thrU-tyrU-glyT-thrT-tufB,ECK120029991
5476,thrT,b3979,thrU-tyrU-glyT-thrT-tufB,ECK120009686,thrU-tyrU-glyT-thrT-tufB,ECK120029991
5477,tufB,b3980,thrU-tyrU-glyT-thrT-tufB,ECK120009686,thrU-tyrU-glyT-thrT-tufB,ECK120029991
5478,secE,b3981,secE-nusG,ECK120009542,secE-nusG,ECK120014641
5479,nusG,b3982,secE-nusG,ECK120009542,secE-nusG,ECK120014641
5480,rplK,b3983,rplKAJL-rpoBC,ECK120011093,rplKAJL-rpoBC,ECK120016992
5481,rplA,b3984,rplKAJL-rpoBC,ECK120011093,rplKAJL-rpoBC,ECK120016992
5482,rplJ,b3985,rplJL-rpoBC,ECK120009523,rplKAJL-rpoBC,ECK120016992
5483,rplJ,b3985,rplKAJL-rpoBC,ECK120011093,rplKAJL-rpoBC,ECK120016992
5484,rplL,b3986,rplJL-rpoBC,ECK120009523,rplKAJL-rpoBC,ECK120016992
5485,rplL,b3986,rplKAJL-rpoBC,ECK120011093,rplKAJL-rpoBC,ECK120016992
5486,rplL,b3986,rplL,ECK120016932,rplKAJL-rpoBC,ECK120016992
