"gene","iM","Val"
"b2083","EvgA",-5.80824369026012
"b1500","EvgA",-5.56425671920781
"b1499","EvgA",-5.39594415112967
"b1501","EvgA",-5.85896523331465
"b2371","EvgA",-3.65107300868931
"b2372","EvgA",-5.71908586508241
"b2374","EvgA",-5.45994437197876
"b2373","EvgA",-5.5532337343975
"b2375","EvgA",-5.57858132857513
