,MA_activator,MA_inhibitor,actual_mRNA_ratio
control__wt_glc__1,-0.003705421214379505,0.015495736903997899,1.0171968569534644
control__wt_glc__2,0.0037054212143794534,-0.015495736903997939,0.9830938752554061
fur__wt_dpd__1,-0.7194385434971875,-0.8119600395441536,0.30805760327412973
fur__wt_dpd__2,-0.7684582472604211,-0.9381557390419463,0.31737916739840993
fur__wt_fe__1,-0.11283745451990615,0.03368789872215253,0.8264983120613146
fur__wt_fe__2,-0.07354385745708596,0.06263999187670838,1.0255204717711721
fur__delfur_dpd__1,-0.6176874301887855,-0.5397746997343842,0.3946887832229594
fur__delfur_dpd__2,-0.6271972977361072,-0.49597087233321496,0.5468921493168832
fur__delfur_fe2__1,-0.1474509067457811,-0.1324268474859013,0.857943303747015
fur__delfur_fe2__2,-0.13845797787222835,-0.13655613919980203,0.8362131946605468
acid__wt_ph5__1,-0.2652368970320472,-0.1483181689507146,0.753892346936049
acid__wt_ph5__2,-0.2857363182917812,-0.17248025431924743,0.6865980554823312
acid__delgadx_ph5__1,-0.26316946676733194,-0.09624074548724462,0.9633778747073508
acid__delgadx_ph5__2,-0.2665755398147041,-0.12146486013577941,0.8005233215066333
acid__delgadw_ph5__1,-0.20315325450340543,-0.0851953563728502,0.7533944111762184
acid__delgadw_ph5__2,-0.21205221090988868,-0.10195260065932775,0.6976118815472999
acid__delgade_ph5__1,-0.22433535946763034,-0.11682037996225014,0.7856798478461138
acid__delgade_ph5__2,-0.222327653078377,-0.12376609771591081,0.5311042277031816
oxidative__wt_pq__1,-0.3386832989227117,-0.6538423876073508,0.48805730449257306
oxidative__wt_pq__2,-0.3410342386670902,-0.648090061377709,0.32303310827352016
oxidative__deloxyr_pq__1,-0.3265653571169043,-0.5654722534504971,0.4262683945349332
oxidative__deloxyr_pq__2,-0.3562396561895191,-0.5666576150143465,0.39181668846172285
oxidative__delsoxr_pq__1,-0.33666571217213453,-0.5798466213899955,0.4090975968124633
oxidative__delsoxr_pq__2,-0.36979421388644523,-0.5869508598300208,0.44927877260767585
oxidative__delsoxs_pq__1,-0.3605379905007636,-0.6323209475429543,0.4071201186653409
oxidative__delsoxs_pq__2,-0.337984395378893,-0.6438951642998423,0.3812031585354559
nac_ntrc__wt_csn__1,-0.43760829854386823,-0.5881680088197567,0.6908830642089108
nac_ntrc__wt_csn__2,-0.43389591425630125,-0.5640994896651407,0.7160893309601446
nac_ntrc__wt_cytd__1,-0.33201276682595277,-0.3888999797237355,0.5227780471716666
nac_ntrc__wt_cytd__2,-0.2933547347392611,-0.39879605735094803,0.5801765250370984
nac_ntrc__wt_gln__1,-0.40305665793081313,-0.6310880032446848,0.6459637078553795
nac_ntrc__wt_gln__2,-0.3634310810855347,-0.626159861187188,0.5522259665436375
nac_ntrc__bw_delnac_csn__1,-0.7059335982735043,-1.0126483229223742,0.6687166790711865
nac_ntrc__bw_delnac_csn__2,-0.7892690538692428,-0.9832952392690291,0.8976511913341504
