,MA_activator,MA_inhibitor,actual_mRNA_ratio
control__wt_glc__1,1.1322763365708082,-0.06806682320813387,0.5243228601707133
control__wt_glc__2,1.0719626345492954,-0.0968668705292675,0.39926060213708064
fur__wt_dpd__1,-0.46525886981036174,-0.08102069286086139,0.5113971034146803
fur__wt_dpd__2,-0.7144051877996893,-0.0923988486592777,0.49692765257255356
fur__wt_fe__1,1.1742353684552664,-0.1943917759838666,0.4598024678446873
fur__wt_fe__2,1.230731102948789,-0.13138668865085687,0.5612421807431562
fur__delfur_dpd__1,0.0703777026905659,-0.07134928885168403,0.4323895197528397
fur__delfur_dpd__2,0.15607635121372862,-0.060538707715901176,0.34518165612512164
fur__delfur_fe2__1,0.8562970770972679,-0.11137106603078917,0.7394041504765119
fur__delfur_fe2__2,0.8481430769969553,-0.14247258743242494,0.6690461148557303
acid__wt_ph5__1,0.8242250746037271,-0.5684167481551874,0.23756801381521947
acid__wt_ph5__2,0.7765126131531167,-0.5249219932611535,0.2561230357101855
acid__delgadx_ph5__1,0.9277359459546864,-0.39600835836282616,0.3906967308359043
acid__delgadx_ph5__2,0.8760322421983132,-0.5168361053243355,0.3275766376542384
acid__delgadw_ph5__1,0.9490140852879356,-0.48502911363404916,0.29704123010322947
acid__delgadw_ph5__2,0.9167306047111213,-0.4872926181171545,0.31540571635134873
acid__delgade_ph5__1,0.8843455553654784,-0.576404978632855,0.2768464859551212
acid__delgade_ph5__2,0.8719606156689935,-0.5342660027764987,0.2687070870102497
oxidative__wt_pq__1,-0.15029931284971776,-0.03435478085986523,1.0659418590568441
oxidative__wt_pq__2,-0.13583728746843038,-0.012406630119013284,0.8580161483910564
oxidative__deloxyr_pq__1,0.010378637636213784,-0.24151065034002722,1.2794869188462041
oxidative__deloxyr_pq__2,0.007335181687596568,-0.24671072139410166,1.4335661718062276
oxidative__delsoxr_pq__1,0.0024941328634721306,-0.056281968266190883,0.8100857191849952
oxidative__delsoxr_pq__2,-0.014684673491779016,-0.062177921876546874,0.8246765030866292
oxidative__delsoxs_pq__1,-0.09801395275757464,-0.08672218872850698,1.0887091971208194
oxidative__delsoxs_pq__2,-0.12067601643244626,-0.1097924092015628,1.0213024838326643
nac_ntrc__wt_csn__1,-0.0430368601085066,0.17553191050966702,0.9537919356165242
nac_ntrc__wt_csn__2,0.004122039735577341,0.2127532166323048,0.8754434229413786
nac_ntrc__wt_cytd__1,0.3426592307465464,0.09942440432782514,0.9195722738958613
nac_ntrc__wt_cytd__2,0.32412555750792865,0.040585287269681615,0.9630837653855548
nac_ntrc__wt_gln__1,-0.12984212447645646,0.3707339058432014,1.7412326883945806
nac_ntrc__wt_gln__2,-0.11776510268680204,0.41938801889499056,1.7237774096466014
nac_ntrc__bw_delnac_csn__1,-0.8542919426534862,0.05679894736156632,0.45050982166177106
nac_ntrc__bw_delnac_csn__2,-0.805097022011911,0.14122902763380288,0.5372991123344082
nac_ntrc__bw_delnac_cytd__1,0.47939287682470133,0.043632560410398674,0.5727639038875224
nac_ntrc__bw_delnac_cytd__2,0.48647405380460246,0.06816427727565853,0.5212457719522882
nac_ntrc__bw_delnac_gln__1,0.037143028427892424,0.10030327852674657,0.4329228511933945
nac_ntrc__bw_delnac_gln__2,0.024405393477927462,0.07812927881290603,0.43864960629644445
nac_ntrc__bw_delnac_nh4__1,1.218867199890161,-0.1284758189699958,0.22523075329410222
nac_ntrc__bw_delnac_nh4__2,1.2097267794287696,-0.11478766525203023,0.22160278938857564
misc__wt_no_te__1,0.5460727293942125,0.009783114202229997,0.6142714288185794
misc__wt_no_te__2,0.7514296313944518,-0.03513502733438261,0.4152802899069467
misc__bw_delcbl__1,1.2133470692598811,-0.08527502834327372,0.3233234569377828
misc__bw_delcbl__2,1.2460874863625735,-0.11547383630570239,0.3504610419050025
misc__bw_delfabr__1,1.309746654746429,-0.20179629398102164,0.20620437179313314
misc__bw_delfabr__2,1.289116712664081,-0.2129047674792776,0.2188779853946747
misc__bw_delfadr__1,0.9659755958613678,0.019750555183058453,0.3161016278458991
misc__bw_delfadr__2,0.9735556630765014,-0.09959786033266113,0.340381266385636
misc__nitr_031__1,0.2219943964446862,-0.045566035069306364,0.18385160465029157
omics__wt_glu__1,1.0391883798061978,-0.08158987961830894,0.19884108278594195
omics__wt_glu__2,0.9706353864404611,-0.025690378215009066,0.2247989336874837
omics__wt_gly__1,1.018968626787509,-0.01746543106258593,0.20025777098698821
omics__wt_gly__2,1.017253492154883,0.046795794666454116,0.19650422237912957
omics__wt_thr__1,0.9545105694338463,0.19909538121266998,3.5596111078781725
omics__wt_thr__2,1.0717052053729386,0.14928365977810543,3.5926364249719436
omics__bw_ac__1,2.3004568033934643,0.4406013009348223,2.87930053825818
omics__bw_ac__2,2.308139085814806,0.3953159423835135,2.9441641877905003
omics__bw_fum__1,1.8181524916199634,0.41856876983648594,1.8066314764505176
omics__bw_fum__2,1.8485848303543164,0.4379971987510738,1.8487806093329249
omics__bw_glc__1,0.6140425792433921,0.10135544260113964,1.1800296042765404
omics__bw_glc__2,0.6636923239263957,0.09002135815781798,1.154556058132658
omics__bw_pyr__1,1.872130193354353,0.41377989381716446,2.4600940740353647
omics__bw_pyr__2,1.8377068873975828,0.4507939079069119,2.127813757228413
