,MA_activator,MA_inhibitor,actual_mRNA_ratio
control__wt_glc__1,0.015114627892786569,-0.039162538696143674,0.9968874514689997
control__wt_glc__2,-0.015114627892786604,0.039162538696143716,1.003122266737747
fur__wt_dpd__1,-0.7379793052345845,-0.552814026244578,0.07844768594591917
fur__wt_dpd__2,-0.8540265809806394,-0.5776368425122911,0.07299044161725693
fur__wt_fe__1,0.036257695746893026,0.002640229758072271,0.7830459369197719
fur__wt_fe__2,0.06360006980064925,0.022594699854353358,0.7872676122829255
fur__delfur_dpd__1,-0.48519294927287165,-0.44015586355195835,0.10315123093440597
fur__delfur_dpd__2,-0.44332790168438024,-0.4776744448675279,0.10927758426130432
fur__delfur_fe2__1,-0.11708645578504427,-0.21099272553417778,0.21896399257132568
fur__delfur_fe2__2,-0.1206838427383753,-0.18194292059501882,0.21186109722408322
acid__wt_ph5__1,-0.1259960124044548,-0.18934756070953354,0.6614792305363622
acid__wt_ph5__2,-0.14931860905896768,-0.19973524264958104,0.6424586116369422
acid__delgadx_ph5__1,-0.07660826825621805,-0.18792134721749815,0.8085364404614317
acid__delgadx_ph5__2,-0.10049716284913782,-0.18243831040487063,0.7526754348477431
acid__delgadw_ph5__1,-0.0694966541633718,-0.16506776685927305,0.7188076319368389
acid__delgadw_ph5__2,-0.0837943433365087,-0.20136846197966854,0.7493567457910355
acid__delgade_ph5__1,-0.0983821585753557,-0.10998763429992237,0.7360031540253171
acid__delgade_ph5__2,-0.10466385856964647,-0.12879929680958063,0.7109877981321363
oxidative__wt_pq__1,-0.6120346347809317,-0.08778090984595036,0.09646591075329922
oxidative__wt_pq__2,-0.6033734682888933,-0.058565298647333584,0.11390276558524033
oxidative__deloxyr_pq__1,-0.5306168739487841,0.05247758944797919,0.16981148267708784
oxidative__deloxyr_pq__2,-0.5303461282180061,0.034499044871756396,0.17471037588935645
oxidative__delsoxr_pq__1,-0.5341676585185559,-0.17350131206393746,0.11451260909590995
oxidative__delsoxr_pq__2,-0.5425578534496748,-0.16119813936132654,0.10481667643635226
oxidative__delsoxs_pq__1,-0.5847702991092031,-0.09242030413118019,0.10388811073992034
oxidative__delsoxs_pq__2,-0.596549550612697,-0.14302298870914396,0.11271747173648565
nac_ntrc__wt_csn__1,-0.5405819436210221,-0.3230715002290015,0.3282219359032947
nac_ntrc__wt_csn__2,-0.5176012721527107,-0.35002208599816087,0.3178634587144629
nac_ntrc__wt_cytd__1,-0.357090073406855,-0.1687762409896713,0.5631603698739635
nac_ntrc__wt_cytd__2,-0.365243050745514,-0.16342319273880337,0.5672249055992408
nac_ntrc__wt_gln__1,-0.5801745795123623,-0.2463203334542015,0.368015231939126
nac_ntrc__wt_gln__2,-0.5751442728510646,-0.2959533884857141,0.3654088852502443
nac_ntrc__bw_delnac_csn__1,-0.9207910231499844,-0.7149828375533646,0.14098029244880778
nac_ntrc__bw_delnac_csn__2,-0.8936009915390561,-0.6342266269328886,0.14768341906198307
nac_ntrc__bw_delnac_cytd__1,-0.2864832662525662,-0.344530372906358,0.43998258345422264
nac_ntrc__bw_delnac_cytd__2,-0.2827647169167196,-0.33683518626824144,0.44714435033851263
nac_ntrc__bw_delnac_gln__1,-0.4962461786925651,-0.36465983840213084,0.32636316692512446
nac_ntrc__bw_delnac_gln__2,-0.5021830171188455,-0.36988136712320796,0.3309918888404154
nac_ntrc__bw_delnac_nh4__1,0.06634920850575624,-0.4529007408069477,0.6983959296866573
nac_ntrc__bw_delnac_nh4__2,0.06205623357625855,-0.3593426229972485,0.7028516410882831
misc__wt_no_te__1,-0.2698901886023485,-0.42252573506748164,0.16728590938573565
misc__wt_no_te__2,-0.16966938211605415,-0.32703220394831367,0.2874819470871087
misc__bw_delcbl__1,0.0595576387574437,-0.17851238227955143,0.7792720257106496
misc__bw_delcbl__2,0.07298755080424552,-0.2248296678884506,0.7723605402904058
misc__bw_delfabr__1,0.10651190162014625,-0.0916464519349841,1.02191543738298
misc__bw_delfabr__2,0.09643219096138347,-0.17528492363490322,0.9801699594315894
misc__bw_delfadr__1,-0.058068801746648455,-0.30622665837571705,0.5676784358118285
misc__bw_delfadr__2,-0.05494487410406603,-0.3257152895287852,0.5733991642649212
misc__nitr_031__1,-0.41186899567111235,-0.2771405863383813,0.3844800749286784
omics__wt_glu__1,-0.030661262670098048,-0.013379893485142083,0.9787839921943992
omics__wt_glu__2,-0.06333607368077297,-0.05289994817090994,0.9415079762165252
omics__wt_gly__1,-0.03459411876061874,0.0853478249097088,0.9376285493233959
omics__wt_gly__2,-0.036605663525739386,0.01497821219771962,0.9677640742957181
omics__wt_thr__1,-0.06758087957429604,-1.1684239940279229,0.6229315034940822
omics__wt_thr__2,-0.009424963814089648,-1.247674026776426,0.5518896986954547
omics__bw_ac__1,0.5681457301436483,0.5319239623395869,1.7239529833571916
omics__bw_ac__2,0.5711900512268853,0.5007921696976333,1.5953704738490615
omics__bw_fum__1,0.3423382268655196,0.22962070395224732,1.0542241172351798
omics__bw_fum__2,0.35567029427029584,0.2495629718485094,1.0394540729653008
omics__bw_glc__1,-0.23115635622666833,-0.15323067507415736,0.49856901245619695
omics__bw_glc__2,-0.2069579477725882,-0.17476932472406095,0.49594507808922744
omics__bw_pyr__1,0.3700354563834572,0.43875982100867117,1.1437634407956951
omics__bw_pyr__2,0.3531435698379806,0.4499485682116159,1.136844357380018
ompr__wt_nacl__1,-0.8775848948107983,-0.7562368620857746,0.09271924127880572
ompr__wt_nacl__2,-0.86061611468333,-0.7626229543481076,0.07685847155366816
ompr__bw_delompr_nacl__1,-0.6300987876629182,-0.9850908834721738,0.20321319151937478
ompr__bw_delompr_nacl__2,-0.6324730986069388,-0.9188307297625898,0.20912579640619625
minspan__wt_ade__1,-0.29934988592356,0.02667888270390796,0.23090934128005217
minspan__wt_glc__1,-0.00726104403352518,-0.15956261012359552,0.5350669921660721
minspan__wt_glc__2,-0.03872000906768424,-0.19696114273113868,0.4573225005048498
minspan__wt_glc__3,0.0036690277131636957,-0.12700843141080076,0.4483846275823466
minspan__wt_glc__4,-0.013501688074980566,-0.15640313984317145,0.5151695743127503
minspan__wt_glc_anaero__1,0.041286099110903085,-2.6691564599875934,0.009736494391152886
minspan__wt_glc_anaero__2,0.05217400330356819,-2.5499064869465755,0.009183478717388907
minspan__wt_trp__1,0.48854589648041524,-1.9750716371128239,0.05704840248680671
minspan__bw_delcra_glc__1,0.012552156128161854,-2.0342956523476006,0.09742596616336253
minspan__bw_delcra_glc__2,0.022740329178196125,-2.063856883493907,0.10395280007147532
minspan__bw_delcra_trp__1,0.3863402606360802,-2.3161434963976877,0.039608104172582814
minspan__bw_delmntr__1,0.23811451772972478,-1.3462727691190624,0.16687691139814176
minspan__bw_delnac_ade__1,0.06573665661696323,0.4043174999573327,0.6825985112597611
minspan__bw_delnac_glc__1,0.03165392434459384,0.0019213701792581512,0.6781957428912201
cra_crp__wt_ac__1,0.6579728256003825,0.57148380295679,2.417521491652045
cra_crp__wt_ac__2,0.654946975749859,0.5966773361326603,2.4761556101873983
cra_crp__wt_fru__1,0.44544428290259297,0.20587769134144512,1.5842128992058666
cra_crp__wt_fru__2,0.4289330176547634,0.20386377806098988,1.4493246972093712
cra_crp__delcra_ac__1,0.5351460102477884,0.3692698589400981,0.8092359895099309
cra_crp__delcra_ac__2,0.5279589853707912,0.4342319624536331,0.8133637445002677
cra_crp__delcra_fru__1,-0.4499748392876008,-0.4279835529410553,0.1305462769615674
cra_crp__delcra_fru__2,-0.45337661936700396,-0.43818523595779074,0.12831609339997566
cra_crp__delcra_glc__1,-0.1648314237903128,-0.1689438770217914,0.5420905189229845
cra_crp__delcra_glc__2,-0.1489072341613732,-0.16631554959247458,0.548478681042485
rpoB__wt_031__1,0.6198043703824557,0.32660766817556297,1.7225852841475866
rpoB__wt_044__1,0.016569958547701828,0.016562979629412916,0.8221278434478089
rpoB__wt_lb__1,0.5519453492627251,0.7470185760925376,2.882490076112993
rpoB__wt_lb__2,0.552518325231129,0.7459426231214126,2.8886844780475283
rpoB__rpoBE546V_031__1,0.39016125721280887,0.18881980187885058,1.1381953133635743
rpoB__rpoBE546V_044__1,0.3039004521143529,0.1646815691961284,1.1342390192153988
rpoB__rpoBE546V_lb__1,0.4832937942633632,0.4337340159150571,2.4180010239923986
rpoB__rpoBE546V_lb__2,0.4777869852689024,0.3535714966851847,2.358533995788528
rpoB__rpoBE546V_glc__1,0.025501377650578024,0.00275115871874518,0.8521478536054347
rpoB__rpoBE672K_glc__1,-0.05358227297578815,-0.07786045080310858,1.176989379822718
rpoB__rpoBE672K_glc__2,-0.044707379792937846,-0.13503951165649555,1.1901226246762195
rpoB__rpoBE672K_lb__1,0.4064450290414751,0.171363182090295,2.2148302354222364
rpoB__rpoBE672K_lb__2,0.4027428027028759,0.1706762864692965,2.1878263223187933
crp__wt_fru__1,0.4394258989223604,0.18545891746434343,1.3977258751393355
crp__wt_glyc__1,0.5813110623260337,0.26623060079854505,1.6220170139966024
crp__wt_glyc__2,0.5677626174242131,0.2605919337138413,1.4243422107705384
crp__delar1_glyc__1,-0.6625426227454504,-1.6845312377559292,0.14873125491701444
crp__delar1_glyc__2,-0.6803430697910299,-2.4537893821499606,0.07040935226206109
crp__delar1ar2_glyc__1,-1.4076011928090186,0.004925742909121992,0.32324685219924
crp__delar1ar2_glyc__2,-1.4136084343073014,-0.02302721695477648,0.31225781299838945
crp__delar1ar2_glyc__3,-1.4100398064300996,-0.004847544848852681,0.3068955708528187
crp__delar2_glyc__1,-1.277516708637514,-2.780786093408063,0.04235236680630186
crp__delar2_glyc__2,-1.242239661251029,-2.8839838091771233,0.04301226893211091
crp__delar2_glyc__3,-1.3041057718365288,-2.999742648412938,0.03192255704025676
crp__delcrp_fru__1,-1.1396153955744528,-0.28904024041155685,0.14750465013366199
crp__delcrp_fru__2,-1.1792559742523916,-0.3275266533153851,0.154695075745067
crp__delcrp_fru__3,-1.1150245298870258,-0.33960920329218397,0.15847602367858116
crp__delcrp_glc__1,-1.2096748558217036,-0.17443326873253145,0.22101512112679722
crp__delcrp_glc__2,-1.1515639337892922,-0.20351315825189306,0.19844214313436997
crp__delcrp_glc__3,-1.2294909790183464,-0.16823483937693595,0.18210905578025083
crp__delcrp_glyc__1,-1.1847381828501842,-0.4400630323701419,0.07553912892517294
crp__delcrp_glyc__2,-1.2213449815129092,-0.4054552469900716,0.06989389363135594
crp__delcrp_glyc__3,-1.1948565607326946,-0.49034526250942634,0.07028060209182714
glu__glu_ale3__1,-0.058287591228582486,-1.1121614799322252,0.3841646893573789
glu__glu_ale4__1,-0.043622517023038564,-0.4364375322341226,0.6308426403398578
glu__glu_ale5__1,0.33783905997621233,0.055666793432314975,1.2468039722659119
glu__glu_ale6__1,-0.10296554027130853,-0.10537240968282112,0.988518197813355
glu__glu_ale8__1,0.07862962451001843,-1.46927042212981,0.2646801574051113
glu__glu_ale9__1,0.018349097465834508,-0.9866853217915454,0.645582688597513
glu__glu_ale10__1,-0.14186449115296262,-1.1999601886979927,0.3711659141552223
42c__wt_42c__1,-0.11576584748841387,-0.089108398240143,0.955790566865695
42c__42c_ale1__1,0.3716417325429442,-1.4975365515373096,0.17466368152431533
42c__42c_ale2__1,-0.07504931651893137,-0.4914284802994968,0.41073343249557204
42c__42c_ale3__1,-0.15154521487885897,-0.5977831538566669,0.28664490623337363
42c__42c_ale4__1,0.007164313528891744,-1.3760685989399986,0.26775609044447257
42c__42c_ale5__1,-0.18523833891281397,-0.47068425490323706,0.38203539674146597
42c__42c_ale6__1,0.028124387046429788,-3.2433045032825887,0.04779856863789735
42c__42c_ale8__1,-0.03414573475211593,-1.9681229918741416,0.15022493976877288
42c__42c_ale9__1,-0.07140883653609996,-0.3990763452257048,0.6394190707170672
42c__42c_ale10__1,0.017355668217447988,-1.8043625923638715,0.26210052597747074
ssw__wt_ac__1,0.5152472916409297,0.08478579893519773,1.0804316179343751
ssw__wt_glc__1,-0.010079671267997541,-0.03203944989677722,0.803469641923947
ssw__wt_glyc__1,0.46148459548464654,-0.9083961362037105,0.35239284368733237
ssw__wt_xyl__1,0.6065816451187194,-2.2839740513706372,0.027144884158180973
ssw__glc_ale1__1,0.23111676014163218,-2.6640486192392507,0.028698994084318554
ssw__glc_ale2__1,-0.012649950859113964,-1.864244935932757,0.12620257495572215
ssw__glc_ale3__1,0.18501338647566357,-2.3015824729286085,0.03670262255025105
ssw__glyc_ale1__1,0.24502721806571498,-0.5120495916554961,0.33604811361471576
ssw__glyc_ale2__1,0.3896231058828644,-0.28702097498866,0.5031815420118235
ssw__xyl_ale1__1,-0.006060537542093907,-1.2075322932483123,0.1297975410034864
ssw__xyl_ale2__1,0.25649932223905286,-0.38678332871503507,0.6799193488676013
ssw__xyl_ale3__1,-0.12008329843977664,-0.6509880745107278,0.17551583011014585
ssw__glc_ac_ac2__1,0.6896671092593984,0.329488385749157,1.1180885467982837
ssw__glc_ac_glc1__1,-0.23004408008937052,-0.7765289784621409,0.11302793872027758
ssw__glc_ac_glc2__1,0.22465395124532975,-2.3469995521119014,0.035765774611964285
ssw__glc_glyc_glc__1,0.08435213123662182,-1.0907572565324726,0.3174348938095643
ssw__glc_glyc_glyc__1,0.44408976126955413,-0.551397104936245,0.4889347209417981
ssw__glc_xyl_glc__1,0.07795094301668805,-1.1955594384651775,0.17891883833835817
ssw__glc_xyl_xyl__1,0.3241319160137324,-0.1821781436915781,0.825875504236621
pgi__glu4_delpgi__1,0.3806924396226218,0.24925303093618573,1.0476859721931011
pgi__pgi_ale1__1,0.20283421546583927,-0.14573052504342235,0.8361559644193554
pgi__pgi_ale2__1,0.06582863009923659,-0.4196304321577865,0.35720706003139224
pgi__pgi_ale3__1,0.20574878285934417,-0.18189504907462434,0.8860577638876329
pgi__pgi_ale5__1,0.22022081938227347,-0.15102506416141034,1.0977401644575269
pgi__pgi_ale6__1,0.15717809455186085,-0.23713151593905774,0.8945977912408491
pgi__pgi_ale7__1,0.07679473039545685,-0.1871082758634651,0.8382643991771281
pgi__pgi_ale8__1,0.024991642375041145,-0.07411738793764117,0.9472834142656683
ica__wt_glc__1,0.2671434085016012,-0.10081123342006709,1.0340476678219739
ica__wt_glc__2,0.27586222211514577,-0.18568070674631815,0.9613767040691269
ica__wt_glc__3,-0.014266890671790135,-0.37613804834620057,0.44272343820975735
ica__wt_glc__4,-0.029145767818445537,-0.43385368231554144,0.36779140287339845
ica__arg_sbt__1,0.5957104147545987,0.05809669289665391,1.6202352208856257
ica__arg_sbt__2,0.6614226286356505,0.19647200055413805,1.5055220750474836
ica__cytd_rib__1,0.7026461147333819,0.6523796037028174,0.6901505814537607
ica__cytd_rib__2,0.639284556281065,0.4944646880075473,0.5947904917557243
ica__gth__1,-0.9798430998657673,-0.5286898717344497,0.15340850928111296
ica__gth__2,-0.9998155048699056,-0.603332097922053,0.13221774298195124
ica__leu_glcr__1,0.4640606631821971,0.3844943861044015,1.792339753512819
ica__leu_glcr__2,0.4533251775586256,0.33313363581677363,1.7625055818748923
ica__met_glc__1,0.2245712286494295,0.06853196434820226,1.2129856913869674
ica__met_glc__2,0.21132037356100172,0.04360183223614932,1.1742352791890933
ica__no3_anaero__1,-0.26573512828392726,-2.4059909472511047,0.023055788179728077
ica__no3_anaero__2,-0.2934699628212939,-2.5965429387497165,0.010937479175558967
