,MA_activator,MA_inhibitor,actual_mRNA_ratio
control__wt_glc__1,0.5871271864528618,-0.5754079753501279,0.20963834066675394
control__wt_glc__2,0.5555952775217976,-0.5751031600699322,0.21502248584972092
fur__wt_dpd__1,-0.2363976749549317,-1.1401530821763772,0.0684229100284508
fur__wt_dpd__2,-0.36401096900347746,-1.1543436373685794,0.06298602413391648
fur__wt_fe__1,0.6058557615831116,-0.5736553907360112,0.11843709809856239
fur__wt_fe__2,0.6358655388994593,-0.4629053825108376,0.12225892118362197
fur__delfur_dpd__1,0.03782205298891845,-1.0566986798852336,0.09417302181036812
fur__delfur_dpd__2,0.08262613807753456,-0.9512568175639035,0.09032991799029465
fur__delfur_fe2__1,0.4453123146423385,-0.6393804908198764,0.13023570814563384
fur__delfur_fe2__2,0.44144664266140066,-0.6571890651539518,0.12185139221475003
acid__wt_ph5__1,0.42492168873187086,-0.7491946104171295,0.11128713425955095
acid__wt_ph5__2,0.40002945950156754,-0.7359303475718427,0.11031994830174527
acid__delgadx_ph5__1,0.47786052681104824,-0.7335204904995425,0.10113885545341983
acid__delgadx_ph5__2,0.4508738523765984,-0.7490275391095578,0.10386027869982012
acid__delgadw_ph5__1,0.48838324508240905,-0.6812066922438955,0.115601151021649
acid__delgadw_ph5__2,0.4717684417981178,-0.7099494744907213,0.11833216547860338
acid__delgade_ph5__1,0.45538207749197734,-0.7376055703026202,0.11357466454039845
acid__delgade_ph5__2,0.4487985102463652,-0.718260960094679,0.12317372188656764
oxidative__wt_pq__1,-0.0748680266155587,-1.0423764631915524,0.11923105105218654
oxidative__wt_pq__2,-0.06754067824405564,-1.0276081869556628,0.11538782005007386
oxidative__deloxyr_pq__1,0.005568859063656506,-1.0500385922112474,0.14948652729830947
oxidative__deloxyr_pq__2,0.004554826301013552,-1.0454992965428103,0.14100838796177567
oxidative__delsoxr_pq__1,0.005432629079236354,-0.9633836499540582,0.11210711463697473
oxidative__delsoxr_pq__2,-0.00371742045074741,-0.9979949569526364,0.10187078338154743
oxidative__delsoxs_pq__1,-0.044845696160318645,-0.9859825843103333,0.14081047905260416
oxidative__delsoxs_pq__2,-0.056961262297460576,-1.0465772360596155,0.15275031263156563
nac_ntrc__wt_csn__1,-0.017581579956205014,-0.9809806183651018,0.09667281595868456
nac_ntrc__wt_csn__2,0.0057955885328464666,-1.0500150056608464,0.09366530324065418
nac_ntrc__wt_cytd__1,0.17595437231126437,-1.043036844949489,0.10866701370217122
nac_ntrc__wt_cytd__2,0.16668157462277491,-1.0754422643813775,0.10935185661500942
nac_ntrc__wt_gln__1,-0.06661829765174776,-1.1074979094496635,0.11501953909398115
nac_ntrc__wt_gln__2,-0.05961243205024864,-1.0993672543592934,0.12204667029207468
nac_ntrc__bw_delnac_csn__1,-0.43513175221658335,-1.0050090409957886,0.05826152704124221
nac_ntrc__bw_delnac_csn__2,-0.4086361667995085,-1.0628873227161093,0.06139755058088864
nac_ntrc__bw_delnac_cytd__1,0.2463902146547394,-0.9256024572284904,0.09199138464140323
nac_ntrc__bw_delnac_cytd__2,0.2506576516368756,-0.9144908162905615,0.08656066474807814
nac_ntrc__bw_delnac_gln__1,0.019685226648761104,-0.9456784703370646,0.09745923599587726
nac_ntrc__bw_delnac_gln__2,0.01306543062943936,-0.9461601548741005,0.09671754082531214
nac_ntrc__bw_delnac_nh4__1,0.6333010430501183,-0.293448362017988,0.22049608654817524
nac_ntrc__bw_delnac_nh4__2,0.6284444398499934,-0.2994223094276767,0.20442807487207218
misc__wt_no_te__1,0.28487937299854454,-0.7804227183438529,0.11864916688046266
misc__wt_no_te__2,0.38989167057221247,-0.7810746732891324,0.13854068305717868
misc__bw_delcbl__1,0.6320741841987387,-0.25385958940319914,0.18993320141131123
misc__bw_delcbl__2,0.648613868588617,-0.23549249322763693,0.2027626685191384
misc__bw_delfabr__1,0.6838123440634821,0.055872208438462856,0.22191402346579542
misc__bw_delfabr__2,0.6731559196536732,-0.020458133456662145,0.21642325136516058
misc__bw_delfadr__1,0.5019017215426148,-0.40732764398210064,0.1738637932032989
misc__bw_delfadr__2,0.5055515241498497,-0.3991282010004024,0.17797560987429956
misc__nitr_031__1,0.1178641766106118,-0.9801111156702044,0.12188794719275024
omics__wt_glu__1,0.5378161401631768,-0.8247376159343365,0.2139083522972598
omics__wt_glu__2,0.5034911538547792,-0.7340872748060537,0.21682830512634874
omics__wt_gly__1,0.527950601178979,-0.7145286884663965,0.21370243392252863
omics__wt_gly__2,0.5279253368821583,-0.6596964026487927,0.2181911757035902
omics__wt_thr__1,0.49843892665318723,-0.03617227525583662,0.5263473977723137
omics__wt_thr__2,0.5591681326782009,0.018979667965970233,0.5274573968420387
omics__bw_ac__1,1.203608929679231,1.0918370864191034,2.2330813166394474
omics__bw_ac__2,1.2080328005026004,1.1324832545315975,2.220966861118522
omics__bw_fum__1,0.9554080963581469,1.0328633971532646,1.2170902805183197
omics__bw_fum__2,0.9707929700553317,1.057496383236069,1.2029759373111772
omics__bw_glc__1,0.3211467812345526,-0.6684806993802118,0.100919358682544
omics__bw_glc__2,0.3471354304733687,-0.6028817563940109,0.10637931921185666
omics__bw_pyr__1,0.9804864380661572,0.7293391738693406,1.4680296474675523
omics__bw_pyr__2,0.9619136400922792,0.68772276544671,1.4748953605782742
ompr__wt_nacl__1,-0.3838763872316147,-1.0211718808859185,0.12982342421117649
ompr__wt_nacl__2,-0.36344405344835073,-0.9091909023896442,0.10818404664421234
ompr__bw_delompr_nacl__1,-0.12056439008110423,-0.7968311232888784,0.1877682395522834
ompr__bw_delompr_nacl__2,-0.12137676078415574,-0.6865140120171419,0.191684704351504
minspan__wt_ade__1,0.23354650063429733,-0.9226500265714561,0.12300205551672723
minspan__wt_glc__1,0.5551230190696513,-0.6569388541611938,0.1572931835983542
minspan__wt_glc__2,0.5205800678621476,-0.6350192969519476,0.12959045719373857
minspan__wt_glc__3,0.566901526534507,-0.6292397885139589,0.13319007167587313
