,MA_activator,MA_inhibitor,actual_mRNA_ratio
control__wt_glc__1,0.5375193292228497,-2.7205483785907654,0.004119205709040282
control__wt_glc__2,0.5071878304933706,-2.4951575943751747,0.005792638140707999
fur__wt_dpd__1,-0.21468198882818212,-2.0074891094800376,0.005129177431978446
fur__wt_dpd__2,-0.3306705997333718,-2.1237559797952614,0.004508015369374797
fur__wt_fe__1,0.5558412280579361,-2.7993725272721535,0.004744144575099175
fur__wt_fe__2,0.5825815249120245,-2.93879064914167,0.0031155997557244094
fur__delfur_dpd__1,0.037348372197108334,-2.412618149300069,0.0036750963677852667
fur__delfur_dpd__2,0.07803217128054594,-2.4367780900328144,0.004854697006936808
fur__delfur_fe2__1,0.40731682817044024,-2.7179296591162747,0.006162037455245756
fur__delfur_fe2__2,0.40379097514603807,-2.737286855135734,0.004771924507108938
acid__wt_ph5__1,0.3906003743974155,-2.646552904733565,0.004579264733132586
acid__wt_ph5__2,0.36746106567195286,-2.5987342993489473,0.003836537673541185
acid__delgadx_ph5__1,0.4392374857354748,-2.7664915360891698,0.0033449894620719046
acid__delgadx_ph5__2,0.414962158408302,-2.648244424863036,0.005179136996447452
acid__delgadw_ph5__1,0.4485280381243129,-2.653221338177811,0.004616274869191268
acid__delgadw_ph5__2,0.4340058238556212,-2.750428480836674,0.005127691711885843
acid__delgade_ph5__1,0.41867243122770703,-2.708012021771794,0.004362522533338059
acid__delgade_ph5__2,0.4123026470176902,-2.6303625128679125,0.005204312877061245
oxidative__wt_pq__1,-0.0713069127831783,-1.6263403823177127,0.005893551283466965
oxidative__wt_pq__2,-0.06458239259845536,-1.645008214838775,0.006166615077151846
oxidative__deloxyr_pq__1,0.004850604803450642,-1.840393572888345,0.007485849124006765
oxidative__deloxyr_pq__2,0.004203889153460137,-1.90564122519648,0.006109155399193211
oxidative__delsoxr_pq__1,0.002468955764699057,-2.004800467101028,0.007027483332879978
oxidative__delsoxr_pq__2,-0.005654658573426595,-2.0112686073458645,0.004567607794925302
oxidative__delsoxs_pq__1,-0.04477398603706993,-1.8101302887343595,0.007002364590842424
oxidative__delsoxs_pq__2,-0.05601896978413446,-1.5686809172209726,0.005254175611361598
nac_ntrc__wt_csn__1,-0.015463135038481526,-2.3266431149834745,0.003328656874029949
nac_ntrc__wt_csn__2,0.006926983623259547,-2.308230401502686,0.005060741872649353
nac_ntrc__wt_cytd__1,0.16715095593827078,-2.51444418150607,0.003425992370596285
nac_ntrc__wt_cytd__2,0.1587615310067274,-2.4965656096610496,0.004674072534609651
nac_ntrc__wt_gln__1,-0.05826025667947816,-2.299716471003775,0.006871832234957961
nac_ntrc__wt_gln__2,-0.052542755072108954,-2.2856777796563885,0.005095980406731171
nac_ntrc__bw_delnac_csn__1,-0.397029512782254,-1.9086055679110696,0.010952289781269596
nac_ntrc__bw_delnac_csn__2,-0.37298470408516565,-2.0554696093502196,0.007274265219954117
nac_ntrc__bw_delnac_cytd__1,0.23055906311918276,-2.517261416852394,0.003871251259997929
nac_ntrc__bw_delnac_cytd__2,0.23432739463938496,-2.617788860969631,0.004285572035294811
nac_ntrc__bw_delnac_gln__1,0.022355073679602606,-2.582020919352477,0.003947636905539031
nac_ntrc__bw_delnac_gln__2,0.01622748893286611,-2.5442002844514082,0.005994004144798333
nac_ntrc__bw_delnac_nh4__1,0.5780602758271501,-2.8141701279626403,0.004024610610911464
nac_ntrc__bw_delnac_nh4__2,0.5741403893043467,-2.8280329206093127,0.005233421795670613
misc__wt_no_te__1,0.25954557111024407,-2.4285694151460073,0.005539757427924213
misc__wt_no_te__2,0.3566994916505665,-2.2862507001283623,0.005107556060874878
misc__bw_delcbl__1,0.5757824296203528,-2.779944180843691,0.004721565936476448
misc__bw_delcbl__2,0.5901111212599129,-2.5873993907492006,0.0048881915607018695
misc__bw_delfabr__1,0.6210809846147917,-2.7940519731588735,0.004327907439002371
misc__bw_delfabr__2,0.6112893446326417,-2.5923464026773377,0.004329811216457264
misc__bw_delfadr__1,0.4578215958526234,-2.547216314294448,0.0047952481531561035
misc__bw_delfadr__2,0.4616678729294695,-2.6343739598543534,0.004569643161747517
misc__nitr_031__1,0.10916892057103901,-2.5394054601969684,0.0041516388260576685
omics__wt_glu__1,0.49182184830821135,-2.542405678200296,0.0036697184706755903
omics__wt_glu__2,0.4593122358066998,-2.4760240097854957,0.004495846703050152
omics__wt_gly__1,0.4840128696149966,-2.72655899154916,0.00434449347560371
omics__wt_gly__2,0.48287406326650745,-2.6258562975519637,0.0039534764045301655
omics__wt_thr__1,0.4524103097085627,-1.6528534672906905,0.012546902273681134
omics__wt_thr__2,0.507841520932564,-1.7410730161949428,0.013135458402621366
omics__bw_ac__1,1.085161805409638,-1.7600366206032616,0.030900812281557857
omics__bw_ac__2,1.0883569712875776,-1.5180479932151352,0.0288372843427874
omics__bw_fum__1,0.8595809010207842,-1.9152546339937113,0.02431895119761378
omics__bw_fum__2,0.874139392404294,-2.0378618481112976,0.018012247724452934
omics__bw_glc__1,0.2942131442148885,-2.6169126878581603,0.006280716127592345
omics__bw_glc__2,0.31785351879410545,-2.5968518654282833,0.00699802687011782
omics__bw_pyr__1,0.8839173983290018,-2.2117419589165057,0.014075451151888983
omics__bw_pyr__2,0.867411721509137,-2.134959819539082,0.015516494131764437
ompr__wt_nacl__1,-0.35257890631817784,-1.8958260957036706,0.005496489389968985
ompr__wt_nacl__2,-0.33455500944977945,-1.9812441380295855,0.004541630438832274
ompr__bw_delompr_nacl__1,-0.11202132596574878,-2.112271307473096,0.0039479377828606915
ompr__bw_delompr_nacl__2,-0.11298066877192958,-2.201247590809629,0.004168133216933183
minspan__wt_ade__1,0.21913484244713138,-2.9120651008306124,0.004819537302646724
minspan__wt_glc__1,0.510269424483155,-2.9474479042671415,0.0031369842105722456
minspan__wt_glc__2,0.4785109183664495,-2.8930815204764513,0.005393486300516887
minspan__wt_glc__3,0.5212886697794563,-3.0790078440581,0.004465589781578955
minspan__wt_glc__4,0.5040885161848517,-2.855422096588335,0.003998338756656889
minspan__wt_glc_anaero__1,0.5729858391618408,-3.312984838203979,0.004282355480265028
minspan__wt_glc_anaero__2,0.5852539001431296,-3.5526624582403463,0.0041514287157710635
minspan__wt_trp__1,1.0108864455818272,-2.461386001238595,0.005835807352651481
minspan__bw_delcra_glc__1,0.5233122967958044,-2.8300304555914346,0.005028301066919312
minspan__bw_delcra_glc__2,0.5320809353719583,-2.5806498197612697,0.006766946033425642
minspan__bw_delcra_trp__1,0.910696125008821,-2.8683236949441966,0.006085991844431921
minspan__bw_delmntr__1,0.7520354746267995,-2.63767233192847,0.006076596996471534
minspan__bw_delnac_ade__1,0.577898009831975,-2.7170926207908233,0.003612368983756406
minspan__bw_delnac_glc__1,0.550485536217451,-2.938708843158836,0.005243566198773657
cra_crp__wt_ac__1,1.1748671994422635,-1.58060139827934,0.01956652269852013
cra_crp__wt_ac__2,1.1705792469542269,-1.377835774960257,0.020232577066917935
cra_crp__wt_fru__1,0.9639091714527859,-1.2252877585834832,0.014956948357614425
cra_crp__wt_fru__2,0.9483906394431982,-1.4113000603068993,0.015455467918844548
cra_crp__delcra_ac__1,1.0638722014568278,-1.6819912956271639,0.01777716018410335
cra_crp__delcra_ac__2,1.056037864224234,-1.6408241946915398,0.01968038137300793
cra_crp__delcra_fru__1,0.07429876434809275,-2.567840171332801,0.00442704871991671
cra_crp__delcra_fru__2,0.07003581496199053,-2.4478396711090156,0.004116743137101238
cra_crp__delcra_glc__1,0.35679907615364304,-2.6379570824354253,0.0038966840180360727
cra_crp__delcra_glc__2,0.3730705454726828,-2.7979739598711224,0.0047733035204004905
rpoB__wt_031__1,1.138581933273199,-0.9218521293289059,0.026122013218103868
rpoB__wt_044__1,0.5351678582319339,-2.4491577311035653,0.004608938018745888
rpoB__wt_lb__1,1.0575393688885733,-1.0524587675647374,0.037965567831363366
rpoB__wt_lb__2,1.0578548838001662,-1.0778410624083852,0.039052717038870415
rpoB__rpoBE546V_031__1,0.9088705176374791,-2.087083108527386,0.011545520494504835
rpoB__rpoBE546V_044__1,0.8204977234748806,-2.123332647034706,0.010092857235713666
rpoB__rpoBE546V_lb__1,0.9875155229520594,-1.6827759639269553,0.02293023062679728
rpoB__rpoBE546V_lb__2,0.9805896646979302,-1.5671571306923366,0.022256588160605717
rpoB__rpoBE546V_glc__1,0.5452743633003164,-3.055396721862214,0.0038289783800147916
rpoB__rpoBE672K_glc__1,0.4627920801656101,-2.71053007639742,0.002196555990160613
rpoB__rpoBE672K_glc__2,0.47205364359440594,-2.8177829335114914,0.005006634667106777
rpoB__rpoBE672K_lb__1,0.9061093287223487,-1.9219474896131872,0.0217945017492054
rpoB__rpoBE672K_lb__2,0.9042283104974108,-1.7414020924579465,0.021154284925764117
crp__wt_fru__1,0.9542978916187624,-1.9217401724048353,0.014317863773897075
crp__wt_glyc__1,1.0885650529319806,4.450877748605722,1.9492566003112757
crp__wt_glyc__2,1.0756735910696054,4.600260860363534,1.9918936156937657
crp__delar1_glyc__1,-0.1517192992340433,4.044113224743133,0.08219138101515176
crp__delar1_glyc__2,-0.16792156695620736,4.5216825222658175,0.0926206259152371
crp__delar1ar2_glyc__1,-0.8910999169253243,1.464156709901216,0.012324196223387896
crp__delar1ar2_glyc__2,-0.8972044073872529,1.5702012169257127,0.012929247147083564
crp__delar1ar2_glyc__3,-0.8947193398991722,1.6776036916567734,0.012970970791935063
crp__delar2_glyc__1,-0.7767266336079354,4.5121493103398915,0.030407781760133097
crp__delar2_glyc__2,-0.7422947566516682,4.473903655417129,0.035400155080856414
crp__delar2_glyc__3,-0.8035175648419544,4.324484938863467,0.03001952176540242
crp__delcrp_fru__1,-0.6167281442319742,-1.2689459631541586,0.006610300032882034
crp__delcrp_fru__2,-0.6581899916585882,-1.337267457073928,0.005214582083384395
crp__delcrp_fru__3,-0.5936942410073835,-1.2427359209222018,0.0068167412378410605
crp__delcrp_glc__1,-0.6882285808379133,-1.348045810262924,0.00536803007588569
crp__delcrp_glc__2,-0.6299379066487718,-1.298960147751695,0.004553846345007951
crp__delcrp_glc__3,-0.707124439627036,-1.5196973511355758,0.0036215985105470996
crp__delcrp_glyc__1,-0.6667860187501577,0.9912981014697303,0.012429654362118368
crp__delcrp_glyc__2,-0.7029940690060185,1.007266667368482,0.013758925649350346
crp__delcrp_glyc__3,-0.6762417005887745,0.9447078844963902,0.013351572329182002
glu__glu_ale3__1,0.4477500791033049,-2.206409825084405,0.005266321236821938
glu__glu_ale4__1,0.4612389534412766,-2.992690368228032,0.004192863017290247
glu__glu_ale5__1,0.8475237530032251,-2.4547369960003786,0.005428690990101776
glu__glu_ale6__1,0.4044272392684548,-2.9109148750096265,0.0024213656482380062
glu__glu_ale8__1,0.5872853518821439,-2.1339344536729214,0.0050466633608824115
glu__glu_ale9__1,0.5197989468190954,-2.2956578587386756,0.004489369378083939
glu__glu_ale10__1,0.36384748917513415,-2.680376594997504,0.003027626600600909
42c__wt_42c__1,0.39926614781859066,-2.583942905513729,0.006876304740596453
42c__42c_ale1__1,0.8923248660837001,-2.3517093681763006,0.004523815434260924
42c__42c_ale2__1,0.43689523014912734,-2.8512150766920312,0.0022693592410600667
42c__42c_ale3__1,0.36187854485483323,-2.633007763631498,0.004653742232714904
42c__42c_ale4__1,0.5157326338073656,-2.2390715192604396,0.004427836479037276
42c__42c_ale5__1,0.3272656031578709,-2.7278779516343508,0.003723210194154049
42c__42c_ale6__1,0.5464693125444349,-1.88659615021243,0.0034210093604441732
42c__42c_ale8__1,0.4788924854007471,-2.413009515677294,0.002784205756418417
42c__42c_ale9__1,0.43827914352864755,-2.652587183441373,0.003957667457910638
42c__42c_ale10__1,0.52965783936047,-2.5713409827171794,0.004666552263424202
ssw__wt_ac__1,1.0383776197854429,-2.1172958303681906,0.010562816742317295
ssw__wt_glc__1,0.5075250668340402,-3.3056365031582073,0.003630645883249872
ssw__wt_glyc__1,0.9763288295223931,4.90285577586082,1.4890829290470027
ssw__wt_xyl__1,1.1281530377706126,-2.7268049947265274,0.005906505219441354
ssw__glc_ale1__1,0.7513717453789568,-2.48844015808917,0.0032551031042221375
ssw__glc_ale2__1,0.5027941289208788,-2.229365402442098,0.007263258074829455
ssw__glc_ale3__1,0.7040700954605794,-2.471786423115091,0.005946676711525628
ssw__glyc_ale1__1,0.7530485232986424,3.8655467650700803,0.560596544545764
ssw__glyc_ale2__1,0.8966538773180736,4.120675359687145,0.7790868393673851
ssw__xyl_ale1__1,0.5160735998910708,-2.3241752385763834,0.007384984571532631
ssw__xyl_ale2__1,0.7765860351184707,-2.4686001223660377,0.010754875648082668
ssw__xyl_ale3__1,0.3967009830791909,-2.5053764844265904,0.005946992450079401
ssw__glc_ac_ac2__1,1.2108634139089502,-2.0554638090510298,0.017198096378763537
ssw__glc_ac_glc1__1,0.2852791077864491,-2.4333789565953334,0.007500732668026107
ssw__glc_ac_glc2__1,0.7518369888102716,-2.682667843468419,0.0035298104085866753
ssw__glc_glyc_glc__1,0.5926753989099713,3.1940546562567653,0.15973557915434275
ssw__glc_glyc_glyc__1,0.9522062268592059,3.89267209471213,0.8187339664321058
ssw__glc_xyl_glc__1,0.5870295481927063,-2.963865308287762,0.0077186804407848855
ssw__glc_xyl_xyl__1,0.8407252441090045,-2.5439190298921575,0.0071662832407140675
pgi__glu4_delpgi__1,0.8991783965125963,0.5112033050833582,0.04213309979919725
pgi__pgi_ale1__1,0.7213490562374262,-2.6323579315704904,0.0049827319001695194
pgi__pgi_ale2__1,0.5925549984627255,-2.31239488175926,0.0029078265124655497
pgi__pgi_ale3__1,0.724427418469516,-2.591402096536172,0.005359109152110288
pgi__pgi_ale5__1,0.7384767061018149,-2.694724552996666,0.004179332748188802
pgi__pgi_ale6__1,0.6731198705308146,-2.421163808090895,0.006196841396825373
pgi__pgi_ale7__1,0.5965726849430922,-1.3774079562408748,0.010921310222092825
pgi__pgi_ale8__1,0.5395913812381514,-2.3563289019502887,0.0038364295886797917
ica__wt_glc__1,0.7838075000802533,-2.8268387141096927,0.0060511361035300755
ica__wt_glc__2,0.7901412246545487,-2.60688470622552,0.006378807122042392
ica__wt_glc__3,0.5014254280042895,-2.770318022748161,0.004916769979523471
ica__wt_glc__4,0.49007963404285537,-2.8753689342588133,0.0062348324566634215
ica__arg_sbt__1,1.106457430038261,-1.3259142272864086,0.020709402715579587
ica__arg_sbt__2,1.1705776827050465,-1.4818375146360256,0.019012906923923746
ica__cytd_rib__1,1.2396381419307296,-0.9908507308456678,0.02166921237301844
ica__cytd_rib__2,1.1777411381382017,-1.0551291932689635,0.021436455753763003
ica__gth__1,-0.45735206165354864,-2.0668028204373377,0.01032735308818869
ica__gth__2,-0.4774496294372228,-2.0489331846595515,0.006743703757429609
ica__leu_glcr__1,0.9656925044140575,-2.2088155331761548,0.009731144511020192
ica__leu_glcr__2,0.9551776621412258,-2.085716527973635,0.010187679301565772
ica__met_glc__1,0.7306263116173114,-2.8665302115323974,0.004184704070701291
ica__met_glc__2,0.7188607650705995,-2.8844437092248465,0.004859142348698357
ica__no3_anaero__1,0.26218020876651876,-2.901840815695529,0.006548434738539597
