,MA_activator,MA_inhibitor,actual_mRNA_ratio
control__wt_glc__1,0.5704825417874162,-2.561099066966372,0.0065916849257573445
control__wt_glc__2,0.5388787257687361,-2.435964613991405,0.005505578452966776
fur__wt_dpd__1,-0.23322600329094104,-1.9830131606737986,0.003997877078221328
fur__wt_dpd__2,-0.3584650546818817,-1.9050712866151465,0.0030762677939994913
fur__wt_fe__1,0.5907932445839081,-2.8423296202679342,0.0045195798019615555
fur__wt_fe__2,0.6191307281043607,-2.9485976490612344,0.0029644383620369102
fur__delfur_dpd__1,0.036827787873004614,-2.2830972953371753,0.003250331985357537
fur__delfur_dpd__2,0.07991005081801912,-2.259803972643235,0.0037258245824095667
fur__delfur_fe2__1,0.43202132838966134,-2.673840307047089,0.005334194230917204
fur__delfur_fe2__2,0.42839103112314414,-2.7393700278695072,0.0043077611639134065
acid__wt_ph5__1,0.4135356582390441,-2.553189374533795,0.006164383963396515
acid__wt_ph5__2,0.38951056222631203,-2.6648149002736927,0.004597053821142945
acid__delgadx_ph5__1,0.4658646552091632,-2.833872146397517,0.0037049536760250575
acid__delgadx_ph5__2,0.4399346811929462,-2.82784993723568,0.004111881065780734
acid__delgadw_ph5__1,0.4762167800525073,-2.6653472627269825,0.004606772261296236
acid__delgadw_ph5__2,0.46008612983612873,-2.7713190812620736,0.004368746066611313
acid__delgade_ph5__1,0.4447569554934601,-2.6984696410302433,0.004571561130087486
acid__delgade_ph5__2,0.4383247499770232,-2.7630038213028096,0.003998138208571003
oxidative__wt_pq__1,-0.07686379963207361,-2.1807110636259166,0.002594932477186788
oxidative__wt_pq__2,-0.06988247321337111,-1.9322890185010655,0.0033882035812833385
oxidative__deloxyr_pq__1,0.003427933759233481,-2.376882650091552,0.0022306833143083643
oxidative__deloxyr_pq__2,0.0022563790198352274,-2.2318353484196525,0.0025769837841411562
oxidative__delsoxr_pq__1,0.0007298458728971056,-2.014885545888071,0.0028994775558494087
oxidative__delsoxr_pq__2,-0.008054379296233795,-2.0207204417914753,0.0021585135167284737
oxidative__delsoxs_pq__1,-0.05036679502078078,-1.993500247156911,0.002646729279194124
oxidative__delsoxs_pq__2,-0.06190808979517611,-1.8894934208977625,0.003051402099525616
nac_ntrc__wt_csn__1,-0.020999267810261124,-2.200578276690894,0.005105440652621281
nac_ntrc__wt_csn__2,0.003094483902243811,-2.345282679042906,0.00447163952359707
nac_ntrc__wt_cytd__1,0.17460952855859785,-2.7110276776219515,0.003395167018802377
nac_ntrc__wt_cytd__2,0.16515368028726293,-2.5069172697914555,0.004627540462526261
nac_ntrc__wt_gln__1,-0.06609447420178217,-2.5023067336507188,0.0036930662693192484
nac_ntrc__wt_gln__2,-0.06006106853310187,-2.4974876321806416,0.004592185832069916
nac_ntrc__bw_delnac_csn__1,-0.4303906115046528,-1.7317539491355616,0.004729014194826777
nac_ntrc__bw_delnac_csn__2,-0.4047428620792021,-1.7016507778454766,0.003680235539519053
nac_ntrc__bw_delnac_cytd__1,0.23922346975050077,-2.0663011211509836,0.004960803651636297
nac_ntrc__bw_delnac_cytd__2,0.24313949655650785,-2.2143013485403595,0.005165494073390142
nac_ntrc__bw_delnac_gln__1,0.01708248445390488,-2.6383088192423836,0.0022804221938623045
nac_ntrc__bw_delnac_gln__2,0.009185026519316956,-2.075794395401765,0.0023920763923262196
nac_ntrc__bw_delnac_nh4__1,0.6100309035207468,-2.096450271054021,0.005435361500510944
nac_ntrc__bw_delnac_nh4__2,0.6059219869054813,-2.08468981714865,0.003378441344897507
misc__wt_no_te__1,0.27387207697702504,-2.416790312336677,0.006155606715034488
misc__wt_no_te__2,0.37741429250696534,-2.2857446405910062,0.003855861013083694
misc__bw_delcbl__1,0.6095664514307326,-2.242872916067818,0.006112498158224508
misc__bw_delcbl__2,0.6258185003706208,-2.1840655666864803,0.005954769991199399
misc__bw_delfabr__1,0.6585713821661622,-2.59039075809424,0.004408293576658397
misc__bw_delfabr__2,0.6478194771903334,-2.339238165075282,0.0034291914417183215
misc__bw_delfadr__1,0.48350727850028613,-2.5808745817835037,0.005689848277358406
