,MA_activator,MA_inhibitor,actual_mRNA_ratio
starve_series__t00_growth1__1,0.09816346109904743,-0.22382024907958722,0.5715755788175007
starve_series__t00_growth1__2,0.0986451963420778,-0.2077882811854704,0.631569859601309
starve_series__t00_growth1__3,0.10088452476499067,-0.18039836591067837,0.5928233003016631
starve_series__t00_growth1__4,0.10155123571727995,-0.3155838839268284,0.67944691335123
starve_series__t01_starve__1,-0.546266634517708,-0.10915902501706595,0.35503560516754484
starve_series__t01_starve__2,-0.5784504299055533,-0.028672551124765102,0.5357374080805176
starve_series__t02_starve__1,-0.5177146624711454,-0.2571117167900154,0.18512855669261194
starve_series__t02_starve__2,-0.5111271956930583,-0.2817441405481074,0.18176160188428206
starve_series__t03_starve__1,-0.44338648181500107,-0.4518290404693258,0.2809173453772341
starve_series__t03_starve__2,-0.4640169033575289,-0.39719614525100266,0.31426197185350885
starve_series__t04_starve__1,-0.43404360329647595,-0.4304187459832673,0.30376739047777984
starve_series__t04_starve__2,-0.4415104189236886,-0.47913544331564034,0.3306014003495158
starve_series__t05_starve__1,-0.3678836084688673,-0.5027390512480416,0.33745119168968324
starve_series__t05_starve__2,-0.3774885564385249,-0.5285772904255821,0.2983518537908274
starve_series__t06_starve__1,-0.3336646554808995,-0.5053672810581618,0.3917717408121019
starve_series__t06_starve__2,-0.3380156037364449,-0.5246772121688456,0.3975252870259079
starve_series__t07_starve__1,-0.28740744454824846,-0.5650049923513962,0.3535131141726644
starve_series__t07_starve__2,-0.3011666779043834,-0.5914251519255861,0.4209956661919498
starve_series__t08_starve__1,-0.27952210780752607,-0.585258924029054,0.42965848495460823
starve_series__t08_starve__2,-0.27752661485855135,-0.5710070925964661,0.44930525535033333
starve_series__t09_starve__1,-0.2523399652167975,-0.686938980085711,0.483718853624292
starve_series__t09_starve__2,-0.25361827541214443,-0.6456536579487002,0.43506030329986767
starve_series__t10_starve__1,-0.23464805701364555,-0.6808410078786358,0.439817634554642
starve_series__t10_starve__2,-0.23675768433612268,-0.6913253040317022,0.4065591924066538
starve_series__t11_starve__1,-0.22667425894749813,-0.6941526533963814,0.48135960352037815
starve_series__t11_starve__2,-0.2252041309026497,-0.6282710528954112,0.48141785939338716
starve_series__t12_starve__1,-0.21343496223278147,-0.7321046354041623,0.4954838862182988
starve_series__t12_starve__2,-0.22520618478687465,-0.6577959207834939,0.548419315779318
starve_series__t14_starve__1,-0.24937582121973795,-0.6905678675730347,0.6208323683997102
starve_series__t14_starve__2,-0.24259427095432845,-0.7225737872103851,0.5339401043887612
starve_series__t16_starve__1,-0.25326972926377606,-0.6818338347648585,0.6015482011178616
starve_series__t16_starve__2,-0.2521568179046789,-0.7258673282604181,0.6004735891713088
starve_series__t17_starve__1,-0.25490273916559264,-0.6292916486019066,0.6026572342090294
starve_series__t17_starve__2,-0.24774294393654503,-0.6402005828678006,0.7001073157822468
starve_series__t18_starve__1,-0.24059798088679815,-0.6277769738074725,0.5592199579072855
starve_series__t18_starve__2,-0.23504576967984875,-0.6397113104664914,0.49953413126928825
starve_series__t21_growth2__1,0.30260305017874456,-0.8974587877603419,0.13250992963813069
starve_series__t21_growth2__2,0.3107256336041418,-0.9034742393652283,0.16149165412551084
starve_series__t22_growth2__1,0.24174121000239351,-0.6727748709457967,0.11620887084543324
starve_series__t22_growth2__2,0.24057689835543627,-0.6830426529999222,0.09110603065922025
starve_series__t23_growth2__1,0.2780413249399603,-0.7109650804976292,0.11435120597545886
starve_series__t23_growth2__2,0.26991855141622634,-0.6542883317533272,0.11685494511278006
starve_series__t25_growth2__1,0.20300643695572446,-0.44986111959910674,0.38536837500344706
starve_series__t25_growth2__2,0.2158574320071278,-0.5019789706656658,0.40851262954757334
starve_series__t26_growth2__1,0.11957019974348049,-0.40958359850437986,0.6670308336150921
starve_series__t26_growth2__2,0.10974574713533373,-0.3791421467619806,0.565067010124465
starve_series__t27_growth2__1,0.07689396232472216,-0.35875552030154784,0.6907103373052257
starve_series__t27_growth2__2,0.07445765073650959,-0.3939422100053297,0.6786608216205123
starve_series__t28_growth2__1,0.09170864290566372,-0.33620281198904134,0.6823706594087195
starve_series__t28_growth2__2,0.08568423786279093,-0.2557967032767742,0.7506419198921614
control__wt_glc__1,0.0010467514066772481,0.031071019046491226,0.9607053889048601
control__wt_glc__2,-0.0010467514066772273,-0.031071019046491257,1.0409018327043364
fur__wt_dpd__1,0.25564830048733406,-0.4815031968924291,0.21551561496232302
fur__wt_dpd__2,0.2736283997839798,-0.5443187091070668,0.21629700285851147
fur__wt_fe__1,0.03959068944676026,-0.05117977782966873,0.7718930049652577
fur__wt_fe__2,0.02637021851148796,0.0012524834376649435,0.7964622366266582
fur__delfur_dpd__1,0.2193424857515484,-0.39015402723018383,0.2376016836908875
fur__delfur_dpd__2,0.22209513659282765,-0.3845178679729725,0.2647141773644585
fur__delfur_fe2__1,0.05272841076841958,-0.13364921471894195,0.7591094865368283
fur__delfur_fe2__2,0.049909178992032614,-0.11428439431429142,0.7017044590982522
acid__wt_ph5__1,0.09461894548474302,-0.23247687016435883,0.6124667231394993
acid__wt_ph5__2,0.10153907837265379,-0.2905010733059043,0.5990988537400528
acid__delgadx_ph5__1,0.09371755212097829,-0.25571207185887657,0.5767192680891366
acid__delgadx_ph5__2,0.09516433429620556,-0.2370577905032488,0.6319560550507077
acid__delgadw_ph5__1,0.07275508199857642,-0.20171568374931848,0.5801776838470261
acid__delgadw_ph5__2,0.07592715287864203,-0.18520473623992253,0.6016899339383298
acid__delgade_ph5__1,0.07995925724928558,-0.24970476794316487,0.5953382742050356
acid__delgade_ph5__2,0.07925548704799809,-0.2470310614798842,0.6051846292422678
oxidative__wt_pq__1,0.1196597319079879,-0.1554678872928175,0.36018413707458735
oxidative__wt_pq__2,0.12059583903601187,-0.15364185474806796,0.3875081783601961
oxidative__deloxyr_pq__1,0.11559114260832441,-0.11739942256352845,0.43342163647468546
oxidative__deloxyr_pq__2,0.12627471250581823,-0.17964160948465938,0.4225640911567822
oxidative__delsoxr_pq__1,0.11928344159620989,-0.14513680938382434,0.26358449770806464
oxidative__delsoxr_pq__2,0.1309791360458282,-0.11233297156266524,0.2575353281983451
oxidative__delsoxs_pq__1,0.12829637458902715,-0.16198915001608807,0.25965064646649405
oxidative__delsoxs_pq__2,0.11987035111464184,-0.17976642394838074,0.2593464242444152
nac_ntrc__wt_csn__1,0.15567630550021497,-0.3527177672900574,0.37830052545818965
nac_ntrc__wt_csn__2,0.15412674245994515,-0.3369165211192706,0.37514957652090397
nac_ntrc__wt_cytd__1,0.11743254142257957,-0.21247660846206382,0.5082507980187025
nac_ntrc__wt_cytd__2,0.10365623345286325,-0.2664070305533305,0.5237540034566471
nac_ntrc__wt_gln__1,0.14234148063642288,-0.34852446530207454,0.2645516542858363
nac_ntrc__wt_gln__2,0.12809412482337917,-0.31855128880787126,0.2508544213893297
nac_ntrc__bw_delnac_csn__1,0.25076888327423724,-0.7527039059905254,0.14310503721434237
nac_ntrc__bw_delnac_csn__2,0.2799748625345372,-0.7069481545339096,0.16118351558298938
nac_ntrc__bw_delnac_cytd__1,0.14388004339379015,-0.17838753798065177,0.4652874285095684
nac_ntrc__bw_delnac_cytd__2,0.14542938764873325,-0.19018397542707335,0.45240196221709744
nac_ntrc__bw_delnac_gln__1,0.18349562307382258,-0.28384152883297686,0.23245314023066477
nac_ntrc__bw_delnac_gln__2,0.17315559915416961,-0.32333884332268215,0.2333705217795225
nac_ntrc__bw_delnac_nh4__1,0.019059830670250664,0.08096827465768539,1.0697547122346174
nac_ntrc__bw_delnac_nh4__2,0.018305716254942764,0.05058771665460766,1.0888523035673345
misc__wt_no_te__1,0.08803354011458275,-0.09530061367524123,0.5976911585840992
misc__wt_no_te__2,0.05508854219699954,-0.0879508999521512,0.8268683291774782
misc__bw_delcbl__1,-0.036792690783495965,-0.025447762275990257,1.0043215192283161
misc__bw_delcbl__2,-0.03360315133746556,-0.003113701724367186,1.0208241497390034
misc__bw_delfabr__1,-0.009193831755137454,-0.0811871411224182,1.1153018925438156
misc__bw_delfabr__2,-0.02221019437785456,-0.03867797151443177,1.0899499136372464
misc__bw_delfadr__1,0.02455213153576146,-0.05521963639121951,0.9696477304828707
misc__bw_delfadr__2,0.03133323338314705,-0.0696067247046208,0.8761674560586549
misc__nitr_031__1,0.13501181103517548,-0.1256657691777474,0.47350975189506134
omics__wt_glu__1,0.0588364727147469,-0.08618971880618813,1.0906700586905718
omics__wt_glu__2,0.04808924446610008,-0.1459997490400435,0.9433581049329552
omics__wt_gly__1,0.06452930959116551,-0.16644072676500332,1.146463089462263
