,b0585,b0588,b0589,b0590,b0591,b0592,b4511
starve_series__t00_growth1,1.032299796786518,0.77392968293997,1.569920000406238,0.8925395595862988,0.9463643765628408,0.6838636210179018,1.4736121878916828
starve_series__t01_starve,0.4747509646042728,0.6471620337801764,0.6786510610949219,0.2511409231527955,0.18761338172605,0.1984227529156143,1.3326640588315848
starve_series__t02_starve,0.4268574326481649,0.2953998285411259,0.6551234650516772,0.2624657940126262,0.097386943407337,0.1277566146365532,0.4954793526851438
starve_series__t03_starve,0.2696840636279689,0.3234046874903854,0.5687371789289372,0.2401874987591732,0.0686020193434278,0.1638762975974794,0.3017885893191959
starve_series__t04_starve,0.1783895422681759,0.2082160869934268,0.5239530456417616,0.2411467610025734,0.0637936151616715,0.1505496631373617,0.3985336454688808
starve_series__t05_starve,0.1289429691250029,0.1902909384200893,0.3979001242852935,0.1832811561104759,0.0579056987084234,0.1478770234648502,0.0900868013378114
starve_series__t06_starve,0.1027525860900694,0.1791188025136779,0.4645328025505434,0.2988916939937166,0.0758936521239143,0.1275859632568013,0.1361054553038704
starve_series__t07_starve,0.2260338364008879,0.1738410153690734,0.5565845804744864,0.3376813156331354,0.0650778153542696,0.2074232672706874,0.3871887282950957
starve_series__t08_starve,0.4274467894770148,0.2302100330484023,0.7692433548433059,0.4930260180656192,0.0720723329599589,0.2932093941043562,0.7072677125195754
starve_series__t09_starve,0.7146227647148009,0.2381730533363744,0.8235966066325645,0.5765302532991812,0.1096810984221784,0.3196668583404207,1.2508284274429868
starve_series__t10_starve,1.1142499832351922,0.240958056419495,0.8241503192753679,0.5475283158674165,0.091578906545943,0.3745158140442759,1.6039073313508827
starve_series__t11_starve,1.726260988179643,0.2419419126746268,0.914976269883946,0.5248847742678636,0.1300697492329044,0.5932725798652669,2.8587394684459446
starve_series__t12_starve,1.9680752938345203,0.2791240685167837,0.6727913286677655,0.6858814444616892,0.1106892972651881,0.6111871226470779,3.225064526359784
starve_series__t14_starve,2.739258885418148,0.3272199850343495,0.6728706372553386,0.5550935900636643,0.1593645308910073,0.7827123715406733,5.197163977318426
