,b2341,b2342,b1187
starve_series__t00_growth1,2.390665044835669,5.092494066377549,3.2570769393198096
starve_series__t01_starve,17.053405905732436,74.24494851298789,2.860357239486353
starve_series__t02_starve,87.49319279328414,141.3820380459102,1.1775996342010986
starve_series__t03_starve,45.01045340134975,92.14237134915469,1.098616318649393
starve_series__t04_starve,39.19206331305602,80.00781376821791,1.1403556827755017
starve_series__t05_starve,54.93107028717294,107.76309308416324,0.799046451771871
starve_series__t06_starve,48.887015263717146,104.58793879249878,0.9237973406585795
starve_series__t07_starve,39.27888846895458,91.13305763955536,1.0220104166139137
starve_series__t08_starve,40.37744797630781,95.99222546789954,1.19737013322179
starve_series__t09_starve,38.15605440590127,92.95727433677555,1.1750901468094312
starve_series__t10_starve,38.423110769348845,91.16391751527183,1.1664009590075028
starve_series__t11_starve,44.35631348660387,111.88124475091963,1.4010636533622347
starve_series__t12_starve,37.4433028959193,91.6190019400586,1.7978464928290694
starve_series__t14_starve,39.51837238337234,95.91757610837672,2.100190846027305
starve_series__t16_starve,31.62985296639389,75.427607227261,2.9603902973189657
starve_series__t17_starve,25.09992080693231,63.17393459678248,2.977836376540352
starve_series__t18_starve,20.297666857348744,48.482656530681325,2.9497042018415613
starve_series__t21_growth2,0.4560472223832302,0.7106775625571099,2.8542452607262683
starve_series__t22_growth2,0.9731274405939004,1.729295877759265,2.8001128134395623
starve_series__t23_growth2,0.9268382444096088,1.1324746633224096,4.05680631272034
starve_series__t25_growth2,1.336107580810272,2.235398072124522,3.0153862757845737
starve_series__t26_growth2,1.1987012595623634,2.759644901320772,2.496824953079224
starve_series__t27_growth2,1.673138267995348,3.365212939287984,2.7289489327569534
starve_series__t28_growth2,2.006201744542488,3.6620906165303406,2.7721017100541205
p1k_00001,1.5767213316524264,1.3771077207785534,2.3314782692930134
p1k_00002,1.714546812611519,1.585912166762612,2.232168807603221
p1k_00003,2.379689107247814,2.273889913690014,1.5048096242609244
p1k_00004,2.705591065970691,2.574908113197207,1.593815608607293
p1k_00005,1.4995408009744042,1.2192206167835284,1.740135874511922
p1k_00006,1.470701544224604,1.275682570358072,1.599566345926442
p1k_00007,2.514088467130831,2.6176448014325304,1.6468715231987003
p1k_00008,2.3412338342778423,2.646434162359121,1.8568412128908316
