"gene","iM","Val"
"b1113","CpxR",-5.17170028223477
"b3096","CpxR",-5.26924620652782
"b3860","CpxR",-5.36666913785088
"b3859","CpxR",-5.04420297904099
"b3461","CpxR",-4.56462099425101
"b3095","CpxR",-4.93479003476709
"b4392","CpxR",-5.4577145195737
"b3363","CpxR",-5.71475764278635
