"gene","iM","Val"
"b1113","CpxR",-8
"b3096","CpxR",-3
"b3860","CpxR",-10
"b3859","CpxR",-4
"b3461","CpxR",-8
"b3095","CpxR",-4
"b4392","CpxR",-9
"b3363","CpxR",-3
