,b1072,b1080,b1081,b1878,b1879,b1880,b1904,b1937,b1939,b1940,b1946,b1947,b1948,b1949,b1950
p1k_00260,0.110018665059973,0.0521384488247786,0.053223804654733,0.1027955263442204,0.2476484370451743,0.1147907226755,0.0441632525395533,0.0302915695463628,0.0297662791905201,0.0587486065000597,0.0212049394118178,0.073537557274353,0.0740431771000341,0.063706380730459,0.1231278273272682
p1k_00261,0.0613454409343118,0.0324971296920561,0.0286524495281191,0.2147002024963125,0.2104388104235426,0.0784932353915943,0.088696441745446,0.0770327136712496,0.043798471558626,0.0301035664025439,0.0221840998306389,0.0282094650329789,0.0411355958113969,0.0503637953500862,0.1168189901840486
p1k_00262,0.0555620456961666,0.0449380908006562,0.0480108419998612,0.1251163086357329,0.2617785058080171,0.1350329665780471,0.071525461577855,0.0617815832933193,0.0295214158279302,0.0588689351116156,0.0221243695137736,0.0381293461535622,0.0594119496617313,0.0665014443876014,0.1626915548204165
p1k_00263,0.1220875269254598,0.0714320952805672,0.0946137159240737,0.3117702472618675,0.2028178281198036,0.1218964982484038,0.1149521195011127,0.0675953762529145,0.0826071639904638,0.0876633302622559,0.0551808565707,0.0614549642708508,0.0690900759970431,0.1790792495850589,0.1863819799325006
p1k_00264,0.0872401188116131,0.0592490904427935,0.0600447857125429,0.1911395027974798,0.1921583855124152,0.0726939365385308,0.1137784396208835,0.0340493167042354,0.0331044288272346,0.0470579083601931,0.0389297265452934,0.0829254081473033,0.0484641901191409,0.0519470862929978,0.1467642979156966
p1k_00265,0.1025061945531379,0.0666212882142316,0.0544145699150908,0.2506853039621206,0.2159699727137704,0.1034748452438999,0.0728272436201076,0.0426974667145088,0.0353592135921266,0.0547181226427798,0.0377336677609697,0.0892665208242332,0.1026188334795612,0.1339309150399501,0.169807511667111
p1k_00266,0.08224518239232,0.0713462602350545,0.053111070436411,0.1941747515339308,0.2536900437480804,0.0906724051393148,0.0791383866818558,0.0317362729088096,0.0536712671500366,0.044119338029765,0.0254932250864023,0.047784403084576,0.0651080973245304,0.0980918434888538,0.1728387578628463
p1k_00267,0.0883858398159685,0.0630670916135725,0.0419315964563378,0.2080325953186644,0.2417445427272378,0.0920015460803188,0.050277796287742,0.0336750822117121,0.0381265764424611,0.0567406931872626,0.0361447914597904,0.0626293088371284,0.0932369709704826,0.0762764486447651,0.1304540301946275
p1k_00268,0.0941012845411844,0.0655258128240016,0.054093558262344,0.2163911486635124,0.2653323741885702,0.0922198283710917,0.0915413938850377,0.0613240513726734,0.0418757790618915,0.0357103941786327,0.0521331375471295,0.0357698021067886,0.0675599952531961,0.0958862697289975,0.2198517811742486
p1k_00269,0.1276362313721497,0.0599788805033297,0.0627837090401982,0.202477863111683,0.2188792022103038,0.0602737603307998,0.1030571544879527,0.0847734120734765,0.0529725544726919,0.0594036934409386,0.0511235296884581,0.0627691243841667,0.0605145716399549,0.0792748925438399,0.1347156890860973
p1k_00270,0.1014648723731576,0.0613142251457136,0.0621365009724057,0.2581774027722746,0.2695659499420796,0.0829177736675029,0.0875414455341395,0.0335549552891012,0.0390042147346196,0.0503150624181601,0.037030278035395,0.0852557550846779,0.0700973653036937,0.1040382658998732,0.1864918551927473
p1k_00271,0.123956157075901,0.0989994051613596,0.094204093917152,0.2324929731360348,0.3872552543473114,0.1134080936831474,0.1422706660645621,0.0880810502219212,0.0668410757613438,0.0743581312764665,0.0456710267134685,0.0932500035166398,0.0536730692494087,0.1262606131153844,0.1006762154528763
p1k_00272,0.155766194561772,0.0776633064334174,0.07515828801066,0.1759707942800897,0.500440754686259,0.1641970574333891,0.0313163503497533,0.0722948020359505,0.0606676374278887,0.1152953153440591,0.0560122940884859,0.0762937299444439,0.0621177758222582,0.0668210243393166,0.1076981567101828
p1k_00273,2.8182086841125438,2.230590161963934,1.7065424527011612,2.430589147016518,2.621221612135092,1.3848296796805912,1.3122765068185722,1.836612217732576,2.387005826610768,3.153642200360593,3.0581305841000965,2.3085962060169267,2.0963342547708006,2.456512657872298,2.002830939094535
p1k_00274,2.1665959615562893,1.4136900289274537,1.213876262707404,1.7558562331216678,1.6572427023659035,1.3491550408507826,0.9031140860233356,2.205631074013507,1.6149914745135352,2.2783909738511525,1.9903720534035725,1.629333736025866,1.3892172153527105,1.8491509067845435,1.5910398735989888
p1k_00275,4.005082447906063,3.3671293614370046,2.949098329777539,3.8454552955292978,3.759806786891976,4.314245907652649,3.6327634910729456,5.118058472887323,3.570247372400791,4.195531868421337,3.5117261972177887,3.2689030910008703,3.656955126829228,2.62845230956456,2.2748579401375197
p1k_00276,4.160572163522946,3.25004217103022,2.8624407698346337,4.542146491433482,3.833908061306703,4.560903509960873,3.389130066542813,5.835749597936951,3.4633503142372497,4.161794500537528,3.4128389475052487,3.0345234512016868,3.3314088757229587,2.6397787301727407,2.138621047337925
p1k_00277,2.0721035770581238,1.626997808770552,1.4143177637313813,1.9410926409126783,1.974751828563582,2.4111491222395958,2.0956794083862404,3.4462588545765587,1.866521866417016,2.4457460740963475,2.00447710052754,1.7898593293206948,2.009640639208921,1.6890388320803376,1.7230726007096782
p1k_00278,2.212082619386579,1.643495613657962,1.584117267716336,2.468570769237829,2.1521702402670866,2.4539220808971307,2.082549052028344,3.3900722036192525,2.011828197894334,2.426120394582849,2.1674996087052043,2.08087499320623,2.282399993620792,1.668385615784322,1.830732395738942
p1k_00279,0.2369080128099304,0.1395857956060397,0.1373000725571705,0.1642696247531688,0.35373130661497,0.1853279957173066,0.1253924052549201,0.178517322048157,0.0946605718675699,0.1444847347712489,0.0821388568339554,0.0897850810061103,0.1865428180268383,0.0743384414615725,0.1563342043352716
p1k_00280,0.2076315596916727,0.1141389477454959,0.1126986388369878,0.1906180228514039,0.2790371047082876,0.2293061427381832,0.1000955981457147,0.1776023482286303,0.0920375580141997,0.1177883425026039,0.0874959442715739,0.1214780837340978,0.0871672892983134,0.1450139377481838,0.139432629896169
p1k_00281,6.084711484229958,1.5271091178968257,1.2131356152933537,1.0930994900601785,1.9629996886782248,1.0925721750844068,1.2343734469290022,0.80287561859255,1.4584579951791885,1.662560100415725,1.40386456085089,0.9345916417193768,0.6784730430331596,0.5156366846137399,0.4937284453221979
p1k_00282,5.708055732044386,1.2286444838110278,1.1608685394913267,2.0348155254755573,2.1201077212246564,1.048469654785099,1.7792846617714446,1.5332244969931952,1.0999840816263269,1.265608575186424,1.2316809865993354,1.3766642344028082,0.6683671688448385,0.5363048301679123,0.3643716299265309
p1k_00283,2.4106925614149746,1.872137937036533,1.4506460757950468,2.1494653397950527,2.06708990499667,1.9564054951031224,1.7677101799150343,2.9831872784784323,1.951256007554704,2.259655539724024,1.958645176398368,1.6313140691330512,1.751171490020902,1.2218591441981983,1.7419443417792573
p1k_00284,2.122219423319934,1.4451765857224816,1.19841081209335,1.7779833141956531,1.5435382431227116,1.4987174503050318,1.36707625767607,2.37349736973367,1.3963243143331785,1.4878450011500457,1.438750945051481,1.1936767410213436,1.1947331486911326,0.9167516502146148,1.0322771775866464
p1k_00285,0.9967224099711798,0.7837852172235793,0.6333128261697444,0.9895477353212326,0.9036714130566528,0.7036980956949886,0.6853821461497852,0.8290097008705114,0.7261725162443567,0.8267705378288945,0.7121820039651501,0.7664610159901489,0.6216049437716675,0.4343252123430298,0.6050141523161874
p1k_00286,0.9483866986947858,0.7031219435542725,0.6251233872262556,0.7822166281872276,0.8458882909779091,0.5640176933171296,0.5411740413795727,0.9199499886417336,0.5965677645165348,0.5718848614063672,0.6008611739991139,0.6139428823269046,0.6239276082724675,0.4664171548389606,0.4773467444008445
p1k_00287,0.4221397867263862,0.3050019207096836,0.22090789423022,0.3253690300351583,0.4764861502939611,0.3238007862733882,0.2693676938228881,0.2853411225269049,0.2419549783774357,0.2359252625915185,0.2399821638875854,0.1495445132056038,0.1967503921045095,0.2325427540809291,0.2232471809551161
p1k_00288,0.381706794945448,0.2605858458886129,0.2352652072351246,0.4175228656233015,0.4323144755112292,0.3009047022470739,0.2361662173915291,0.2409119553882166,0.230416371399855,0.2670267051238945,0.266605202614264,0.2967302256950349,0.2537966324959511,0.2002611913174152,0.2560490307463244
p1k_00289,3.0952496952023303,1.828129862626088,1.625615047966353,2.126467017115274,1.929308100897697,2.6701245368686197,2.2091303843033763,2.915616762661843,2.10670464659815,2.2421245700997545,2.251841880456792,1.795762414221414,1.7842944536198897,1.6162571698905357,1.437147681539462
p1k_00290,2.8491201604416423,1.685534149366119,1.6524656172744236,2.321976454595538,1.761437706969272,2.5545777205447355,1.928236039813738,2.504488225528748,2.0934375090416952,2.3104651552590583,2.100855083978594,1.98899239365692,1.9550178718099331,1.1806426718311729,1.0307589356467144
p1k_00291,0.3558644518735275,0.3038475095151164,0.2408906500685707,0.3547757737221174,0.4871092862205644,0.3059984370102273,0.2067687059300294,0.2974088967045924,0.2254717999282371,0.2395972261404754,0.2159872934303087,0.2694168398277339,0.2463697167520503,0.1655790445435508,0.2488812675933319
p1k_00292,0.41789768737717,0.2880903173952761,0.2525805861381708,0.45953751025378,0.4842469972458101,0.2418640804807242,0.2258455874621446,0.397807255650898,0.2178625195877133,0.2580350431167513,0.2473096419829715,0.3833746158519316,0.2163279128859213,0.3060173509380718,0.254921117615835
p1k_00293,4.411393604643046,3.695308034621119,2.7728099757307505,4.222550432154654,4.509319633626884,5.229903377797746,5.980313490190008,6.973504081651456,4.005833686959616,4.46045072283964,3.905455935328765,3.4097266350679547,3.8446672964568966,2.4458140414846667,3.766053351700296
p1k_00294,4.526336953632934,3.5484607116654376,2.5197285608917515,4.013982166376093,3.83492431664547,4.83657570498499,5.082698125620548,7.20807421325261,3.622710816466778,3.822142547785787,3.5468543946024464,3.509876665082734,3.3429159496901266,2.9725327953091742,3.145552080785444
p1k_00295,1.719370581432132,1.470669725642422,1.2094212080547295,0.8613997679207409,1.205278028742692,1.091328157614306,1.111005045828551,1.371586344499799,1.2889173143629575,1.3917855518892237,1.1271641774408403,1.006326251173003,0.935148968102848,0.6631637977165382,0.7410510159093772
p1k_00296,2.572065924877817,1.1595883867275605,0.8825704057791626,0.8644278868014416,1.0428666622051257,1.5822700234497007,1.729046761835734,0.4817887879179621,1.2278442688525109,1.0812474580042326,1.0874823545252237,0.8697402499483208,0.6390707422670944,0.4929455959009835,0.2836598100614676
p1k_00297,0.1097027111882741,0.0992695220147065,0.0978678440644282,0.2239859973393004,0.2886103263786952,0.1193639943989352,0.0891682867980516,0.1327720306428436,0.0980736910100765,0.120070092739761,0.0900756575779249,0.0720424126437014,0.1338861754911953,0.1177045441629105,0.1044031575293623
p1k_00298,0.1801273746582903,0.081733705465441,0.098909956947943,0.174900941925717,0.2646092655537768,0.0835562381845457,0.0592462063245429,0.074085028158113,0.0616669698027117,0.0805481419460712,0.067970352264529,0.0619700007072517,0.1180866181045164,0.1445057273653384,0.0965964976043356
p1k_00299,0.1734483917708186,0.0449466915023471,0.0608448003841306,0.155081423076069,0.2376629959933541,0.1028530685910648,0.1098674887563469,0.0323178841220847,0.0681188483711558,0.0924472191722303,0.0374802592411204,0.0927091315579499,0.0796439410802732,0.0999934982057558,0.1360430691468884
p1k_00300,0.1436827065903051,0.0610784465172012,0.0505397985505702,0.2090146377455755,0.230468168457428,0.1104448014590148,0.0944493400979187,0.0392286595405797,0.0598378805797061,0.046757018876471,0.0308654580147408,0.0606840175602607,0.0549788778059966,0.0694624165407144,0.0704302701147989
p1k_00301,0.0936792744907339,0.0760531778057666,0.0527329670765624,0.1499777860525696,0.2728239105127366,0.1097301890667218,0.0665002049890289,0.0568312864397326,0.0533425186569136,0.0484281173742178,0.046690916018821,0.0282094650329789,0.0734612646609393,0.107093936406647,0.1742546234083405
p1k_00302,0.0977406408452574,0.0502144457049384,0.0525738953321576,0.1230234738034412,0.2350089438016925,0.0898263516265568,0.0667793325423564,0.0545371930131828,0.0478813011983503,0.0472089900278954,0.0252633492478112,0.0590167674572609,0.0586918286576376,0.0718439932124801,0.0883382549730315
p1k_00303,0.1057369617438516,0.0612838517868879,0.0758990348851013,0.2183933414490356,0.2882524871191425,0.1198262365437079,0.0340982694996052,0.0657604592226297,0.0612746422833814,0.06371433636084,0.0498894371757962,0.0741313404603318,0.0820892676145756,0.0966495129871376,0.2394918837914408
p1k_00304,0.0993077117532623,0.0640286424428587,0.0772982389769798,0.2505858747617164,0.3151168540083494,0.1702083950779006,0.0543507185906253,0.0396285837971539,0.0624729768293227,0.0705335483105631,0.0480417543032619,0.0674405706520812,0.1170674791471798,0.1495688627186278,0.1981363641782139
p1k_00305,0.1222197862393887,0.0891122544678689,0.0676446970041835,0.1930448906690954,0.2245423388776483,0.1384244817827975,0.0928661417716995,0.036877411477827,0.0588403664598124,0.0653977679466574,0.044378241139921,0.0917559197187485,0.1001626728182465,0.1033504884294745,0.1196821837953965
p1k_00306,0.1122360333264187,0.061180437888463,0.0686084134894588,0.2325368252388383,0.2367219777260578,0.1209348353740315,0.088696151192914,0.0354396855156194,0.0633071077371462,0.0578827134523888,0.0448495831983025,0.0681108048261992,0.0922823990350378,0.0993212012732641,0.1554758909902921
p1k_00307,0.0879578995487797,0.0582129952449931,0.0432907807487736,0.2667557011453267,0.2325878451767144,0.0913063265370462,0.0598496527563923,0.0899374173947622,0.0477937008646246,0.0524524496944747,0.057381902151782,0.0465002197716799,0.0575058043860003,0.0938901216808037,0.1129592205600083
p1k_00308,0.0903875000392692,0.0510580983838039,0.0644558996157495,0.1106855386706527,0.3031867176975006,0.108540567951527,0.0835765097755123,0.064866424388117,0.0529873161574256,0.0536780052802382,0.041688263095076,0.0808915717212908,0.1257577733599275,0.0857557720080951,0.1316774612500988
p1k_00309,0.0861943217020548,0.0816637963665068,0.0776658759359779,0.1659008782730195,0.2021655033371518,0.0979139876400069,0.0286969659087292,0.0344803376651341,0.0580875449755563,0.0808413713353538,0.0658920847076129,0.081770503161482,0.0734454629435223,0.048648438335757,0.1119429499703153
p1k_00310,0.0866973259153244,0.058433444575103,0.112025590792157,0.1404865510303493,0.2355647028134303,0.0942224855220124,0.1192204468576412,0.0459638274261517,0.0582794525626479,0.057810725303554,0.0772610237283224,0.0571745702122419,0.0765817689298484,0.0498397302417203,0.1265540487171889
p1k_00311,0.0886656580606846,0.0532762950885358,0.0563168152020175,0.1960278918391742,0.2773931507644521,0.1044511853617262,0.0463254687936591,0.0766530771174784,0.0506746862301612,0.0552552857766148,0.0256791263776968,0.0381264777893697,0.1143205061377618,0.0502683128830322,0.1511355512291885
p1k_00312,0.099702308272528,0.0654648740299205,0.0700265119865914,0.1409602774381377,0.2511208185948954,0.0567819496053973,0.0416855975726758,0.0364346451735566,0.0337850750700391,0.0486190301476446,0.0259596902052904,0.0362994820231248,0.0598860597741175,0.0737491794537787,0.1456726396662696
p1k_00313,0.1208153712104413,0.0723586783386387,0.0738454748224029,0.1146385228969761,0.2026222983623587,0.1233291960212483,0.097486446517605,0.0459911536433918,0.0938201259614163,0.105225056540934,0.0802030859991263,0.0394827750357837,0.1459777427459785,0.0709297308806345,0.109748662047577
p1k_00314,0.1221620895935697,0.0945183121496991,0.0958858718140609,0.159320547090122,0.1816781830428986,0.1269825967444119,0.0908365185618426,0.047456977450765,0.0659259853299444,0.0747719521128711,0.0452045799045588,0.0987789388759173,0.1146011985794773,0.1110100317511159,0.2071680966579333
p1k_00315,0.0706744082114983,0.053701259740038,0.0407225499323003,0.2284912059860333,0.2541451642035162,0.1283730616445878,0.069282464431754,0.0487322045180809,0.0396479232206923,0.0428413512271266,0.0231064135941314,0.0607064244261732,0.0499939856771588,0.0739171401874569,0.0987655191707289
p1k_00316,0.0986424456320634,0.0451823496998649,0.0639240897714261,0.1472324644685105,0.225074540898622,0.1420652901657834,0.1019175807135964,0.0468703391400869,0.0475783704233554,0.0570443508297998,0.0238962439810124,0.0542333442198133,0.072359191177518,0.0482358297494411,0.1107700769175855
p1k_00317,4.908068424223619,2.741861557169612,2.3747838120853384,3.644267623510392,2.842427721300883,3.317140778528615,3.430351406034004,5.736085156133526,2.553165355904369,3.013319573286367,2.687738804006779,2.35387783464319,2.5744568382393616,1.787086712369231,1.8843564449189416
p1k_00318,5.021399518591745,3.018199814371656,2.653483796576313,3.90127933964337,2.961530670104038,3.446950208503593,3.5468565482422023,6.050779640355303,2.714742525689456,3.1263548249827964,2.787259494626308,2.501813285875984,2.6824966977995333,1.5774350376722768,1.9898352946538185
p1k_00319,3.989772964120924,2.453421866505144,2.388703488294243,3.30861989115178,2.43176471026419,3.019751372656017,2.8645281890239924,4.807676566875482,2.4662154381795784,2.808304882972916,2.906303423725903,2.441885826758226,2.423630929589893,1.7847432442718345,2.0592147205624647
p1k_00320,4.533910643410546,2.5235411341452463,2.369684144609775,3.247932857742603,2.580956667910311,2.9623754137152,2.7557143712554244,4.344310586514079,2.4113939322403883,2.8474415564168845,2.8123485642051698,2.253835993960914,2.177072737852233,1.5520856530863336,1.7007797406645957
p1k_00321,0.7299261138916907,0.4298985424335781,0.379691797027181,0.5921721853303565,0.5769549574552735,0.5219472565280906,0.3507558845693455,0.4991963829675042,0.3744638350517772,0.3878127668339569,0.3479749441437413,0.3290852103822052,0.3290163430363744,0.1884658878789842,0.2556144191880767
p1k_00322,0.5910769636939479,0.4473161485202935,0.4450400583589005,0.6227555914653266,0.6622224897169425,0.4196555229825642,0.3064728565091048,0.4830836601813544,0.3969477379283027,0.4766158233442846,0.3719365990151644,0.2062778182770616,0.2658603468577232,0.1484882097582457,0.21090731254415
p1k_00323,0.8849224815526159,0.6788274937718285,0.6149912818560603,0.6283427265236307,0.7970505147204615,0.7262305159193208,0.5221544242498122,0.6485005418393637,0.5129002835490855,0.5498108113282268,0.5761522489009372,0.5004208626059746,0.434008982819091,0.3636508322089442,0.3705413998288128
p1k_00324,0.2981632742108402,0.2181550567002885,0.2222575076692323,0.3161247247837001,0.4179361606627463,0.3334362815194409,0.1286216069228981,0.1538617812848032,0.1786076953835281,0.2143488865338648,0.1393394568641811,0.1502919875857377,0.1341495902395373,0.137899496366965,0.1385570364212498
p1k_00325,0.179642335910668,0.0790631342847084,0.1241571615849537,0.2535503628278862,0.2952182774698099,0.1534927426823547,0.0788248573347544,0.1206305975861169,0.1028589994271129,0.1362400586209298,0.078120590198233,0.1087408216904048,0.1188506055485355,0.0948501124331049,0.1280451542831497
p1k_00326,0.1251416652312398,0.0511415781915008,0.0844152001977728,0.2300166877737497,0.2250485507013798,0.1255482447497009,0.0581409575379494,0.0504191797860358,0.0631883294897117,0.0470170258589118,0.0369292332536211,0.0664543493815581,0.0921453807781499,0.0697969978530367,0.1466521404392938
p1k_00327,0.4408163359535182,0.2541223718826908,0.2378456353344409,0.3623352934051909,0.3851460274576264,0.3345483231099568,0.1871574952109223,0.3154420269300791,0.2429262399795226,0.3020139468243817,0.2566342432080647,0.1946084587464361,0.1629753214607147,0.1507105345664624,0.1740653929238614
p1k_00328,0.5267742091029778,0.3041538524941424,0.2949730586249081,0.4597704266075372,0.4497271321822105,0.4141242162351456,0.2771689955407214,0.452368607224613,0.3362769956205534,0.3537977273755951,0.2901071805965705,0.2619145606568307,0.267605834514503,0.1352495858995852,0.2622192059293832
p1k_00329,3.606928642701064,2.395001729875784,2.159724643347892,2.499514731635551,2.1680157657982235,2.4413446365769245,2.245492429198763,3.475196448779605,2.2836235857755725,2.8087587757470303,2.7173566178172104,2.2437397339249463,2.2175404087054797,1.8511787632060577,1.6047613947383397
p1k_00330,3.937990120887133,2.363773208140617,2.087356839006962,2.925250681901268,2.354612099845009,2.56980157629463,2.4782016420777566,4.3276883228591885,2.3425122558866582,2.6786019641594656,2.638078343121783,2.3954786062820568,2.454108089654273,1.616815016256092,1.6259882263365
p1k_00331,1.1561109768694668,0.790498264864996,0.647703235513837,0.9182458774684784,0.7983385558527096,1.0402465206812337,0.4742664537140214,0.8528061652373123,0.8608902747791739,0.8401497320508072,0.7475783344029742,0.6749930589905686,0.6891041385674098,0.4353952079122248,0.4593637231872147
p1k_00332,1.7558787051868168,1.080474358508336,1.0710114434847993,1.2216826816615982,1.214847428879852,1.449435410806506,0.7835194035345725,1.4841219533035104,1.1731521586083178,1.2159541954413071,0.9888096616612336,1.0038416091241475,0.953898057732902,0.5374256412902565,0.5066806275639767
p1k_00333,2.0311259150256182,1.177846863574922,1.110954073969667,1.4720951947843477,1.170154814734305,1.3041532143249015,1.1434278349891258,2.4484841857336668,1.228514679891376,1.472888637620928,1.1605003509727576,1.3787257443588836,1.3119089104208397,0.7333432321741894,0.8842811108830688
p1k_00334,2.490313188636529,1.454366947724363,1.4283945505108953,1.9472435279669087,1.3028007731344042,1.534205232690686,1.3371070800980005,2.677461891233654,1.457498623593644,1.752141188764085,1.5811927518439304,1.5693339722347872,1.4985585901816334,1.185029049158759,1.207758422773055
p1k_00335,2.661632451031334,1.5858372434929946,1.5773475083921766,1.966179158190076,1.5595546904326794,1.7343768425176462,1.3625564176737048,2.887013704526966,1.6387233254883915,2.015028543335706,1.7723788731036558,1.78671608666566,1.7233516648067724,1.235358436240522,1.2461506779809937
p1k_00336,2.747032246820788,1.691074269279499,1.5234579386313292,1.7745257089397657,1.6801024733416323,1.9692726741948656,1.4279192627770392,3.2505315068081035,1.747491154566915,2.0751757833468147,1.8493273702058144,1.652525458733937,1.8608402322329167,1.219609760203067,1.297889060010103
p1k_00337,0.0661973972282855,0.0515324008429787,0.0520202732984401,0.2810872400104565,0.2534083039297278,0.1065930106373922,0.0833362421601363,0.0422249807634628,0.0421484320743734,0.0629032890461773,0.0282214198983896,0.0549262381292906,0.0637649468767694,0.0886787294330452,0.1247859702072399
p1k_00338,0.0794919728657481,0.0484675057091917,0.0451773445748338,0.2568464258332031,0.2747492785512552,0.0853037349321435,0.0896784352008305,0.0769631350019402,0.0280429244977482,0.0398193247364767,0.0230663232123614,0.0524983746555251,0.0698683781645202,0.087025186201028,0.089255478952504
p1k_00339,0.104611495672646,0.0737628557283329,0.0429993621695024,0.1202156793020941,0.2777594468645191,0.1170178046099315,0.1024426413037263,0.0491122865249745,0.0425449967622066,0.0809536014190542,0.0326513671602014,0.0651483627065883,0.0486345987698391,0.070302701325499,0.1305524903399918
p1k_00340,0.0759502864419125,0.0528470479954392,0.0668320029259139,0.1865251605271086,0.251888269137077,0.112282942577278,0.0576930892645002,0.0553571023591682,0.0443560421168367,0.0393987824050545,0.0335779030132175,0.0590518803351063,0.0767467058416927,0.0643185736315596,0.1349724944681317
p1k_00341,0.1082465974438755,0.047986470529857,0.0460594860728972,0.1915764555377096,0.1758595716581276,0.0818210027284514,0.0688461193753211,0.0429077573717608,0.0309544463768024,0.0452857839890395,0.0371794177946652,0.0589481377296983,0.082280141263731,0.0591880468823711,0.0882983611868513
p1k_00342,0.0891167747580156,0.0563941233860657,0.0699415895739621,0.1668997643688617,0.1856888514246634,0.094476680184592,0.0745113817529805,0.0436928766428171,0.0340286046091637,0.0483795952225409,0.0422913852296415,0.0568669625687482,0.0984744893612961,0.071550374779195,0.1437268968399552
p1k_00343,0.0859959895457001,0.0482762884457628,0.0449243791122969,0.166758019925401,0.1649957620338176,0.0750068958577642,0.1384093560341975,0.0373521208588616,0.0315604344641504,0.0535410831279523,0.02726090905589,0.047099632685355,0.0737403957840212,0.0546468249446388,0.1216733991164984
p1k_00344,0.0760804712685685,0.0425163413648753,0.0444735060607859,0.2089107301998594,0.1822937160009181,0.0689060799294862,0.0734686902658633,0.0337979394498042,0.030133593727611,0.0529131755141194,0.0380598803130614,0.0343909434208656,0.0464079615063107,0.0542697573738151,0.1422949340095971
p1k_00345,0.1152141130212911,0.050391640875882,0.0665556116676188,0.1974111505173596,0.2110852060847287,0.1094970020108221,0.2155458828619392,0.0575747419460671,0.0373863883242784,0.0405722972744693,0.0286919186768272,0.0549126901015598,0.0842877944101844,0.0689926996132221,0.1573552883246892
p1k_00346,0.0637906689123978,0.0576082896872475,0.0520093750250698,0.1798100069032039,0.1590044116047904,0.1103481930642259,0.1263797010187542,0.039192051561891,0.0357509569396372,0.0447564972745099,0.0250217714520365,0.0282094650329789,0.0815570911657894,0.0870995248014899,0.1207012648046165
p1k_00347,0.0799728326774533,0.0460802049606852,0.0758704486940847,0.236793741680357,0.1682787338083649,0.112322827713751,0.1076004804618827,0.0444229736015379,0.0365854802965856,0.0485216562558137,0.0307328867642067,0.0658377757913993,0.0614572983935617,0.0692206069102461,0.126675051719176
p1k_00348,0.0580644072937904,0.0410446970516247,0.0423369982740031,0.1388093373781085,0.1586342194853166,0.0899081283495965,0.070117924160398,0.0489911353460958,0.0258050591003346,0.0383383423445139,0.0246565765426243,0.0492482253328553,0.0673597470959048,0.0512537564290959,0.1132339628344767
p1k_00349,0.1064366527487778,0.0560141652792281,0.0533867522707927,0.2518255909896823,0.2190585636331714,0.0911066053908701,0.0679284402446544,0.0437526406100435,0.0375128859437053,0.0507813564717581,0.0397746476638878,0.0440009499470407,0.1030111935331384,0.0727957086282224,0.1714040704929711
p1k_00350,0.1047436684080382,0.0441487201599393,0.0552787845560782,0.2183476634565415,0.1961770812499353,0.0757171485239559,0.0423385146264901,0.0246771022537517,0.0270047951365306,0.0374250857479509,0.0264208651213306,0.0365565746634306,0.0760843964332012,0.0613554903341464,0.1286553925895019
p1k_00351,0.1094422702685258,0.0418204804647367,0.0575025334091262,0.1392052746760045,0.1951014325205294,0.0892160288455437,0.0211400451178328,0.0692577255074899,0.0407060127996489,0.0399632519143012,0.025097522310375,0.0472329188627032,0.0525550629235183,0.0807267225680824,0.1588954577584845
p1k_00352,0.0938775739869171,0.0686638634179338,0.0528138677037201,0.1342078714594431,0.2592451990149672,0.121727998773486,0.0590344363717269,0.0390247237540861,0.0295656583554013,0.0485009170129548,0.027507317369736,0.0550677978199492,0.0515233326644676,0.0340445664469207,0.1432885441946433
p1k_00353,0.115179892678834,0.0490530978480179,0.0571813566459115,0.1426866809273335,0.2465797690561717,0.0752938217321849,0.0420942531982093,0.0575593595160574,0.0429872401745465,0.052200528552724,0.0262483359275945,0.0364603942576625,0.0654577178201992,0.1150332597247744,0.1471692271687121
p1k_00354,0.0880872289544917,0.0563562698938086,0.0535717799364288,0.1360731349124837,0.2401632207795452,0.0793011685344572,0.02889553340083,0.0579865625538241,0.0348230199209927,0.0691492927510212,0.0508888752030396,0.0465322720470185,0.0800925433174294,0.1089826003811927,0.1769389628705665
p1k_00355,0.0865645932481271,0.0528438270023895,0.0493759016637079,0.1658334156298487,0.2177402831727777,0.0847894955706987,0.029951129700091,0.0642256648993526,0.0340040608470045,0.0343560466893857,0.0375865903204388,0.0282094650329789,0.0606141498104283,0.0680996939125043,0.1309330435455186
p1k_00356,0.0776609892113295,0.0558177648138593,0.0548340966693117,0.1051733365249257,0.2201103926957865,0.11431228241297,0.0372393162220303,0.0454519078425722,0.0271731637988048,0.0537727894789167,0.0319162668070338,0.0377183388229761,0.0818028742362327,0.0496006175791731,0.2030882477898538
p1k_00357,0.1724353054603016,0.2157257992720516,0.3106801059110033,0.2888754231313467,0.3131415295905912,0.1930386471306326,0.1322569095767615,0.0559314974020248,0.2431275790296743,0.2059723983654028,0.1919636521332795,0.1922846324509003,0.3445843731132762,0.1772013271357624,0.2993309829115719
p1k_00358,0.2165262661986348,0.2473192916859621,0.3451688680638483,0.2831085431268197,0.3539400362815047,0.2215625148254358,0.07316566934999,0.0480224511049234,0.3195895288152591,0.3466397938858543,0.248467571454129,0.2740367905578253,0.3185964346168929,0.2686387439431821,0.2728677297738472
p1k_00359,1.370779153541836,0.6657322484350355,0.7586754524288637,1.7178050340335205,1.160074355886448,1.0422373812396173,1.3285535751393902,1.4598842535189918,1.029278962005976,0.9958883703331688,1.1997140685763952,1.0702287935530888,1.3687839392057035,0.7798475410094903,1.9092100383442128
