,b1079
starve_series__t00_growth1,3.6062360202362567
starve_series__t01_starve,1.2795958815591422
starve_series__t02_starve,1.5430039675182583
starve_series__t03_starve,1.820807918572312
starve_series__t04_starve,1.8864789264219184
starve_series__t05_starve,0.9719800374995282
starve_series__t06_starve,1.47595374853681
starve_series__t07_starve,1.5558395195183434
starve_series__t08_starve,1.065122743004333
starve_series__t09_starve,1.6432806423451611
starve_series__t10_starve,1.329015049259687
starve_series__t11_starve,1.4733454243364088
starve_series__t12_starve,1.3598489154105349
starve_series__t14_starve,1.016990441121608
starve_series__t16_starve,1.1514779529215935
starve_series__t17_starve,2.0390255099981047
starve_series__t18_starve,1.293302032240213
starve_series__t21_growth2,2.926422274373896
starve_series__t22_growth2,3.635859390897698
starve_series__t23_growth2,4.088225421810576
starve_series__t25_growth2,3.936405765411335
starve_series__t26_growth2,2.2158898591071567
starve_series__t27_growth2,2.705636128132325
starve_series__t28_growth2,7.235903738606011
p1k_00001,3.096123968101294
p1k_00002,4.9545103832264585
p1k_00003,2.561541200778259
p1k_00004,2.42525305404167
p1k_00005,1.5391346218117925
p1k_00006,1.2829818034619849
p1k_00007,2.239927064751289
p1k_00008,2.047647954588774
p1k_00009,2.0232931124449665
p1k_00010,2.1831298517148325
p1k_00011,1.8600405003978624
p1k_00012,2.2182373078722235
p1k_00013,1.90868862070886
p1k_00014,1.0484193092345648
p1k_00015,1.9261180466362549
p1k_00016,2.168315468453708
p1k_00017,2.1365174419234987
p1k_00018,2.14745202577948
p1k_00019,1.7600373194999928
p1k_00020,2.552218320834109
p1k_00021,1.80718030206987
p1k_00022,2.7671773034845377
p1k_00023,1.7674965485287963
p1k_00024,1.8352208840397293
p1k_00025,1.395555405761708
p1k_00026,1.72955795219939
p1k_00027,2.823177960754708
p1k_00028,2.949153301452878
p1k_00029,2.35856892684692
p1k_00030,2.5511037344337173
p1k_00031,1.4744758220980076
p1k_00032,2.4868911188601666
p1k_00033,4.522561303665232
p1k_00034,3.2712347866358704
p1k_00035,2.975358782667749
p1k_00036,2.4096998749608454
p1k_00037,2.900476967097221
p1k_00038,1.4742902016772752
p1k_00039,53.94333616773003
p1k_00040,56.80167490420633
p1k_00041,1.827562142405167
p1k_00042,2.577507677381736
p1k_00043,2.138012010875836
p1k_00044,2.3503201226957824
p1k_00045,83.95337849080103
p1k_00046,83.80204127423664
p1k_00047,17.143911526646644
p1k_00048,14.57140329994993
p1k_00049,2.6191184056508097
p1k_00050,3.1033876971990093
p1k_00051,3.5369759634574023
p1k_00052,1.9379807195262064
p1k_00053,3.268113333199976
p1k_00054,4.886168861977796
p1k_00055,3.668489530402781
p1k_00056,10.71069062436588
p1k_00057,14.639798461581924
p1k_00058,25.265556058295378
p1k_00059,23.38421879505403
p1k_00060,2.8011037023913885
p1k_00061,3.0124385716382345
p1k_00062,2.6990166390144887
p1k_00063,8.28288914224248
p1k_00064,1.9159055137975056
