"sample","gene","Val"
"p1k_00922","b0312",5.41251532981416
"p1k_00922","b2587",0.437506840419155
"p1k_00922","b3605",3.09439958499889
"p1k_00922","b1612",2.14334053611162
"p1k_00922","b0118",1.40259132714398
"p1k_00922","b1778",20.237817492542
"p1k_00922","b0720",7.5174150757087E-7
"p1k_00922","b2288",0.447941563300541
"p1k_00922","b3397",7.5174150757087E-7
"p1k_00727","b0312",6.58965852731976E-8
"p1k_00727","b2587",5.32658201603246E-9
"p1k_00727","b3605",3.76738639425207E-8
"p1k_00727","b1612",2.60948586379764E-8
"p1k_00727","b0118",1.70763449820593E-8
"p1k_00727","b1778",2.46392478335298E-7
"p1k_00727","b0720",9.15234328929778E-15
"p1k_00727","b2288",5.45362324626563E-9
"p1k_00727","b3397",9.15234328929778E-15
"p1k_00340","b0312",21.5594854635287
"p1k_00340","b2587",1.74270589392215
"p1k_00340","b3605",12.325815042712
"p1k_00340","b1612",8.53749436554057
"p1k_00340","b0118",5.58689361344875
"p1k_00340","b1778",80.6125997723478
"p1k_00340","b0720",2.99438599564425E-6
"p1k_00340","b2288",1.78427016535026
"p1k_00340","b3397",2.99438599564425E-6
"p1k_00609","b0312",13.3719158953783
"p1k_00609","b2587",1.08088463814818
"p1k_00609","b3605",7.64488384344576
"p1k_00609","b1612",5.29524031574869
"p1k_00609","b0118",3.4651787790503
"p1k_00609","b1778",49.9986377730186
"p1k_00609","b0720",1.85721861311527E-6
"p1k_00609","b2288",1.10666419317187
"p1k_00609","b3397",1.85721861311527E-6
"p1k_00728","b0312",6.579709538621E-8
"p1k_00728","b2587",5.31854000534847E-9
"p1k_00728","b3605",3.76169843872223E-8
"p1k_00728","b1612",2.60554609282758E-8
"p1k_00728","b0118",1.70505633178747E-8
"p1k_00728","b1778",2.46020477878483E-7
"p1k_00728","b0720",9.13852518938032E-15
"p1k_00728","b2288",5.44538943023109E-9
"p1k_00728","b3397",9.13852518938032E-15
"p1k_00842","b0312",28.6531932174952
"p1k_00842","b2587",2.31610762623675
"p1k_00842","b3605",16.3813723931114
"p1k_00842","b1612",11.3465822764154
"p1k_00842","b0118",7.4251466929738
"p1k_00842","b1778",107.136527026542
"p1k_00842","b0720",3.97962746588264E-6
"p1k_00842","b2288",2.37134777109961
"p1k_00842","b3397",3.97962746588264E-6
"p1k_00279","b0312",6.66640910223264E-8
"p1k_00279","b2587",5.3886213812524E-9
"p1k_00279","b3605",3.81126561355897E-8
"p1k_00279","b1612",2.63987887118082E-8
"p1k_00279","b0118",1.72752353023012E-8
"p1k_00279","b1778",2.49262242267381E-7
"p1k_00279","b0720",9.25894177332261E-15
"p1k_00279","b2288",5.5171422765422E-9
"p1k_00279","b3397",9.25894177332261E-15
"p1k_00003","b0312",11.3870711393055
"p1k_00003","b2587",0.920444786242616
"p1k_00003","b3605",6.51012441733434
"p1k_00003","b1612",4.50924748905942
"p1k_00003","b0118",2.95082900432354
"p1k_00003","b1778",42.5771482294847
"p1k_00003","b0720",1.58154453215602E-6
"p1k_00003","b2288",0.942397783052579
"p1k_00003","b3397",1.58154453215602E-6
"p1k_00978","b0312",6.579709538621E-8
"p1k_00978","b2587",5.31854000534847E-9
"p1k_00978","b3605",3.76169843872223E-8
"p1k_00978","b1612",2.60554609282758E-8
"p1k_00978","b0118",1.70505633178747E-8
"p1k_00978","b1778",2.46020477878483E-7
"p1k_00978","b0720",9.13852518938032E-15
"p1k_00978","b2288",5.44538943023109E-9
"p1k_00978","b3397",9.13852518938032E-15
"p1k_00971","b0312",6.59536788504835E-8
"p1k_00971","b2587",5.33119702940138E-9
"p1k_00971","b3605",3.77065050217777E-8
"p1k_00971","b1612",2.6117467530717E-8
"p1k_00971","b0118",1.70911401283928E-8
"p1k_00971","b1778",2.46605955679324E-7
"p1k_00971","b0720",9.16027298727482E-15
"p1k_00971","b2288",5.45834832965209E-9
"p1k_00971","b3397",9.16027298727482E-15
"p1k_00176","b0312",40.4376754028978
"p1k_00176","b2587",3.26867611847016
"p1k_00176","b3605",23.1187014465866
"p1k_00176","b1612",16.0132033991173
"p1k_00176","b0118",10.4789602160657
"p1k_00176","b1778",151.199626192024
"p1k_00176","b0720",5.61636821656441E-6
"p1k_00176","b2288",3.34663542409511
"p1k_00176","b3397",5.61636821656441E-6
"p1k_00027","b0312",6.60176971959253E-8
