,locus_tag,cog,essential,y-ome,tpm,tpm_ctrl,tpm_all,reg_effect
36,b0768,K,,y-ome,1.8329187865300844,1.8253236325767932,1.8373631100240662,unknown
37,b0900,K,,y-ome,11.499417428014459,13.268630195431715,10.342783672026162,repressed
38,b1275,K,,well-annotated,140.30840944728502,130.14163758428506,140.704297420807,dual
39,b1328,K,,well-annotated,21.633692826441962,24.755142442465058,22.547372541264906,
40,b1339,K,,y-ome,11.37593607225288,9.41076929359523,10.331048790982138,unknown
41,b1422,K,,well-annotated,105.03924372290156,172.40937120093753,73.58669878807508,unknown
42,b1526,K,,y-ome,18.27697669025682,20.084840791943694,16.87120770361412,
43,b1595,K,,y-ome,10.289393913436085,13.008706185077315,10.20819230646293,unknown
44,b1659,K,,y-ome,16.673049503072164,19.901052060596697,18.19191764373095,unknown
45,b1799,K,,well-annotated,38.15496796549995,33.87889027033267,32.93759864361571,
46,b1987,K,,well-annotated,39.633970647174046,54.68612119871094,36.67956108726951,activated
47,b1988,K,,well-annotated,11.993441771689332,25.455680509302578,10.401816056241305,dual
48,b2015,K,,y-ome,18.617437858864214,15.570983729786352,21.587996721672962,
49,b2157,K,,y-ome,43.38134036980332,49.994746037540835,43.55719306278653,unknown
50,b2289,K,,well-annotated,114.3964127877144,102.44767893817851,110.2705191089989,activated
51,b2364,K,,well-annotated,14.407947466803801,15.96014796720904,15.647249215132007,repressed
52,b2405,K,,well-annotated,12.434359224137266,16.500451257430175,12.470716341445971,unknown
53,b2409,K,,y-ome,10.52323593836663,13.877790405482118,12.423294125087542,
54,b2537,K,,well-annotated,40.95052322567262,38.789700936089154,30.722150899475032,repressed
55,b2577,K,,y-ome,14.023541812934361,13.53444823005916,16.487505498733,unknown
56,b2808,K,,well-annotated,53.03271155164688,46.32750825362834,58.30617158068058,repressed
57,b2839,K,,well-annotated,11.548948510755416,18.10916015706045,12.458020872552828,repressed
58,b2916,K,,well-annotated,94.70106824030515,135.5504611434669,95.20659065778621,dual
59,b2921,K,,y-ome,7.798437515485686,8.975590514098839,7.038976895035631,unknown
60,b3060,K,,well-annotated,3.742158553084912,2.0565775618126048,4.798298537873538,activated
61,b3105,K,,well-annotated,49.15330892934801,57.674093885055406,54.39760433990773,repressed
62,b3118,K,,well-annotated,2.3583274370693776,1.32691280255635,2.923047441233279,activated
63,b3243,K,,well-annotated,45.17203863293632,53.90907921750014,48.58936391975391,repressed
64,b3521,K,,y-ome,18.964057864855047,17.963391448688967,18.038079683698065,dual
65,b3585,K,,y-ome,12.376611652386481,11.08780638088016,9.905457566480642,
66,b3711,K,,y-ome,16.37736306986748,19.46017696866515,16.838052600734528,unknown
67,b4480,K,,well-annotated,49.85346320593771,51.05452443801154,53.72552332325814,repressed
68,b3773,K,,well-annotated,13.87798662203366,10.232753976831255,16.064534718773746,repressed
69,b3828,K,,well-annotated,61.55593843505622,91.26609315574377,54.411412900217954,dual
70,b3961,K,,well-annotated,136.24962869394176,227.17895801680876,151.84264952859786,dual
71,b4327,K,,well-annotated,22.850223449291992,48.30304936153583,22.916964792097744,
72,b0021,X,,well-annotated,3.4712370603329044,2.0422127087158897,4.8783741730603145,
73,b0264,X,,well-annotated,8.102054642357675,6.747042426065734,9.633643891422361,
74,b0274,X,,well-annotated,7.122580237232105,3.975246080437895,8.902637140166666,
75,b0988,X,,well-annotated,0.5443785419279459,0.6289380399530324,1.0747491169863732,
76,b1893,X,,well-annotated,2.801521418575109,3.975246080437895,4.163594159220658,
77,b3445,X,,well-annotated,0.1338430069379366,0.0,0.33878932247612337,
78,b0022,X,,well-annotated,12.564919157715256,19.261356059742067,15.22505446511461,activated
79,b0265,X,,well-annotated,20.02856575776494,15.460071750955468,22.668177150949802,
80,b0275,X,,well-annotated,14.020061703593694,8.539039751612915,17.150968441571003,
81,b4516,X,,well-annotated,0.4823040774363683,1.4938903034314777,0.7231814455462919,
82,b1391,X,,y-ome,1.410792148120466,1.4574890768006257,1.5471605006081135,dual
83,b1894,X,,well-annotated,7.043586342835393,6.950879580577598,9.79314320247495,
84,b3444,X,,well-annotated,0.3400223697724105,0.2671693435203082,0.5094774704558649,activated
85,b4294,X,,well-annotated,37.32955123599762,29.792358973360063,44.31625200423506,activated
86,b0023,J,,well-annotated,2757.7006128325306,4371.097670119018,2931.0938526957816,activated
87,b0025,H,True,well-annotated,255.3280315701852,287.54015353614153,245.70027896893012,
88,b0026,J,,well-annotated,427.86141758281855,489.1798656929201,402.79014113784166,
89,b0027,M,True,well-annotated,206.76426664068038,198.1598885557303,205.5033169261345,
90,b0028,O,,well-annotated,165.879341227052,158.8206036540438,153.9821900289875,
91,b3349,O,,well-annotated,979.8135751224352,1134.0099306956263,1068.0664316023056,
92,b0029,I,True,well-annotated,137.4127284281311,121.57197690968677,136.09514746026863,
93,b0030,F,,well-annotated,18.149286770029335,20.972006893685993,19.85842943491545,
94,b0651,F,,well-annotated,36.87839449057467,50.142489454356685,35.63367601934509,unknown
95,b2162,F,,well-annotated,0.7549735253876377,0.7776174726224347,0.735670051691153,
96,b0031,E,True,well-annotated,236.3065543548547,348.6614180873463,246.47381940221757,activated
97,b0032,E,,well-annotated,303.93254715436416,1188.0258046886804,197.39748888542823,dual
98,b0033,E,,well-annotated,248.18569530348702,931.7570214936195,178.10570280088425,dual
99,b0035,R,,y-ome,2.584724364123773,3.8241890580814264,2.5404346844706467,dual
100,b1400,R,,well-annotated,46.796056112162184,44.55590008829192,49.75955447238727,repressed
101,b1428,R,,y-ome,24.12854034791929,33.698411395516445,17.74253761943132,repressed
102,b3279,R,,y-ome,200.39399909431665,195.02166131390908,196.78464560750152,
103,b0036,I,,well-annotated,1.4153022864675662,1.183031532060964,1.4165814340769693,dual
104,b1393,I,,well-annotated,1.53766155171262,1.4187192929171504,1.6201108786766474,dual
105,b1394,I,,well-annotated,1.3204573310560335,1.0326826312181834,1.5704263947943682,dual
106,b2341,I,,well-annotated,19.52735670474976,21.092656801362352,17.10127481809873,repressed
107,b2919,I,,well-annotated,4.078439517977248,3.0238518178167713,3.8188552671362093,unknown
108,b3846,I,,well-annotated,14.75293307881849,23.444332996789058,10.549920271362558,dual
109,b0037,I,,well-annotated,6.210545835685044,7.047872133808102,5.540311588591964,dual
110,b1701,I,,well-annotated,2.2880854147999057,1.786105107483245,2.466677911054517,unknown
111,b1805,I,,well-annotated,38.1378013266395,36.78319956768958,39.71348168850961,dual
112,b2260,I,,well-annotated,28.69018685565063,28.497112653271536,25.049414766508477,activated
113,b2836,I,,well-annotated,39.70094200494379,47.39007559893308,38.36954391290282,
114,b0038,I,,well-annotated,5.705084205533483,4.763347184866765,6.146981993924629,dual
115,b2371,I,,well-annotated,2.587668712097578,1.9030504032574735,2.434719079086642,activated
116,b2374,I,,well-annotated,3.278264958520266,2.2580363011282514,2.9962224235972648,activated
117,b0039,I,,well-annotated,11.505740121140292,9.344448070934831,12.340467836321201,dual
118,b0221,I,,well-annotated,24.14996839300265,38.235615439523805,19.56366006048596,repressed
119,b1695,I,,well-annotated,2.5107469007003136,2.9383832188904853,3.269021468028577,unknown
120,b4187,I,,well-annotated,25.131207543600006,36.438953657911114,15.735522067404098,dual
121,b0040,M,,well-annotated,0.9094379531771803,0.741861190901012,1.0561862012447865,dual
122,b0314,M,,well-annotated,25.21090786776828,34.93767482283383,21.84494803177318,dual
123,b1801,M,,y-ome,0.9404597188406929,0.30973951755113815,0.9225773274612281,
124,b0041,C,,y-ome,1.3648563343759275,1.9207468614892056,1.3848400459381272,activated
125,b1697,C,,y-ome,1.610908379216954,1.8843285062203257,1.6236983779958791,
126,b2770,C,,y-ome,1.5585467758032823,1.658388717138941,1.5956520697529708,
127,b0042,C,,y-ome,1.2019888509415284,1.2337647055551209,1.261727693816511,activated
128,b1698,C,,y-ome,3.6747190817792,3.9401495302802036,3.5532219496138717,
129,b2769,C,,y-ome,2.758365676058344,3.1168838318698224,2.889376320569705,
130,b0043,C,,y-ome,1.725980029510834,1.0680325954821894,1.2724061007553957,activated
131,b1699,C,,y-ome,2.437144013175046,2.2490231911641687,2.670378659568267,
132,b2766,C,,y-ome,5.247050399721187,6.149784534150897,6.595267849284367,activated
133,b3690,C,,y-ome,3.197843035560653,3.322753755975845,3.3826267123959814,unknown
134,b0044,C,,y-ome,,,,activated
135,b1700,C,,y-ome,,,,
136,b2767,C,,y-ome,2.5368078318229723,3.035434301274459,3.2692540935531023,unknown
137,b0045,G,,y-ome,0.993844381055657,0.46695358623694694,0.9400944885265676,unknown
138,b1691,G,,y-ome,0.42106560793215997,0.23038374787860882,0.41951843045130865,
139,b1775,G,,y-ome,1.2640691223938103,0.6002636831430563,1.4154084494474564,
140,b2240,G,,well-annotated,4.8069473537641265,2.779772542010361,8.236575338816625,dual
141,b2246,G,,y-ome,2.5683962670389335,2.129442529022981,2.7093003325935983,
142,b2789,G,,y-ome,1.8804595213691768,1.2011516153439459,1.8708926343095897,activated
143,b3093,G,,well-annotated,11.138720677696181,12.40298585701966,9.817783434332958,dual
144,b3127,G,,well-annotated,1.328979692140368,0.2251157039335414,1.1741062106267521,dual
145,b3666,G,,well-annotated,15.847394541594603,0.9449645626819212,6.920218799679688,activated
146,b3667,G,,well-annotated,8.017567554965796,11.849177400772195,8.33694495972451,unknown
147,b3691,G,,y-ome,2.9101320726257476,2.7371877380807277,2.905550645530324,dual
148,b3874,G,,y-ome,3.072591984757917,2.280054950724584,3.2828513073608683,unknown
149,b4356,G,,well-annotated,5.021598086760636,3.5242146776503507,5.359030480819579,
150,b0046,R,,well-annotated,21.77046963692779,27.68077674227132,17.74599234892792,
151,b0901,R,,y-ome,4.515030086820758,5.494949273235652,4.723310714633303,unknown
152,b3028,R,,well-annotated,98.73274428961132,109.08170341471975,109.42271113474105,unknown
153,b3351,R,,y-ome,24.45602585576238,30.732047597380642,26.194095208590852,repressed
154,b0047,P,,well-annotated,18.031670840783327,21.589521073848076,15.25563845609857,unknown
155,b3350,P,,well-annotated,17.35046841641208,26.04351680883776,17.688108245267216,repressed
156,b0478,P,,y-ome,72.97837686580506,67.83574027459969,59.74914870908761,unknown
157,b1250,P,,well-annotated,30.46072966174347,27.828807788642457,19.285268157742873,repressed
158,b0048,H,True,well-annotated,94.34706357766397,105.4412051248737,83.7656384555824,activated
159,b0049,T,,well-annotated,58.6369536106018,79.6547929966881,49.30602283716633,activated
160,b1838,T,,well-annotated,10.410716952792926,8.575777399604862,10.116199646294417,
161,b2734,T,,well-annotated,2.7382154702251293,4.805993404134176,2.7343070761041153,activated
162,b0050,P,,y-ome,170.79761904506847,122.2534429032339,137.0043298020683,activated
163,b0051,J,,well-annotated,207.7226754767724,209.9188546678847,162.24279152402593,activated
164,b0052,H,,well-annotated,118.01843268931962,177.0581650702214,95.15759753017517,activated
165,b0053,O,,well-annotated,322.92809726281655,409.5608813932396,304.24318154536275,
166,b0441,O,,well-annotated,219.99605922841542,269.14494284141284,252.15264675752815,activated
167,b3775,O,,well-annotated,111.95005136794397,230.26202330158083,133.92462869716434,unknown
168,b0054,M,True,well-annotated,354.37992212038114,380.4604016705247,328.12980754455776,unknown
169,b0055,O,,well-annotated,45.84918093937792,53.347370589740805,47.81881085994911,
170,b2527,O,,well-annotated,126.92889525397298,199.56742207015736,159.57933643831154,repressed
171,b0058,J,,well-annotated,41.843630355105056,47.47329015342936,45.46027376713073,activated
172,b1086,J,,well-annotated,73.6571704281714,111.25424012571303,62.59172094417748,activated
173,b2594,J,,well-annotated,144.13306369012278,155.73216372250235,132.91863364503024,activated
174,b2791,J,,well-annotated,30.268642913950845,38.84569232991696,30.782948938250343,activated
175,b0059,K,,well-annotated,48.83607104807626,73.9659855308297,51.609397142249804,activated
176,b0060,L,,well-annotated,17.22308271987465,16.666364498754806,15.890390033733592,repressed
177,b0061,G,,well-annotated,2.7614272087870755,3.247300674709602,2.446094664803437,activated
178,b2738,G,,y-ome,4.013925782100329,2.875825985622852,4.437390174581948,repressed
179,b2800,G,,well-annotated,5.129943329994326,3.5708468529702877,6.053170377837366,activated
180,b3583,G,,well-annotated,6.243822689149867,7.775901091582222,5.468663089678727,dual
181,b3902,G,,well-annotated,1.5440333232197005,1.835766741889266,2.8238975746452715,activated
182,b4198,G,,well-annotated,5.749167085479297,8.004148434536242,6.145980565604705,dual
183,b0062,G,,well-annotated,4.345107041849823,3.2175400134812273,3.6990093142069806,activated
184,b0063,G,,well-annotated,2.5915948170429015,2.354238597568585,2.260398415504849,activated
185,b0064,R,,well-annotated,39.02819024336478,38.68298694241716,42.69145306632236,dual
186,b1299,R,,well-annotated,62.94445292429515,143.8720940832796,50.194429623111894,repressed
187,b1434,R,,well-annotated,16.969882430329378,25.317928243991204,17.74200339576617,unknown
188,b1696,R,,y-ome,11.287325776072775,11.944637364149948,9.92576875870077,repressed
189,b1735,R,,well-annotated,13.125536251237879,10.89139448537602,14.326194037624486,dual
190,b1790,R,,well-annotated,16.269627048528186,17.06163800804066,18.855723497449528,repressed
191,b3905,R,,well-annotated,3.1076107492552456,3.6805480977288667,7.54962260965563,activated
192,b3906,R,,well-annotated,2.4732928767691718,1.565617038508559,5.520075159031167,activated
193,b0305,K,,well-annotated,5.113679568822094,4.7301724970321875,5.206619537964045,
194,b0546,K,,y-ome,24.429422254066544,19.60935261130638,31.8818709460715,
195,b0564,K,,well-annotated,33.783463387717376,38.96568265363235,30.1519445230548,dual
196,b0566,K,,well-annotated,4.144889189381094,6.46286393630221,4.116659430244867,repressed
197,b1384,K,,well-annotated,14.678782304898926,12.623058974942282,11.59087417187858,dual
198,b1499,K,,well-annotated,2.108428272110764,3.0615367587948334,2.0168977269268162,dual
199,b2382,K,,y-ome,15.183472430576465,12.059434966156473,16.00169531394512,unknown
200,b2437,K,,y-ome,10.059626972014044,12.326337371071514,10.268522459690532,
201,b3010,K,,well-annotated,18.12368278506893,21.62557519140708,20.151278607439938,unknown
202,b3515,K,,well-annotated,107.6090733140881,123.4435126422476,65.36878288305819,dual
203,b3516,K,,well-annotated,183.52881956427765,254.95068274877042,108.35031923135253,dual
204,b3569,K,,well-annotated,24.570769510178316,23.61066613453612,23.90241689473862,dual
205,b3680,K,,y-ome,5.494508059579218,5.83597285869486,5.374647885800481,dual
206,b3954,K,,y-ome,15.300623507964971,31.440011592669457,15.266080580033321,unknown
207,b4062,K,,well-annotated,89.25909804702876,92.70477471571475,104.52287214952108,dual
208,b4116,K,,well-annotated,4.027759729215778,3.4237107187507005,5.135380748301799,repressed
209,b4396,K,,well-annotated,265.6800427067574,298.31139031255316,227.4106821013394,repressed
210,b0065,S,,y-ome,25.88633923626795,20.98275992166986,29.158720983081054,activated
211,b2136,S,,y-ome,36.76818553939703,37.88703570305094,34.598574969417854,
212,b2317,S,,y-ome,79.65683097551272,55.835886829981405,86.71792764990556,unknown
213,b3009,S,,well-annotated,64.17980459692403,75.48803462904314,72.79043194947255,
214,b3095,S,,well-annotated,89.99455458592371,94.64624656176407,88.06524695441638,activated
215,b0066,H,,well-annotated,23.04289907010146,34.22050464820069,17.930251840531664,dual
216,b0067,P,,well-annotated,20.286479300437197,33.894172640127245,14.439485628184372,dual
217,b0890,P,True,well-annotated,119.36845109037938,139.99455688247977,115.98412061910388,repressed
218,b0068,H,,well-annotated,104.79943837212723,198.92530200628755,78.77238065070796,repressed
219,b0069,K,,well-annotated,20.49976017473958,30.603205025306906,21.449614080967915,repressed
220,b0445,K,,y-ome,5.871586784957646,6.091307067140017,6.488717578320563,
221,b0070,G,,well-annotated,17.1324489971513,15.703822801448233,20.845529700226137,dual
222,b0353,G,,well-annotated,3.735327903109,3.3086897276126592,3.98680304987234,repressed
223,b0396,G,,y-ome,14.840469078271143,15.17951414967256,15.521146738160866,activated
224,b0427,G,,well-annotated,16.79021972606053,21.289135567744363,17.334276360314036,
225,b0842,G,,well-annotated,20.64623115265747,27.21443139203279,16.80620816680957,activated
226,b1053,G,,well-annotated,7.220955020925086,4.749779616463906,7.824411825509113,unknown
227,b1528,G,,well-annotated,15.41074140009595,18.81562565079568,17.322106176426967,repressed
228,b1534,G,,y-ome,11.290253631426813,11.932014907096342,12.3603815588584,unknown
229,b1596,G,,y-ome,20.388712256068185,15.598928838303696,23.21849171962445,unknown
230,b1657,G,,y-ome,18.592929642743773,18.457761647695065,17.88691210834982,
231,b1660,G,,y-ome,13.527071832720017,15.659510626339198,11.598470119033232,
232,b2077,G,,y-ome,5.613141834374202,5.476760513166427,4.867868896413996,activated
233,b2170,G,,well-annotated,4.740880288957381,5.75635064310177,5.274246959278274,unknown
234,b2182,G,,well-annotated,59.66812152492298,51.59944192022169,65.65933037486145,
235,b2322,G,,y-ome,8.293886206616353,6.180866452628969,10.879164326889466,activated
236,b2686,G,,well-annotated,20.968175361115545,26.004633220707703,20.453193779206103,repressed
237,b2841,G,,well-annotated,10.937298202972828,11.255853396772876,12.857575890125496,activated
238,b2943,G,,well-annotated,39.85000897241003,46.40702765138966,48.19031039721041,dual
239,b3224,G,,well-annotated,5.036972840615307,4.153028472614444,5.312716573455761,dual
240,b3659,G,,y-ome,1.402296983284614,1.0459586759775639,1.430712909385992,
241,b3662,G,,well-annotated,14.938298309450511,18.615298438956042,15.667020845836781,activated
242,b3673,G,,well-annotated,1.095878763071859,1.1388251584507052,1.5303959106556757,activated
243,b3710,G,,well-annotated,4.083122617810906,5.567794564755257,3.7403782060535313,unknown
244,b4031,G,,well-annotated,2.992271122775152,2.079584146758862,3.069726581369614,activated
245,b4279,G,,y-ome,9.26791539645519,7.023361635216794,9.811609160352143,repressed
246,b4337,G,,well-annotated,9.929343191735471,7.79132660522802,10.530055593260503,unknown
247,b0071,E,,well-annotated,826.0927481510844,1001.5736406426727,636.5949494709471,activated
248,b0072,E,,well-annotated,737.7275669644916,969.2825586855294,562.690279554351,activated
249,b0073,C,,well-annotated,699.3887228491722,839.5718642711371,513.9950573002623,activated
250,b1800,C,,well-annotated,11.103132548978977,9.894124102434473,12.452784755251887,repressed
251,b0074,E,,well-annotated,631.962796016494,623.7054021670459,478.62565499106506,activated
252,b0352,E,,well-annotated,3.6454138605276922,3.443959742440298,3.7477816757771603,activated
253,b0077,E,,well-annotated,209.67520958982854,287.4885722424231,175.55911578720824,repressed
254,b0871,E,,well-annotated,116.70967407863233,153.22101329504642,60.66593472212989,dual
255,b2373,E,,well-annotated,2.4478320395875306,1.8383685503273175,2.3500304943282266,activated
256,b3671,E,,well-annotated,247.1319403892652,446.745024704542,190.648581219317,activated
257,b0078,E,,well-annotated,192.16501347252736,216.92921183068134,169.97523263781088,repressed
258,b3670,E,,well-annotated,232.61612808566983,321.82644922973117,174.38705950258944,activated
259,b0080,K,,well-annotated,138.98356288723926,153.84629613727793,123.40373877822611,repressed
260,b0345,K,,well-annotated,44.770129268010734,48.74428959146405,37.862261382288395,activated
261,b1320,K,,y-ome,16.69666004976158,23.801851918864948,16.38190802549604,
262,b1620,K,,well-annotated,13.374451292510066,11.555318984153578,15.945722491878257,repressed
263,b1658,K,,well-annotated,217.33296682231756,413.69742504224746,201.54094820029746,dual
264,b2151,K,,well-annotated,9.210326633053372,6.771227792275493,9.621614559622978,dual
265,b2714,K,,well-annotated,14.703864952780116,15.604215732820919,18.749531563147197,
266,b2837,K,,well-annotated,39.330930177828314,38.03078047077596,41.090916511658335,repressed
267,b3075,K,,well-annotated,30.53031944376859,38.14707614463859,33.65082188005711,repressed
268,b3438,K,,well-annotated,98.64701324772837,141.61246229169652,94.82083938374126,
269,b3753,K,,well-annotated,18.222674708404202,15.750958346683959,19.65098990228959,dual
270,b3934,K,,well-annotated,61.27479361973586,78.71296928997548,64.15729218050589,repressed
271,b4241,K,,well-annotated,31.030716991161874,37.24813530998073,28.91929336922857,repressed
272,b4264,K,,well-annotated,31.151766654276855,39.56688971567624,26.582522795615645,dual
273,b0081,J,,well-annotated,208.62828211926586,214.61097961838885,231.56671234346788,repressed
274,b0082,J,,well-annotated,137.19783004690825,169.59148650990468,146.66999142187584,repressed
275,b0083,D,True,well-annotated,110.41711425691842,151.89199765498796,108.01520645056682,repressed
276,b0084,D,True,well-annotated,83.51646986432078,96.59486726009159,92.86236354242617,repressed
277,b0635,D,True,well-annotated,55.80718192349074,68.66338518206528,51.330346984249665,activated
278,b0085,M,True,well-annotated,128.79256449278256,138.3898970459831,128.46571165050003,repressed
279,b0086,M,True,well-annotated,121.03471270340677,132.73569021835954,112.12606598093144,repressed
280,b0087,M,True,well-annotated,95.66260182471177,91.75552255189615,92.04230626795056,repressed
281,b3784,M,,well-annotated,121.86912763292433,150.51451432613786,124.76584505154393,repressed
282,b0088,M,True,well-annotated,111.17991032069077,122.11595168974938,107.4636953078487,repressed
283,b0089,D,True,well-annotated,89.97673061537621,80.91139713430253,88.1582658262636,repressed
284,b0634,D,True,well-annotated,62.41683608407178,86.5524066470756,55.31774030979689,activated
285,b0090,M,True,well-annotated,91.6147210266676,93.57481640447544,93.34415665506863,repressed
286,b0091,M,True,well-annotated,133.26477622070038,124.5152611042966,128.97163003624584,repressed
287,b4233,M,,well-annotated,133.9146807648112,151.76712837162387,145.4759996811963,dual
288,b0092,M,,well-annotated,161.64869913234142,149.5689332976141,166.87120057493357,repressed
289,b0381,M,,well-annotated,78.62026249210702,64.55566627812742,91.59931429645799,unknown
290,b0093,D,True,well-annotated,160.70321955371085,142.37419397938936,161.1564233645014,repressed
291,b0094,D,True,well-annotated,173.07621517011708,127.8137043812653,177.29106367529533,dual
292,b0095,D,True,well-annotated,590.9593896027092,614.2436588213526,552.3149678761791,dual
293,b0096,M,True,well-annotated,1162.4822627929964,835.2353391677758,1311.9866356679747,repressed
294,b0098,U,True,well-annotated,193.75054434193353,200.1086256973684,213.0421177823335,
295,b0099,V,,well-annotated,18.403094763752442,21.68818607889856,25.962074604852255,
296,b1759,V,,well-annotated,20.176493074123155,23.246647911286978,25.594815598687163,unknown
297,b1865,V,,well-annotated,248.03967163828224,222.81963805830677,261.218938654552,activated
298,b2251,V,,well-annotated,19.28620235576307,24.936805648251305,15.11608643782472,repressed
299,b2467,V,,well-annotated,56.10860126692115,68.54851808252344,61.02227353678478,repressed
300,b2830,V,,well-annotated,275.7184964057156,292.77516488184875,307.5511620345984,
301,b3034,V,,well-annotated,95.83566516650541,95.60982210566883,88.47229846079935,unknown
302,b3397,V,,well-annotated,146.86410300550452,188.94416677602848,153.13673544224827,unknown
303,b0101,L,,well-annotated,106.41423754537723,106.53354028040908,108.32116831570612,
304,b0102,D,,well-annotated,92.42638100071265,119.20921777436115,91.060822748828,
305,b0103,H,,well-annotated,81.86066547458432,108.12850991718808,79.79880246573825,unknown
306,b0104,F,,well-annotated,271.409631226769,464.12296223419463,236.18639871116935,unknown
307,b2508,F,,well-annotated,277.3216311680213,418.6165845199896,246.67873829430212,dual
308,b0106,N,,y-ome,4.543492601435375,4.017212390160243,4.742929662105867,activated
309,b3327,N,,excluded,2.1642824333674286,3.2057378849570908,1.9437399064539522,dual
310,b0107,N,,y-ome,5.453801080306921,5.17871718812205,6.457721821864034,activated
311,b3326,N,,excluded,2.7948431840686467,4.363714185993222,2.535164272664149,dual
312,b0108,N,,y-ome,0.8567066500886005,0.8301425708579857,1.0330896026806333,activated
313,b0109,H,,well-annotated,84.72786124278365,120.78235688964585,87.84262209176617,activated
314,b0110,M,,well-annotated,51.56940362805697,54.504281325656656,55.31009074193817,repressed
315,b0867,M,,well-annotated,70.39642747783694,83.36436194270351,63.98270743027538,
316,b0111,V,,y-ome,31.763022844074797,30.91450396290146,33.88292081853984,repressed
317,b0112,E,,well-annotated,334.43937540753063,648.9347834453954,302.4171572816434,dual
318,b0402,E,,well-annotated,36.581572865778746,35.29121041533862,43.714514751536775,activated
319,b0576,E,,well-annotated,42.22460110141032,51.921176071987524,34.779527197941896,activated
320,b1453,E,,y-ome,8.976545068047276,11.945214741958782,7.246915148116564,activated
321,b2663,E,,well-annotated,17.3223808224273,14.883977425629125,9.24540129357362,dual
322,b3795,E,,y-ome,76.2405401115481,88.3523573969011,63.335043626732855,activated
323,b4208,E,,well-annotated,156.62941355828428,154.64006071588062,151.61517227659465,repressed
324,b0113,K,,well-annotated,191.577517600577,245.87745372030074,181.1527887847967,dual
325,b1187,K,,well-annotated,120.69010290329831,134.93112965312997,128.16279349963557,activated
326,b2980,K,,well-annotated,35.60727368925807,62.90962012506026,24.57933948196407,dual
327,b3094,K,,well-annotated,133.63172871879797,126.79522858392022,156.52144621214052,repressed
328,b3226,K,,well-annotated,80.72327139669773,83.1112221436303,84.81471734472589,
329,b3604,K,,well-annotated,16.60421238094122,15.477603130734174,16.264206113893874,repressed
330,b4479,K,,y-ome,26.23056247720717,31.093100380788883,28.27709537838977,dual
