"sample","iM","Val"
"starve_series__t23_growth2","Methionine",-4
"p1k_00077","Methionine",-8
"p1k_00679","Methionine",-3
"p1k_00467","Methionine",-9
"p1k_00579","Methionine",-8
"p1k_00215","Methionine",-7
"p1k_00358","Methionine",-5
"p1k_00568","Methionine",-7
"p1k_00408","Methionine",-6
"p1k_00581","Methionine",-3
"starve_series__t04_starve","Methionine",-10
"p1k_00362","Methionine",-4
"p1k_00327","Methionine",-8
"p1k_00505","Methionine",-5
"p1k_00610","Methionine",-3
"p1k_00651","Methionine",-6
"p1k_00566","Methionine",-10
"p1k_00799","Methionine",-8
"p1k_00461","Methionine",-3
"p1k_00909","Methionine",-3
"p1k_00980","Methionine",-8
"p1k_00937","Methionine",-5
"p1k_00488","Methionine",-8
"p1k_00078","Methionine",-6
"p1k_00312","Methionine",-9
"p1k_00458","Methionine",-4
"p1k_00338","Methionine",-10
"p1k_00223","Methionine",-10
"p1k_00750","Methionine",-7
"p1k_00628","Methionine",-5
"p1k_00902","Methionine",-10
"p1k_00963","Methionine",-3
"p1k_00001","Methionine",-4
"p1k_00730","Methionine",-7
"p1k_00331","Methionine",-8
"p1k_00079","Methionine",-4
"p1k_00124","Methionine",-10
"p1k_00173","Methionine",-4
"starve_series__t01_starve","Methionine",-4
"p1k_00639","Methionine",-5
"p1k_00374","Methionine",-10
"p1k_01011","Methionine",-5
"p1k_01031","Methionine",-3
"p1k_00011","Methionine",-8
"p1k_00345","Methionine",-4
"p1k_00313","Methionine",-6
"p1k_00522","Methionine",-8
"p1k_00263","Methionine",-5
"p1k_00638","Methionine",-4
"p1k_00037","Methionine",-9
"p1k_00513","Methionine",-10
"p1k_00995","Methionine",-10
"p1k_00308","Methionine",-8
"p1k_00927","Methionine",-6
"p1k_00129","Methionine",-6
"p1k_00307","Methionine",-5
"p1k_00465","Methionine",-9
"p1k_00165","Methionine",-4
"p1k_00823","Methionine",-10
"p1k_00026","Methionine",-6
"p1k_00239","Methionine",-9
"p1k_00043","Methionine",-10
"p1k_00619","Methionine",-4
"p1k_00027","Methionine",-6
"p1k_00088","Methionine",-5
"p1k_00883","Methionine",-5
"p1k_00634","Methionine",-6
"p1k_00304","Methionine",-10
"p1k_00877","Methionine",-4
"p1k_00410","Methionine",-8
"p1k_00818","Methionine",-8
"p1k_00334","Methionine",-8
"p1k_01009","Methionine",-3
"p1k_00606","Methionine",-7
"p1k_00717","Methionine",-6
"p1k_01020","Methionine",-5
"p1k_00317","Methionine",-6
"p1k_00167","Methionine",-6
"p1k_00260","Methionine",-10
"p1k_00131","Methionine",-6
"p1k_00376","Methionine",-9
"p1k_00101","Methionine",-3
"p1k_00573","Methionine",-8
"p1k_00916","Methionine",-4
"p1k_00142","Methionine",-8
"p1k_00262","Methionine",-10
"p1k_00153","Methionine",-7
"p1k_00444","Methionine",-7
"p1k_00414","Methionine",-4
"p1k_00728","Methionine",-9
"p1k_00624","Methionine",-5
"p1k_00718","Methionine",-6
"p1k_00185","Methionine",-3
"p1k_00409","Methionine",-3
"p1k_00424","Methionine",-3
"p1k_01003","Methionine",-4
"p1k_00873","Methionine",-9
"p1k_00525","Methionine",-9
"p1k_00933","Methionine",-8
"p1k_00281","Methionine",-5
"p1k_00982","Methionine",-10
"p1k_00123","Methionine",-4
"p1k_01023","Methionine",-7
"p1k_00742","Methionine",-6
"p1k_00743","Methionine",-5
"p1k_00062","Methionine",-9
"p1k_00089","Methionine",-5
"p1k_00121","Methionine",-5
"p1k_00552","Methionine",-8
"p1k_00113","Methionine",-3
"p1k_00558","Methionine",-6
"p1k_00186","Methionine",-8
"p1k_00296","Methionine",-5
"p1k_00896","Methionine",-10
"p1k_00187","Methionine",-10
"p1k_00413","Methionine",-6
"p1k_00777","Methionine",-3
"p1k_00831","Methionine",-4
"p1k_00258","Methionine",-4
"p1k_00712","Methionine",-9
"p1k_00332","Methionine",-7
"p1k_00425","Methionine",-4
"p1k_00598","Methionine",-3
"p1k_00099","Methionine",-10
"p1k_00475","Methionine",-7
"p1k_00205","Methionine",-6
"p1k_00820","Methionine",-9
"p1k_00940","Methionine",-8
"p1k_00333","Methionine",-6
"p1k_00368","Methionine",-5
"p1k_00876","Methionine",-10
"p1k_00672","Methionine",-10
"p1k_00179","Methionine",-7
"p1k_00065","Methionine",-10
"p1k_00183","Methionine",-10
"p1k_00492","Methionine",-4
"p1k_00280","Methionine",-8
"p1k_00141","Methionine",-9
"p1k_00527","Methionine",-5
"p1k_00953","Methionine",-6
"p1k_01055","Methionine",-9
"p1k_01047","Methionine",-6
"p1k_00605","Methionine",-8
"p1k_00975","Methionine",-3
"p1k_00998","Methionine",-6
"p1k_00036","Methionine",-8
"p1k_01002","Methionine",-7
"p1k_00016","Methionine",-10
"p1k_00836","Methionine",-6
"p1k_00487","Methionine",-6
"p1k_00611","Methionine",-8
"p1k_00965","Methionine",-10
"p1k_00044","Methionine",-10
"p1k_00744","Methionine",-3
"p1k_00990","Methionine",-6
"p1k_00716","Methionine",-6
"p1k_00426","Methionine",-10
"p1k_00848","Methionine",-10
"p1k_01045","Methionine",-7
"p1k_00072","Methionine",-8
"p1k_00428","Methionine",-6
"p1k_00530","Methionine",-10
"p1k_00171","Methionine",-10
"p1k_01015","Methionine",-4
"p1k_00320","Methionine",-3
"p1k_00665","Methionine",-3
"p1k_00734","Methionine",-9
"p1k_00938","Methionine",-4
"p1k_00977","Methionine",-5
"p1k_01017","Methionine",-8
"p1k_00418","Methionine",-9
"p1k_00819","Methionine",-4
"p1k_00790","Methionine",-7
"p1k_00381","Methionine",-8
"p1k_00703","Methionine",-7
"p1k_00048","Methionine",-9
"p1k_00082","Methionine",-10
"p1k_00174","Methionine",-7
"p1k_00569","Methionine",-9
"p1k_00355","Methionine",-6
"p1k_00455","Methionine",-5
"p1k_00830","Methionine",-7
"p1k_00095","Methionine",-10
"p1k_00111","Methionine",-8
"p1k_00397","Methionine",-4
"p1k_00862","Methionine",-7
"p1k_00214","Methionine",-6
"p1k_00637","Methionine",-8
"p1k_00145","Methionine",-9
"p1k_00302","Methionine",-5
"p1k_00988","Methionine",-5
"p1k_00184","Methionine",-7
"p1k_00755","Methionine",-9
"p1k_01026","Methionine",-5
"p1k_00445","Methionine",-9
"p1k_00545","Methionine",-8
"p1k_01053","Methionine",-5
"p1k_00778","Methionine",-3
"p1k_00083","Methionine",-8
"p1k_00107","Methionine",-10
"p1k_00678","Methionine",-5
"p1k_00417","Methionine",-4
"p1k_00559","Methionine",-7
"p1k_00666","Methionine",-5
"p1k_00042","Methionine",-6
"p1k_00200","Methionine",-5
"p1k_00254","Methionine",-8
"p1k_00667","Methionine",-8
"p1k_01050","Methionine",-4
"p1k_00433","Methionine",-6
"p1k_00805","Methionine",-6
"p1k_00770","Methionine",-10
"p1k_00921","Methionine",-3
"p1k_00746","Methionine",-7
"p1k_00269","Methionine",-10
"p1k_00726","Methionine",-3
"p1k_00825","Methionine",-10
"p1k_00116","Methionine",-10
"p1k_00817","Methionine",-8
"p1k_00053","Methionine",-4
"p1k_00599","Methionine",-4
"p1k_00685","Methionine",-8
"p1k_00699","Methionine",-6
"p1k_00052","Methionine",-7
"p1k_00251","Methionine",-5
"p1k_00793","Methionine",-6
"p1k_01022","Methionine",-6
"p1k_00196","Methionine",-3
"p1k_00875","Methionine",-10
"p1k_00229","Methionine",-6
"p1k_00556","Methionine",-5
"p1k_00514","Methionine",-4
"p1k_00170","Methionine",-10
"p1k_00936","Methionine",-10
"p1k_00884","Methionine",-3
"p1k_00834","Methionine",-10
"p1k_01013","Methionine",-9
"p1k_01034","Methionine",-10
"p1k_00913","Methionine",-9
"p1k_01036","Methionine",-8
"starve_series__t27_growth2","Methionine",-7
"p1k_00245","Methionine",-8
"p1k_00686","Methionine",-4
"p1k_00519","Methionine",-5
"p1k_00618","Methionine",-3
"p1k_00532","Methionine",-6
"p1k_00204","Methionine",-8
"p1k_00284","Methionine",-5
"p1k_00564","Methionine",-10
"p1k_00700","Methionine",-8
"p1k_00010","Methionine",-5
"starve_series__t10_starve","Methionine",-6
"p1k_00630","Methionine",-8
"p1k_00951","Methionine",-9
"p1k_00255","Methionine",-4
"p1k_00782","Methionine",-6
"p1k_00090","Methionine",-7
"p1k_00528","Methionine",-9
"p1k_00034","Methionine",-7
"p1k_00439","Methionine",-7
"p1k_00379","Methionine",-6
"p1k_00163","Methionine",-5
"p1k_00451","Methionine",-10
"p1k_00832","Methionine",-6
"p1k_00960","Methionine",-10
"p1k_00130","Methionine",-9
