"gene","iM","Val"
"b2751","Cysteine-1",-6.33919246164295
"b1287","Cysteine-1",-5.66917548231494
"b1729","Cysteine-1",-5.71919963013582
"b2752","Cysteine-1",-6.07980817664357
"b2423","Cysteine-1",-6.13779787314502
"b2764","Cysteine-1",-5.85195435869183
"b2414","Cysteine-1",-5.67141456351063
