"sample","iM","Val"
"starve_series__t03_starve","DhaR",-5.85810444730283
"starve_series__t03_starve","Crp-2",-4
"p1k_00574","DhaR",-6.773247863384
"p1k_00574","Crp-2",-9
"p1k_00015","DhaR",-6.22647080042252
"p1k_00015","Crp-2",-10
"p1k_00023","DhaR",-6.07582007026666
"p1k_00023","Crp-2",-5
"p1k_00796","DhaR",-6.35844728009862
"p1k_00796","Crp-2",-5
"p1k_00086","DhaR",-4.65436392810748
"p1k_00086","Crp-2",-4
"p1k_00306","DhaR",-6.5720374393317
"p1k_00306","Crp-2",-8
"p1k_00853","DhaR",-5.52051149988258
"p1k_00853","Crp-2",-9
"p1k_00564","DhaR",-14.1072722410123
"p1k_00564","Crp-2",-5
"p1k_00916","DhaR",-7.14277771629719
"p1k_00916","Crp-2",-6
"p1k_00270","DhaR",-5.51692408900616
"p1k_00270","Crp-2",-8
"p1k_00589","DhaR",-14.1455309979618
"p1k_00589","Crp-2",-5
"p1k_00830","DhaR",-14.1455309979618
"p1k_00830","Crp-2",-7
"p1k_00757","DhaR",-6.5433310964259
"p1k_00757","Crp-2",-6
"p1k_00660","DhaR",-5.45441817255385
"p1k_00660","Crp-2",-3
"p1k_00139","DhaR",-6.32514460560449
"p1k_00139","Crp-2",-8
"p1k_00560","DhaR",-6.51256888709593
"p1k_00560","Crp-2",-10
"p1k_00210","DhaR",-6.78353803013222
"p1k_00210","Crp-2",-6
"p1k_00894","DhaR",-6.66163046120761
"p1k_00894","Crp-2",-7
"p1k_00497","DhaR",-4.87134327621746
"p1k_00497","Crp-2",-10
"p1k_00061","DhaR",-6.48846575542173
"p1k_00061","Crp-2",-6
"p1k_00985","DhaR",-6.0241523042246
"p1k_00985","Crp-2",-6
"p1k_00411","DhaR",-6.52037322531887
"p1k_00411","Crp-2",-6
"p1k_00537","DhaR",-5.54753770359499
"p1k_00537","Crp-2",-9
"p1k_00226","DhaR",-5.94573259255078
"p1k_00226","Crp-2",-3
"p1k_00074","DhaR",-6.16401877456193
"p1k_00074","Crp-2",-5
"p1k_00098","DhaR",-4.68533758851473
"p1k_00098","Crp-2",-4
"p1k_00856","DhaR",-6.05062737804057
"p1k_00856","Crp-2",-3
"p1k_00977","DhaR",-5.96010878178773
"p1k_00977","Crp-2",-9
"p1k_00041","DhaR",-6.35763872145154
"p1k_00041","Crp-2",-9
"p1k_00594","DhaR",-5.8178541938442
"p1k_00594","Crp-2",-6
"p1k_00141","DhaR",-7.53738557982734
"p1k_00141","Crp-2",-4
"p1k_00711","DhaR",-6.27345429274142
"p1k_00711","Crp-2",-10
"p1k_00961","DhaR",-5.61249646230489
"p1k_00961","Crp-2",-10
"p1k_00403","DhaR",-6.33192557347762
"p1k_00403","Crp-2",-3
"p1k_00458","DhaR",-5.57742545710353
"p1k_00458","Crp-2",-10
"p1k_00085","DhaR",-4.75810654561331
"p1k_00085","Crp-2",-8
"p1k_00941","DhaR",-4.88128534484215
"p1k_00941","Crp-2",-9
"p1k_00006","DhaR",-6.86849281078832
"p1k_00006","Crp-2",-6
"p1k_00462","DhaR",-5.50892424545106
"p1k_00462","Crp-2",-5
"p1k_00276","DhaR",-5.9426944292382
"p1k_00276","Crp-2",-9
"starve_series__t05_starve","DhaR",-5.89160164204458
"starve_series__t05_starve","Crp-2",-6
"p1k_01051","DhaR",-5.06651381873861
"p1k_01051","Crp-2",-5
"p1k_00300","DhaR",-7.75699946897992
"p1k_00300","Crp-2",-10
"p1k_00418","DhaR",-6.64867099030953
"p1k_00418","Crp-2",-3
"p1k_01006","DhaR",-4.69489310384148
"p1k_01006","Crp-2",-5
"p1k_00350","DhaR",-6.24114165903789
"p1k_00350","Crp-2",-3
"p1k_00930","DhaR",-6.09834710063686
"p1k_00930","Crp-2",-3
"p1k_00565","DhaR",-14.1455309979618
"p1k_00565","Crp-2",-7
"p1k_00703","DhaR",-4.72215904766737
"p1k_00703","Crp-2",-4
"p1k_00169","DhaR",-5.69461848500303
"p1k_00169","Crp-2",-8
"p1k_00397","DhaR",-6.6923954822582
"p1k_00397","Crp-2",-5
"p1k_00416","DhaR",-5.87907841863389
"p1k_00416","Crp-2",-7
"p1k_00932","DhaR",-5.84787107569985
"p1k_00932","Crp-2",-9
"p1k_00430","DhaR",-6.75854606077399
"p1k_00430","Crp-2",-3
"p1k_00842","DhaR",-5.87910676775763
"p1k_00842","Crp-2",-3
"p1k_00110","DhaR",-5.4459177707402
"p1k_00110","Crp-2",-8
"p1k_00193","DhaR",-6.2254793660828
"p1k_00193","Crp-2",-8
