"sample","iM","Val"
"starve_series__t03_starve","DhaR",-8
"starve_series__t03_starve","Crp-2",-2.66268793924572
"p1k_00574","DhaR",-10
"p1k_00574","Crp-2",-3.64562879455474
"p1k_00015","DhaR",-7
"p1k_00015","Crp-2",-3.93287194208561
"p1k_00023","DhaR",-6
"p1k_00023","Crp-2",-3.59689817020322
"p1k_00796","DhaR",-8
"p1k_00796","Crp-2",-4.3882720991563
"p1k_00086","DhaR",-5
"p1k_00086","Crp-2",-2.24425730217088
"p1k_00306","DhaR",-10
"p1k_00306","Crp-2",-2.79912576527904
"p1k_00853","DhaR",-7
"p1k_00853","Crp-2",-6.42021640338319
"p1k_00564","DhaR",-9
"p1k_00564","Crp-2",-6.42021640338319
"p1k_00916","DhaR",-10
"p1k_00916","Crp-2",-3.91617619606175
"p1k_00270","DhaR",-5
"p1k_00270","Crp-2",-2.99501634268923
"p1k_00589","DhaR",-4
"p1k_00589","Crp-2",-4.19306394267554
"p1k_00830","DhaR",-3
"p1k_00830","Crp-2",-6.42021640338319
"p1k_00757","DhaR",-5
"p1k_00757","Crp-2",-4.19911542193452
"p1k_00660","DhaR",-5
"p1k_00660","Crp-2",-3.24573431372161
"p1k_00139","DhaR",-8
"p1k_00139","Crp-2",-3.2107436924371
"p1k_00560","DhaR",-8
"p1k_00560","Crp-2",-3.79239695510872
"p1k_00210","DhaR",-3
"p1k_00210","Crp-2",-3.39406381159492
"p1k_00894","DhaR",-9
"p1k_00894","Crp-2",-4.3912527072853
"p1k_00497","DhaR",-8
"p1k_00497","Crp-2",-2.01594888453871
"p1k_00061","DhaR",-4
"p1k_00061","Crp-2",-6.42021640338319
"p1k_00985","DhaR",-9
"p1k_00985","Crp-2",-3.46123044767504
"p1k_00411","DhaR",-8
"p1k_00411","Crp-2",-3.97316184126454
"p1k_00537","DhaR",-7
"p1k_00537","Crp-2",-4.66545483512935
"p1k_00226","DhaR",-9
"p1k_00226","Crp-2",-3.52502265054523
"p1k_00074","DhaR",-9
"p1k_00074","Crp-2",-3.15476764341295
"p1k_00098","DhaR",-9
"p1k_00098","Crp-2",-2.10012172724345
"p1k_00856","DhaR",-10
"p1k_00856","Crp-2",-6.42021640338319
"p1k_00977","DhaR",-8
"p1k_00977","Crp-2",-3.62481737921778
"p1k_00041","DhaR",-10
"p1k_00041","Crp-2",-3.63297170180532
"p1k_00594","DhaR",-9
"p1k_00594","Crp-2",-6.42021640338319
"p1k_00141","DhaR",-9
"p1k_00141","Crp-2",-4.34903195581767
"p1k_00711","DhaR",-7
"p1k_00711","Crp-2",-4.20868661989805
"p1k_00961","DhaR",-9
"p1k_00961","Crp-2",-3.0148009608595
"p1k_00403","DhaR",-7
"p1k_00403","Crp-2",-6.42021640338319
"p1k_00458","DhaR",-8
