,b0167,b0447,b0462,b0463,b0684,b0950,b0951,b0952,b1277,b1377,b2159,b2237,b2895,b3035,b3160,b3924
p1k_00646,7.833409245090117,7.864344239387846,2.7444762058765786,1.768155067960104,3.338879739206815,2.2491891755059408,2.769358669932462,2.8741706251443677,2.5347104255002653,0.6884073094736994,7.947357991642515,0.7615851526584907,2.1375524490902085,4.469014934018274,8.224891115952659,4.586733089603067
p1k_00335,2.236361875469586,1.3657324289671884,1.5118823453752688,1.122808653795217,1.517499652283361,1.0468700391165973,1.3453488820483512,1.3287728499257323,1.2917401421371697,0.7854800054633756,1.9333238108476265,0.4750834487507546,1.1768370724094757,2.243963735342107,2.100917212379999,1.297628612128268
p1k_00455,7.592563028992451,3.526148476637264,1.127793140634244,0.7300237059340665,1.3287022590372088,0.490609059520071,0.7337408561315061,0.7190630838857172,3.083838522129401,0.4208893754119238,0.9724221431292276,0.5315893524147642,2.4280605153731325,1.8519831631706585,0.8872801295163254,6.187858548303622
p1k_00366,2.6386561649956035,1.2037303855504855,1.5291737949977393,1.2606721994813357,1.5498019761885942,2.595750641679415,2.748241078918074,2.505105132888721,2.254000150650892,0.5711988801470337,1.0683150402417594,0.3531246119731598,2.0916699541300106,1.8650381359843335,0.9262985889780492,1.20637131663551
p1k_00032,15.39933779211336,3.280728485985968,2.341594940230627,1.3733151646548387,1.8669042468330477,1.249404365473334,2.453728977926817,1.7166521729477997,1.329679713888274,0.6316072930940404,8.57270337616019,1.180806333102216,1.388554279173644,8.499042865384142,12.97644479720708,4.689762742145408
p1k_00303,4.847610584974113,1.7605863870500984,1.6844550430775818,0.8008710451665971,2.0413983918012244,0.7057841819418763,0.8926581914865057,0.9651971079836608,2.178572699191213,0.7503383979818453,4.631599170867153,0.727382005662175,1.388440909355775,2.761049591904448,3.5007210180356645,2.6956000520673062
p1k_00576,4.541789668032004,5.625608888051421,5.352968672310743,3.550529356288471,7.289888128269842,2.6021636768823653,2.7377810553128565,2.81729652743811,3.6025743421589262,2.348575736315066,17.58891105107394,4.085677963778466,2.99519356983205,6.431362893775591,10.943741803849347,19.56332399729338
p1k_00813,4.870317608025394,1.1676186945977076,2.1674244277810786,2.158285920036506,2.36790088441012,1.4480740476136802,1.8209165858722227,1.9610004205571925,2.4399472616627125,0.7462171068224462,3.2684322164022968,0.706236669941585,1.431956530536705,3.58124268927946,4.490272752043054,2.081519130444806
p1k_00901,6.318595013834894,1.3336366590026434,2.5212240074111296,0.8386155505212867,1.4556926341353698,1.258880917728333,1.3475986631917274,3.040650523669116,2.707249542796876,0.3776635841934415,2.953372921026699,1.1360011753078638,0.7612496033827388,1.9030835089249,7.597729395653462,3.085084894754233
p1k_00023,9.649296199104958,2.140422441082906,2.583369677634584,1.2272444031053749,2.198764256395326,1.48993949131903,2.154937726140648,2.4873070764684395,1.3548719182032856,0.5605461582808062,7.991618203742774,0.8757039099684579,1.0141745305052488,5.555080051655254,9.429811585308231,7.063561653412708
p1k_00685,7.566694779789264,5.85226321691042,2.3046184819098694,1.9192228139235408,3.717465640485147,2.031630662044543,2.448693156788337,2.590844697517574,2.182934442073353,0.7632328403618173,8.380499666592367,1.2129071703359862,2.4143175762165856,4.2410823806987565,8.873252236840703,5.787825623539992
p1k_00305,4.267811281083062,2.089189014749307,1.8245900015002967,1.0652553065206951,1.9508376256577853,0.932584231190522,0.9223357917337544,1.097323693278607,2.6451909850882225,0.8777731398480839,3.2447491683147858,0.6615667155605275,1.9779448034819165,2.7718972073522163,2.4089494918153225,2.91196629471328
p1k_00742,4.911223461338463,2.7826507004581136,1.6379700995761757,1.0257673193073835,2.136163759258716,1.5012964066748715,2.190655410445622,2.196916020043536,1.7532609907571497,0.7721043648969178,3.286996334550573,0.7830530310621084,1.9516365697233249,3.2033200454622763,6.04236752449729,2.7667743999127734
p1k_01018,4.055211469669399,1.5424346850899049,2.083611218679235,1.5662273999330545,2.314158424545016,1.547334180009824,1.7963263745929112,1.2412342601341215,1.687592456792112,0.3559496347671556,3.338270068200911,0.3492050087682973,1.515761188892219,4.363897086576147,5.052284086579266,2.6963431826041773
p1k_00310,3.293426420678978,1.2505167666210502,1.5030008607371552,0.8154636930450812,1.65327376402292,0.7487231170371712,0.9372721533857566,1.1683280949117905,1.852597385821974,0.42633415856134,3.680490992748596,0.7098784258803298,1.436041068772674,2.81304267632178,3.5858643193529494,2.4673743754515005
p1k_01046,3.6015411783765816,2.3305908704189418,2.527482553713287,1.6136256450683253,2.378834200751707,1.2829925033688054,1.6420430216525546,0.8064942436517556,1.8833199987045817,0.4127842734712942,3.114268107625237,0.2266725855277968,1.270882495795157,5.245657062138484,1.884241767119573,3.0525804346537178
p1k_00578,3.015127064293975,1.3725867118144712,1.6696858385336493,2.017325880947946,3.001959863068499,1.7011197594875531,1.7708851375390862,1.6455638031826625,3.3145478446219,0.6784413073029202,2.951926116202934,0.9547217835296284,3.859984308810658,2.936879615189991,3.08017587570027,2.009170075440347
p1k_00552,3.216963133709273,1.5239559781672298,1.8926034869330863,1.167316171086712,1.3374675166484031,2.04043152920163,1.7097618905154506,1.513604296413647,1.810209255723788,2.217235970627054,1.9434980007772324,0.6001403160785438,1.3887352598556442,1.5003320924258747,2.8848937167108737,2.920072572453775
p1k_00777,2.783338750666089,2.0766265520273994,1.3555466840951302,0.7890889549399661,1.9505211796710864,1.5310329042073467,2.518758266613559,2.360680795943237,1.6755536565222198,0.3679715773909997,2.521849063252717,0.555304379153401,1.727966481437455,2.187296381626236,2.63910822115923,1.9383413594762868
p1k_00816,4.596842762550354,1.4387749563779573,1.99082112848045,2.1642398332056745,2.28192528239646,1.4004016491775495,1.9037056664758707,2.187152764702992,2.119177553760221,0.5082734997802516,3.459884209547626,0.9343169235504932,1.509323683692659,3.258076759401595,5.279701197117223,2.8132077284456463
starve_series__t25_growth2,8.980389410464353,1.6638558833793682,2.5909030843285348,1.148330044450634,1.9050313916405,2.1262807165948616,3.0115704915584285,2.551882477800792,2.597100581485668,0.3497421476932307,4.471654129177452,0.9998814659534758,1.4678786108207715,3.2353362415402107,6.948479162469734,2.3762300516319192
p1k_00678,4.285291598566096,3.1960193876474468,2.161012085405849,1.3695146294016147,2.2923870762053675,1.3966413092414045,1.93254178831454,1.6738062619494627,2.5375854620979807,0.9145348997005996,3.115981957163837,0.6129287159181727,1.8960635910534955,3.202942013867376,2.450111506763061,1.50905138145209
p1k_00057,5.9158654524019925,4.392790638761141,1.4331112684119636,1.0815286605308594,1.8810880444851417,1.080676599808663,1.5065116344680674,1.202861403944424,1.800565765675587,0.8408783688019461,3.958222557710061,0.695240994381189,1.4883421385547306,3.5669494261761527,3.999763696642344,3.742910296824405
p1k_00291,3.250801567100888,1.972864409008754,2.268959207053206,1.401626179857647,1.8700428767331032,1.4294563742557775,1.7031041142267629,1.6116416242771905,1.6579242544200747,0.8353254247430754,3.486733442425481,0.718258800286945,1.4139740524801288,3.844357591271924,5.849500968652235,1.9049168204621367
starve_series__t14_starve,1.895050700570828,5.845593720185391,0.7872992373975642,0.3120241790422443,0.2768190587564831,8.992955847476543,6.165856735934471,7.546713113551434,0.9286137366821844,0.5924548427575578,0.3452486291075637,0.7557833164344793,0.7842550761645742,1.86432063366582,3.3215920354959025,0.575219019192624
p1k_00829,2.805677027290303,1.639845624450682,1.9607349874559228,1.6820074247216514,1.6187255921637835,1.978961425996134,1.9724150261835525,1.821331539827542,1.6481052416481348,0.7276898369716646,1.6638119997503424,1.1149357036867489,1.4646356791666957,1.779097455784388,3.081630315700415,1.699979115252979
p1k_00844,6.02200376282232,8.629939225479704,3.943653662285195,2.562976895983879,10.815865395190563,4.88497113033594,4.517159071538402,4.25854219358992,5.2688553777196105,0.2563963238212062,10.46747883033912,7.065754824482506,8.297695004852306,2.908136616152132,4.523297320220387,31.21510066051584
p1k_00555,12.148608439072888,6.2023310928201445,6.723596616769378,4.992601351806576,8.61509684844591,5.132558631105595,4.22925647546447,3.5865582397465188,15.898487693582918,22.309828852584715,48.65707587231618,12.669016951606029,11.90078087680195,4.476493072806879,14.104311524338506,96.07149365878804
p1k_00837,3.867702270517487,8.405480731278402,3.260042502845495,2.7983312620979257,4.19801613197443,4.530923905948312,2.92615011901844,3.8526930691313503,1.7260975034465154,0.2563963238212062,4.0224921931482704,2.0282742214800296,2.1847944202358223,6.893400589245989,8.345771878127294,12.98581901880753
p1k_00229,2.102529156321,2.0828034029285662,1.4001676547533677,0.851134468276553,1.659374414539184,1.2811521412347628,1.3992057883083409,1.8280839804075049,1.1357897103893544,1.0866165405082415,2.5852646711500835,0.6593985109506193,1.046956896117963,2.2222175062405527,1.9213699935873771,1.3537813599183528
p1k_00959,4.047804640211832,2.8960098204036955,1.9295928876020487,1.5449220728929542,2.2559456585936792,1.5008517407123216,2.0774937199978845,0.993972703857811,1.9980593781500589,0.2563963238212062,3.1002485358638725,0.5498054166332297,1.3141626916883091,4.590051346741332,6.741151969126445,2.563320944555876
p1k_00232,2.353516606623319,1.816047291195397,1.3322422544935228,0.8947543689628821,1.6848515626296592,1.142206267339584,1.3865363754197246,1.5978687873547617,1.546299913260601,0.8381460995146474,2.258599093230355,0.61401442372124,1.1850933088377933,2.563023992477021,1.9312167565481804,1.2135593336264463
p1k_00018,6.728801708273167,2.7274831256788628,2.104370610081005,1.303228435837655,2.354668699714172,1.525423336429779,2.8429162826764944,2.128468526019389,1.7873092945860447,0.5404162225095065,4.401700249018525,0.9726732568067652,1.3143135378738688,4.717063053849179,9.340675677239988,4.576674039566792
p1k_00587,2.918747426640465,0.7480703103213595,1.3137653807417968,0.8650130422299898,1.2240245659136986,1.2760816491697051,1.0229882813113766,1.1163583597837086,2.801680975498186,0.9684705144286136,2.6567215632539494,0.4466107430729974,3.377984531656532,1.9954826231309764,1.334275004662475,2.8928574315411173
p1k_00847,6.699489385104509,13.099345522827695,4.5022285905399215,3.590579875875087,11.453799523383385,5.005946931657047,5.458729379373231,5.338152146022579,8.914003470761799,0.2563963238212062,13.844053597267951,13.764219990917228,8.208743226075578,5.367293813094621,6.818629644648276,65.0713699445645
p1k_00667,5.217822729623589,5.243723751770596,2.367796382523346,1.4231943726309912,2.571084847602443,1.7872402561728025,2.1386203707824465,2.087879572949479,2.475270606361704,1.3556583505131337,3.4271058495747164,0.6505355399295318,1.533725542108435,2.93517887369886,2.884492771565373,1.9320593627068765
p1k_01025,4.115456344638583,2.3816974108809514,2.0965471417305244,1.3998116621914651,2.4090152897048336,1.1441879308788516,2.0117562810065324,1.2621964656625682,1.981751025290431,0.5620272574950256,3.712505793769866,0.3231604836139944,1.6378311280671622,4.900932691961562,5.016975356438492,3.0956697168125933
p1k_00791,2.778272294728463,1.9904882801191703,1.6782130537020683,1.5149312656199982,3.1384184654420157,2.849379476964752,2.0946975587830825,3.232498798805884,2.3061792783393367,0.9888401099469296,1.9046313077791888,1.707818972197159,2.982854829425722,1.8968974800238607,2.900683487110514,1.7842191982098832
p1k_00217,3.5498562017799813,2.3488504015871743,1.4697086520021858,0.9934476712635189,1.6102490814024215,0.9818401733330144,1.0645492801349214,1.379284504706662,1.583812024851451,0.8274528846715343,4.065018543845943,0.6881495112836086,1.6042818981628957,3.315753941024248,2.86656992411298,2.784311948524784
p1k_00572,3.6614639992570654,3.54109765154922,2.4683194521153857,1.3133192380749643,4.236842458360685,0.972481844112988,0.9499025827728534,1.310463321706722,9.823308734484552,3.8103881074196826,22.52656506388452,3.176418187460716,7.057458737759757,3.153887709938888,6.37976194463478,28.07084645562852
p1k_00580,2.1186693230992826,2.096986010571173,1.344011987135466,0.8465348612531325,2.754375142047764,1.335480696457184,1.5942018618846958,1.7282647086097416,1.863949297626792,0.5076394231703552,3.128609768870984,0.5725124814956049,1.9188436370415205,2.290178679718081,2.75070859455572,1.9180513315797945
p1k_00763,5.227271645875595,2.427792402726157,1.5353058492901144,0.9626358631546506,2.175872964082013,1.4259742408951888,1.986721451572376,2.4038128803628926,1.8735022690241545,0.6309198142911632,4.715159430563899,0.5878126688807587,1.7611786835545935,3.7637858502705583,5.087071472838008,2.7203955968209264
p1k_00798,4.993204196947161,2.170530136905416,2.4053079338865,1.8207933292712288,1.5908791195358067,1.3002498259929771,1.71765951219103,2.1436951929747265,2.359026996806056,0.5657323718211491,2.9789054401332105,0.8185901806531765,1.7137662690735362,3.182087164290753,4.091630280325104,2.9572564602472218
p1k_00044,6.238604231972846,1.54734870167472,1.7066537805529869,1.3208837340721375,2.1548914585797894,1.052524924628831,2.1921237026418168,1.524955350098131,1.9899853997274608,0.4254333318282708,3.7198621975292223,0.7456731819660898,1.101231307524264,4.734942128170872,5.210395320395359,3.187948244614641
p1k_00855,1.7841784506731375,2.0785852053094738,1.6603982597471376,1.0163545757448529,1.5419260072712468,2.108260090434255,1.806164577562948,2.002643194878763,1.6924901630065237,1.2031554418821722,1.4429083395454885,1.602592363159116,1.5986112426643064,1.1783774049614326,2.154207549813279,1.7880355761761242
p1k_00755,3.5759919822430963,2.0615394411112,1.4929955169380984,0.8947374005484132,2.048091062273151,1.3395185451076728,1.896606602738509,1.6631344375572448,1.6535808026741077,0.4596845627259513,2.6029503613890546,0.5773438068187042,1.8113077974539036,2.926308731521216,4.352317079304969,2.141319276944042
p1k_00121,7.514692621604685,2.345183050420852,1.9468091932441336,1.2269076641164347,1.962324424103023,1.7401315622947966,2.873234254807203,2.0881632536393724,1.599120958104736,0.473322145616371,6.1014109518425474,1.3126670649372345,1.8151713984219395,4.777497620890651,14.489571062705156,3.964628481495387
p1k_00004,11.491657729016136,2.9762595463550547,2.0285466798353986,1.3363695479482862,3.0283187241167164,1.8426302629746676,3.2725407766266046,2.828473357884321,1.6311276737055749,0.6406272177614984,11.684302357507145,1.724671419700495,1.12431123661342,4.565684859274751,16.68628649624803,4.976986848650678
p1k_00080,5.751774851808812,3.004873526474078,1.574192891698619,0.9290654379056332,2.2432943473848077,1.9480776618170128,2.395515030514252,1.4370589218329122,2.279462597438626,1.6532453078866525,2.438484358986349,1.1876044524353735,2.2639125762563954,3.2083135429167453,2.4386001127172183,1.8190518359323269
p1k_00072,5.030088718395894,1.874222931243671,2.0620483052289766,1.1999113620206538,1.96461668662637,1.7150646886534446,1.9269493176913843,1.2952679770600066,1.981854650485749,1.6388660307636522,3.089181247082588,0.665880826782287,1.7154480063719084,3.8800317845418366,6.877984234946977,2.4566087356526105
p1k_00285,3.8827129055585385,2.158342662481933,2.395269831700778,1.3980066509218767,1.7518811901206697,1.4561409793625328,1.880182404396756,1.83387519723604,1.6951541572263886,0.825654301559376,3.279352495920742,0.9588699254353068,1.410619476975823,3.4695911004042324,5.670973874768159,2.218518217207519
p1k_00421,2.4520246456713872,1.7957565266052995,1.590794109829571,0.8750289114187915,2.025145243569467,1.628795000056576,1.8149188799291027,1.6548865211115915,1.8556562743776612,0.7991165984251867,2.131693149458572,0.794814399099968,1.9216999398104304,2.606059996266487,2.6258543291267946,2.00408862896414
p1k_00887,5.069675582860647,2.876439161535191,1.914418544205775,1.1782937618495628,0.710638848639017,3.326153337725393,1.90685503469742,4.475926315038902,0.7796173750367297,1.1839834059199537,2.7408406279317963,2.8764899622072373,1.3161030304867667,0.8716640068030131,12.47441762144864,2.1915995118231537
p1k_00301,4.445556916681093,1.5846736584718686,1.9306600434205243,0.8937908739299992,1.711096849537252,0.9762310567253462,1.1983083523719913,1.4890498459295467,2.310605933830493,0.7541503333365583,4.142402335127343,0.6511304385628784,1.3234814846289598,3.0742802421454667,3.8002588387901306,2.7879897840614865
p1k_00591,4.419708535026129,3.556599208544485,2.985272197190074,1.579837647753773,4.355036453685941,2.204154293500828,1.612561697166491,2.026131844010268,6.375100621433141,4.153925085752942,13.60092285160128,2.741127996703251,6.483708766940287,1.9651126969647128,2.6641964641214475,53.99492625834916
p1k_00109,9.62418085730094,2.9714710821375023,1.476752815423558,1.1486087747219704,2.4162110632807097,1.1205024977904423,1.6896673241660458,1.7732775551149214,2.018986450806226,0.5213816932703135,8.654335843440448,0.8770326324245693,1.422789689515147,6.158834568866599,4.897117116425191,4.610365786984772
p1k_00994,5.050336994391305,2.965782917888374,2.457768691768666,1.2563905589777309,2.5310057680495213,1.356624606883739,1.3048999688816698,0.7213516794077747,1.433202486386797,0.5372886990512898,3.483141209508456,0.3543978114574818,0.972436015551792,5.1598608893790665,2.756971721775688,3.3880254106636736
p1k_00069,4.677459315098799,1.819043499266576,2.1003356517952,1.2701533316755724,1.7312558305552577,1.350673078271272,2.025773808833963,1.2735962931051608,1.7749497049586098,1.6917360533465633,3.502251220409734,0.7919648203259929,1.5351909083725228,4.0692273103057,6.584383576252771,2.1082932197268103
p1k_00210,6.236120445862327,2.166360232474877,1.223933254203273,1.0978743002699145,1.8148641163659784,0.9228262860525196,1.2940443839128275,1.440627351013004,1.904067761627154,0.6266698066874161,5.197194921945675,0.6958957131330423,1.7436832447772883,3.091182934815965,2.7421300407845943,3.722861831763091
p1k_00483,2.21990213266265,1.7143895876586883,1.6086123656955134,1.2918072805026546,2.07494603706166,1.2153469763323594,1.5093306186322957,1.7379453787517896,2.1126090758706284,0.5009872254354865,2.3029373924410925,0.5055286101684395,1.472134070517472,3.7945773693139753,3.518115689443759,2.805237577408279
starve_series__t07_starve,1.250024106077117,3.473056662094438,1.1656325668816812,0.4204733409423525,0.4279500105003981,5.330089354235639,3.899345707869383,4.625433762748367,0.4079495570468373,0.5618169053692658,1.629120439840116,0.5912138978644604,0.3550876367981756,4.850956681445002,6.167486464769743,0.8259069859671586
p1k_00081,4.4235991989920445,2.048722002675763,2.027568217141997,1.2677007607768045,1.9025003378226653,1.2150873441724674,2.057805161686664,1.573953557418251,2.4625835638129305,1.1511101540949489,2.6878807768496737,0.780563687616127,1.9353488201054323,3.887092584305471,5.492350981853575,2.1430450245452204
p1k_00033,11.335716509004753,5.105474706415416,1.9486164802724624,1.400895251916122,5.818571580756772,2.3789097984352687,3.500690486641248,2.964205090811256,1.9735108322314772,1.9543585650614996,15.539302797354294,2.437562536616159,1.7969996474620962,4.910847491697294,11.520901479321166,12.865742682686356
p1k_00242,5.604415673372089,5.603035906433113,1.850698571406556,1.1685868980175975,3.808639149613749,1.7966418053394615,2.252202346660184,2.1709226790481035,1.8761825135811616,1.25565794346987,4.600030253796846,1.304328310844646,2.2733152016540017,4.193036700537172,6.15909104290889,6.965704059497291
p1k_00497,13.387870804853296,4.633472704704843,2.077731492811886,1.928556939423132,2.1456477975169945,0.7714848684693922,1.468565651021512,1.520313640251887,2.235295723963805,0.4142393851335121,2.504141141661332,0.7931737294424062,3.11565454178956,4.526542132117656,4.048891620929165,5.98290448395021
p1k_00905,4.618471596456691,2.419289972244642,2.726880463279055,1.6375045626462452,1.537964388409468,1.2701702659544791,1.5663734790353727,2.572295389689264,1.8676107921449696,1.0898887524111038,2.8988397368335703,0.9198158305514926,0.7830158039056783,3.0169973559054,6.519667264071804,2.0529594376862783
p1k_00274,2.1864297280007428,3.299097515262908,4.206042250981909,2.1978430705236147,1.4615806597987593,1.1340580989156464,1.3912545440153496,1.7942543133605058,1.3830555038709915,0.4548562938673223,1.9334919001111663,0.8029654039916464,1.413937730732389,3.59791479337457,4.774474558374783,1.8275817913421517
p1k_00550,8.436459153717188,3.211079204324235,2.7411468091284066,2.256143236124018,6.213423865187189,1.4653406679641738,1.8120923299128888,2.2629429389891373,12.501448866936563,14.300280385046714,26.946151022909127,3.6294153476626976,9.399042036693208,3.5311223225977195,5.0278200349261,33.39823165368661
p1k_00148,4.684087129318111,3.063357463404035,1.684839542634674,0.9466436588347932,2.587283246772772,1.1533650445279873,1.5642904612124824,1.1719553978954476,3.1852626013765954,0.6390014203384429,3.922123569939196,0.7567395906317824,2.6152021346584298,2.9212035901748883,2.649406714534199,2.5508766305904613
