"gene","iM","Val"
"b1310","YcjW",-10
"b1316","YcjW",-4
"b1312","YcjW",-8
"b1313","YcjW",-4
"b1318","YcjW",-9
"b1315","YcjW",-3
"b1319","YcjW",-8
"b1311","YcjW",-4
"b1317","YcjW",-10
"b1314","YcjW",-5
